project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
THR Frisco Level 07 - Fitout,TABS2026002549,Texas Health Resources / UT Southwestern,"12500 Dallas Parkway, Frisco, TX 75033",Collin,1/5/2026,9/25/2026,"$14,228,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Fit-out Level 07 with a universal care unit consisting of 30 patient rooms and associated support space. The project has a total of 25,305 SF","25,305 ft 2",Texas Health Resources,"612 E. Lamar Blvd, Arlington, Texas 76011",214.208.1429,"HKS, Inc","350 N. St Paul St Suite 100, Dallas, Texas 75201",214.969.3104,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002549,
The Livingston Building 8 Fire Reconstruction,TABS2026002513,The Livingston,"6301 Windhaven Parkway, Plano, TX 75093",Collin,10/20/2025,6/24/2026,"$2,400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation/reconstruction of fire-damaged building at multifamily complex. ,"30,966 ft 2",GP-RPC LIVINGSTON LLC,"4582 S ULSTER ST STE 1200, DENVER, Colorado 80237",7-208-889-9200,Childress Architectural Group,"2505 N Plano Rd, Ste 4000, Richardson, Texas 75082",(214) 451-6630,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002513,
Sidewalk Project T-2.1,TABS2026002494,City of Murphy,"Along FM 544 Along FM 544, Murphy, TX 75094",Collin,1/5/2026,12/31/2026,"$4,558,459",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Sidewalk, ADA ramps and 2 pedestrian bridges","21,690 ft 2",City of Murphy,"206 North Murphy Road, Murphy, Texas 75094",(972) 468-4394,"Neel-Schaffer, Inc","515 Houston Street Suite 651, Fort Worth, Texas 76102",(817) 870-2422,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002494,
Residential Concrete Pavement Repair Zone P3 NORTH,TABS2026002358,PWS 00080 - CITY OF PLANO,"MULTIPLE LOCATIONS, Plano, TX 75086",Collin,12/10/2025,12/9/2027,"$376,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",20000 SQFT OF SIDEWALK AND 33 BFR ,"20,000 ft 2",CITY OF PLANO,"PO BOX 860358, PLANO, Texas 75086",(972) 769-4140,CITY OF PLANO,"PO BOX 860358, PLANO, Texas 75086",(972) 469-4140,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002358,
McKinney Self Storage,TABS2026002332,McKinney Self Storage,"244 Eldorado Pkwy, Mckinney, TX 75069",Collin,1/19/2026,4/1/2027,"$8,000,000",New Construction,"This project is privately funded, on private land for private use.",New construction self storage facility.,"175,000 ft 2",Storage and Boxes McKinney LP,"2040 Century Center Blvd suite 10, Irving, Texas 75062",(817) 504-2231,JL Building Systems LLC,"4700 Kemble St., Ft Worth, Texas 76135",(817) 534-6579,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002332,
Hattie B's Hot Chicken,TABS2026002325,Preston Towne Crossing,"2104 Preseton Road, Plano, TX 75093",Collin,11/17/2025,4/1/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior and Exterior renovations to an existing structure previously operated as a restaurant.  The new use will be a restaurant.,"3,200 ft 2",Preston Towne Crossing (Edens) LLC,"11000 Richmond Avenue, Suite 350, Houston, Texas 77042",(713) 860-4931,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002325,
Hopewell - McKinney Industrial,TABS2026002324,TX McKinney LP,"State Hwy 5, Mckinney, TX 75071",Collin,10/15/2025,9/30/2026,"$14,400,000",New Construction,"This project is privately funded, on private land for private use.",Shell bldg. without mezzanine. 1 story office/ warehouse. Bldg. tilt-up wall panels on footings.,"225,084 ft 2",TX McKinney LP,"2020 4th street SW,Ste 410, Calgary, CA AB T2S 1W3",(480) 535-6115,Ware Malcomb,"1233 W. Loop South, Ste.1170, Houston, Texas 77027",(480) 800-5291,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002324,
LIGHT FARMS LOT 02,TABS2026002317,LIGHT FARMS LOT 02,"3500 S Dallas Pkwy, Celina, TX 75009",Collin,1/1/2025,12/31/2025,"$1,900,000",New Construction,"This project is privately funded, on private land for private use.",new construction of commercial shell building,"9,793 ft 2","TRU PROPERTY DEVELOPMENT, LLC","6010 W Spring Creek Pkwy #95, Plano, Texas 75024",(469) 768-8736,Materia Architecture Studio,"8520 Lakehurst Rd, El Paso, Texas 79912",(210) 563-0186,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002317,
Redefined Eyecare,TABS2026002286,Retail Center,"9401 W. University Drive Suite 130, Mckinney, TX 75071",Collin,11/3/2025,2/2/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Finish out of new 1,500 SqFt Optometrist Office ","1,500 ft 2",SCSD-Finnell LTD,"14114 Dallas Parkway Suite 670, Dallas, Texas 75254",(214) 483-0400,Studio 610,"5825 Steeplechase Drive, Plano, Texas 75093",(214) 734-2716,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002286,"Dr. Sally Tam, OD"
HAPPY SKI SCHOOL,TABS2026002283,HAPPY SKI SCHOOL,"4065 E. PLANO PARKWAY #200, Plano, TX 75074",Collin,11/17/2025,2/16/2026,"$280,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant improvement,"4,536 ft 2",IMAD INC,"22 LOCHLEVEN, RICHARDSON, Texas 75082",(214) 649-7980,WARD ARCHITECTURE PLLC,"5004 THOMPSON TERRACE #107, COLLEYVILLE, Texas 76034",(817) 281-5600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002283,
Flexential Plano Battery Replacement,TABS2026002274,Flexential Data Center,"3500 East Plano Parkway, Plano, TX 75074",Collin,10/13/2025,10/31/2025,"$2,990,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Replace existing Energy Storage System with new,"2,000 ft 2",FLEXENTIAL CORP,"3500 East Plano Parkway, Plano, Texas 75074",(214) 907-3042,Swanson Rink,"1120 Lincoln Street Suite 1200, Denver, Colorado 80203",303.839.2999,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002274,
