project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
Level Up Studio Suites,TABS2025026570,Towngate Plaza,"1901 Northwest Highway suite 240, Garland, TX 75041",Dallas,9/1/2025,11/1/2025,"$90,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Build out,"4,500 ft 2",Jennifer Becerra,"2921 Carnaby Ln, Garland, Texas 75044",(972) 339-2977,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026570,,,,
Order My Gear,TABS2025026542,141 Manufacturing Street,"141 Manufacturing Street, Dallas, TX 75207",Dallas,8/19/2025,11/1/2025,"$380,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Partial interior office space renovation,"14,000 ft 2","DD 141-149 Manufacturing LP, a Texas Limited partnership","123 Manufacturing St., Dallas, Texas 75207",(214) 674-1533,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026542,Corgan,"401 N Houston Street, Dallas, Texas 75202",214-748-2000,
Partners,TABS2025026523,2515 McKinney,"2515 McKinney Ave suite 950, Dallas, TX 75201",Dallas,10/1/2025,11/1/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement ,"7,090 ft 2","Chateau Plaza Holdings, LP","277 Park Ave Floor 09, Ney York, New York 10172",(908) 285-8011,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026523,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,
PrintDash,TABS2025026520,PrintDash,"6205 Tower Ct, Plano, TX, 75074 166413, Richardson, TX 75185",Dallas,8/20/2025,8/27/2025,"$65,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","demolition, machine additions","32,000 ft 2",Kevin Nguyen,"1501 N Plano rd. Suite #100, Richardson, Texas 75081",1-469-831-7683,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026520,,,,
10130 Royal Lane,TABS2025026493,Starbucks Coffee Company,"SW Corner of I-635 & Royal Lane, Dallas, TX 75238",Dallas,3/30/2026,6/16/2026,"$398,750",New Construction,"This project is privately funded, on private land for private use.","Tenant improvement of an existing shell building for Starbucks Coffee. Work shall include interior partitions, interior finishes, equipment, lighting, HVAC, plumbing, and signage.","1,400 ft 2",Bobby Mondoza,"600 South Sherman Street, Richardson, Texas 75081",(214) 901-1514,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026493,,,,
QuikTrip # 1929 Fryer Project,TABS2025026484,QuikTrip # 1929,"4005 S. Beltline Rd., Grand Prairie, TX 75180",Dallas,11/9/2025,11/24/2025,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes re-organization of existing kitchen equipment and addition of new fryer units. The type 1 hood and wrapped ducts will be replaced with type 1 new equipment. Rooftop equipment will remain existing. Project 300 sf.,300 ft 2,QuikTrip Corporation,"1120 N. Industrial Blvd., Euless, Texas 76039",(817) 786-3191,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026484,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868,
BROWN CAMPBELL,TABS2025026483,BROWN CAMPBELL,"4655 EASTOVER DRIVE, Mesquite, TX 75149",Dallas,9/5/2025,7/3/2026,"$10,325,000",New Construction,"This project is privately funded, on private land for private use.","NEW OFFICE AND INDUSTRIAL WAREHOUSE 79,814 SQ FT.","79,814 ft 2",BROWN CAMPBELL COMPANY,"11800 INVESTMENT DRIVE, TOWNSHIP, Michigan 48315",(586) 884-2122,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026483,NATIONWIDE CONSTRUCTION,"721 S 5TH AVE, MANSFIELD, Texas 76063",(817) 473-0484,
Hillside Village,TABS2025026458,"Hillside Village, Leasing Office","700 N J Elmer Weaver Fwy, Cedar Hill, TX 75104",Dallas,1/1/2026,11/1/2027,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",Leasing Office ,"1,300 ft 2",Town Companies,"6060 N Central Expy, Suite 770, Dallas, Texas 75206",(248) 670-1365,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026458,,,,
85°C Bakery Cafe — Mesquite,TABS2025026427,Mesquite Crossing Shopping Center.,"1765 N Town E Blvd Unit 133, Mesquite, TX 75150",Dallas,12/8/2025,4/3/2026,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant improvement of a 3,675 sq. ft. bakery café consisting of an interior remodel with new partitions, ceilings, restrooms, plumbing, lighting, kitchen equipment, rooftop mechanical units, two Type II hoods, and a new grease interceptor.","3,675 ft 2","Mesquite Emporium, LP","82 W Armstrong Dr, Mustang, Oklahoma 73064",(972) 669-8440,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026427,Prosper Architects,"134 S. Glassell St Suite K, Orange, California 92866",(949) 373-4401,Vivian Shin
"CFA #04187 75th & Campbell - Richardson, TX",TABS2025026425,Chick-fil-A,"106 W Campbell Road, Richardson, TX 75080",Dallas,10/31/2025,11/30/2025,"$275,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Drive-thru modification, site Work, Add of a new DL F2F Canopy ","1,607 ft 2",Chick-fil-A Inc.,"5200 Buffington Road, Atlanta, Georgia 30349",(770) 630-1621,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026425,,,,
