project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
APX,TABS2026015534,One West Village,"2801 N. Central Expressway Suite 1215, Dallas, TX 75204",Dallas,3/20/2026,7/15/2026,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"3,831 ft 2",AGOM 2801 Property Owner,"245 Park Avenue 24th Floor, New York, New York 10167",(802) 291-1025,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",972.770.2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015534,
Journeys 561,TABS2026015509,Northpark Center,"8687 N Central Expy STE 2348, Dallas, TX 75225",Dallas,9/1/2026,10/31/2026,"$771,200",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of an existing space in an enclosed mall. ,"2,995 ft 2",NorthPark Land Partners,"8080 N. Central Expressway, Suite 1100, Dallas, Texas 75206",(214) 369-1234,Jencen Architecture,"2850 Euclid Ave, Cleveland, Ohio 44115",(216) 781-0131,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015509,Joshua Beiser
CFBISD Farmers Branch Elementary School,TABS2026015494,Farmers Branch Elementary School,"13521 Tom Field Road, Farmers Branch, TX 75234",Dallas,5/26/2026,8/30/2027,"$45,748,108",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Replacement Elementary School to support 850 students including a storm shelter/gymnasium, cafeteria, internal courtyard, administration, and classrooms.",850 ft 2,Carrollton-Farmers Branch ISD,"1505 Randolph Street, Carrolton, Texas 75006",972.930.7655,Glenn Partners,"5646 Milton St STE 426, Dallas, Texas 75206",469.930.7655,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015494,
"Back Nine Golf - Dallas, TX",TABS2026015485,Preston Forest Square LP,"11909 Preston Rd, Suite 1482, Dallas, TX 75230",Dallas,5/1/2026,8/1/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement for Back Nine Golf franchise,"4,009 ft 2",Preston Forest Square LP,"11909 Preston Rd, Suite 26, Dallas, Texas 75230",(469) 235-0711,JZW Architects,"45 East Center Street, North Salt Lake, Utah 84054",(801) 936-1343,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015485,pfsq@myyahoo.com
Parrish Foundation Tenant Finsh Out,TABS2026015483,Trinity Towers,"2777 N. Stemmons Freeway, Suite 1325, Dallas, TX 75207",Dallas,5/4/2026,7/13/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior finish out that includes office, conference rooms, and breakroom","1,900 ft 2","HPIII Dallas IV, LLC","2777 N, Stemmons Freeway, Dallas, Texas 75207",(501) 993-3093,"Rees Associates, Inc.","2777 North Stemmons Freeway, Dallas, Texas 75207",(214) 522-7337,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015483,
1st Floor Restrooms,TABS2026015472,The Landmark,"14800 Landmark Blvd. 1st Floor, Dallas, TX 75254",Dallas,4/1/2026,6/15/2026,"$85,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Capital Improvements,476 ft 2,"Landmark Quroum Holdings, LLC","14850 Quorum Drive Suite 100, Dallas, Texas 75254",801-634-2125,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015472,
4th Floor Restrooms,TABS2026015464,The Landmark,"14800 Landmark Blvd. 4th Floor, Dallas, TX 75254",Dallas,4/1/2026,6/15/2026,"$85,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Capital Improvements,476 ft 2,"Landmark Quorum Holdings, LLC","14850 Quorum DR Suite 100, Dallas, Texas 75254",(801) 634-2125,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015464,
"Duncanville, TX - Restroom Refresh",TABS2026015451,Costco Wholesale,"250 W.Highway 67, Duncanville, TX 75137",Dallas,3/1/2026,6/1/2026,"$315,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",THE WORK INCLUDES THE REMOVAL AND REPLACEMENT OF FIXTURES AND FINISHES ALONG WITH ACCESSIBILITY IMPROVEMENTS.,"1,350 ft 2",Costco Wholesale Corporation,"730 Lake Drive, Issaquah, Washington 98027",(425) 313-8100,MG2 Architecture Corporation,"1101 Second Avenue, Suite 100, Seattle, Washington 98101",(206) 962-6500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015451,
Alta Logistics B2,TABS2026015438,Alta Logistics B2,"2500 Millers Ferry Rd., Wilmer, TX 75172",Dallas,3/20/2026,7/1/2026,"$1,700,000",New Construction,"This project is privately funded, on private land for private use.",New construction in existing building,"3,587 ft 2",Port 45 LLC,"675 Bering Dr. Suite 825, Houston, Texas 77057",(713) 817-5035,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015438,
Wells Fargo Refurb,TABS2026015436,Wells Fargo,"1445 Ross Ave Ste 100, Dallas, TX 75202",Dallas,3/9/2026,11/30/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation ,"2,204 ft 2","1445 Ross Ave, LLC","1445 Ross Ave, Ste. 2500, Dallas, Texas 77502",(214) 855-7766,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026015436,
