project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
VIETI COFFEE,TABS2024026757,VIETI COFFEE,"10051 Marsh Ln, Dallas, TX 75229",Dallas,12/14/2024,6/30/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel ,"1,000 ft 2",Hopkins Marsh Ln Plaza,"7995 Lyndon B Johnson Frwy #150, Dallas, Texas 75251",(214) 384-4852,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026757,,,,
NorthPark Center Level 1,TABS2024026737,Starbucks,"8687 N Central Expressway Suite F2-926, Dallas, TX 75225",Dallas,1/13/2025,2/12/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Work shall include interior partitions, interior finishes, equipment, lighting, HVAC, and plumbing.","1,544 ft 2","Northpark Partners, LP","8080 North Central Expressway Suite 100, Dallas, Texas 75206",214-369-1234,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026737,Rogue Architects,"513 Main St Ste 300, Fort Worth, Texas 76102",817-529-6861,
OrangeTwist- Mockingbird,TABS2024026727,Mockingbird Station,"5331 East Mockingbird Lane Suite 130, Dallas, TX 75206",Dallas,10/1/2024,12/6/2024,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior build-out of an existing commercial space in a shell building,"2,395 ft 2",Alva Kane,"15950 N Dallas Parkway, Dalla, Texas 75248",214 608 5670,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026727,gne Architecture,"89 Fifth Avenue Suite 301, New York, New York 10003",917.912.4724,Denise Keeler
Accident & Injury Chiropractic,TABS2024026719,Irishman's Creek Shopping Village 2,"2240 Marsh Lane Suite 100, Carrollton, TX 75006",Dallas,9/16/2024,12/16/2024,"$175,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",An alteration of an existing 1028 sf tenant space to a chiropractic offfice,"1,028 ft 2",Zaven Ratevosyan,"2240 Marsh Lane Suite 120, Carrollton, Texas 75006",(214) 909-5769,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026719,Cross Timbers Architects,"4315 Windsor Centre Trail Suite 400, Flower Mound, Texas 75028",972-355-7754,Kyle Rubin
Parker Prosthodontics,TABS2024026700,Landry Tower,"411 N. Washington Ave. Suite 2400, Dallas, TX 75246",Dallas,9/23/2024,12/30/2024,"$334,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 2,567 sq. ft. medical tenant finish out in Landry Tower within Dallas, Texas. ","2,567 ft 2",Healthcare Realty Services LLC,"3900 Junius Street Suite 640, Dallas, Texas 75246",(214) 747-1600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026700,,,,
Laramie,TABS2024026691,Travis Walk,"4514 Travis Street Suite 302, Dallas, TX 75205",Dallas,9/3/2024,12/30/2024,"$200,992",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior office renovation,"3,941 ft 2",Intercity Investments,"4301 WESTSIDE DR SUITE 100, DALLAS, Texas 75209",(214) 520-2565,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026691,Schwabauer Design,"1600 N. Collins Suite 1900, Richardson, Texas 75080",(469) 804-2400,
Nicholos Industrial Park,TABS2024026690,200 Nicholos Drive,"200 Nicholos Drive, Hutchins, TX 75141",Dallas,10/1/2024,2/1/2025,"$875,000",New Construction,"This project is privately funded, on private land for private use.","We will be constructing 2 identical, 5,000 square foot, single story, pre-engineered, metal buildings.  The physical address for both buildings is 200 Nicholos Drive.","10,000 ft 2","Estrada Concrete Company, LLC","P.O. Box 1266, Hutchins, Texas 75141",(469) 877-6635,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026690,,,,
Reseat of Alamo Drafthouse Cinema,TABS2024026674,Music Factory,"320 Las Colinas Blvd., Suite 200 Building 2, Irving, TX 75039",Dallas,9/30/2024,12/23/2024,"$455,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Replacing existing theater rocker chairs with new powered recliners in each theater.,"41,339 ft 2",Brookfield Properties,"6181 South State Street, murray, Utah 84107",(801) 859-5452,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026674,Hodges Architecture,"13642 Omega, Dallas, Texas 75244",(972) 387-1000,
Landscape Structures Building 3,TABS2024026666,Landscape Structures,"4740 S BUCKNER BLVD, Dallas, TX 75227",Dallas,11/1/2024,2/1/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","LIGHT REMODEL OF EXISTING 39,523 SF BUILDING. REMODEL WILL INCLUDE DEMOLITION OF SECOND FLOOR AND REMODEL OF BREAK ROOM, OFFICE AREA AND NEW RESTROOMS. MECHANICAL, ELECTRICAL, PLUMBING AND STRUCTURAL WILL BE INCLUDED.","39,523 ft 2",Landscape Structures,"8131 Forney Road, Dallas, Texas 75227",817.980.1807,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026666,Rogue Architects,"513 Main St Ste 300, Fort Worth, Texas 76102",817.717.8675,
Dallas ISD | International STEAM School,TABS2024026659,Dallas ISD | International STEAM School,"5501 LBJ Freeway, Dallas, TX 75240",Dallas,10/1/2024,1/15/2026,"$26,906,470",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.",Dallas ISD | International STEAM School,"81,773 ft 2",Dallas ISD,"9400 NCX 8th Floor, Dallas, Texas 75231",(972) 925-7303,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026659,Huckabee,"801 Cherry Street Ste. 500, Fort Worth, Texas 76102",(800) 687-1229,
Dallas ISD Career Institue West,TABS2024026640,Career Institue West,"3531 North Westmoreland Road, Dallas, TX 75212",Dallas,3/1/2025,8/1/2026,"$73,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",New two story school on a five acre site,"146,000 ft 2",Dallas ISD,"9400 North Central Expressway Suite 800, Dallas, Texas 75231",(985) 226-0367,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026640,WRA Architects. Inc,"12377 Merit Dr, Dallas, Texas 75251",(469) 338-7745,
KR DERMATOLOGY,TABS2024026605,KR DERMATOLOGY,"702 W. ARAPAHO SUITE 104, Richardson, TX 75080",Dallas,9/3/2024,11/11/2024,"$262,574",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR MEDICAL OFFICE ,"2,111 ft 2","ARAPAHO REAL ESTATE, LLC","1620 AIRPARK LANE, PLANO, Texas 75093",214.334.3560,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026605,,,,
SPEC SUITE 320,TABS2024026592,Galleria Plaza,"4851 LYNDON B JOHNSON FREEWAY FLOOR 3, Dallas, TX 75244",Dallas,10/1/2024,12/31/2024,"$109,050",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish out existing suite.,"1,841 ft 2","MC 4851 LBJ, LLC","4851 LBJ FWY FLOOR 10, DALLAS, Texas 75244",(214) 256-7100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026592,Jones Commercial Interiors,"3900 Willow St. Suite 150, Dallas, Texas 75226",(469) 766-3956,
Nongshim America,TABS2024026580,Nongshim America,"1536 Hutton Dr S#130, Carrollton, TX 75006",Dallas,8/30/2024,12/31/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",office renovation & Addition,"2,200 ft 2",Jake Yoon,"1536 Hutton Dr S#130, Carollton, Texas 75006",(214) 425-3974,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026580,,,,
Impression Hot Pot and Grill,TABS2024026574,Greenville Terrance LLC,"328 N Greenville Ave; #200, Richardson, TX 75080",Dallas,9/27/2024,3/30/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Remodel,"6,200 ft 2",Greenville Terrance LLC,"POB 16749, Ft Worth, Texas 76162",(682) 521-2823,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026574,DA-Space Concept,"11152 Westheimer Road; #1001, Houston, Texas 77042",(832) 228-3328,Danny Jiang
Crouching Tiger Hidden Dragon,TABS2024026565,Greenville Terrance LLC,"328 N Greenville Avenue, Richardson, TX 75080",Dallas,9/16/2024,3/20/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Remodel,"12,600 ft 2",Greenville Terrance LLC,"POB 16749, Ft Worth, Texas 76162",(682) 521-2823,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026565,DA-Space Concept,"11152 Westheimer Road; #1001, Houston, Texas 77042",(832) 228-3328,Danny Jiang
ADVANCED THERAPY,TABS2024026541,COTTONWOOD MEDICAL BUILDING,"1110 COTTONWOOD LANE FLOOR 1, SUITE 100, Irving, TX 75244",Dallas,10/1/2024,12/1/2024,"$114,919",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish out existing suite.,"9,286 ft 2",Kyle Jacobs,"8111 Preston Road Suite 225, Dallas, Texas 75225",214-402-8024,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026541,Jones Commercial Interiors,"3900 Willow St. Suite 150, Dallas, Texas 75226",(469) 766-3956,
ADA Ramp for 1707 Falcon Drive,TABS2024026540,Falcon Business Park,"1707 Falcon Drive Suite 95, De Soto, TX 75115",Dallas,9/23/2024,12/2/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Installing a new handicap ramp in response to the violations of TABS2022024250. ,"3,700 ft 2",Bradford Management Company,"10440 N. Central Expressway, Suite 1150, Dallas, Texas 75231",(972) 776-7069,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026540,Space Planning Specialists LLC,"906 Cottonwood Way, Josephine, Texas 75189",(972) 414-9391,
Diesel doctor,TABS2024026534,Diesel doctor,"3030 s pipeline rd, Euless, TX 75007",Dallas,8/1/2025,8/31/2026,"$50,000",New Construction,"This project is privately funded, on private land for private use.",Diesel doctor,"3,000 ft 2",Jone,"Becon projects, Euless, Texas 75007",(469) 875-6719,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026534,,,,
ARTSY CAKERY,TABS2024026522,OLD TOWN ADDITION,"767 WEST MAIN ST SUITE 109, Coppell, TX 75019",Dallas,9/9/2024,12/20/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT,778 ft 2,DIANA AHMAD,"767 W MAIN ST, COPPELL, Texas 75016",(817) 939-3379,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026522,RENOVIS DESIGN,"2831 W PARKER RD SUITE 5, PLANO, Texas 75023",(469) 669-2661,Poya Eghterafi
AT&T Level 7 - Interior Finish Out,TABS2024026521,AT&T Level 7 - Interior Finish Out,"211 S Akard St 7th Floor, Dallas, TX 75202",Dallas,6/13/2024,1/29/2025,"$2,400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of existing interior space, 4839 sq ft","4,839 ft 2",AT&T Services Inc.,"1010 Pine St, St. Louies, Missouri 63101",214-536-8008,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026521,HKS Inc,"350 N Saint Paul St, #100, Dallas, Texas 75201",214-969-3310,
"""CSP #J068_P1000_1  ORG 068 - Quintanilla MS STEAM Academy - Renovation""",TABS2024026511,Quintanilla Middle School,"2700 Remond Drive, Dallas, TX 75211",Dallas,1/1/2025,8/31/2025,"$6,900,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","""Secured vestibule addition and  roof replacement ""","171,703 ft 2",Dallas Independent School District,"9400 N. Central Expressway, Dallas, Texas 75231",972.925.7303,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026511,Hahnfeld Hoffer Stanford A GHC Studio,"200 Bailey Ave. Suite 200, Fort Worth, Texas 76107",(817) 921-5928,
"CSP #J283_P1000_1  ORG 283 - ESPARANZA ""HOPE"" Medrano Elementary School - Renovation",TABS2024026495,Medrano Elementary,"2221 Lucas Drive, Dallas, TX 75219",Dallas,1/1/2025,8/31/2025,"$3,700,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Secured vestibule addition and roof replacement. ,"104,045 ft 2",Dallas Independent School District,"9400 N. Central Expressway, Dallas, Texas 75231",972.925.7303,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026495,Hahnfeld Hoffer Stanford A GHC Studio,"200 Bailey Ave. Suite 200, Fort Worth, Texas 76107",(817) 921-5928,
"Johnson Development Associates, Inc.",TABS2024026461,Energy Square 2,"4849 Greenville Ave., Suite 1550, Dallas, TX 75206",Dallas,9/3/2024,11/15/2024,"$160,594",Renovation/Alteration,"This project is privately funded, on private land for private use.","1,546 SF of tenant improvement.","1,546 ft 2","US Energy Square, LLC","6688 N Central Expressway, Suite 350, Dalas, Texas 75206",(312) 795-1800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026461,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,
Evan Meagher's Office,TABS2024026449,2236 Vantage St.,"2236 Vantage St., Dallas, TX 75225",Dallas,9/1/2024,4/15/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Demo of some existing walls, fixtures and finishes.  Construction of and replacement of some interior walls, fixtures and finishes.","5,008 ft 2",LSM Group Properties,"P.O. Box 7, Houston, Texas 77001",(337) 258-5603,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026449,Wallace Johnson Studio,"6500 Greenville Ave., Ste. 650, Dallas, Texas 75206",214-631-0400,
Dallas Fort Worth - Classroom Renovation,TABS2024026445,FlightSafety International,"3201 E Airfield Drive, Irving, TX 75261",Dallas,9/30/2024,12/31/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing 964 SF office space into a training classroom within the existing building.,964 ft 2,FlightSafety International,"3100 Easton Square Place, Suite 100, Columbus,, Ohio 43219",(614) 561-1386,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026445,Oculus Inc.,"1 S. Memorial Drive, Suite 1500, St. Louis, Missouri 63102",314-450-5366,
Mr. Cajun's,TABS2024026444,Elks Plaza,"2929 Galloway Ave. Suite 116, Mesquite, TX 75150",Dallas,12/2/2024,6/16/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",CONSTRUCTION OF COMMERCIAL KITCHEN FOR THE PREPARATION OF CARRY-OUT FOOD (NO DINING PROVIDED) IN AN EXISTING BUILDING. ,"1,440 ft 2",ELK PLAZA LTD,"6315 Royal Crest dr, Dallas, Texas 75230",(214) 478-0195,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026444,,,,Nikia Mitchell
Frost Bank - Cedar Hill,TABS2024026443,Frost Bank - Cedar Hill,"213 N. Highway 67, Suite 104A, Cedar Hill, TX 75104",Dallas,10/15/2024,1/13/2025,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel of retail lease space. ,"3,370 ft 2",McGinity & Nodar LLP,"11300 W. Olympic Blvd., Suite 620, Los Angeles, California 90064",(310) 481-0040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026443,Hahnfeld Hoffer Stanford a GHC Studio,"200 Bailey Avenue Suite 200, Fort Worth, Texas 76107",(817) 921-5928,Ross Wood
Shape Interests (392417800),TABS2024026441,1900 Pearl,"1900 Pearl St., Suite 1720, Dallas, TX 75201",Dallas,9/15/2024,3/1/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","NEW NON LOAD BEARING WALLS, CEILING, FINISHES, FURNISHINGS, MILLWORK, AND LIGHTING; NO CHANGE OF USE OF AREA, OCCUPANCY, OR PARKING.","2,926 ft 2",Lincoln Property Company,"8111 DOUGLAS AVE, STE 600, Dallas, Texas 75201",(405) 606-9870,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026441,DLR Group,"2500 Pacific Avenue, Suite 1600, Dallas, Texas 75226",(214) 747-2511,Kyle McCoy
