project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
West Coast University Texas - Radiology Classroom Phase 2,TABS2026022208,West Coast University Texas,"2323 N Central Expy,, Richardson, TX 92123",Dallas,6/16/2026,9/30/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",renovation of 1 classroom and 1 lab,"2,000 ft 2",West Coast University,"151 Innovation Drive, Irvine, California 92617",949-385-4939,Stantec Consulting Services Inc.,"9797 Aero Drive Suite 310, San Diego, California 92123",(858) 751-1264,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022208,
Swarovski- Northpark Center,TABS2026022203,Northpark Center,"8687 N. Central Expy. Unit 742, Dallas, TX 75225",Dallas,12/1/2026,1/22/2027,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior alteration as per plans to include storefront signage (Approx. 1,270 SF)","1,270 ft 2",NorthPark Land Partners,"8080 N. Central Expressway Suite 1100, Dallas, Texas 75206",(214)369-1234,"Th3 Standard, inc.","9713 N. New River Canal Road, Plantation, Florida 33324",(305) 946-9879,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022203,Carlos Ocariz
DANIELDALE ROAD,TABS2026022202,DANIELDALE ROAD,"FROM CITY LIMITS TO WESTMORELAND RD, De Soto, TX 75115",Dallas,3/1/2027,4/30/2029,"$1,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",WIDEN FROM URBAN 2 LANE UNDIVIDED TO 4 LANE DIVIDED,"10,000 ft 2",CITY OF DESOTO,"211 E PLEASANT RUN RD, DE SOTO, Texas 75115",(972) 230-7325,"LINA T. RAMEY & ASSOCIATES, INC.","3320 BELT LINE RD, FARMERS BRANCH, Texas 75234",(214) 979-1144,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022202,
AFL Global Renovations,TABS2026022199,N/A,"2801 W Rochelle Rd, Suite 100, Dallas, TX 75261",Dallas,6/22/2026,1/4/2027,"$3,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation for Office use & Customer experience.,"3,000 ft 2",BPREP Passport Business Park I LP,"2101 Cedar Springs Road, Suite 1580, Dallas, Texas 75201",(214) 300-9857,Ware Malcomb,"1233 West Loop South, Suite 1170, Houston, Texas 77027",713-367-7706,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022199,Brian Moren
Eastline Residences - 1st & 8th Floor Renovation,TABS2026022194,Eastline Residences,"6050 North Central Expressway, Dallas, TX 75206",Dallas,7/1/2026,11/1/2026,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Partial interior Renovation of Existing Shell Space & Amenities in Residential Tower at 1st & 8th floor. 1st Floor scope 6,978 SQFT | 8th floor scope: 2,398SQFT","9,376 ft 2",Eastline Dallas LLC (48%) | HARBOURSIDE PLACE TX TIC LLC (39%)| TOPLINE HSP TEXAS TIC LLC (13%),"767 5th Ave 50th Floor, New York, New York 10153",(212) 527-7000,Thiel & Team,"700 N Carroll Avenue, Suite 100, Southlake, Texas 76092",817.648.4511,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022194,
Scratch Golf Club Expansion,TABS2026022192,Summertree Office Center,"12250 Inwood Road Suite 900, Dallas, TX 75244",Dallas,6/8/2026,8/3/2026,"$72,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvements,905 ft 2,12250 INWOOD JV LLS,"8144 WALNUT HILL LN STE 1195, Dallas, Texas 75244",(972) 757-5968,Schwabauer Design,"1600 North Collins Suite 1900, Richardson, Texas 75080",(469) 804-2400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022192,
Hello Fresh DFW - ASRS,TABS2026022184,Hello Fresh,"2700 Market St, Irving, TX 75062",Dallas,8/3/2026,9/30/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Installation of a new Automated Storage & Retrieval System (ASRS) including fire protection modifications, installation of structural footings, electrical modifications, and minor mechanical coordination.","32,150 ft 2",GROCERY DELIVERY E-SERVICES USA INC,"28 Liberty St 10th Floor, New York, New York 10005",(646) 247-8790,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022184,
Triumph Bank - 18th Floor Renovation,TABS2026022181,Park Central 3,"12700 Park Central Dr. Suite 1800, Dallas, TX 75207",Dallas,7/13/2026,8/31/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Non-structural interior finish-out in an existing single floor suite for Triumph Bank. Scope includes new finishes, minor wall construction, HVAC adjustments, plumbing reinstalled in same location, and some new electrical/lighting.","24,952 ft 2","McKnight Park Central, LLC","317 East Carson Street Suite 146, Pittsburgh, Pennsylvania 15219",(412) 281-9000,The idGROUP,"2641 Irving Boulevard, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022181,Gail Lehmann
DENTEK-INTERURBAN,TABS2026022168,DENTEK-INTERURBAN,"401 N. INTERURBAN ST. #200, Richardson, TX 75081",Dallas,6/30/2026,11/23/2026,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",FINISH OUT FOR OFFICE,"2,510 ft 2",RAYMOND CHUNG,"3224 Summerfield Dr, RICHARDSON, Texas 75082",214-734-6236,"JAX DESIGN STUDIO, LLC","1522 TURNING LEAF LANE, GARLAND, Texas 75040",(214) 477-4112,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022168,
SS Dallas Gas Station,TABS2026022164,SS Dallas Gas Station,"2625,2629,2633 Simpson Stuart Roaf, Dallas, TX 75241",Dallas,10/1/2026,6/30/2027,"$1,650,000",New Construction,"This project is privately funded, on private land for private use.",Ground up. New construction of Gas Station. 4013 Sq. Ft.,"4,013 ft 2","Kash Investors Group, LLC","721 Winding Bend Circle, Highland Village, Texas 75077",(469) 529-9628,"FK + Architect, LLC","400 Chisholm Place, Suite 310, Plano, Texas 75075",(972) 424-1325,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022164,
Step By Step Speacial Needs Learning Center,TABS2026022162,Step By Step Speacial Needs Learning Center,"2105 Crist Rd, Garland, TX 75040",Dallas,7/31/2026,10/31/2027,"$810,000",New Construction,"This project is privately funded, on private land for private use.",Construct new building to include sidewalks and parking lot,"7,000 ft 2",Michelle Do,"2604 Edgeview Ct., Richardson, Texas 75082",817263400,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022162,
DAL2 Renovation,TABS2026022157,DAL2 Fullfillment Center,"2601 S Airfield Dr, Irving, TX 75261",Dallas,6/1/2026,4/24/2027,"$19,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",The project at DAL2 is intended to address structural deficiencies within the product storage and packaging areas.  The work will include installing structural reinforcement at key locations on the office and AR mezzanines.,"222,000 ft 2","CICF II – TX1B02, LLC","5005 LBJ Freeway Ste. 860, Dallas, Texas 75244",469-912-7464,Thornton Tomasetti,"235 Montgomery Street Suite 1050, San Francisco, California 94104",(917) 359-1562,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022157,Jeff Garza
