project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Carpenter's Point Sr Living - Renovation,TABS2026025020,Carpenter's Point Senior Living,"4645 Dolphin Road, Dallas, TX 75223",Dallas,11/1/2026,11/1/2027,"$8,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to existing senior living facility.,"161,689 ft 2",Carpenters Point LP,"6500 Greenville Ave Suite 600, Dallas, Texas 75206",(334) 398-3871,DNA Workshop,"1701 N Market St Suite 435, Dallas, Texas 75202",945.325.5070,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025020,
162127 L4.202 Lab Renovation - Phase Two,TABS2026025000,UT Southwestern,"5323 Harry Hines Blvd, Dallas, TX 75390",Dallas,9/1/2026,3/31/2027,"$700,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Partial interior renovation of exiting lab space. 1,644sf","1,644 ft 2",UT Southwestern,"5323 Harry Hines Blvd, Dallas, Texas 75390",(214) 648-1316,Perkins & Will,"1001 McKinney Street, 19th Floor, Houston, Texas 77002",(713) 366-4006,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025000,
Dallas Museum of Art Municipal Bond Project - Equipment Replacement,TABS2026024998,Dallas Museum of Art,"1717 N. Harwood Street, Dallas, TX 75201",Dallas,1/30/2026,12/30/2028,"$20,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Upgrade mechanical and fire suppression systems in the building and associated architectural work. ,"20,000 ft 2",City of Dallas,"1500 Marilla Street, Dallas, Texas 75201",(214) 970-3422,Perkins & Will,"2218 Bryan Street, Suite 200, Dallas, Texas 75201",469-872-2516,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024998,Tamara Wootton Forsyth
Highline Supplies,TABS2026024995,635 Commerce Building 1,"5320 S. Peachtree Road, Balch Springs, TX 75074",Dallas,7/20/2026,9/30/2026,"$250,000",New Construction,"This project is privately funded, on private land for private use.",Added exterior ramp and enlarged dock door,"1,000 ft 2","SL6 Class A Industrial, LP","2323 Cedar Springs Road, Suite 900, Dallas, Texas 75201",405-888-3118,Alliance Architects,"1600 N. Collins Blvd. Suite 1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024995,
7Brew - Mesquite (1738 N Town E Blvd),TABS2026024992,7Brew Coffee Shop,"1738 N Town E Blvd, Mesquite, TX 75150",Dallas,5/3/2027,9/20/2027,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",510 Sq. Ft. Coffee Shop,510 ft 2,SRB Mesquite LLC,"4514 Cole Ave Suite 1220, Dallas, Texas 75205",(406) 946-1891,Arkifex Studios,"301 W Walnut St., Springfield, Missouri 65806",(417) 773-1605,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024992,7Crew Enterprises LLC
Panini TI,TABS2026024991,VALLEY VIEW BUSINESS CENTER 3 REP BLK A LT 1R  ACS 7.484,"5325 FAA Blvd., Irving, TX 75082",Dallas,7/14/2026,8/4/2026,"$874,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","3358 sq. ft. of office remodel of existing offices including flooring, Paint, and office layout.","3,358 ft 2",QR FAA DC LP Industrial Propert Trust Inc.,"2021 McKinney Ave. Suite 900, Dallas, Texas 75201",(945) 201-0237,P Shade Design,"3839 McKinney Ave. Suite 155-220, Dallas, Texas 75204",(214) 443-7880,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024991,Luis Navarro
PIADA ITALIAN STREET FOOD,TABS2026024987,Building not named,"2700 Lakeview Parkway SUITE #100, Rowlett, TX 75088",Dallas,8/31/2026,11/1/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of the new shell building tenant space.,"2,800 ft 2",RK DFW ROWLETT LLC,"1900 WEST LOOP S STE 1250 , TX 77027 30 SOUTH MERIDIAN STREET SUITE 1100, HOUSTON, Texas 77027",713-782-9000,ID STUDIO 4,"6201 CAMPUS CIRCLE DRIVE E 1889 Manzana Ave., IRVING, Texas 75063",972.870.1288,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024987,
MyDrNow TX006,TABS2026024970,MyDrNow,"200 EAST TOWN EAST BLVD, Sunnyvale, TX 75182",Dallas,9/1/2026,11/30/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","INTERIOR TENANT IMPROVEMENT OF AN EXISTING 1880 SF TENANT SPACE. WORK INLCUDES NEW NON-BEARING PARTITIONS, DOORS, DROP CEILINGS MILLWORK, NEW ELECTRICAL, PLUMBING AND MECHANICAL DISTRIBUTION FIRST TENANT.","1,880 ft 2","Hope Development Partners 4, LLC","129 N. Collins Rd. Suite 2216, Sunnyvale, Texas 75182",(214) 457-6493,Camber and True Collective,"2115 E Cedar Street Suite 2, Tempe, Arizona 85281",(415) 470-7122,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024970,MyDrNow
Elevator refurbishment,TABS2026024962,Mockingbird Central Plaza,"5400 E Mockingbird Ln, Dallas, TX 75206",Dallas,5/1/2026,8/1/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","New machine room on roof for existing elevator, new elevator equipment inside cab - 40 sq ft approx.",40 ft 2,Curbline Corp/CL MOCKINGBIRD CENTRAL PLAZA TX LP,"3300 Enterprise Pkway, Beachwood, Ohio 44122",(602) 686-4202,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024962,
"Woof Gang Addison, TX",TABS2026024949,"Woof Gang Addison, TX","14380 MARSH LN, Suite 140, Addison, TX 75001",Dallas,8/19/2026,10/30/2026,"$236,560",Renovation/Alteration,"This project is privately funded, on private land for private use.","PROJECT DESCRIPTION: COMMERCIAL TENANT IMPROVEMENT WITHIN THE EXISTING STRUCTURE LOCATED AT 14380 MARSH LANE, SUITE 140, ADDISON, TC, 75001 TO A RETAIL AND DOG GROOMING FACILITY. NO OVERNIGHT BOARDING. NO ONSITE BOARDING. PROJECT SCOPE INCLUDES 1,47","1,475 ft 2","DCO Realty, Inc.","1745 SHEA CENTER DRIVE, SUITE 200, Highlands Ranch, Colorado 80129",(720) 283-6120,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024949,
