project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Southeast Dallas FSER,TABS2026004829,HCA - Medical City Dallas - Southeast Dallas FSER,"13508 C F Hawn Fwy, Dallas, TX 75253",Dallas,5/5/2026,12/2/2027,"$8,500,000",New Construction,"This project is privately funded, on private land for private use.","New 1-story freestanding emergency department with ambulance and emergency drop-offs, and generator/dumpster enclosure.","11,150 ft 2","Columbia Hospital at Medical City Dallas Subsidiary, L.P.","PO Box 80610, Indianapolis, Indiana 46280",(615) 344-9551,Devenney Group Architects,"500 N Akard St Suite 3535, Dallas, Texas 75201",(602) 343-4077,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004829,
Lakewood Country Club Rest Stop,TABS2026004823,Rest Stop,"1811 Auburn Avenue, Dallas, TX 75214",Dallas,11/1/2025,5/30/2026,"$500,000",New Construction,"This project is privately funded, on private land for private use.","Construction of a rest stop for Lakewood Country Club. Total covered square footage is 1,800sf.","1,800 ft 2",Lakewood Country Club,"6430 Gaston Avenue, Dallas, Texas 75214",214-821-0038,Harper + Drummond Davis Architects,"2251 Vantage Street, Suite 200, Dallas, Texas 75207",214-727-6650,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004823,
Lakewood Country Club Training Facility,TABS2026004819,Training Facility,"1912 Abrams Road, Dallas, TX 75214",Dallas,11/1/2025,5/30/2026,"$400,000",New Construction,"This project is privately funded, on private land for private use.","Construction of a golf training facility for Lakewood Country Club. Total covered square footage is 1,799sf.     ","1,799 ft 2",Lakewood Country Club,"6430 Gaston Avenue, Dallas, Texas 75214",214-821-0038,Harper + Drummond Davis Architects,"2251 Vantage Street, Suite 200, Dallas, Texas 75207",214-727-6650,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004819,
8300 Douglas Mixed Use Project,TABS2026004795,8300 Douglas,"8300 Douglas, Dallas, TX 75225",Dallas,4/1/2026,6/1/2028,"$200,000,000",New Construction,"This project is privately funded, on private land for private use.","Mixed use project with office (300k sf), residential (150 units, 280k sf), retail (25k sf) and below grade/above grade parking garage.","605,000 ft 2",Alpine Douglas LP,"4550 Travis St. Suite 250, Dallas, Texas 75205",214.983.0838,"HKS, Inc.","350 N. St Paul Suite 100, Dallas, Texas 75201",214.969.5599,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004795,
Ajeena Mediterranean Bakery and Coffee Shop,TABS2026004787,Campbell Square,"515 W Campbell Rd, Ste. 109, Richardson, TX 75080",Dallas,11/4/2025,2/28/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel,"1,100 ft 2",Michael Turng,"515 W Campbell Rd, CARROLLTON, Texas 75080",(817) 658-9025,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004787,Abdul Rahman
"HomeGoods - Richardson, TX (TI)",TABS2026004774,HomeGoods,"100 S. Central Expressway Unit 70, Richardson, TX 75080",Dallas,6/30/2026,9/30/2026,"$1,600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior Scope - New lighting, interior partitions, FFE, ceilings, plumbing fixtures - New HVAC (RTU’s) Exterior Scope: - None","29,815 ft 2",JAHCO Richardson Heights LLC,"1717 Main Street Suite 2600, Dallas, Texas 75201",214.294.5921,Rogue Architects,"513 Main Street Suite 300, Fort Worth, Texas 76102",817.529.6871,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004774,
Homegoods Richardson Shell Improvements,TABS2026004746,Homegoods,"100 S.CENTRAL EXPRESSWAY UNIT 70, Richardson, TX 75080",Dallas,12/1/2025,1/20/2026,"$85,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","MODIFICATIONS TO THE SHELL BUILDING TO SUITE THE NEW TENANT. WORK TO INCLUDE MODIFICATION OF EXTERIOR PENETRATIONS, ADDITIONAL STRUCTURE FOR NEW VESTIBULE, INSTALLATION OF NEW UTILITY CONNECTIONS.","30,137 ft 2","JAHCO Richardson Heights, LLC","1717 Main Street Suite 2600, Dallas, Texas 75201",214.294.5921,Rogue Architects,"513 Main St Ste 300, Fort Worth, Texas 76102",817.529.6871,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004746,
ECAM Dallas - Headquarters  Renovations,TABS2026004739,Marsh Business Center,"15182 Marsh Lane, Addison, TX 75001",Dallas,11/17/2025,2/16/2026,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Remodel / Finish-Out,"13,849 ft 2",Stealth Monitoring Inc Attn Legal,"15182 Marsh Lane, Addison, Texas 75001",925-997-8013,Konstantinos Sotiropoulos,"9429 Whitehurst Drive, Dallas, Texas 75243",(214) 507-2486,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004739,
Shermco Industries,TABS2026004730,Shermco Industries,"4000 Horizon Way, Irving, TX 75063",Dallas,12/1/2025,4/20/2026,"$12,000,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","Tenant finish-out of existing shell building including office, assembly, and warehouse space totaling 130,670 SF. Addition of three lean-to storage structures totaling 23,947 SF. Site modifications.","154,617 ft 2",4000 Horizon Owner LLC,"420 S Orange Ave, Suite 400, Orlando, Florida 32801",786-865-7396,O'Brien Architects,"1722 Routh St., Suite 122, Dallas, Texas 75201",972-392-6024,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004730,Matt Sweeney
Coin Laundry Facility Development,TABS2026004725,SMZ Quick Wash N Dry,"4707 South Central Expressway, Suite 100, Dallas, TX 75215",Dallas,1/1/2026,7/1/2026,"$150,000",New Construction,"This project is privately funded, on private land for private use.",Approx. 1800 sf.,"1,800 ft 2",Fahmina Pervaiz,"1302 Towne Colony Dr., Irving, Texas 75061",(972) 890-6087,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004725,
