project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
6th Floor Whitebox,TABS2025021292,Energy Square 2,"4849 Greenville Ave., Suite 600, Dallas, TX 75206",Dallas,6/20/2025,8/15/2025,"$139,262",Renovation/Alteration,"This project is privately funded, on private land for private use.","20,236 SF of demolition and whitebox.","20,236 ft 2","US Energy Square, LLC","6688 N Central Expressway, Suite 350, Dallas, Texas 75206",(312) 795-1800,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021292,
Veneera - Suite 1010,TABS2025021266,Bent Tree Green,"17300 N. Dallas Parkway Suite 1010, Dallas, TX 75248",Dallas,6/16/2025,9/1/2025,"$320,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Finish out existing suite. 9,598 RSF","9,598 ft 2","Bradford BTG Partners, LLC","10440 N Central Expwy Suite 1150, Dallas, Texas 75231",(972) 776-7069,Jones Commercial Interiors,"3900 Willow St, Suite 150, Dallas, Texas 75226",972-690-3400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021266,
3rd Floor Spec Suites & Public Corridor,TABS2025021250,The Gild South Tower,"8150 North Central Expressway, Dallas, TX 75206",Dallas,7/1/2025,11/30/2025,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation of existing office space in high rise building,","14,103 ft 2",Fenway Capital Advisors,"312 S. Cedros Ave. Suite 301, Solona Beach, California 92075",(858) 880-4277,Go Studio,"1201 Main St Suite 1370, Dallas, Texas 75202",(214) 420-4646,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021250,
Dr. Singhal,TABS2025021230,Medical City Dallas Building C,"7777 Forest Lane Suite C-106, Dallas, TX 75230",Dallas,7/7/2025,10/30/2025,"$380,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A tenant renovation within Medical City Dallas Building C in Dallas, Texas. ","8,241 ft 2",HCP DR MCD LLC,"7777 Forest Lane C-840, Dallas, Texas 75230",(214) 404-9298,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021230,
Dalport Trade Center Building B - ATS TI,TABS2025021205,Dalport Trade Center Building B,"200 Dalport Parkway, Wilmer, TX 75172",Dallas,5/30/2025,8/15/2025,"$365,096",Renovation/Alteration,"This project is privately funded, on private land for private use.","A new 167,621 SF finish out within an existing 481,893 SF warehouse. It will include the addition of a new 334 SF restroom.",334 ft 2,S&S DTC Industrial LLC,"15400 Knoll Trail Drive, Suite 220, Dallas, Texas 75248",(214) 790-8709,GSR Andrade Architects,"2001 North Lamar Street, Suite #400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021205,
"Pollo Campero, Irving, TX",TABS2025021199,"Pollo Campero, Irving, TX","2705 N Belt Line Road, Irving, TX 75062",Dallas,8/18/2025,2/18/2026,"$2,080,266",New Construction,"This project is privately funded, on private land for private use.","Demolition of existing building structure and new construction for a new single story restaurant type A2 occupancy, Type VB Construction","2,597 ft 2",2705 Belt Line Investment LLC,"8333 Douglas Avenue Suite 925, Dalals, Texas 75225",(785) 608-4971,Parkway C&A LP,"1000 Civic Circle, Lewisville, Texas 75067",214-986-8771,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021199,Laura Bottorff
Shipley Do-Nuts,TABS2025021194,Shipley Do-Nuts,"5949 Broadway Blvd. #130, Garland, TX 75043",Dallas,7/21/2025,10/13/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","1,460 square foot interior remodel of a donut shop including MEP.","1,460 ft 2",5949 Broadway LTD,"7995 LBJ Fwy #250, Dallas, Texas 75251",(214) 956-7881,"Excel Engineering, Inc","100 Camelot Dr, Fond du Lac, Wisconsin 54935",(920) 926-9800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021194,Danh Nguyen
Boots and Booze,TABS2025021190,3010 Main St.,"3010 Main St., Dallas, TX 75226",Dallas,8/1/2025,1/1/2026,"$900,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Remodel of existing office & kitchen into a restaurant.,"4,000 ft 2",Sherry Hazrati,"5960 Berkshire Ln. Suite 700, Dallas, Texas 75225",(469) 408-6262,INK+ORO,"1025 N Stemmons Fwy Suite 410, Dallas, Texas 75207",214-629-1707,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021190,
AUSTCO,TABS2025021164,Esters 114 Business Center Building B,"7501 Esters Boulevard, Irving, TX 75063",Dallas,6/30/2025,9/30/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","TENANT FINISH OUT/REMODEL. 10,882SF","10,882 ft 2",SRC Esters,"898 Pacific Coast Highway Suite 500, El Segundo, California 90245",(310) 427-3179,Jones Commercial Interiors,"3900 Willow Street Suite 150, Dallas, Texas 75226",(972) 690-3400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021164,
WALKER HQ RENOVATION,TABS2025021152,WALKER ENGINEERING,"1505 W WALNUT HILL LN, Irving, TX 75229",Dallas,6/7/2025,10/15/2026,"$2,800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","35,000 SF RENOVATION OF A CORPORATE HEADQUARTERS OFFICE","35,000 ft 2",WALKER ENGINEERING,"1505 W WALNUT HILL LN., Irving, Texas 75038",620.727.7526,Parscale Group,"1317 Botham Jean Blvd, Dallas, Texas 75215",469-426-8712,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021152,
