project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Berkshire Hathaway,TABS2025026017,2900 Ranch Trail,"2900 Ranch Trail, Irving, TX 75063",Dallas,8/15/2025,2/15/2026,"$1,200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The scope of this project is a non-structural interior finish-out in an existing single floor suite for the above named tenant. Scope includes HVAC, electrical, and plumbing.","30,591 ft 2",Billingsley Company,"1722 Routh Street Suite 770, Dallas, Texas 75201",(214) 270-0942,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026017,
ACT Pipe & Supply Renovations,TABS2025026014,1888 West Northwest Highway,"188 West Northwest Highway, Dallas, TX 75220",Dallas,8/25/2025,12/15/2025,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",1500 Sqft Office Renovation,"1,500 ft 2",ACT Pipe & Supply,"6950 W SAM HOUSTON PKWY N, Houston, Texas 77041",(972) 409-9200,Monoxy LLC,"675 Town Square Blvd Suite 200, Garland, Texas 75044",(214) 436-3757,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026014,
Irma L. Rangel Young Women's Leadership School,TABS2025025998,"Danial ""Chappie"" James Campus","1718 Robert B. Cullum Boulevard, Dallas, TX 75210",Dallas,11/1/2025,8/30/2026,"$1,006,792",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Fire Alarm replacement, security infrastructure, creating secure vestibule, new IDF/MDF air conditioning, orchestra room remodel, exterior lighting controls and pole light fixture replacement, patio replacement.","66,230 ft 2",Dallas Independent School District,"9400 N. Central Expressway, Dallas, Texas 75231",(972) 925-7303,"JR2 Architects, Inc.","610 Uptown Blvd. Suite 2000, Cedar Hill, Texas 75104",(469) 523-1333,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025998,
MSI Expansion,TABS2025025972,Park Central 7,"12750 Merit Drive 430, Dallas, TX 75251",Dallas,8/18/2025,10/15/2025,"$80,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"2,040 ft 2","MCM Park Central Dallas II, LLC","12770 Merit Drive, Dallas, Texas 75251",(301) 542-2064,Entos Design,"5400 LBJ FREEWAY SUITE 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025972,
Oncor SEC,TABS2025025966,Oncor,"1616 Woodall Rodgers Freeway, Dallas, TX 75202",Dallas,9/1/2025,4/30/2026,"$2,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Non-structural interior tenant improvement project including new partitions, finish, lights and MEP modifications","8,490 ft 2",Oncor,"1616 Woodall Rodgers Freeway, Dallas, Texas 75202",(682) 276-4418,Corgan,"401 N. Houston St., Dallas, Texas 75150",214-757-1616,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025966,
"MCD BUCKNER & FORNEY - DALLAS, TX",TABS2025025960,"MCD BUCKNER & FORNEY - DALLAS, TX","4700 S BUCKNER BLVD, Dallas, TX 75227",Dallas,12/1/2025,5/31/2026,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",New Construction McDonalds,"3,780 ft 2","MCDONALD'S USA, LLC","110 N. CARPENTER STREET, CHICAGO, Illinois 60607",(214) 907-4313,"JAW ARCHITECTS, INC.","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025960,
Robur,TABS2025025959,Santander Tower,"1601 Elm Street Suite 1725, Dallas, TX 75201",Dallas,8/18/2025,11/28/2025,"$265,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"1,927 ft 2","1601 Elm Holdings, L.P.","1601 Elm Street Suite 3110, Dallas, Texas 75201",(469) 236-6070,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025959,
RaceTrac #634 Duncanville,TABS2025025955,RaceTrac #634 Duncanville,"519 S. Cockrell Hill Road, Duncanville, TX 75116",Dallas,1/15/2026,9/15/2027,"$835,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Modify existing equipment line to incorporate new Grab-N-Go offer, remove equipment & re-locate equipment throughout sales floor. Scope to include architectural, plumbing, mechanical and electrical trades.","5,928 ft 2",RaceTrac Inc.,"200 Galleria Parkway Southeast Suite 900, Atlanta, Georgia 30339",(770) 431-7600,Hill Foley Rossi & Associates,"3680 Pleasant Hill Road Suite 200, Duluth, Georgia 30096",(770) 622-9858,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025955,
Crunch Fitness-Mesquite,TABS2025025947,Crunch Fitness,"1500 S Belt Line Rd, Mesquite, TX 75149",Dallas,12/1/2025,7/31/2026,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovations from grocery space to fitness center including mechanical, electrical, and plumbing","55,000 ft 2",ABS TX Investor LP-Albertson's Companies,"2401 E. Randol Mill Rd, Suite 300, Arlington, Texas 76011",(832) 457-3032,"JPlus Architects, Inc.","211 Bulen jStreet, Roseville, California 95678",916-813-7429,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025947,Reed Traphagan
Potomac Avenue and Auburndale Avenue Reconstruction and Storm Improvements Potomac Avenue Highland,TABS2025025941,N/A,"Potomac Avenue, Highland Park, TX 75205",Dallas,8/25/2025,6/21/2026,"$2,263,570",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","The project includes the reconstruction and storm improvements on Potomac Avenue from Key St. to Hillcrest Avenue and Auburndale Avenue from Mockingbird Lane, including approximately 6700 ft.² of sidewalk and ramp replacement. ","6,700 ft 2",Town of Highland Park,"4700 Drexel Dr., Highland Park,, Texas 75205",214-559-9384,"Kimley-Horn and Associates, Inc","225 E. John W. Carpenter Frwy., Ste 1100, Irving, Texas 75062",(214) 420-5604,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025941,
Crunch Fitness Mesquite,TABS2025025937,Crunch Fitness,"1500 S Belt Line Rd., Mesquite, TX 75149",Dallas,12/1/2025,7/31/2026,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation from grocery space to fitness center including MEP,"55,000 ft 2",ABS TX Investor LP-Albertson's Companies,"2401 E Randol Mill Rd. #300, Arlington, Texas 76011",(832) 457-3032,Jplus,"211 Bulen St., Roseville, California 95678",(916) 813-7429,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025937,Reed Traphagan
Juliette Fowler - Ebby House,TABS2025025935,Ebby House,"5810 Reiger Ave, Dallas, TX 75214",Dallas,10/1/2025,12/31/2026,"$1,450,000",New Construction,"This project is privately funded, on private land for private use.",New construction of 8 bedroom group home including common living/dining spaces.,"4,450 ft 2",Juliette Fowler Communities,"1234 Abrams Rd., Dallas, Texas 75214",(214) 515-1327,Katus Design Group,"166 Hargraves Dr. C-400, #545, Austin, Texas 78737",(512) 407-8380,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025935,
LBJ Engineering,TABS2025025913,Tower 2600,"2600 N. Central Expressway 100, Richardson, TX 75080",Dallas,8/18/2025,12/15/2025,"$220,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"6,024 ft 2",Tower 2600 Property owner LLC,"350 Fifth Avenue #5340, New York, New York 10118",(212) 899-4570,Entos Design,"5400 LBJ FREEWAY SUITE 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025913,
Taylor Farms West End Office Build Out,TABS2025025909,Taylor Farms,"1171 N Cockrell Hill Rd, Dallas, TX 75211",Dallas,9/1/2025,2/1/2026,"$1,000,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",additions to existing building,"8,895 ft 2","First Industrial Realty Trust, Inc.","5310 Harvest Hill Rd. Suite 270, Dallas, Texas 75230",(972) 419-5727,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025909,
18th Floor Commons,TABS2025025901,Galleria Tower Three,"13155 Noel Road 18th Floor, Dallas, TX 75240",Dallas,8/15/2025,12/31/2025,"$339,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"1,504 ft 2",Piedmont Office Realty Trust,"13355 Noel Road 320, Dallas, Texas 75204",(214) 939-7137,Entos Design,"5400 LBJ FREEWAY SUITE 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025901,
Navigator,TABS2025025893,Hall Street,"3625 North Hall Street Suite 900, Dallas, TX 75219",Dallas,8/22/2025,10/31/2025,"$383,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"7,066 ft 2",Hall St Ltd,"2811 McKinney Ave Suite 313, Dallas, Texas 75204",(214) 871-9798,ENTOS Design,"5400 LBJ Parkway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025893,
QuikTrip # 0998 Fryer Project,TABS2025025878,QuikTrip # 0998,"1501 E. SH 356, Irving, TX 75060, Irving, TX 75060",Dallas,10/26/2025,11/10/2025,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes re-organization of existing kitchen equipment and addition of new fryer units. The existing type 1 hood and wrapped ducts will be replaced with type 1 new equipment. Rooftop equipment will remain existing. Project 300 sf.,300 ft 2,QuikTrip Corporation,"1120 N. Industrial Blvd., Euless, Texas 76039",(817) 786-3191,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025878,
Magnolia,TABS2025025867,Magnolia Building,"1401 Commerce Street, Dallas, TX 75201",Dallas,7/6/2026,3/6/2028,"$90,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Architectural renovation of a historic landmark building. Interior design includes new main lobby, guestroom tower, guest amenities, multifamily units and amenities.","331,089 ft 2",Zachary Krochtengel,"Sycamore Develpment, Dallas, Texas 75218",(607) 423-4437,Gensler,"5005 Greenville Ave, Dallas, Texas 75206",214.273.1615,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025867,
Platinum Dermatology Partners,TABS2025025855,Parkway Business Center,"4951 Airport Parkway Suite 590, Addison, TX 75001",Dallas,8/18/2025,11/28/2025,"$469,560",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior office renovation,"3,913 ft 2","Kennington Parkway, Ltd","PO Box 192269, Dallas, Texas 75219",(214) 974-4334,Schwabauer Design,"1600 N. Collins Suite 1900, Richardson, Texas 75080",(469) 804-2400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025855,
Park South GSW,TABS2025025850,Industrial Building A,"2750 S Great Southwest Parkway, Grand Prairie, TX 75051",Dallas,8/25/2025,11/15/2025,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","74,275 sf of interior finish out of an existing industrial warehouse space","74,275 ft 2",Bridge Logistics Properties,"1501 Quail Street, Suite 110, Newport Beach, California 92660",(949) 686-1964,Method Architecture,"2920 Riverby Rd.Ste 200, Houston, Texas 77020",(713) 842-7500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025850,
Duncanville ISD | Smith ES Reno,TABS2025025844,Smith Elementary School,"1010 Big Stone Gap Rd, Duncanville, TX 75137",Dallas,8/25/2025,6/2/2026,"$13,752,975",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",renovation,"46,389 ft 2",Duncanville ISD,"710 S Cedar Ridge Dr #500, Duncanville, Texas 75137",972-708-2000,Huckabee,"801 Cherry St. #500, Fort Worth, Texas 76102",800-687-1229,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025844,
DAIRY QUEEN,TABS2025025833,DAIRY QUEEN #72533,"2198 E. ARAPAHO ROAD, Richardson, TX 75081",Dallas,8/20/2025,2/20/2026,"$190,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",NEW BUILDING REDESIGN TO CONVERT A MCDONALD'S TO DAIRY QUEEN RESTAURANT ...,"1,930 ft 2","RICHARDSON BITES, LLC.","6704 CHESWICK COURT, PARKER, Texas 75002",(214) 499-2173,"PSA ENGINEERING, INC.","17819 DAVENPORT ROAD, #215, DALLAS, Texas 75252",(972) 248-9651,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025833,
Tous Les Jours,TABS2025025816,Richland Shopping Center,"1396 E Beltline Rd, Richardson, TX 75081",Dallas,9/1/2025,2/28/2026,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out of existing space for franchise bakery / cafe,"44,970 ft 2","Richland Ferrell, LP","11700 Preston Rd Suite 660-551, Dallas, Texas 75230",(214) 369-8805,Good Seed Consulting Group,"2858 Walnut Hill Ln Suite 470, Dallas, Texas 75229",(214) 693-2573,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025816,TEGA F&B LLC
