project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
DLR Group Dallas Studio Expansion,TABS2026014957,The Epic II,"2500 Pacific Ave, Suite 1600, Dallas, TX 75226",Dallas,4/27/2026,6/30/2026,"$800,000",New Construction,"This project is privately funded, on private land for private use.", New Construction Adjacent to Existing & Minor Renovation of Existing Area,"5,060 ft 2",CIM Group Inc. dba Epic Phase 2 QOZB LP,"2550 Pacific Ave, Suite 1600, Dallas, Texas 75226",972-201-3491,DLR Group,"2500 Pacific Ave., Suite 1600, Dallas, Texas 75226",(214) 747-2511,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014957,
CSW Industrials Expansion,TABS2026014956,Lincoln Centre Two,"5420 LBJ Freeway Suite 500, Dallas, TX 75240",Dallas,4/6/2026,7/24/2026,"$1,238,414",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"16,877 ft 2",TIAA,"730 3rd Avenue, New York, New York 10017",(818) 631-6903,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014956,
"Exol Logistics - Dallas (Wilmer), TX",TABS2026014952,Exol Logistics,"1501 E. Pleasant Run Rd., Wilmer, TX 75172",Dallas,3/23/2026,6/8/2026,"$4,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.", • ADD PIT DOCK LEVELERS.  • INFILL EXISTING DOCK DOORS.,"22,134 ft 2",GVP TC WILMER PROPERTY OWNER LP,"1209 N ORANGE ST. Suite 206, WILMINGTON, Delaware 19801",(214) 548-8016,"BRR Architecture, Inc.","8131 Metcalf Ave. Suite 300, Overland Park, KS, Kansas 66204",913-236-3338,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014952,Steve Fischer
"nixon jack hubbard, pllc",TABS2026014936,international plaza iii,"14241 dallas parkway, suite 925, Dallas, TX 75254",Dallas,3/16/2026,5/31/2026,"$277,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish out of existing office space,"3,720 ft 2","ip iii dallas jv, lp","700 louisiana, suite 1750, houston, Texas 77002",(713) 728-6029,idGROUP,"2641 irving blvd., dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014936,
3225.1007 ROWLETT TX WB/BU/Gate,TABS2026014912,Walmart Store #3225,"2501 Lakeview Pkwy, Rowlett, TX 75088",Dallas,5/1/2026,5/31/2026,"$85,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","This will be a white box, board up and gate of a True Home Services tenant space located in the interior of Walmart Store #3225.",420 ft 2,WAL MART REALTY COMPANY,"PO Box 8050 MS 0555 Ste. 200, Bentonville, Arkansas 72716",(479) 273-4000,pb2 architecture + engineering,"4886 W Pauline Whitaker Pkwy Ste. 200, Rogers, Arkansas 72758",(479) 636-3545,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014912,
Dillard's Department Store - 2026 Remodel,TABS2026014906,Dillard's - NorthPark Center,"8687 N. Central Expwy St. 100, Dallas, TX 75225",Dallas,5/4/2026,11/6/2026,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Revised In-Floor Outlets in Cosmetics Area as Required (5,282 Square Feet)","5,282 ft 2",North Park Land Partners LP,"8080 N. Central Expressway Ste. 1100, Dallas, Texas 75206",214-369-1234,"James M Standard & Associates, Inc.","300 Washington St. - Suite 206, Monroe, Louisiana 71201",318-322-0551,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014906,
ALLOY PERSONAL TRAINING,TABS2026014891,VICTORY RETAIL,"625 HIGH MARKET ST #STE., 160, Dallas, TX 75205",Dallas,5/4/2026,7/10/2026,"$210,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT IMPROVEMENT ,"1,500 ft 2",AP VICTORY PARK LP,"2151 HAWKINS ST #STE 100, CHARLOTTE, North Carolina 28206",(704) 851-5360,HSB ARCHITECTS + ENGINEERS,"1250 OLD RIVER RD #STE. 201, CLEVELAND, Ohio 44113",(216) 325-1348,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014891,JOSEPH MOUNT
Stonethrow Family Club,TABS2026014888,Stonethrow Family Club,"10405 E Northwest Hwy, Dallas, TX 75238",Dallas,5/1/2026,8/1/2026,"$24,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","ADAPTIVE REUSE OF A 3-STORY CONCRETE FRAMED BUILDING [48,480 SF OF RENOVATION] AND A 1,400 SF OUTDOOR PAVILION. PROGRAM INCLUDES RESTAURANT, FITNESS ROOMS, LOUNGE, BAR, AND KIDS PLAY ","49,880 ft 2","Radical Play 1, LP","6301 Gaston Ave Ste 620, Dallas, Texas 75214",(214) 478-6561,Diverse Studio PLLC,"910 S. Pearl Expressway, Dallas, Texas 75201",(817) 846-0466,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014888,
Yealink,TABS2026014871,Greenway Plaza III,"2100 Lakeside Blvd. Suite 150, Richardson, TX 75082",Dallas,3/30/2026,5/8/2026,"$55,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to existing interior office space.,"2,679 ft 2",Harrier Partners LP,"2100 Lakeside Blvd., Richardson, Texas 75082",(214) 908-9334,idGROUP,"2641 Irving Blvd., Dallas, Texas 75027",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014871,
Cockrell Hill Plaza LLC.,TABS2026014856,Cockrell Hill Plaza,"6450 South Cockrell Hill Road, Dallas, TX 75236",Dallas,4/10/2026,1/10/2027,"$1,200,000",New Construction,"This project is privately funded, on private land for private use.","Commercial flex space with 6,615 sqft.","6,615 ft 2",Zahra Makhani,"5721 Adair Lane, Plano, Texas 75024",(214) 869-7309,DESIGN 3 & ASSOCIATES,"Post Office Box 380432, Duncanville, Texas 75138",(214) 245-8024,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014856,
AMLI Treehouse Retail,TABS2026014855,Bldgs15 & 16,"14845 Midway RD, Addison, TX 75001",Dallas,5/15/2026,2/15/2027,"$2,500,000",New Construction,"This project is privately funded, on private land for private use.",Retail shell Bldg 15 and 16 and adjacent site work,"12,500 ft 2",PPF AMLI 14681 MIDWAY ROAD LLC,"5057 Keller Springs, Addison, Texas 75001",(972) 265-6773,"Hensley Lamkin Rachel, Inc","6221 W Plano Pkwy 550, Plano, Texas 75093",(972) 726-9400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014855,
