project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
White Box,TABS2025005729,White Box,"2115 Beltline Rd Ste.140, Carrollton, TX 75006",Dallas,11/25/2024,1/31/2025,"$110,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel existing office space,"4,000 ft 2",Lexington Realty Trust,"12400 Coit Rd Ste. 970, Dallas, Texas 75251",(214) 210-3718,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005729,,,,
Hodde & Rayenell Project,TABS2025005690,Hodde Street & Rayenell Avenue,"(Block 500 north to Block 800) Hodde St. (Block 6700 east to Block 7000), Dallas, TX 75217",Dallas,1/3/2023,12/31/2024,"$3,247,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Reconstruction of street which includes storm sewer, sidewalks, waterlines, wastewater lines, driveways, and barrier free ramps.","13,274 ft 2",City of Dallas,"320 E. Jefferson Blvd, Room 307, Dallas, Texas 75203",(214) 948-4570,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005690,"GEI Consultants, Inc.","5646 Milton Street, Suite 500, Dallas, Texas 75206",(214) 753-8101,
Tryp Hotel Renovation – Desoto,TABS2025005670,Tryp Hotel Renovation – Desoto,"1515 North Interstate 35E, De Soto, TX 75115",Dallas,3/3/2025,12/19/2025,"$4,200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Project focused on the atrium, including the demolition of the existing and installation of two new elevators, upgrades to amenities and finishes throughout the atrium. Work related to guest rooms, kitchen, restaurant, and utility spaces, is excluded","36,835 ft 2","RDH Desoto, Hotel, LLC","1779 Wells Branch Pkwy Ste 110B-371, AUSTIN, Texas 78728",615-554-5710,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005670,Goree,"5151 San Felipe St  STE 1700, Houston, Texas 77056",(281) 732-9563,
"CMX Solutions, LLC",TABS2025005666,"CMX Solutions, LLC","320 W. Centre Park Blvd., Desoto, TX 75115",Dallas,11/29/2024,12/24/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Adding electrical panels, service an HVAC","145,000 ft 2","CMX Solutions, LLC","250 Timberleaf Dr, Double Oak, Texas 75077",(469) 968-7551,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005666,Sutton Engineering,"5600 Tennyson Parkway Suite 240, Plano, Texas 75024",(214) 763-7300,
Dallas County - Fire Station and Home Chemical Collection Center - South,TABS2025005624,Fire Station,"2801 S. Beltline Road, Dallas, TX 75253",Dallas,2/1/2025,8/1/2026,"$9,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","The Fire Station is a two-story bldg approx. 20000sf with 5 full apparatus bays. The main spaces in the FireStation are the apparatus bay/storage, decon area/transition space and the living quarters. The training rm serves also as a storm shelter.","20,000 ft 2",Dallas County,"133 N. Riverfront Blvd, Suite 9A600, Dallas, Texas 75207",(214) 653-6720,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005624,"McAfee3 Architecture, Inc.","9535 Forest Lane, Suite 213, Dallas, Texas 75243",469-930-6444,
Dallas County - Fire Station and Home Chemical Collection Center - South,TABS2025005621,Home Chemical Collection Center - South,"2801 S. Beltline Road, Dallas, TX 75253",Dallas,2/1/2025,8/1/2026,"$6,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","The Home Chemical Collection center is a one-story building approx. 15000sf used primarily for receiving and containment of home chemical waste that houses 3 drive-through bays, an extensive storage area and admin space.","150,000 ft 2",Dallas County,"133 N. Riverfront Blvd, Suite 9A600, Dallas, Texas 75207",(214) 653-6720,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005621,"McAfee3 Architecture, Inc.","9535 Forest Lane, Suite 213, Dallas, Texas 75243",469-930-6444,
Knightvest Residential,TABS2025005601,Douglas Center,"8343 Douglas Avenue, Level 5, Dallas, TX 75225",Dallas,1/15/2025,4/8/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Addition of walls to convert conference rooms into private offices. Interior finish patch/fill.,"2,743 ft 2",Knightvest Residential,"5728 LBJ Freeway Suite 400, Dallas, Texas 75240",214-915-8367,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005601,,,,
Suite 125 Conditioning,TABS2025005585,8333 Douglas,"8333 Douglas Ave, Suite 125, Dallas, TX 75225",Dallas,11/18/2024,1/20/2025,"$100,787",Renovation/Alteration,"This project is privately funded, on private land for private use.","4,078 SF of suite conditioning with an ADA stair addition.","4,078 ft 2","Douglas Center - HP, LP","8343 Douglas Ave., Suite 150, Dallas, Texas 75225",(214) 369-7287,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005585,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,
3rd Floor Common Areas and Whitebox Suite 350,TABS2025005580,Collins Crossing,"1500 Greenville Ave Suite 350, Richardson, TX 75081",Dallas,12/2/2024,2/18/2025,"$101,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Capital Improvements,"14,426 ft 2","GCP III Collins Crossing, LLC","200 Crescent Court suite 1425, Dallas, Texas 75201",(713) 492-7332,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005580,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,
Eden,TABS2025005564,Red River Business Center,"900 Arthur Ln Suite 103, Lewisville, TX 75067",Dallas,1/8/2025,4/30/2025,"$134,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Add interior offices within and Existing Spec Office of warehouse building.,"1,200 ft 2",Hines,"2700 COMMERCE ST., Dallas, Texas 75226",713.621.8000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005564,,,,
