project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Accessible parking and entry accessible route renovations.,TABS2024022022,Freeport Dist Ctr 6,"1225 N 28th Ave., Irving, TX 75063",Dallas,7/22/2024,10/31/2024,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remove and replace the existing accessible parking and walks to the entrance.,"4,000 ft 2",DCT Industrial Val Fund I LP,"2021 McKinney Ave. Suite 1050, Dallas, Texas 75201",(972) 884-9210,DEH Consulting LTD.,"2513 Mosswood Dr., Carrollton, Texas 75010",(972) 345-1231,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024022022,
TOWN EAST ASIAN BUFFET,TABS2024022015,TOWN EAST MALL,"1104 Town East Mall, Mesquite, TX 75150",Dallas,10/1/2024,8/1/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel a closed restaurant to be a new buffet restaurant. ,"10,032 ft 2","Town East Mall, LLC","350 N Orleans St., Suite 300, Chicago, Illinois 60654",(312) 960-2829,CONCORD DESIGN,"6100 CORPORATE DR STE 325,, Houston, Texas 77036",(832) 860-1133,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024022015,Wenping Chen
chilangos tacos Harry Hines,TABS2024022014,willingham Properties,"10777 Harry HInes Blvd. st 130 & 140 8525 ferndale road #204, Dallas, TX 75238",Dallas,7/29/2024,10/25/2024,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Expansion of an existing space and renovation of the existing finish out. includes upgrading new finishes and adding ADA restrooms.,"2,000 ft 2",willingham Properties CO,"8525 Ferndale Road # 204, dallas, Texas 75238",(972) 989-8299,Studio Mas Architects PLLC,"10440 E Northwest Hwy Suite 301, dallas, Texas 75238",214-669-4684,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024022014,Jonatan Garay
Copart Retail,TABS2024022010,Copart Tower,"14185 Dallas Parkway Suite 130 14185 Dallas Parkway, Farmers Branch, TX 75254",Dallas,7/8/2024,8/16/2024,"$70,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Alteration of existing office space to retail space,"1,193 ft 2","Blue fortress Holdings, LLC","14185 Dallas Parkway  Suite 300, Farmers Branch, Texas 75254",(972) 385-1648,Interprise,"14241 Dallas Parkway  Suite 260, Farmers Branch, Texas 75254",972-385-3991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024022010,Ham Deeb
N. Fairway Drive (CSJ: 0902-90-144),TABS2024021986,(CSJ: 0902-90-144,"From: SH 26 To: Marina Drive, Grapevine, TX 75150",Dallas,1/28/2025,1/27/2026,"$225,240",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Reconstructing a 2-lane roadway with hike and bike trail on one side, and a single lane roundabout.","24,897 ft 2",City of Grapevine,"200 South Main Street, Grapevine, Texas 76051",(817) 410-3144,"Kimley-Horn & Associates, Inc.","801 Cherry Street, Unit #11, Ste. 1300, Fort Worth, Texas 76102",(817) 399-4311,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021986,
Shepherd Industrial Park Expansion,TABS2024021976,Shepherd Industrial Park,"527 Shepherd Dr, Garland, TX 75042",Dallas,7/31/2024,10/31/2024,"$200,000",New Construction,"This project is privately funded, on private land for private use.",Build a new 16' high Metal / Steel Warehouse with 2 Offices and 1 Bathroom with 1 Main Entrance door and 2 Emergancy Exit door and 1 ground lever overhead door.,"3,700 ft 2",Ali Mostafaie,"527 Shepherd Dr, Garland, Texas 75042",(214) 536-1161,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021976,
Chase Wynnewood Village Relo,TABS2024021950,JP Morgan Chase Bank,"NWC Illinois Ave & Ludlow Dr, Dallas, TX 75224",Dallas,12/2/2024,7/8/2025,"$3,400,000",New Construction,"This project is privately funded, on private land for private use.",New construction of a retail banking center with a drive-up ATM - 3137 sqft total building,"3,137 ft 2","Brixmor Holdings 12 SPE, LLC fka Centro NP Holdings 12 SPE LLC","3259 Preston Rd #2, Frisco, Texas 75034",(214) 618-6531,Rouch Architects,"1445 Ross Ave #5700, Dallas, Texas 75202",214-997-6029,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021950,
ZON ZON,TABS2024021948,Workshop Dallas,"5455 Belt Line Road Suite 130, Dallas, TX 75254",Dallas,7/1/2024,11/1/2024,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Finish out,"2,017 ft 2",Triten Real Estate Partners,"5485 Belt Line Road Suite 360, Dallas, Texas 75254",(832) 615-1417,Coeval Studio,"2005 Farrington Street, Dallas, Texas 75207",214-931-4097,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021948,Mak Khalaf
Spec Suite,TABS2024021935,Valwood Business Park,"1313 Valwood Suite 140, Carrollton, TX 75006",Dallas,7/15/2024,9/15/2024,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",renovation of tenant space,"4,365 ft 2","B9 Sequoia Valwood Owner LP, By Link Logistics Real Estate Management LLC","13727 Noel Rd. Suite 750 Suite 200, Dallas, Texas 75240",(469) 839-6222,Optimal Space Designs LLC,"PO BOX 250893, Plano, Texas 75025",(972) 697-1536,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021935,
Polished,TABS2024021922,Polished,"1000 W. Glade Rd. #300, Grapevine, TX 76051",Dallas,7/10/2024,11/10/2024,"$81,200",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finishout,"2,595 ft 2",Grapevine LTPL LLC DBA Polished,"1000 W Glade Rd.  #300, Grapevine, Texas 76051",(214) 564-5272,Compass design inc.,"2639 BRENNER DR, DALLAS, Texas 75220",(972) 978-5664,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021922,
ABC Bank Expansions,TABS2024021903,5050 Quorum,"5050 Quorum Drive, Suite 100, Addison, TX 75254",Dallas,6/28/2024,10/31/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"6,515 ft 2",G & I VII 5050 Quorum LP,"575 Fifth Avenue, 38th Floor, New York, New York 10017",(212) 973-3814,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021903,
