project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
TAQUERIA TRES SALSAS,TABS2025024999,TAQUERIA TRES SALSAS,"4140 W CAMP WISDOM RD #STE. B, Dallas, TX 75237",Dallas,12/1/2025,6/1/2026,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"1,445 ft 2",4140 CAMP WISDOM ASSET LLC,"2695 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7058,MILDRED GARCIA,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024999
SAN DIEGO TAQUERIA,TABS2025024994,SAN DEIGO TAQUERIA,"3025 S WESTMORELAND RD, Dallas, TX 75225",Dallas,12/1/2025,12/1/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"1,500 ft 2",SAN DEIGO TAQUERIA,"3025 S WESTMORELAND RD, DALLAS, Texas 75223",(214) 573-3080,,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024994
Satterfield & Pontikes Expansion,TABS2025024989,Element Towers East,"3030 LBJ Freeway Suite 750, Dallas, TX 75234",Dallas,8/8/2025,10/30/2025,"$262,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation / tenant finish out,"8,362 ft 2","SRC Element Owner, LP","898 Pacific Coast Highway Suite 500, Redondo Beach, California 90277",(310) 919-3453,,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",972-770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024989
Alliance - Conflans,TABS2025024988,Alliance - Conflans,"4921 Conflans Road, Irving, TX 75061",Dallas,11/17/2025,8/28/2026,"$5,500,000",New Construction,"This project is privately funded, on private land for private use.","new shell building for future build-out as office warehouse. Site work includes parking, truck court and Drives.","77,344 ft 2",Alliance Industrial Company,"820 Gessner Road Suite 1000, Houston, Texas 77024",713-599-0280,,Seeberger Architecture,"2555 Central Parkway, Houston, Texas 77092",832-831-3410,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024988
BDT&MSD The Knox,TABS2025024983,The Knox,"3333 Knox Street Suite 310, Dallas, TX 75205",Dallas,11/3/2025,4/1/2026,"$760,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior fit-out of new corporate offices, approximately 5,961 RSF.","5,961 ft 2",Trammell Crow Company,"2100 McKinney Avenue, Dallas, Texas 75201",(214) 863 4284,Bong Shinn,TPG Architecture,"132 W 31st Street, 5th Floor, New York, New York 10001",212-536-5074,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024983
Plaza Latina,TABS2025024979,Plaza Latina,"1421 Indian Springs Drive 11200 Harry Hines Blvd, Dallas, TX 75007",Dallas,8/5/2025,2/7/2026,"$3,200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation after fire,"77,000 ft 2",Harry Hines Denton Dr LLC,"2667 Northaven Rd, Dallas, Texas 75229",(214) 517-1938,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024979
Forest Audelia Recreation Center,TABS2025024978,Forest Audelia Recreation Center,"9759 Forest Lane, Dallas, TX 75243",Dallas,7/1/2025,9/30/2025,"$1,500,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Convert portion of an existing shopping center site to be used as a city owned urban park. Work consists of demolition of parking/paving and fencing w/ construction of a new landscaped park w/ playground, splash pad, sidewalks and revised parking.","60,000 ft 2","City of Dallas, Park & Recreation Department","1500 Marilla Street, Room 6FN, Dallas, Texas 75243",(214) 670-1807,,Hahnfeld Hoffer Stanford - A GHC Studio,"200 Bailey Avenue, Suite 200, Fort Worth, Texas 76107",817-921-5928,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024978
Egan Nelson Expansion,TABS2025024977,Park Place on Turtle Creek,"2911 Turtle Creek Blvd. Suite 1100, Dallas, TX 75219",Dallas,8/30/2025,10/10/2025,"$140,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation / Expansion, tenant improvement","1,873 ft 2",Piedmont Realty Trust,"13355 Noel Rd. Suite 320, Dallas, Texas 75240",(214) 939-7137,,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",972-770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024977
Office and Warehouse at Lavon Dr,TABS2025024946,301 Lavon Dr Garland,"301 Lavon Dr, Garland, TX 75040",Dallas,9/15/2025,8/31/2026,"$500,000",New Construction,"This project is privately funded, on private land for private use.",7350 Sf one Story new construction steel structure commercial building,"7,350 ft 2",David Holguin,"1010 Profit Dr, Garland, TX 75040, Garland, Texas 75040",(214) 725-2069,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024946
Cedar Hill ISD | Lacy EC Reno - Ph. 1,TABS2025024938,Lacey Enrollment Center,"504 Belt Line Rd, Cedar Hill, TX 75104",Dallas,1/1/2026,8/1/2026,"$3,800,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",renovation,"59,112 ft 2",Cedar Hill ISD,"202 Beltline Rd. #500, Cedar Hill, Texas 75104",972-291-1581,,Huckabee,"801 Cherry St. #500, Fort Worth, Texas 76102",800-687-1229,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024938
Steptoe & Johnson - 35th Floor Expansion,TABS2025024895,Ross Tower,"500 North Akard Street, Suite 3550, Dallas, TX 75201",Dallas,10/1/2025,1/5/2026,"$492,120",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing office space.,"4,101 ft 2",HPI Commercial Real Estate,"500 North Akard Street, Suite 3700, Dallas, Texas 75201",(214) 954-3000,Frank Lambert,Gensler,"5005 Greenville Ave, Dallas, Texas 75206",(214) 273-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024895
