project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
HITT Contracting,TABS2025004156,Highland Park Place,"4514 Cole Ave, Dallas, TX 75205",Dallas,12/2/2024,3/28/2025,"$780,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of the 7th floor with MEP work as well,"12,796 ft 2",Helen Tran,"2300 N Field Street Suite 2000, Dallas, Texas 75201",(214) 382-5040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004156,,,,
Omni Medical Center Richardson TX Interior Fit-Out,TABS2025004143,Omni Medical Center,"3413 Spectrum Blvd NONE, Richardson, TX 75082",Dallas,10/25/2024,11/29/2024,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","INTERIOR RENOVATION (FIT-OUT) ON EXISTING MEDICAL OFFICE TENANT SPACE, TO CONVERT AS AN EXPANSION TO THE ADJACENT MEDICAL OFFICE, OMNI MEDICAL CENTER ","2,152 ft 2",Omni Medical Center,"4666 MCMERMOTT RD., Plano, Texas 75024",(469) 877-4188,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004143,CR Architecture+Design,"4621 Ross Ave, Suite 250, Dallas, Texas 75204",(214) 674-4608,
Aroma360,TABS2025004131,"Galleria, Dallas","13350 Dallas Parkway #2620, Dallas, TX 75240",Dallas,10/31/2024,12/2/2024,"$113,923",Renovation/Alteration,"This project is privately funded, on private land for private use.","Misc. Tenant Improvements, 1170 sf.","1,170 ft 2","GMV (Mall) Owner, LLC","13350 Dallas Parkway #3080, Dallas, Texas 75240",(214) 934-5153,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004131,,,,"Cynthia Lozano, Aroma360"
DOBS Legal,TABS2025004130,Landmark Center,"1801 Lamar Street Suite 325, Dallas, TX 75202",Dallas,11/1/2024,2/28/2025,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing office space in high rise building.,"11,766 ft 2",Slingshot,"208 N. Market Street Suite 500, Dallas, Texas 75202",214634411,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004130,Go Studio,"1201 Main Street Suite 1370, Dallas, Texas 75202",(214) 420-4646,
BAYAT EXPANSION,TABS2025004117,PEDIATRIC PRO CHILDREN'S DENTISTRY & ORTHODONTICS,"1234 NORTHWEST HIGHWAY, Garland, TX 75041",Dallas,11/29/2024,1/30/2025,"$179,788",Renovation/Alteration,"This project is privately funded, on private land for private use.",EXPANSION OF EXISTING DENTAL OFFICE ,"3,475 ft 2","NORTHWEST CROSSING BACELINE, LLC","511 BROADWAY, DENVER, Colorado 80203",720.779.3881,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004117,,,,
Spec Suite 214,TABS2025004104,Bent Tree Place,"17110 Dallas Parkway Suite 214, Dallas, TX 75248",Dallas,11/1/2024,3/31/2025,"$335,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Non-structural interior finish out in an existing single floor suite. scope includes HVAC, electrical, and plumbing.","5,414 ft 2",Kennington Commercial,"17110 dallas parkway suite 214, dallas, Texas 75248",(882) 895-0680,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004104,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,
Dallas Zoo- Herpetarium Reroof,TABS2025004101,Dallas Zoo Herpetarium Building,"650 S. R. L. Thornton Freeway, Dallas, TX 75203, Dallas, TX 75203",Dallas,11/18/2024,3/14/2025,"$1,400,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Project scope contains the demolition & replacement of the buildings existing skylight roof structure & enclosure. Partial replacement of the existing HVAC systems.,"15,485 ft 2",Dallas Zoo,"650 S. R.L. Thornton Freeway, Dallas, Texas 75203",909.524.2932,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004101,TESSERE,"5120 Woodway Drive Suite #10012, Houston, Texas 77056",832.671.1449,
Sharpe Law Firm,TABS2025004096,Energy Square 3,"6688 North Central Expressway, Suite 450, Dallas, TX 75206",Dallas,11/4/2024,1/10/2025,"$211,899",Renovation/Alteration,"This project is privately funded, on private land for private use.",Expansion of tenant premises and minor tenant improvements within existing premises.,"8,675 ft 2","US Energy Square, LLC","6688 N Central Expressway, Suite 350, Dallas, Texas 75206",(312) 795-1800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004096,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,
DIVA NAIL BAR,TABS2025004095,GRAND PRAIRIE CORNERS,"3450 S SH 161 #STE. 150, Grand Prairie, TX 75052",Dallas,10/24/2024,7/1/2025,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"1,325 ft 2",EMERSONS COMMERCIAL MANAGEMENT LLC,"17776 PRESTON RD #STE. 100, DALLAS, Texas 75252",(972) 322-3777,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004095,AZEN MECHANICAL CORP,"9078 RIVER TRAILS BLVD, FORT WORTH, Texas 78118",(817) 226-3221,TUONG THANH TO
CFA 03750 Dallas PDC+ Remodel,TABS2025004060,Chick-fil-A,"9111 Garland Rd, Dallas, TX 75218",Dallas,3/3/2025,4/4/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Internal extension of the drive-thru cockpit area. Provide new equipment as indicated, new drive-thru door. New structural support at demolished wall. New catering and team member rooms. ","2,415 ft 2","Chick-fil-A, Inc.","5200 Buffington Rd, Atlanta, Arkansas 30349",(404) 202-4642,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004060,"HFA-AE, LTD.","1705 S Walton Blvd, Bentonville, Arkansas 72712",(479) 273-7780,
