project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Dr. Godat Expansion,TABS2025013090,Two Forest Plaza,"12201 Merit Drive Suite #400, Dallas, TX 75251",Dallas,3/21/2025,4/30/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Expansion from an existing suite into an adjacent suite in an existing medical office building.,"4,640 ft 2","TDP DAL, LLC","6901 Powers Ferry Road NW, Atlanta, Georgia 30339",(404) 285-1881,Lincoln Property Company,"8140 Walnut Hill Ln. Suite #700 / Mailbox #8, Dallas, Texas 75231",(214) 461-2305,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025013090,
Clean Area Stagging and Inspection Area,TABS2025013074,Lasco Process Systems,"5224 Bear Creek Ct., Irving, TX 75061",Dallas,10/15/2024,3/10/2025,"$85,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Adding a clean space in warehouse for stagging and inspecting.,596 ft 2,"5224 Bear Creek Ct., LLC","5224 Bear Creek Ct., Irving, Texas 75061",(972) 270-2087,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025013074,Heath Luscombe
Kimbell Royalty Group,TABS2025013072,The Douglas,"8235 Douglas Avenue Suite 600, Dallas, TX 75225",Dallas,3/17/2025,5/9/2025,"$101,885",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing office space in high rise  building.,"2,747 ft 2",Jim Barron,"5601 Granite Parkway Suite 1200, Plano, Texas 75024",(972) 731-2308,Go Studio,"1201 Main Street. Suite 1370, Dallas, Texas 75202",(214) 420-4646,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025013072,
Trinsic Residential Services Expansion,TABS2025013069,The Douglas,"8235 Douglas Avenue Suite 950, Dallas, TX 75225",Dallas,3/17/2025,4/25/2025,"$84,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing office space in high rise  building.,"1,400 ft 2",Jim Barron,"5601 Granite Parkway Suite 1200, Plano, Texas 75024",(972) 731-2308,Go Studio,"1201 Main Street. Suite 1370, Dallas, Texas 75202",(214) 420-4646,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025013069,
Forest Theater,TABS2025013068,Forest Theater,"1920 MLK Blvd., Dallas, TX 75215",Dallas,2/15/2025,12/30/2025,"$49,732,252",Renovation/Alteration,"This project is privately funded, on private land for private use.",Rehabilitation of the original cinema centric theater and conversion of theater to a music centric venue with a studio theater and community room addition.,"98,642 ft 2",Forest Forward,"1806 S. Good Latimer Expy, Suite 200, Dallas, Texas 75226",(469) 676-9567,HKS Architects,"222 Main Street Suite 230, Salt Lake City, Utah 84101",(801) 532-2393,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025013068,
SWAPA,TABS2025013055,The Towers at Williams Square,"5221 N O'CONNOR BLVD, SUITE 500, Irving, TX 75039",Dallas,3/17/2025,6/16/2025,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","interior remodel, including new layout and finishes for new tenant office space ","23,044 ft 2","AGRE Williams Square Holdings, LLC","5221 N. O'connor Blvd, Irving TX 75039, Irving, Texas 75039",(972) 869-9100,BHA Studio,"3141 HOOD STREET suite 420, Dallas, Texas 75219",(469) 357-6203,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025013055,SWAPA
High River Resources Expansion,TABS2025013040,Turtle Creek Village,"3838 Oak Lawn Ave. Suite 750, Dallas, TX 75219",Dallas,2/28/2025,5/30/2025,"$77,820",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"5,461 ft 2",CIM Group,"4901 Seminary Road, Alexandria, Virginia 22311",(703) 343-6804,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025013040,
Cedar Hill - Building 3 - GES TI,TABS2025013023,Cedar Hill - Building 3,"1400 S J Elmer Weaver FWY, Cedar Hill, TX 75104",Dallas,3/24/2025,7/8/2025,"$1,760,010",New Construction,"This project is privately funded, on private land for private use.","A 69,274 SF finish out consisting of a new 4,534 SF office space and a 3,283 Graphics area within in an existing 237,689 SF building. ","7,817 ft 2",LIT SRP Lebanon Cedar Hill,"2323 Victory Ave Ste 1500, Dallas, Texas 75219",(817) 360-3756,GSR Andrade Architects,"2001 North Lamar Street, Suite #400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025013023,
"FedEx FXG Network 2.0 Mesquite, TX",TABS2025013014,FedEx Ground,"5005 Samuell Blvd., Dallas, TX 75149",Dallas,6/15/2025,8/1/2025,"$430,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Approx. 1000 sf. Adding dock doors and equipment. Fencing on the deck. No change in use or occupancy.,"1,000 ft 2","FEDEX GROUND PACKAGE SYSTEM, INC.","P.O. Box 1450, Cockeysville, Maryland 21020",(469) 990-6833,"Cortland Morgan Architect, AIA","711 N. Fielder Road, Arlington, Texas 76012",(817) 635-5696,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025013014,"Todd Roberts, SRM"
Flyish Custom Designz,TABS2025013006,Flyish Studios,"1213 Lyndon Ave., Desoto, TX 75115",Dallas,3/15/2025,7/31/2025,"$200,000",New Construction,"This project is privately funded, on private land for private use.",Building new construction metal building 30 x 60 x 15 which will be office space use building for retail clothing and screen printing and digital printing shop and health studio ,"1,800 ft 2",Marcus Brister,"4647 Country Creek dr. Unit 1103, Dallas, Texas 75236",(972) 896-1238,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025013006,
Bru Sports Bar & Grill,TABS2025012977,MacArthur Village,"8350 N MacArthur Blvd, Suite #120, Irving, TX 75063",Dallas,3/5/2025,9/5/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior Finishout - NEW TENANT IS REMODELING THE DINING AREA TO USE IT AS A SPORTS BAR. AN ENTRY VESTIBULE, BAR WITH BAR COUNTER, RAISED BOOTH SEATING AND OTHER DINING AREAS ARE ADDED","3,052 ft 2",MacArthur Village LLC,"1017 KENBOB CIR, Carrollton, Texas 75007",469-463-8527,Ideascope LLC,"6292 Larkspur Ln., Frisco, Texas 75036",972-795-2008,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012977,Ashok Pothula
Schindler Elevator Corp. - Interior Remodel,TABS2025012974,Parc 114,"6631 N. Belt Line Rd, Suite 130, Irving, TX 75063",Dallas,3/1/2025,7/15/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant remodel add training elevator for elevator technician training 2,825 S.F.","2,825 ft 2",Link Logistics,"13727 Noel Rd, Suite 750, Dallas, Texas 75240",(833) 354-0003,MPI Architects,"4949 Addison Circle, Addison, Texas 75001",972 788-0078,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012974,Mark Manning
Addison Beltway Trail,TABS2025012968,Roadway Project,"Beltway Drive, from Marsh Lane to Belt Line Road, Addison, TX 75001",Dallas,2/10/2025,12/31/2025,"$1,526,533",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","On-street and off-street bikeway improvements, including additional sidewalk through green space. Green space improvements including landscaping, walkways, seating and lighting. Approx 322,474 square feet.","322,474 ft 2",City of Addison,"16801 Westgrove Drive, Addison, Texas 75001",214-208-4353,MIG Inc.,"518 17th Street, Suite 630, Denver, Colorado 80233",206-992-8380,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012968,
D1 Training,TABS2025012945,"Park Cities, TX","10031 Marsh Lane Suite 310, Dallas, TX 75229",Dallas,4/1/2025,7/1/2025,"$353,200",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR BUILD-OUT OF A TENANT SPACE ON THE GROUND FLOOR OF AN EXISTING 1-STORY BUILDING. THIS PROJECT WILL NOT CHANGE THE EXTERIOR OF THE BUILDING. THE PROJECT PROGRAM CONSISTS OF A FITNESS SPACE (LIMITED TO PERSONAL/INDIVIDUALIZED TRAINING) ,"3,532 ft 2","Hopkins Marsh Lane Plaza, Lp.","7995 LBJ Freeway Ste 250 Dallas, Texas 75251, Dallas, Texas 75251",214-384-4051,FOX Architecture,"11044 Research Blvd. Suite D130, Austin, Texas 78759",512-560-3790,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012945,Devon Arnold
La Michoacana Meat MArket #50,TABS2025012942,La Michoacana,"5001 S Buckner Blvd, Dallas, TX 75227",Dallas,4/1/2025,12/31/2025,"$1,950,000",New Construction,"This project is privately funded, on private land for private use.",Construction of a new supermarket ,"15,000 ft 2",ORTEGA REAL ESTATE,"8830 LONG POINT RD STE 700, Houston, Texas 77055",(703) 340-5555,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012942,
Sphere Surgical Center,TABS2025012940,Sphere Surgical Center,"4441 W Airport Fwy, Irving, TX 75062",Dallas,3/1/2025,4/1/2026,"$7,500,000",New Construction,"This project is privately funded, on private land for private use.",Ground up shell building with ASC & Clinic finish out.,"13,499 ft 2",Sphere Surgical Center,"4441 W Airport Fwy., #215, Irving, Kentucky 75062",(469) 913-6136,Corgan,"401 North Houston Street, Dallas, Texas 75202",(214) 977-3540,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012940,
INSOMNIA COOKIES,TABS2025012938,INSOMNIA COOKIES,"3607 GREENVILLE AVE, Dallas, TX 75206",Dallas,5/1/2025,9/15/2025,"$241,297",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT INTERIOR ALTERATION,"1,100 ft 2","SIP 4500, LLC C/0 SF Waranch Co.","5720 LBJ Freeway #560, DALLAS, Texas 75240",214-526-5800,ARCVISION,"1950 Craig Rd. Ste 300, St Louis, Missouri 63146",(336) 830-1111,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012938,MARK ESKRA
Kay Bailey Hutchison Convention Center Pre-Enabling Works,TABS2025012925,Kay Bailey Hutchison Convention Center Dallas,"650 S Griffin, Dallas, TX 75201",Dallas,7/7/2025,10/15/2025,"$12,200,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","office renovation, truck ramp construction and exterior egress stair construction","2,500 ft 2",City of Dallas,"1500 Marilla St, Dallas, Texas 75201",(514) 625-7232,GSR Andrade Architects,"2001 North Lamar Suite 400, Dallas, Texas 75202",(972) 342-3799,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012925,
PRODUCERS MIDSTREAM - DALLAS OFFICE EXPANSION,TABS2025012916,PARKSIDE TOWER,"3500 MAPE AVE., SUITE 700, DALLAS, TX 75219, Dallas, TX 75219",Dallas,5/5/2025,7/18/2025,"$120,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Expansion of existing office space into the adjacent suite consisting of 2,179 USF. Scope includes removing a demising wall for access, reworking 4 existing offices into 7, re-using glass fronts, blend and extend of finishes. ","2,179 ft 2",LINCOLN PROPERTY COMPANY,"8111 DOUGLAS AVE, SUITE 600, DALLAS, TX 75225, DALLAS, Texas 75225",(214) 740-3300,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012916,
HD Supply Dallas Rack Expansion,TABS2025012905,First Industrial South MT CRK,"5300 Mountain Creek Pkwy., Dallas, TX 75236",Dallas,4/1/2025,4/30/2025,"$515,592",Renovation/Alteration,"This project is privately funded, on private land for private use.",Installation of additional storage racks into an existing warehouse.,"31,996 ft 2",First Industrial LP,"5310 Harvest Hill Rd., Suite 270, Dallas, Texas 75230",(972) 386-4700,"Structural Engineering & Design, Inc.","1815 Wright Ave, Suite 200, La Verne, California 91750",909-596-1351,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012905,Cameron Timber
GP Guard House,TABS2025012888,GP Guard House,"4226 E Main St, Grand Prairie, TX 75050",Dallas,4/1/2025,6/30/2025,"$100,000",New Construction,"This project is privately funded, on private land for private use.",new guard house,750 ft 2,"IG Logistics, LLC","261 5th Ave, Ste. 1501, New York, New York 10016",(212) 897-2271,Ebarb + Guest Architecture,"3309 Elm St #102-241, Dallas, Texas 75226",(214) 301-3531,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012888,
UCNT,TABS2025012864,Methodist Dallas Pavilion II,"221 W. Colorado Blvd. Suite 443, Dallas, TX 75208",Dallas,3/19/2025,6/18/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of an out-patient medical office,"4,327 ft 2",Pavilion Properties,"1411 N. Beckley Ave. Suite 156, Dallas, Texas 75203",(214) 947-3701,ANPH Architects,"5499 Glen Lakes Dr Suite 110, Dallas, Texas 75231",(214) 369-9066,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012864,
MCD CICU_Phase 2 Cath/EP,TABS2025012856,Medical City Dallas,"7777 Forest Lane, Dallas, TX 75230",Dallas,2/26/2025,3/10/2025,"$8,740,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","BUILDING A, LEVEL 03: CATH/ EP LABS (IEBC) ALTERATION LEVEL 2: 12,986 SF (IEBC) ALTERATION LEVEL 1: 774 SF MAJOR RENOVATION WILL ACCOMODATE 2 CATH LABS, 1 EP LAB, PREP/RECOVERY AREA AND STAFF SUPPORT SPACES.","13,760 ft 2",HCP DR MCD LLC,"7777 Forest Lane Suite C-840, Dallas, Texas 75230",(214) 404-9298,Perkins&Will,"2218 Bryan Street Suite 200, Dallas, Texas 75201",(214) 624-5590,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012856,Bryan Seely - HCA
Naaman Forest High School - Additions & Renovations,TABS2025012849,Naaman Forest High School,"4843 Naaman Forest Blvd., Garland, TX 75040",Dallas,6/1/2025,2/4/2027,"$18,500,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","Project consists of a 9,700 square foot, 1-story Type II-B school building addition to the existing building.  Also includes renovations to the auditorium, cafeteria, locker rooms, dance spaces and science labs.","86,780 ft 2",Garland Independent School District,"P.O. Box 461407 Suite 600, Garland, Texas 75046",(972) 494-8780,WRA Architects,"6000 Headquarters Drive Suite 600, Plano, Texas 75046",(972) 494-8780,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012849,
The Hanover Insurance Company,TABS2025012847,Tower at Park Lane,"8750 N. Central Expswy Ste 777, Dallas, TX 75231",Dallas,3/10/2025,7/18/2025,"$422,208",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of suite 777 containing 6805 sf per plans issued by Innovative Interior Architecture, LLC","6,805 ft 2",RCS Park Lane LLC,"371 Centennial Parkway, Suite 200, Louisville, Colorado 80027",(303) 533-1647,"ITA with Richard Sweers, Architect","11327 Mackey Street, Overland Park, Kansas 66210",(816) 213-7082,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012847,
Lakeview Centennial High School - Additions & Renovations,TABS2025012841,Lakeview Centennial High School,"3505 Hayman Drive, Garland, TX 75043",Dallas,6/1/2025,2/4/2027,"$36,500,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","The project consists of a 2-story Type II-B classroom storm shelter and a 1-story Type II-B school administrative addition the existing building.  Also included are renovations of the existing auditorium, cafeteria, locker room and dance spaces.","109,400 ft 2",Garland Independent School District,"P.O. Box 461407, Garland, Texas 75046",(972) 494-8780,WRA Architects,"6000 Headquarters Drive Suite 600, Plano, Texas 75025",(214) 750-0077,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012841,
LaserAway Addison,TABS2025012839,Village on the Parkway,"5100 Belt Line Rd Suite 608, Addison, TX 75254",Dallas,5/12/2025,7/14/2025,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior tenant renovation including new partitions, electrical outlets, lighting and mechanical HVAC systems.","2,127 ft 2",VOP Partners LLC,"4801 Harbor Dr, Flower Mound, Texas 75011",972-480-1788,Arthur Balourdas,"1717 5th Ave, San Diego, California 92101",(619) 232-0261,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012839,Anthony Denaro LaserAway
Sofie Bioscience Addition,TABS2025012836,Sofie Bioscience,"4447 Brass Way, Dallas, TX 75236",Dallas,5/1/2025,1/1/2026,"$6,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 4,390 GSF addition to an existing 7,500 GSF tenant space that will include a new vault, office space, and storage.","4,390 ft 2",Sofie Co.,"21000 Atlantic Blvd, Dulles, Virginia 20166",(630) 524-8901,GMA Architects,"7930 Clayton Road, Richmond Heights, Missouri 60515",(314) 402-4145,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012836,
Living Spaces - Farmer's Branch,TABS2025012822,Living Spaces Showroom,"13307 Midway Rd., Farmers Branch, TX 75244",Dallas,5/1/2025,3/1/2026,"$5,000,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","Interior demolition and remodel of single-story retail building and shipping/receiving area to be used for a new retail tenant. Exterior demolition of existing tenant entry and signage, construction of new tenant entry.","73,000 ft 2",Living Spaces,"14501 Artesia Blvd., La Mirada, California 90638",(714) 713-9931,Studio8 Architects,"4217 McCullough Ave, Olmos Park, Texas 78212",(210) 314-4904,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012822,
Social Pour,TABS2025012814,Social Pour,"4800 Belt line road, Addison, TX 75001",Dallas,3/6/2025,4/30/2025,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",new flooring/new kitchen finishes/appliances/4 new drop soffits/new wall finishes,"3,500 ft 2",Inwood Quarum,"10250 Constellation Blvd suite 3050, la, California 90067",(310) 275-8944,D2 Designs,"3824 Cedar springs road #340, Dallas, Texas 75219",(310) 740-9422,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012814,
Planet Fitness Remodel-Coppell (Denton Tap),TABS2025012804,Planet Fitness - Coppell,"120 S. Denton Tap Road #302, Coppell, TX 75019",Dallas,5/5/2025,6/30/2025,"$225,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","takeover of a Texas Family Fitness, remodeling into a Planet Fitness","24,000 ft 2","120 S Denton TAP, LP","12201 Merit Drive Suite 170, Dallas, Texas 75251",(972) 991-4600,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012804,
Fire Pan KBBQ,TABS2025012798,Fire Pan KBBQ,"2534 Royal ln #134, Dallas, TX 75007",Dallas,5/1/2025,10/31/2025,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish out by new tenant,"5,233 ft 2",Jay Bae,"2534 Royal ln S#134, Dallas, Texas 75007",(214) 490-1525,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012798,
Brinks Home,TABS2025012797,"Hillwood, A Perot Company","8616 Freeport Pkwy, Suite 100, Irving, TX 77046",Dallas,7/7/2025,11/11/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation. ,"24,387 ft 2","HW FREEPORT NO. 1, LLC","9800 Hillwood Parkway, Suite 300, fort worth, Texas 76177",817.224.6000,Corgan,"401 N Houston St, Dallas, Texas 75202",(346) 201-6211,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012797,Joni Chapas
