project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Vixxo,TABS2025006275,Browning Place,"1603 LBJ Freeway Suite 400, Farmers Branch, TX 75234",Dallas,12/2/2024,4/1/2025,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"9,296 ft 2",Pillar Income Asset Management,"1603 LBJ Freeway Suite 800, Dallas, Texas 75234",(469) 522-4419,Teresa Garcia,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",972-770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006275
IT'SUGAR,TABS2025006273,Grand Prairie Premium Outlets,"2950 I-20 Suite 210, Grand Prairie, TX 75052",Dallas,1/6/2025,3/15/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Demolition of existing non-structural partitions, new tenant shelving and fixtures, extend existing ceiling grid and lighting, new plumbing, power, low voltage, and lighting.","2,200 ft 2",Simon Mall,"60 Columbia Road Building B, Third Floor, Morristown, New Jersey 07960",(862) 289-5739,Marco Guarente,ArchytecX PLLC,"1 Tiffany Plc #3A, BROOKLYN, New York 11231",(347) 564-7587,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006273
BRADFORD MANAGEMENT OFFICE,TABS2025006268,BENT TREE GREEN,"17300 N DALLAS PKWY SUITE 1080, Dallas, TX 75248",Dallas,12/1/2024,3/31/2025,"$260,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish out existing suite.,"3,018 ft 2","BRADFORD BTG PARTNERS, LLC","10440 NORTH CENTRAL EXPRESSWAY SUITE 1150, DALLAS, Texas 75231",(972) 776-7069,,Jones Commercial Interiors,"3900 Willow Street Suite 150, Dallas, Texas 75226",(469) 766-3956,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006268
Mesquite Flex Space,TABS2025006262,Building 3,"3520 IH 30, Mesquite, TX 75150",Dallas,5/1/2025,12/3/2025,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",One story flex space shell building.,"23,896 ft 2",Bee Wealth Management LLC,"555 Republic, Plano, Texas 75074",(316) 305-0718,,East Star Design,"PO Box 53, Forney, Texas 75126",(972) 200-7340,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006262
Mesquite Flex Space,TABS2025006261,Building 2,"3540 IH 30, Mesquite, TX 75150",Dallas,2/3/2025,12/3/2025,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",One story flex space shell building.,"23,896 ft 2",Bee Wealth Management LLC,"555 Republic, Plano, Texas 75074",(316) 305-0718,,"East Star Design, LLC","PO Box 53, Forney, Texas 75126",(972) 200-7340,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006261
SPEC SUITE 1070,TABS2025006255,BENT TREE GREEN,"17300 N DALLAS PKWY SUITE 1070, Dallas, TX 75248",Dallas,12/1/2024,3/31/2025,"$102,250",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish out existing suite.,"1,627 ft 2","BRADFORD BTG PARTNERS, LLC","10440 NORTH CENTRAL EXPRESSWAY SUITE 1150, DALLAS, Texas 75231",(972) 776-7069,,Jones Commercial Interiors,"3900 Willow Street Suite 150, Dallas, Texas 75226",(469) 766-3956,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006255
University Center Chapel,TABS2025006252,University Center Chapel,"2105 Waterview Parkway, Richardson, TX 75080",Dallas,12/9/2024,8/4/2025,"$900,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Remodel space for new chapel, sacristy, and confessional rooms.","3,225 ft 2",CCM2 RC,"3725 Blackburn St, Dallas, Texas 75219",(469) 818-5616,,Avila Castillo Architecture,"614 N Bishop Ave. #2, Dallas, Texas 75208",(214) 478-2645,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006252
Reliant Infusion,TABS2025006244,12230 Coit Road,"12230 Coit Road Suite 120, Dallas, TX 75251",Dallas,11/25/2024,1/6/2025,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior office renovation,"2,305 ft 2",CPI/AHP Coit Road,"12230 Coit Road Suite 101, Dallas, Texas 75251",(256) 520-6708,,Schwabauer Design,"1600 N. Collins Suite 1900, Richardson, Texas 75080",(469) 804-2400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006244
Kathlyn Joy Gilliam Collegiate Academy,TABS2025006241,Kathlyn Joy Gilliam Collegiate Academy,"1700 E. Camp Wisdom Rd., Dallas, TX 75241",Dallas,6/1/2025,6/2/2026,"$1,723,228",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Entry Vestibule upgrade, fire alarm, geothermal system improvements","68,830 ft 2",Dallas ISD,"9400 N. Central Expressway 8th Floor, Dallas, Texas 75243",(972) 835-0939,,Dimensions Architects,"8330 Lyndon B Johnson Fwy, Suite 495, Dallas, Texas 75243",(214) 220-3800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006241
Advancial Federal Credit Union - NCX HQ 15th Floor,TABS2025006232,Advancial Federal Credit Union,"10000 North Central Expressway, Suite 1500 10000 North Central Expressway, Suite 1500, Dallas, TX 75231",Dallas,12/1/2024,8/1/2025,"$2,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of an existing tenant floor in an existing office building.,"13,336 ft 2","Charter 10000 NCX Owner, Inc","10000 North Central Expressway, Suite 815, Dallas, Texas 75231",(214) 769-7812,Gary Masters,"Gahl Architecture, Inc.","3875 Regent Drive, Dallas, Texas 75229",(214) 956-8500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006232
