project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Vanderlande,TABS2026027312,Varispace Coppell,"450 Freeport Parkway Suite 3100, Coppell, TX 75019",Dallas,8/10/2026,12/23/2026,"$881,495",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior office finish out of an existing vanilla box for Vanderlande tenant.,"26,161 ft 2",Varispace Coppell LLC,"1221 S Belt Line Road Suite 500, Coppell, Texas 75019",(469) 391-0976,SJE ARCHitects,"8350 N Central Expressway Suite 1900, Dallas, Texas 75206",(817) 312-1518,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026027312,
Fossil Group Sunnyvale TX,TABS2026027306,Fossil Group,"201 Clay Rd #100, Sunnyvale, TX 75182",Dallas,8/17/2026,9/30/2026,"$83,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Installation of pallet rack,"80,000 ft 2",IDIL SUNNYVALE LP,"1197 Peachtree St NE, Dallas, Texas 75201",(469) 315-6203,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026027306,
Bobtown Chicken,TABS2026027301,Bobtown Plaza,"429 E IH 30 Ste 10, Garland, TX 75043",Dallas,9/30/2026,10/30/2026,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out of existing suite into a chicken restaurant,"1,260 ft 2",Bobtown Enterprises Inc,"6900 Alma Dr STE 180, Plano, Texas 75023",(972) 740-6538,Texas Building Design,"952 Windy Meadow Dr, Plano, Texas 75023",(469) 867-7526,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026027301,Mohammad Azab
Cooper Construction Downsize,TABS2026027300,10000 NCX,"10000 North Central Expressway, Suite 760, Dallas, TX 75231",Dallas,8/10/2026,11/30/2026,"$131,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing office space in high rise building,"2,495 ft 2","Charter 10000 NCX Owner, LLC","47 Highland Park Village, Ste 200, Dallas, Texas 75205",972-816-0619,Go Studio,"1201 Main Street, Suite 1370, Dallas, Texas 75202",214-420-4646,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026027300,James Cooper
Celanese,TABS2026027290,Urban Towers,"222 W. Las Colinas Blvd. Suite 1100N, Irving, TX 75039",Dallas,8/17/2026,10/30/2026,"$285,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvement ,"26,339 ft 2","222 WLC Owner, LP","500 E. John Carpenter Fwy Suite 450, Irving, Texas 75062",(469) 802-0083,Schwabauer Design,"1600 N. Collins Blvd. 1900, Richardson, Texas 75080",(469) 804-2400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026027290,
Precision Business Machines Remodel,TABS2026027261,Precision Business Machines,"1509 Falcon Dr., Desoto, TX 75115",Dallas,8/10/2026,12/31/2026,"$699,470",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior remodel, lighting, walls, flooring, bathrooms, etc.","15,300 ft 2","Plainsman Holdings, LLC","400 Sundown Trail, Aledo, Texas 76008",(972) 224-9119,Kari LaRusch Interior Designer,"4609 Saint Amand Circle #101, Fort Worth, Texas 76126",210-524-1013,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026027261,
6th Floor Speculative Suite,TABS2026027246,Greenway Plaza II,"2400 LAKESIDE BLVD. Suite #660, Richardson, TX 75082",Dallas,8/24/2026,11/2/2026,"$177,740",Renovation/Alteration,"This project is privately funded, on private land for private use.","THE SCOPE OF THIS PROJECT IS A NON-STRUCTURAL INTERIOR FINISH-OUT IN AN EXISTING SINGLE FLOOR SUITE. SCOPE INCLUDES HVAC, ELECTRICAL, PLUMBING.","2,871 ft 2",JP 2400 Lakeside LP,"12770 Coit Rd Suite 200, Dallas, Texas 75251",(972) 458-7600,idGroup,"2641 Irving Blvd., Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026027246,
Amazon STX3,TABS2026027245,Amazon STX3,"4445 Rock Quarry Road, Dallas, TX 75211",Dallas,9/2/2026,9/30/2026,"$338,586",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement replacing standard conveyor with automated conveyor in same footprint anchoring to slab.,"10,000 ft 2",Teacher's Insurance and Annuity Association,"PO Box 30428, Charlotte, North Carolina 28230",626 203 7447,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026027245,
ST MICHAEL CHURCH RENOVATION AND EXPANSION,TABS2026027225,-,"1106 N JUPITER RD, Garland, TX 75042",Dallas,9/1/2026,1/18/2027,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",RENOVATION ,"1,990 ft 2",Ethiopia Orthodox Tewahedo Debre Mehret Saint Michael Cathedral,"1106 N JUPITER RD, GARLAND, Texas 75042",(469) 268-6123,MASTERPLAN DESIGN,"2916 WOODSIDE ST, DALLAS, Texas 75204",(214) 718-9119,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026027225,
Howell Drive & Bullock Drive Street Reconstruction,TABS2026027222,North of Southwestern Boulevard,"Howell Drive & Bullock Drive,, Coppell, TX 75019",Dallas,1/5/2026,8/31/2026,"$2,950,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","1400 Linear Feet of road reconstruction with associated water, wastewater, storm sewer, & alley improvements.","1,500 ft 2",City Of Coppell,"265 Parkway Blvd, Coppell, Texas 75019",(972) 462-5148,"Westwood Professional Services, Inc.","7557 Rambler Road, Suite 1400,, Dallas, Texas 75231",972-235-3031,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026027222,
DFW Rochelle Industrial Bldg B,TABS2026027213,DFW Rochelle Industrial Bldg B,"2851 N. State Hwy 161, Irving, TX 75062",Dallas,11/2/2026,8/2/2027,"$2,760,000",New Construction,"This project is privately funded, on private land for private use.","Construction of a shell building for future build-out as an office/warehouse, with parking and drives","60,079 ft 2","CH Realty X-AIC I DFW Rochelle, L.L.C.","820 Gessner Rd. Suite 1000, Houston, Texas 77024",713-599-0280,Seeberger Architecture,"2555 Central Parkway, Houston, Texas 77092",832-831-3410,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026027213,
"Enseo, LLC",TABS2026027211,Eastside Centre,"740 East Campbell Road, Richardson, TX 75081",Dallas,8/15/2026,11/30/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing office space.,"8,135 ft 2","AGF Spring Creek Coit II, LTD","18111 Preston Road, Suite 1000, Dallas, Texas 75252",(972) 361-6396,"DFW Design Depot, LLC","1111 Amber Rose Way, Arlington, Texas 76005",817-929-8804,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026027211,Matt Guggenheim
Architecture Demarest Office,TABS2026027210,4320 Main Street,"4320 Main Street, Suite 300, Dallas, TX 75226",Dallas,9/7/2026,11/6/2026,"$86,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Work limited to Suite 300 in existing single-story building. Existing walls, ceiling, door, windows and HVAC to remain. New work includes millwork, electrical outlets, lighting and HVAC ducting.","1,694 ft 2","Main Street 4320, LLC","4408 Main Street, Dallas, Texas 75226",(214) 412-8986,Architecture Demarest,"2320 Valdina Street, Dallas, Texas 75207",(214) 748-6655,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026027210,Scott Roberson
DFW Rochelle Industrial Bldg. 1,TABS2026027200,DFW Rochelle Industrial Bldg. 1,"4995 Rochelle Rd, Irving, TX 75062",Dallas,11/2/2026,8/2/2027,"$3,690,000",New Construction,"This project is privately funded, on private land for private use.","Construction of a one-story shell building for future build-out as an office/warehouse, with parking and drives.","80,302 ft 2","CH Realty X-AIC I DFW Rochelle, L.L.C.","820 Gessner Rd. Suite 1000, Houston, Texas 77024",713-599-0280,Seeberger Architecture,"2555 Central Parkway, Houston, Texas 77092",832-831-3410,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026027200,
