project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
KC Construction Shell Building,TABS2024021470,KC Construction,"2001 McKinzie Drive, Carrollton, TX 75006",Dallas,9/1/2024,7/1/2025,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.","The work under this set of Contract Documents consists of the construction of one (1)  Warehouse building, being fully sprinklered with an ESFR System, having tilt-up concrete exterior walls and steel roof structure.","18,498 ft 2",KC Construction,"2221 Manana Drive Suite 110, Dallas, Texas 75220",(682) 551-0455,"Pross Design Group, Inc.","5310 Harvest Hill Road Suite 180, Dallas, Texas 75230",(972) 759-1400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021470,
Hachi Sushi & Robata Restaurant,TABS2024021467,Town Hall Square,"5312 Belt Line RD, Addison, TX 75254",Dallas,9/16/2024,12/16/2024,"$450,000",New Construction,"This project is privately funded, on private land for private use.","interior finish-out of existing lease space. New mechanical, electrical, and plumbing equipment.","2,600 ft 2",Lake Forest Joint Venture,"15280 Addison Road #301, Addison, Texas 75001",(972) 628-3464,Hub City Productions,"800 Exposition Avenue #1, Dallas, Texas 75226",(214) 821-8242,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021467,
"WALMART 1216.1006 CARROLLTON, TX - ESS PROJECT",TABS2024021449,Walmart,"1213 E Trinity Mills Rd, Carrollton, TX 75006",Dallas,9/29/2024,10/25/2024,"$120,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","INSTALL INTERIOR & EXTERIOR DOOR(S), RE-WORK EXISTING EXTERIOR PAVEMENT IN ACCOMMODATION OF NEW EXTERIOR DOOR(S), UPDATE DOOR HARDWARE. 100SqFt",100 ft 2,Walmart,"PO Box 8050, MS0555, Bentonville, Arkansas 72712",(479) 426-5712,"CESO, Inc","3601 Rigby Rd #300, Miamisburg, Ohio 44322",(937) 435-8584,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021449,
6th Floor Lobby/Corridors/Restrooms,TABS2024021429,Two Addison Circle,"15725 N. Dallas Parkway, Addison, TX 75001",Dallas,6/24/2024,10/15/2024,"$311,545",Renovation/Alteration,"This project is privately funded, on private land for private use.",Capital Improvements,"2,244 ft 2",TR Two Addison Corp,"N LA Salle St., 120 Suite 1750, Chicago, Illinois 60602",(214) 384-5459,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021429,
Corgan HQ Level 05 Expansion,TABS2024021404,Luminary,"401 N. Houston St., Dallas, TX 75202",Dallas,6/30/2024,1/1/2025,"$1,850,230",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of office suite. ,"11,000 ft 2",Harwood,"2501 N. Harwood St. suite 1400, dallas, Texas 75201",(214) 965-1045,Corgan,"401 N. Houston St., Dallas, Texas 75202",(214) 977-3477,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021404,
Wade Trim,TABS2024021398,Tollway Plaza North,"16000 N. Dallas Parkway, Suite 835, Dallas, TX 75248",Dallas,6/24/2024,9/6/2024,"$183,252",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"2,685 ft 2",BSP Tollway PropCo LLC,"3501 Jamboree Rd, Suite 4200, Newport Beach, California 92660",(312) 596-6803,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021398,
24321- 121Vista Ridge Mall Drive Bldg 1,TABS2024021393,Vista Ridge,"500 W. Vista Ridge Mall Drive, Coppell, TX 75019",Dallas,8/16/2024,8/8/2025,"$23,000,000",New Construction,"This project is privately funded, on private land for private use.",New Shell Bldg. ,"257,591 ft 2",LOVETT INDUSTRIAL,"3811 TURTLE CREEK BLVD, Dallas, Texas 75219",(972) 489-5570,"Meinhardt & Associates Architects, P.L.L.C.","14643 Dallas Parkway, Dallas, Texas 75254",(972) 980-8980,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021393,
TACO CITY Y MAS,TABS2024021391,BRYAN STREET RETAIL,"4812 BRYAN STREET SUITE 100 - 101, Dallas, TX 75204",Dallas,6/25/2024,7/30/2024,"$85,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 2,000 sqft interior finish-out to create a Mexican restaurant in a shell space.","2,000 ft 2","Circle Park Texas II, LLC.","4827 Memphis Street, Dallas, Texas 75207",(310) 650-4333,DESIGN 3 & ASSOCIATES,"2222 MEDICAL DISTRICT DRIVE, SUITE 1207, DALLAS, Texas 75235",(214) 245-8024,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021391,Juan Rodriguez
Gables Residential Relocation (392414800),TABS2024021376,Gables Residential Relocation,"2323 Victory Park Ave, Suite 1550, Dallas, TX 75219",Dallas,7/15/2024,10/1/2024,"$930,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of office space (6,296 SF)","6,296 ft 2",One Victory Park,"2323 Victory Ave. Suite 550, Dallas, Texas 75219",214-468-0808,DLR Group in of Texas,"2500 Pacific Avenue, Suite 1600, Dallas, Texas 75226",214-747-2511,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021376,Brain Mosley
Whip In Store,TABS2024021365,Whip In Store,"7233 Gaston Avenue, Dallas, TX 75032",Dallas,6/28/2024,7/31/2024,"$140,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation the existing building. Remove existing 2 entrances and install 1 new entrance. Redesign restrooms and install new flooring & ceiling.,"3,200 ft 2",Niroj Realty,"735 Brookstone Dr, Dallas, Texas 75039",(214) 674-9444,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021365,
