project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
310 W 2nd St.,TABS2024010245,"Marcelo M. Campon Agency, LLC.","310 W 2nd St, Irving, TX 75060, Irving, TX 75060",Dallas,2/20/2024,5/20/2024,"$158,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Existing 1693 firts floor + second floor 602= 2295          Addit 1091. second floor ,"3,386 ft 2",Marcelo Campon,"310 W 2nd St., Irving, Texas 75060",(469) 605-4912,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010245,,,,
ASI,TABS2024010233,Metroplex Tech Center,"3000 Kellway Drive Suite 140, Carrollton, TX 75006",Dallas,2/1/2024,4/30/2024,"$444,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of suite space.,"10,742 ft 2",Metroplex Carrollton LLC,"100 Lexington Street Suite 50, Fort Worth, Texas 76102",(817) 988-9187,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010233,,,,
Yooz,TABS2024010230,8840 Cypress Waters,"8840 Cypress Waters Blvd # 250, Dallas, TX 75019",Dallas,1/26/2024,7/26/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",A non-structural interior finish out in an existing single floor suite.,"11,911 ft 2",Billingsley Company,"1722 Routh Street Suite 770, Dallas, Texas 75201",(214) 270-0942,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010230,idGROUP,"2641 Irving Blvd., Dallas, Texas 75207",(214) 638-6800,
James Hogg NTC Renovation and Addition,TABS2024010225,James Hogg New Tech Center,"1144 N Madison Ave 1144 N Madison Ave, Dallas, TX 75208",Dallas,9/1/2024,12/1/2025,"$8,000,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation scope includes providing new way-finding site signage, directional signage (entrance & exit), new marquee sign and provide new room graphic and way-finding signage. Addition scope of work includes replacing the three rusted and hazardous p","10,640 ft 2",Dallas Independence School District,"9400 N. Central Expressway, Dallas, Texas 75231",(972) 925-3700,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010225,,,,
COOL HEADS,TABS2024010218,COOL HEADS,"1900 PRESTON RD #STE. 120, Plano, TX 75093",Dallas,4/1/2024,9/30/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,520 ft 2",BRE THRONE PRESTON PARK LLC,"3259 PRESTON RD #STE. 2, FRISCO, Texas 75034",(214) 618-6510,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010218,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,KRIS KESAVAN
BLANK ROME - PHASE III,TABS2024010212,THE CRESCENT OFFICE TOWERS,"200 CRESCENT COURT, SUITE 1000, Dallas, TX 75201",Dallas,2/1/2024,6/30/2024,"$741,150",Renovation/Alteration,"This project is privately funded, on private land for private use.","TENANT INTERIOR FINISH OUT - 12,569 SF / 4,941 SF (NET AFFECTED AREA)","12,569 ft 2",Crescent Real Estate,"200 CRESCENT COURT SUITE 250, Dallas, Texas 75201",214-747-2511,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010212,DLR Group,"2500 Pacific Avenue Suite 1600, Dallas, Texas 75226",214-747-2511,
MDMC Fluoro #5 Equipment Replacement and Renovation,TABS2024010200,Methodist Dallas Medical Center,"1441 North Beckley Avenue, Dallas, TX 75200",Dallas,3/1/2024,7/31/2024,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Imaging equipment replacement, renovation to adjacent patient toilet room",700 ft 2,Methodist Health System`,"403 West Campbell Road, Richardson, Texas 75080",4-692-045-6703,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010200,,,,
DWU Lake Ray Hubbard Office Renovation,TABS2024010198,N/A,"314 Gloria Rd, Dallas, TX 75182",Dallas,10/1/2024,3/31/2025,"$600,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Renovation of existing single story frame office building,"3,445 ft 2",City of Dallas,"1500 Marilla St 4A South, Dallas, Texas 75201",(214) 671-9540,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010198,BRW Architects,"3535 Travis St Suite 250, Dallas, Texas 75204",(214) 528-8704,
DWU Elm Fork Water Treatment Plant - Restroom Renovation,TABS2024010194,Elm Fork Water Treatment Plant,"1440 Whitlock Lane, Carrollton, TX 75006",Dallas,10/1/2024,3/31/2025,"$124,549",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Inter renovation of existing men's restroom,337 ft 2,City of Dallas,"1500 Marilla St 4A South, Dallas, Texas 75201",(214) 671-9540,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010194,BRW Architects,"3535 Travis St Suite 250, Dallas, Texas 75204",(214) 528-8704,
DWU Material Storage Warehouse,TABS2024010187,SE Service Center,"2900 Municipal Street, Dallas, TX 75215",Dallas,10/1/2024,2/28/2025,"$134,890",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Interior renovation of existing men's and women's restroom,212 ft 2,City of Dallas,"1500 Marilla St, Dallas, Texas 75201",(214) 671-9540,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010187,BRW Architects,"3535 Travis St Suite 250, Dallas, Texas 75204",(214) 528-8704,
"HD Waste & Recycling, LLC",TABS2024010167,HD Waste & Recycling -office,"10629 C.F. Hawn Fwy., Dallas, TX 75217",Dallas,1/15/2024,4/30/2024,"$325,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A one story office building -4,989 square feet.","4,989 ft 2",HD Waste & Recycling LLC,"10631 C.F. Hawn Fwy., Dallas, Texas 75217",(214) 792-9199,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010167,Design & Development Consultants,"737 S. RL Thornton Fwy., Dallas, Texas 75203",214-244-4073,
E.B. Comstock Middle School Renovation,TABS2024010149,E.B. Comstock Middle School,"7044 Hodde Street, Dallas, TX 75217",Dallas,6/3/2024,9/30/2025,"$10,145,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Interior renovation of existing public middle school (grades 6-8). This includes roof replacement, window replacement and elevator replacement, as well as, the addition of a new walkway canopy over an existing concrete sidewalk, and existing concrete","137,957 ft 2",Dallas Independent School District,"9400 N. Central Expressway, Dallas, Texas 75231",(469) 320-1092,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010149,HarrisonKornberg Architects,"100 Glass Street Suite, Dallas, Texas 75207",(713) 229-0688,
Hamilton Park Pacesetter Magnet School Addition,TABS2024010137,Hamilton Park Pacesetter Magnet School,"8301 Towns St., Dallas, TX 75243",Dallas,5/31/2024,8/1/2025,"$7,800,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","Addition of a 3,000 s.f. Building Connector and related sitework.","3,000 ft 2",RISD,"1123 S. Greenville Ave., Richardson, Texas 75081",469-593-0639,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010137,HKS Architects,"350 N. St. Paul St. Ste. 100, Dallas, Texas 75201",214-969-5599,
Marcus Park Playground,TABS2024010133,Marcus Park Playground,"3003 Northhaven Rd., Dallas, TX 75201",Dallas,2/23/2024,5/24/2024,"$175,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","New playground equipment, fixing ramp into playground, renovating accessible parking stalls","4,000 ft 2",City of Dallas,"1500 Marilla Street, Dallas, Texas 75201",(214) 670-4105,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010133,Valley Quest Design,"222 South Elm Street, Denton, Texas 76201",(214) 783-1715,
Royal Tech Restroom Renovations,TABS2024010113,2975 Regent Blvd,"2975 Regent Blvd, Irving, TX 75063",Dallas,2/10/2024,5/10/2024,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing space ,827 ft 2,Wells Fargo,"4975 Preston Park Blvd Suite 200, Plano, Texas 75093",(303) 518-1307,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010113,"SGDesign, Inc","3311 Elm Street Suite 105, Dallas, Texas 75226",(469) 865-1930,Amanda Hensley
Royal Tech Break Room Renovations,TABS2024010111,2975 Regent Blvd,"2975 Regent Blvd, Irving, TX 75063",Dallas,2/10/2024,5/31/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing space ,"1,749 ft 2",Wells Fargo,"4975 Preston Park Blvd Suite 200, Plano, Texas 75093",(303) 518-1307,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010111,"SGDesign, Inc","3311 Elm Street Suite 105, Dallas, Texas 75226",(469) 865-1930,Amanda Hensley
"Sixth Street Partners, LLC",TABS2024010110,2100 McKinney,"2100 McKinney Avenue, Dallas, TX 75201",Dallas,4/1/2024,10/15/2024,"$3,200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of the 10th floor and partial 11th floor,"28,000 ft 2","MCPP 2100 Mckinney, LLC","2121 N Pearl Street Suite 250, Dallas, Texas 75201",(972) 404-4356,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010110,The Ferro Collective,"6943 Clayton Avenue, Dallas, Texas 75214",972-741-6817,Lindsay Farnsworth
Replace Fire Alarm System,TABS2024010096,The National Shrine Cathedral of Our Lady of Guadalupe,"2215 Ross Avenue, Dallas, TX 75201",Dallas,4/1/2024,12/31/2024,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Replace the fire alarm system in a 55,000 square foot church and administration building.","55,000 ft 2",National Shrine Cathedral of Our Lady of Guadalupe,"2215 Ross Avenue, Dallas, Texas 75201",(469) 329-6252,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010096,"Wiss, Janney, Elstner Associates, Inc.","6363 North State Highway 161 Suite 550, Irving, Texas 75038",(214) 980-2196,
DFAB GaN NH3 System Bulk Ammonia Pad,TABS2024010092,South Building,"13536 N Central Expy., Dallas, TX 75243",Dallas,2/12/2024,11/29/2024,"$3,380,000",New Construction,"This project is privately funded, on private land for private use.","About 1080 sq ft for new loading spot for bulk ammonia isotainer delivery. Includes concrete pad, roof over the isotainer, and fence around. Also a pipe rack to run utilities and process ammonia back to the chemical building.","1,080 ft 2",Texas Instruments South Building,"13536 N Central Expy., Dallas, Texas 75243",214-927-4548,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010092,"Arcadis U.S., Inc.","10205 Westheimer Road, Suite 800, Houston, Texas 77042",713-257-9119,
Kitchen Equipment and Renovations,TABS2024010090,Dickinson Elementary School,"1902 Palmer Trail, Grand Prairie, TX 75052",Dallas,5/27/2024,8/23/2024,"$250,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Renovation of existing school kitchen,400 ft 2,Grand Prairie Independent School District,"2602 South Belt Line Road, Grand Prairie, Texas 75052",(972) 237-5482,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010090,"Roe Design Group, LLC","1216 Clover Lane, Fort Worth, Texas 76107",(817) 681-1401,
Welltower,TABS2024010083,Preston Commons East,"8115 Preston Road, Suite 550, Dallas, TX 75225",Dallas,1/29/2024,6/7/2024,"$439,288",Renovation/Alteration,"This project is privately funded, on private land for private use.","2,400 SF of tenant improvement.","2,400 ft 2",KBS III Preston Commons LLC,"P.O. Box 28270, Santa Ana, California 92799",(949) 417-6545,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010083,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,
Stifel Renovation,TABS2024010079,Preston Commons,"8115 Preston Road Suite 670, Dallas, TX 75225",Dallas,2/1/2024,4/26/2024,"$200,100",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior office renovation,"1,490 ft 2",KBS,"800 Newport Center Drive, Suite 700, Newport Beach, California 92660",(949) 417-6545,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010079,A. Colleen B. Nigro Architect,"2921 Olive Street, St. Louis, Missouri 63103",(314) 492-2003,Robert Fox
Spec Suite 130,TABS2024010078,Cypress Waters,"8840 Cypress Waters Blvd Suite 130, Dallas, TX 75019",Dallas,2/16/2024,4/3/2024,"$80,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Non-structural interior finish-out in an existing single floor suite. Scope includes HVAC, electrical and plumbing.","1,560 ft 2",Billingsley Company,"1722 Routh Street Suite 770, Dallas, Texas 75201",(214) 270-0942,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010078,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",214.638.6800,
Marchal Renee Companies,TABS2024010076,Marshal Renee Companies,"2750 East Main Street, Grand Prairie, TX 75050",Dallas,2/5/2024,8/9/2024,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish-out of and addition to a portion of an existing steel building structure.,"12,400 ft 2",Marshal Renee Companies,"2750 East Maint Street, Grand Prairie, Texas 75050",(214) 621-6332,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010076,K+W architects,"9631 Kilarney Drive, Dallas, Texas 75218",(214) 808-4571,
3rd Floor Speculative Suite,TABS2024010066,Bluffview Tower West,"3860 W Northwest Hwy, Dallas, TX 75220",Dallas,2/1/2024,11/30/2024,"$950,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvements,"10,663 ft 2",PREF Bluffview Towers,"3860 w. Northwest Hwy, Dallas, Texas 75220",(972) 437-2444,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010066,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,
BE FIT TX MODERN PILATES,TABS2024010061,BE FIT TX MODERN PILATES,"3020 GREENVILLE AVE, Dallas, TX 75216",Dallas,4/1/2024,9/30/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,688 ft 2",SHIELDS LIMITED PARTNERSHIP,"418 E SHORE DR, CLEAR LAKE SHORES, Texas 77565",(281) 635-4250,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010061,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,LYNN AHEARN
LHBR - Stage,TABS2024010044,Longhorn Backyard,"216 Corinth St, Dallas, TX 75207",Dallas,5/1/2024,12/31/2024,"$400,000",New Construction,"This project is privately funded, on private land for private use.",This project is a new construction of an outdoor performance stage in the Longhorn Ballroom complex.,"3,825 ft 2",Edwin Cabaniss,"1230 W Davis St, Dallas, Texas 75208",(214) 924-0725,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010044,"DSGN Associates, Inc","115 W Greenbriar Ln, Dallas, Texas 75208",(214) 746-2706,
Canopy and Monument Sign- Crestview Tower,TABS2024010001,Creatview Tower,"501 Decker Court, Irving, TX 75062",Dallas,2/5/2024,3/1/2024,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",New exterior canopy and monument sign at entry door,500 ft 2,CapRidge Partners LLC,"105 Decker Court Suite 750, Irving, Texas 75062",(432) 770-5533,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010001,,,,
HALF-MOON OUTFITTERS,TABS2024009997,PAVILLION EAST SHOPPING CENTER,"1453 & 1455 W CAMPBELL RD, Richardson, TX 75080",Dallas,2/15/2024,7/31/2024,"$72,747",Renovation/Alteration,"This project is privately funded, on private land for private use.","Our scope of work for this 10,500 sq. ft. project is a tenant up-fit to include new stock room wall and door, carpet, paint, energy-efficient lights, ductwork, and install our merchandise fixtures.","10,500 ft 2","PAVILLION EAST, LTD.","1221 W CAMPBELL RD, STE 101, RICHARDSON, Texas 75080",(972) 764-5402,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024009997,HELT DESIGN,"6405 W WILKINSON BLVD, STE 100, BELMONT, North Carolina 28012",(704) 342-1686,CRYSTAL GREEN
PIZZA LEILA,TABS2024009978,NORTHPARK CENTER,"8687 N. CENTRAL EXPRESSWAY #2382, Dallas, TX 75225",Dallas,2/19/2024,3/18/2024,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","interior finish-out of existing food-court lease space.  existing and new mechanical, electrical & plumbing equipment.","1,064 ft 2",NORTHPARK MANAGEMENT CO.,"8080 N. CENTRAL EXPRESSWAY #1100, Dallas, Texas 75206",(214) 369-1234,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024009978,,,,Tim McEneney
E A Renfroe,TABS2024009973,Freeport Business Park,"8304 Esters Blvd. 890, Irving, TX 75063",Dallas,1/31/2024,5/31/2024,"$185,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Second generation renovation of office space.,"13,500 ft 2",B9 Sequoia Freeport Industrial Owner LP,"13727 Noel Rd. - Suite 750 Dallas, Texas 75240 Suite 750, Dallas, Texas 75240",972-823-2827,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024009973,,,,
SpanTech,TABS2024009969,SpanTech,"2920 W Story Rd, Irving, TX 75038",Dallas,1/1/2024,3/31/2024,"$320,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Making showroom  adding new flooring and new restroom and offices,"5,500 ft 2",Nexgen,"101 Hilltopper way, glasgow, Kentucky 42141",1-214-908-0613,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024009969,,,,
The Vertex Companies,TABS2024009968,Element Towers East,"3030 LBJ Frwy Suite 1620, Dallas, TX 75234",Dallas,1/29/2024,3/31/2024,"$140,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant finish out, remodel","3,828 ft 2","SRC Element Owner, LP","898 Pacific Coast Highway Suite 500, El Segundo, California 90245",(310) 919-3453,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024009968,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",972-770-2222,
