project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
805 Elm Multifamily,TABS2025021783,805 Elm Multifamily,"805 Elm Street, Dallas, TX 75202",Dallas,9/1/2025,3/1/2027,"$50,000,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","Adaptive Reuse conversion of existing 5-story building to multifamily and a new 6-story multifamily addition.  Program includes 154 multifamily units, residential amenity space, and ground floor retail.","205,000 ft 2",SYCAMORE HUNT ACQUISITIONS LLC,"17014 PRESTON BEND DR, Dallas, Texas 75248",(607) 423-4437,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021783,,,,
Taco Bell - Inwood,TABS2025021773,Taco Bell,"3127 Inwood Road, Dallas, TX 75235",Dallas,8/25/2025,9/29/2025,"$87,780",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation of an existing Taco Bell. Scope of work is in front of house which includes a new 250sf beverage station with new equipment, fixtures and finishes and new front counter, plus dining and restroom updates from floor to ceiling. ","1,413 ft 2","Taco Bell of America, LLC","1 Glen Ball Way MD 534, Irvine, California 92618",(948) 863-4500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021773,Valerio Architects,"5858 Wilshire Blvd, Los Angeles, California 90036",(206) 844-0289,
Heritage Grocer / El Rancho Grocery,TABS2025021763,Heritage Grocer / El Rancho Grocery,"2550 Gus Thomasson Rd, Dallas, TX 75228",Dallas,7/31/2025,8/31/2025,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Minor remodel and equipment change of existing grocery store.,"49,450 ft 2",GARLAND RANCH MARKET LLC,"PO BOX 472586, Garland, Texas 75047",(909) 602-6070,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021763,The Dimension Group,"10755 Sandhill Rd, Dallas, Texas 75238",(214) 343-9400,Veronica Jimenez
Allstate DFW University - Irving,TABS2025021754,9000 Freeport,"9000 Freeport Pkwy, Irving, TX 75063",Dallas,8/15/2025,12/31/2025,"$7,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior tenant remodel, no change in use.","32,000 ft 2",RA2-Freeport Commerce Center LLC,"300 Crescent Court Suite 1795, Dallas, Texas 75201",(214) 740-7929,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021754,Gastinger-Walker,"817 Wyandotte, Kansas City, Missouri 64105",(816) 569-0832,
DSI Soutthwest Interior Improvements,TABS2025021751,2000 Hurd,"2000 Hurd Drive, Irving, TX 75038",Dallas,6/30/2025,9/30/2025,"$531,609",Renovation/Alteration,"This project is privately funded, on private land for private use.",Existing building space remodel to demo interior office walls & build new office area as shown. Scope will also provide new accessible chair-lift and modified entrance. ,"39,694 ft 2",DSI Southwest,"6333 Denton Dr Suite 900, Dallas, Texas 75235",(214) 630-0200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021751,Meinhardt & Associates Architects P.L.L.C.,"14643 Dallas Parkway Suite 636, Dallas, Texas 75254",(972) 980-8980,
Snarfs Mockingbird,TABS2025021746,2337 W Mockingbird Ln,"2337 West Mockingbird Lane, Dallas, TX 75235",Dallas,8/18/2025,11/21/2025,"$336,300",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant interior renovations to create a sandwich shop,"2,234 ft 2","Mockingbird Venture Partners, LLC","2377 Crenshaw Blvd Suite 205, Torrance, California 90501",(972) 672-8688,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021746,Chord Design Studio,"1425 Market St, Suite 220, Denver, Colorado 80202",(303) 694-2445,Kristine Punzalan
Beem Light Sauna - Las Colinas (SUNLIGHT BEEM INC),TABS2025021742,Gables Water Street,"5240 N O'CONNOR BLVD 168, Irving, TX 10018",Dallas,6/20/2025,8/15/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvements to include: non-structural interior renovations in a vacant space. No change to SF or exterior or footprint or parking. Ground floor improvements to include interior fit out. Restroom remodel for full compliance,"1,816 ft 2","Sun Light Beem, Inc","333 Melrose Ave, Irving, Texas 75039",(202) 514-7539,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021742,,,,
First Arlington Commerce Center - Building 3,TABS2025021734,First Arlington Commerce Center,"4551 New York Avenue, Arlington, TX 76018",Dallas,9/1/2025,8/6/2026,"$6,748,800",New Construction,"This project is privately funded, on private land for private use.","Construction of one Office / Warehouse bldg, being 84,360 SF, fully sprinklered w/ an ESFR sprinkler system, having tilt-up concrete exterior walls & steel roof structure.","84,360 ft 2","First Industrial, L.P.","8800 Jameel Road Suite 155, Houston, Texas 77040",(510) 851-6769,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021734,"Pross Design Group, Inc.","5310 Harvest Hill Road Suite 180, Dallas, Texas 75230",(972) 759-1400,
"Belt Line Road at Main Street, Cedar Hill, TX 75104",TABS2025021718,N/A,"408 W. Belt Line Road, Cedar Hill, TX 75104",Dallas,3/31/2025,6/30/2025,"$135,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Traffic signal and sidewalk improvements at the intersection of Belt Line Road at Main Street in Cedar Hill, Texas.","1,000 ft 2",City of Cedar Hill,"285 Uptown Blvd, Cedar Hill, Texas 75104",972-291-5126,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021718,"Kimley-Horn and Associates, Inc.","2600 N. Central Expressway, Suite 400, Richardson, Texas 75080",(214)256-4339,
OFFICE BUILDING RENOVATION,TABS2025021716,OFFICE BUILDING,"2318 W. WALNUT, Garland, TX 75042",Dallas,9/1/2025,2/28/2026,"$200,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Addition of 491sf and interior renovation of 1656sf. Exterior renovation as well. ,491 ft 2,Yuba LLC,"3035 S. SHILOH RD., SUITE 105A, Garland, Texas 75041",214-629-4731,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021716,OMUS Architecture,"PO Box 200511, Arlington, Texas 76006",915-540-9189,
