project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
88 Sushi Hibachi & Korean BBQ,TABS2025006565,88 Sushi Hibachi & Korean BBQ,"3825 Pavillion Court, Mesquite, TX 77035",Dallas,1/15/2025,8/15/2025,"$250,000",New Construction,"This project is privately funded, on private land for private use.",remodel existing restaurant to be a new restaurant,"5,476 ft 2",Zhen Feng Liu,"3825 Pavillion Court, Mesquite, Texas 75150",(832) 353-0329,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006565,,,,
Discount Tire#SAP 1368 TXD 37,TABS2025006554,Discount Tire,"8550 N MACARTHUR BLVD, Irving, TX 75063",Dallas,1/31/2025,4/25/2025,"$485,500",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of an existing Discount Tire location  -  Sq Ft 1,579","1,579 ft 2",HALLE PROPERTIES LLC,"14631 N SCOTTSDALE RD, SCOTTSDALE, Arizona 85254",480-909-6811,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006554,Interbrand Design Forum,"2056 Byer Road, Miamisburg, Ohio 45342",937-853-8247,
"Highway Safety Improvement Program ( CSJ: 0918-47-488, etc.)",TABS2025006524,"CSJ: 0918-47-488, etc., etc.","Various Locations, Addison, TX 75248",Dallas,5/1/2026,2/1/2027,"$80,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Upgrade of traffic signal and pedestrian access. Installation of retroreflective backplates on existing signal heads at 23 intersections.  ,894 ft 2,TxDOT District: Dallas,"4777 E. Highway 80, Mesquite, Texas 75150",(214) 320-6200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006524,Kimley-Horn,"2600 N Central Expressway, Suite 400, Richardson, Texas 75080",(214) 617-0535,
Ross #2761,TABS2025006522,Ross Dress For Less,"1515 N. Town E. Blvd., Suite 112, Mesquite, TX 75150",Dallas,5/1/2025,10/1/2025,"$850,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Alteration of Existing Building,"29,466 ft 2","Market East Associates, LLC","4500 Bissonnet, Suite 200, Belaire, Texas 77401",(713) 963-1407,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006522,CASCO,"12 Sunnen Dr Ste. 100, St. Louis, Missouri 63143",(314) 821-1100,Kevin Costa
T-Mobile Remodel: #1SBP- Campbell Rd & Coit Rd,TABS2025006513,Pavillion North Shopping Center,"7615 Campbell Rd- Suite 100, Dallas, TX 75248",Dallas,3/24/2025,5/23/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of an existing/open T-Mobile Retail store, to update to the current design concept.  Includes new fixtures, finishes and lighting in the retail area, as well as new finishes and kitchenette in BOH","4,847 ft 2","Pavillion North, LTD","1221 W Campbell Road, Suite 221, Richardson, Texas 75080",(214) 466-1860,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006513,"JLL Architecture, LLC","4300 E Camelback Road, Suite 100, Phoenix, Arizona 85018",480-401-3660,Matt James
Knox & McKinney,TABS2025006467,Knox & McKinney,"4544 McKinney Ave, Dallas, TX 75205",Dallas,6/1/2025,3/1/2027,"$135,000,000",New Construction,"This project is privately funded, on private land for private use.","9 Levels of office space over 2 levels of above grade parking over ground floor level with lobby and back of house facilities and retail. 6 levels of below grade garage. Total SF=626,000. ","626,000 ft 2",Trammell Crow Company,"2100 McKinney Avenue, Dallas, Texas 75201",(214)863-3648,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006467,"HKS, Inc.","350 N St. Paul Street Suite 100, Dallas, Texas 75201",(214)969-5599,
The Legacy at Willow Bend Expansion - FLATS,TABS2025006463,The Legacy at Willow Bend,"6101 Ohio Dr., Plano, TX 75024",Dallas,3/1/2025,5/1/2026,"$18,600,000",New Construction,"This project is privately funded, on private land for private use.","New 3-story independent living building. Consists of 30 independent living units.  Total square footage is approximately 89,515 s.f. ","89,515 ft 2",The Legacy at Willow Bend Retirement Community Inc,"8240 Manderville Lane, Dallas, Texas 75231",(972) 468-6166,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006463,"HKS, Inc.","350 N Saint Paul St. #100, Dallas, Texas 75201",(214) 454-5225,
Make Ready Spec Suite,TABS2025006459,Freeport Corporate Center 19,"600 South Royal Lane Suite 150, Coppell, TX 75019",Dallas,1/6/2025,3/31/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior Office / Warehouse Renovation. Existing rest rooms, break room and warehouse to remain. Add secondary coffee area. Exterior accessible route not in scope of work.","43,782 ft 2",TEXAS DUGAN LP,"2021 McKinney Ave. Suite 1050, Dallas, Texas 75201",(972) 884-9210,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006459,Entos Design,"5400 LBJ FREEWAY 125, DALLAS, Texas 75240",(972) 770-2222,
Sage Investments - Dallas,TABS2025006434,Sage Investements - Dallas,"2747 N Stemmons Fwy, Dallas, TX 77008",Dallas,1/13/2025,8/1/2025,"$156,452,376",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of exisiting building from hotel to multifamily. No architectural work in the units all work in the club house. ,"11,005 ft 2",Eric Conwell,"12707 NE 124th St, Kirkland, Washington 98034",206-565-7373,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006434,Element Architects,"1250 Wood Branch Park Dr. Suite 480, Houston, Texas 77079",(713) 874-0775,
DDC-3,TABS2025006430,"DFW Logistics Hub, Building #1","2925  Valley View Lane Ste 100, Irving, TX 75261",Dallas,12/20/2024,7/1/2025,"$11,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","tenant finish-out with office, warehouse and site improvements. ","492,880 ft 2","Weber-Gruene DFW 1, LLC","16000 Dallas Parkway, Ste 300, Dallas, Texas 75248",(214) 587-7213,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006430,RGA Architects,"301 S Oak Street, Ste 100, Roanoke, Texas 76262",817-430-3382,
