project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
TECHNOLOGY CROSSING,TABS2026008682,-,"10290 TECHNOLOGY BLVD E, Dallas, TX 75220",Dallas,2/1/2026,2/1/2027,"$900,000",New Construction,"This project is privately funded, on private land for private use.",ONE STORY BLDG ,"14,580 ft 2",TECHNOLOGY BLVD PROPERTY LLC.,"10604 CANOE DR, COPPELL, Texas 75019",212-363-0345,SKYLINE ENGINEERING,"11220 GRADER ST, DALLAS, Texas 75238",(817) 789-1214,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008682,
Stewart Law Expansion,TABS2026008622,One Arts Plaza,"1722 ROUTH STREET Suite 725, Dallas, TX 75201",Dallas,1/1/2026,7/1/2026,"$203,360",Renovation/Alteration,"This project is privately funded, on private land for private use.",a non-structural interior finish-out in an existing single floor suite,"2,542 ft 2",CW15 Land LTD,"1722 Routh Street Suite 770, Dallas, Texas 75201",(214) 270-0942,idGroup,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008622,
Spec Suite 350,TABS2026008606,3300 Olympus,"3300 Olympus, Dallas, TX, Dallas, TX 75019",Dallas,1/1/2026,7/1/2026,"$812,160",Renovation/Alteration,"This project is privately funded, on private land for private use.",A NON-STRUCTURAL INTERIOR FINISH-OUT IN AN EXISTING SINGLE FLOOR SUITE.,"10,152 ft 2",CW15 Land LTD,"1722 Routh Street Suite 770, Dallas, Texas 75201",(214) 270-0942,idGroup,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008606,
MISD Moss Elementary School Renovation,TABS2026008602,Moss Elementary School,"1208 New Market Rd, Mesquite, TX 75149",Dallas,5/30/2026,8/1/2026,"$3,500,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","The proposed project consists of a renovation to Mesquite ISD’s Moss Elementary School, mainly limited to equipment replacement for HVAC/electrical. (55,904SF)","55,904 ft 2",Mesquite Independent School District,"800 E Kearney Street, Mesquite, Texas 75149",972-882-7419,"WRA Architects, Inc.","6000 Headquarters Drive, Suite 600, Plano, Texas 75024",(214) 750-0077,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008602,
MISD Gray Elementary School Renovation,TABS2026008601,Gray Elementary School,"3500 Pioneer Rd, Balch Springs, TX 75180",Dallas,5/30/2026,8/1/2026,"$3,700,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","The proposed project consists of a renovation to Mesquite ISD’s Beasley Elementary School, mainly limited to equipment replacement for HVAC/electrical. (20,000 SF)","20,000 ft 2",Mesquite Independent School District,"800 E Kearney Street, Mesquite, Texas 75149",972-882-7419,"WRA Architects, Inc.","6000 Headquarters Drive, Suite 600, Plano, Texas 75024",(214) 750-0077,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008601,
MISD Beasley Elementary School Renovation,TABS2026008598,Beasley Elementary School,"919 Green Canyon Drive, Mesquite, TX 75150",Dallas,5/30/2025,8/1/2026,"$2,200,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","The proposed project consists of a renovation to Mesquite ISD’s Beasley Elementary School, mainly limited to equipment replacement for HVAC/electrical. (56,644 SF)","56,644 ft 2",Mesquite Independent School District,"800 E Kearney Street, Mesquite, Texas 75149",972-882-7419,"WRA Architects, Inc.","6000 Headquarters Drive, Suite 600, Plano, Texas 75024",(214) 750-0077,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008598,
Dallas Nursery Cafe,TABS2026008592,Dallas Nursery Cafe,"12455 Rylie Crest Dr 13300 SEAGOVILLE RD, Dallas, TX 75352",Dallas,3/2/2026,3/26/2027,"$600,000",New Construction,"This project is privately funded, on private land for private use.",New construction on empty lot,"6,500 ft 2",Song Soon S,"905 MARS RD, WILMER, Texas 75172",(469) 877-5961,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008592,
Mycon Expansion,TABS2026008589,Mycon Building,"17311 DALLAS PKWY SUITE 220, Dallas, TX 75248",Dallas,12/1/2025,3/1/2026,"$315,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior remodel of an existing shell building, total square footage is 2,995 SF.","2,995 ft 2",08 E LOUSIANA LTD,"208 E LOUISANA, SUITE 200, McKinney, Texas 75069",469.678.3299,O'Brien Architects,"1722 Routh Street, Suite 122, Dallas, Texas 75201",972.788.1010,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008589,
Panda Express NorthPark Centar,TABS2026008577,Panda Express,"8687 NORTH CENTRAL EXPRESSWAY, SUITE # 550, Dallas, TX 75225",Dallas,6/1/2026,7/31/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",·	NEW LIGHTS THROUGHOUT AND CEILING PANELS  ·	NEW  WALL AND FLOOR FINISHES ·	PAINT EXISTING SOFFIT WALLS AND CEILING @ SERVICES AREA ·	NEW KITCHEN EQUIPMENT  ·	NEW  TYPE 1 HOOD ·	NEW WIC / WIF ·	NEW MAKE-UP AIR UNIT ,"1,104 ft 2",NorthPark Land Partners,"8687 N Central Expy, Dallas, Texas 75225",(214) 363-7441,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008577,
TREC,TABS2026008568,3333 Lee Parkway,"3333 Lee Parkway Suite 200, Dallas, TX 75219",Dallas,1/8/2026,3/20/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing office space in high rise building ,"6,672 ft 2",GPI Lee Parkway LP,"5601 Granite Parkway Suite 1200, Plano, Texas 75024",(214) 679-3119,Go Studio,"1201 Main St.  Suite 1370, Dallas, Texas 75202",(214) 420-4646,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008568,TREC
