project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
"ReelFX Downsize and Public Areas, Speculative Suites",TABS2025001005,717 Harwood,"717 Harwood street, 27th floor, Dallas, TX 75201",Dallas,9/13/2024,12/31/2024,"$971,258",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish-out of existing office space,"10,696 ft 2","skw-b harwood owner, llc","717 north harwood street, suite 200, dallas, Texas 75201",(214) 730-5300,interprise design,"14241 dallas parkway, suite 260, dallas, Texas 75254",(972) 385-3991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001005,
"Asurity Mortgage Group, LLC Downsize",TABS2025001003,717 Harwood,"717 North Harwood street, Suite 1600, Dallas, TX 75201",Dallas,9/13/2024,12/31/2024,"$382,021",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish-out of existing office space,"11,533 ft 2","SKW-B Harwood Owner, LLC","717 North Harwood Street, Suite 200, Dallas, Texas 75201",(214) 730-5300,interprise design,"14241 dallas parkway, suite 260, dallas, Texas 75254",(972) 385-3991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001003,
The Bridge - Office Renovation,TABS2025000991,The Bridge HRC,"1818 Corsicana St, Dallas, TX 75201",Dallas,10/4/2024,11/8/2024,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Reconfigure group (conference) rooms into open office space.,"1,600 ft 2",City of Dallas,"1818 Corsicana Street, Dallas, Texas 75201",(214) 670-1136,Oculus Inc,"1201 Main Street Suite 1750, Dallas, Texas 75202",(314) 367-6100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000991,
PNC TX Camp Wisdom GU,TABS2025000988,PNC Bank,"3230 W Camp Wisdom Rd, Dallas, TX 75237",Dallas,5/5/2024,12/9/2024,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",THE GENERAL SCOPE OF THE PROJECT INCLUDES A NEW GROUND-UP BRANCH BANK,"2,103 ft 2",The Shops at Red Bird,"3662 W Camp Wisdom Rd Suite 1084, Dallas, Texas 75327",214-507-9686,"RS&H, Inc.","3200 Southwest Freeway Suite 3150, Houston, Texas 77027",713 914 4438,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000988,PNC Bank
Senske,TABS2025000975,3300 Olympus,"3300 Olympus Blvd. Suite # 180, Dallas, TX 75019",Dallas,9/13/2024,3/13/2025,"$1,900,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Non-structural interior finish out in a single floor suite.,"27,611 ft 2",Billingsley Company,"1722 Routh Street, Dallas, Texas 75201",(214) 270-0942,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000975,
Inaba Foods,TABS2025000958,Las Colinas Corporate Center 1,"6333 State highway 161 Suite 350, Irving, TX 75038",Dallas,9/16/2024,12/31/2024,"$138,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement ,"1,686 ft 2",Piedmont Office Reality Trust,"13355 Noel Road Suite 320, Dallas, Texas 75240",214.939.7137,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000958,
Pines Senior Living LLC,TABS2025000955,Merit Tower,"12222 Merit Drive Suite 100 12222 Merit Drive, Dallas, TX 75251",Dallas,9/16/2024,11/13/2024,"$130,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of existing office space for new tenant,"2,800 ft 2",LLL Four Forest LP,"12222 Merit Drive Suite 280, Dallas, Texas 75251",9-727-704-0000,PlanGroup Associates,"1827 Swan Drive, Dallas, Texas 75228",2-14 -546-6867,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000955,
Zierk Office,TABS2025000939,Old Parkland East Campus Providence Hall,"4030 Maple Avenue, Suite 400, Dallas, TX 75219",Dallas,10/1/2024,2/1/2025,"$380,000",New Construction,"This project is privately funded, on private land for private use.",Tenant finish out,"1,500 ft 2","Old Parkland East, LP","3819 Maple Avenue, Dallas, Texas 75219",(214) 922-8484,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000939,
CRIS AND JOHN,TABS2025000925,CRIS AND JOHN,"17062 PRESTON RD #STE. 136, Dallas, TX 75248",Dallas,12/1/2024,6/30/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"3,118 ft 2",DALLAS PC PARTNERS LP,"4809 COLE AVE #STE. 330, DALLAS, Texas 75205",2-143-939-1833,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000925,JOHN PHAM
Dallas Makerspace Remodel - Phase 1,TABS2025000920,1825 Monetary Lane,"1825 Monetary Lane Suite 104, Carrollton, TX 75006",Dallas,9/23/2024,10/15/2024,"$120,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Add demising wall with three doors,"3,200 ft 2",Lincoln Property Company,"8111 Douglas Ave. Suite 600, Dallas, Texas 75225",(502) 802-9641,cbd-architect,"1132 N Bishop Ave, Dallas, Texas 75208",(214) 683-9125,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000920,Charlie Dodson
BatBox USA,TABS2025000917,Batbox,"5100 Belt Line Rd. #620, Addison, TX 75254",Dallas,11/1/2024,3/31/2025,"$2,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",13207 sf Interior Alteration of existing suite. ,"13,207 ft 2","VOP Partners, LLC","5001 Spring Valley Rd. #450E, Dallas, Texas 75244",(214) 344-3560,O'Brien Architects,"1722 Routh St. #122, Dallas, Texas 75201",972-788-1010,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000917,Mario Ramos-Martinez
Group 4,TABS2025000915,1825 Market Center L.P.,"1825 Market Center Blvd.  Ste 120, Dallas, TX 75207",Dallas,9/16/2024,12/1/2024,"$59,606",Renovation/Alteration,"This project is privately funded, on private land for private use.","Demo 20' existing cabinets, carpet, and gate. Install new plumbing for a 14' base cabinet with an ADA sink and dishwasher. Install LVT flooring in front of the cabinets and carpet all other areas with a four-1/2-inch rubber base","3,635 ft 2","1825 Market Center, L.P.","1825 Market Center Blvd.  Ste130, Dallas, Texas 75207",(214) 651-1201,1825 Market Center L.P.,"1825 Market Center Blve Ste 130, Dallas, Texas 75207",972 877 2003,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000915,
DISD-Birdie Alexander Elementary School Renovation & Addition,TABS2025000913,Birdie Alexander Elementary School,"1830 Goldwood Drive, Dallas, TX 75232",Dallas,2/27/2025,2/27/2026,"$7,886,828",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","Interior remodeling of elementary school administration suite, secured vestibule, staff breakroom, media center, kitchen and dining hall. Expanded kitchen included in a building addition, and exterior improvements including sidewalks and canopies.","10,000 ft 2",Dallas Independent School District,"9400 N. Central Expressway, Dallas, Texas 75231",(972) 925-3700,HarrisonKornberg Architects,"3800 Buffalo Speedway Suite 550, Houston, Texas 77098",(713) 229-0688,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000913,
Riverside Spec Suite B3-120,TABS2025000903,Riverside Commons,"5020 Riverside Drive Suite 120, Irving, TX 75039",Dallas,10/1/2024,12/24/2024,"$68,500",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out of existing office space,"3,687 ft 2","Riverside Commons/Riverside Property Owners, LP","5020 Riverside Drive Suite 150, Irving, Texas 75039",(972) 556-2291,Interprise Design,"14241 Dallas Parkway Suite 260, Dallas, Texas 75254",(972) 385-3991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000903,
Everon Irving Partial Office Renovation,TABS2025000896,no name,"4221 W John Carpenter Fwy, Irving, TX 75063",Dallas,10/9/2024,12/18/2024,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Partial renovation of existing office building including demolition, new partitions, power, lighting and finishes.","25,000 ft 2",SIR Properties Trust,"255 Washington St, Newton, Massachusetts 02458",(617) 796-8350,JLL Architecture LLC,"4300 E Camelback Rd, Suite 100, Phoenix, Arizona 85018",(480) 401-3660,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000896,Avi Baecht
12068 - CS6.510 Renovation,TABS2025000893,Charles Cameron Sprague Clinical Science Building,"5161 Harry Hines Blvd Building Designator CS, Dallas, TX 75390",Dallas,11/8/2024,7/10/2026,"$250,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Renovate an existing clinical office space for new administrative office.,"1,430 ft 2",UT Southwestern Medical Center of Dallas,"5323 Harry Hines Blvd, Dallas, Texas 75235",(214) 648-1316,"NBB Architecture, Inc.","5006 Lake Forest Dr, Rowlett, Texas 75088",(214) 923-6136,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000893,
