project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Hooters (Fire Repair),TABS2025001499,Hooters,"2201 N Lamar, Dallas, TX 75201",Dallas,10/1/2024,12/20/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Fire remediation, abatement, and rebuilding of a Hooters restaurant that suffered extensive fire damage. The scope covers multiple phases of work aimed at restoring the facility to its original condition with like-for-like finishes.","2,500 ft 2","HOA RESTAURANT GROUP, LLC","1815 THE EXCHANGE SOUTHEAST Suite 550, Atlanta, Georgia 30339",(214) 979-9464,Apogee Architectural Partners,"16775 Addison Rd Suite 350, Addison, Texas 75001",(940) 331-0618,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001499,
OrthoMed Expansion,TABS2025001484,Colonnade III,"15305 Dallas Parkway Suite 900, Addison, TX 75001",Dallas,9/30/2024,1/30/2025,"$970,179",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvements,"22,008 ft 2","FPG Colonnade, LP","45 Main Street, Brooklyn, New York 11201",(858) 242-1223,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001484,
Carpenter Law,TABS2025001481,7920 Belt Line,"7920 Belt Line Road, suite 1150, Dallas, TX 75254",Dallas,10/1/2024,2/1/2025,"$470,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",renovation of existing office suite for tenant use,"10,618 ft 2","Dallas UH1, LLC","7920 Belt Line Road, Dallas, Texas 75254",(504) 606-7712,Interprise,"14241 Dallas Parkway, Suite 260, Dallas, Texas 75254",(972) 385-3991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001481,Meg Baker
6TH FLOOR SPEC SUITES,TABS2025001480,6060 CENTRAL,"6060 N. CENTRAL EXPY. SUITES 639 & 642, Dallas, TX 75206",Dallas,9/20/2024,1/31/2025,"$430,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","NON-STRUCTURAL INTERIOR FINISH OUT IN AN EXISTING SINGLE FLOR SUITE. INCLUDES HVAC, ELECTRICAL, PLUMBING.","4,839 ft 2",CBRE,"2100 MCKINNEY AVE. SUITE 700, DALLAS, Texas 75201",(757) 897-7268,idGROUP,"2641 IRVING BLVD., DALLAS, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001480,
Clay Commerce Center Building 2 - HPG TI,TABS2025001449,Clay Commerce Center Building 2,"201 Clay Road, Sunnyvale, TX 75182",Dallas,10/1/2024,2/25/2025,"$3,100,000",New Construction,"This project is privately funded, on private land for private use.","A 138,689 SF Finish out within an existing 316,297 SF speculative warehouse. The finish will include a 10,800 SF main office and 4,800 SF of support offices. It will also include 39,300 of storage space with the balance being production area. ","138,689 ft 2","Landmark Industrial at Sunnyvale, LLC","21500 Biscayne Boulevard - 4th floor - Suite 402, Aventura, Florida 33180",(954) 455-0336,GSR Andrade Architects,"2001 North Lamar Street Suite #400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001449,
Haversine Funding,TABS2025001448,Providence Towers,"5001 Spring Valley Road Suite 625E, Dallas, TX 75244",Dallas,9/20/2024,12/1/2024,"$159,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation/ Alteration,"2,781 ft 2","EOS Properties At Providence, LLC","800 Newport Drive Suite 700, Newport, California 92651",(949) 417-6521,Interprise Design,"14241 Dallas Parkway Suite 260, Dallas, Texas 75254",(972) 385-3991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001448,
Area 10,TABS2025001447,Collins Renner Rd.,"3200 East Renner Rd., Richardson, TX 75082",Dallas,11/1/2024,3/1/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of an existing manufacturing area.,"9,387 ft 2",Collins Aerospace,"3200 Renner Rd., Richardson, Texas 75082",(469) 343-8171,MJMc Architects,"2727 LBJ Freeway Suite 1013, Farmers Branch, Texas 75234",(469) 941-0433,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001447,
C27 Health Center,TABS2025001444,Raytheon CityLine C27,"1727 CityLine Dr., Richardson, TX 75082",Dallas,11/1/2024,4/1/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing office space.,717 ft 2,Trey Scavone,"1727 CityLine Dr., Richardson, Texas 75082",503 209 3540,MJMc Architects,"2727 LBJ Freeway Suite 1013, Farmers Branch, Texas 75234",(469) 941-0433,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001444,
Los Mismos Bus Station,TABS2025001438,Los Mismos Bus Station Garage,"200 E. Clarendon, Dallas, TX 75203",Dallas,1/8/2025,12/3/2025,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",Bus station garage,"11,490 ft 2",FJM I LLC,"3041 Shadow Wood Drive, Dallas, Texas 75224",(972) 972-4567,"East Star Design, LLC","PO Box 53 Heartland, TX 75126, Forney, Texas 75126",(972) 200-7340,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001438,
Los Mismos Bus Station,TABS2025001437,Los Mismos Bus Station Lobby and Office,"PO Box 53 Heartland, TX 75126, Dallas, TX 75126",Dallas,1/8/2025,12/1/2025,"$500,000",New Construction,"This project is privately funded, on private land for private use.",Lobby and office for bus station,"3,600 ft 2",FJM I LLC,"3041 Shadow Wood Drive, Dallas, Texas 75224",(972) 972-4567,"East Star Design, LLC","PO Box 53, Forney, Texas 75126",(972) 200-7340,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001437,
Chino Latino,TABS2025001436,Toyota Music Factory,"340 W Las colinas, Blvd, #200, Irving, TX 75068",Dallas,10/1/2024,11/30/2024,"$51,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Remodeling,"4,519 ft 2",Sanjay Joshi,"820 Topaz Ln, Oak point, Tx, Oak point, Texas 75068",(214) 566-7558,"Royal Bengal Construction, Inc","7610 N Stemmons FWY 410, Dallas, Texas 75247",214-682-5973,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001436,Santosh Jayal
84 LUMBER,TABS2025001432,3801 PINNACLE POINT DRIVE,"3801 PINNACLE POINT DRIVE SUITE 100, Dallas, TX 75211",Dallas,10/7/2024,2/28/2025,"$850,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish out existing suite.,"157,467 ft 2","COHEN ASSET MANAGEMENT, INC.","8111 DOUGLAS AVE STE. 600, DALLAS, Texas 75225",(214) 740-3300,Jones Commercial Interiors,"3900 Willow St. Suite 150, Dallas, Texas 75226",(469) 766-3956,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001432,
Suite 1101 Potential Tenant,TABS2025001414,Trinity Towers,"2777 N. Stemmons Freeway Suite 1101, Dallas, TX 75207",Dallas,9/20/2024,11/30/2024,"$214,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"3,540 ft 2","HPIII Dallas IV, LLC","1400 North Water Street Suite 500, Milwaukee, Wisconsin 53202",(414) 509-2500,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001414,
806 Pollard,TABS2025001413,806 Pollard,"806 Pollard St, Dallas, TX 75208",Dallas,11/4/2024,6/2/2025,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Finish Out,"1,500 ft 2",SYLPO LLC,"2120 Sylvan Ave, Dallas, Texas 75208",(214) 394-4869,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001413,
Lounge Renovation,TABS2025001404,Cypress Waters,"8951 Cypress Blvd. 1st floor, Dallas, TX 75063",Dallas,10/1/2024,1/1/2025,"$80,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","This scope includes a non structural interior finish out of a tenant lounge including mechanical, electrical, and plumbing.",723 ft 2,Billingsley Company,"1722 Routh Street Suite 770, Dallas, Texas 75201",(214) 270-0942,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001404,
Auto Services Center,TABS2025001371,Auto Services Center,"1821 S. St Augustine Dr - Bldg C, Dallas, TX 75217",Dallas,10/1/2024,1/1/2025,"$150,000",New Construction,"This project is privately funded, on private land for private use.",New metal building,"1,950 ft 2",Arshad Muhammad,"414 Summit Dr, Richardson, Texas 75081",(469) 222-7592,FC Drafting & Design,"523 W Page Ave, Dallas, Texas 75208",(214) 830-4372,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001371,
ZELENE HEAD SPA,TABS2025001370,BLOCK 7B,"2935 BLACKBURN ST #STE. 110, Dallas, TX 75204",Dallas,11/1/2024,2/1/2025,"$290,000",New Construction,"This project is privately funded, on private land for private use.",FINISH OUT ,"2,777 ft 2",MC LEMMON GROUP,"3600 MCKINNEY AVE #STE. 200, DALLAS, Texas 75204",(512) 745-5288,NGUYEN CHAU DESIGNER & CONSULTING,"1207 FOX CHASE DR, MANSFIELD, Texas 76063",(682) 583-0921,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001370,DUONG MAI
