project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
Shady Grove Food & More,TABS2026010315,Shady Grove Food & More,"1427 W SHADY GROVE RD, Irving, TX 75060",Dallas,11/20/2025,2/15/2026,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Replace electric meter and replace rafters.,"2,800 ft 2",K&I Real Estate LLC,"3201 BIRCH AVE, GRAPEVINE, Texas 76051",(347) 624-2869,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010315,,,,
Texas Health Dallas - IT Core Room,TABS2026010313,Texas Health Dallas - Main Building,"8200 Walnut Hill Lane, Dallas, TX 75231",Dallas,7/1/2025,1/31/2026,"$1,700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remove 2 public toilet rooms to install a new IT room for the hospital. Relocating water fountains.,400 ft 2,Texas Health Resources System,"612 E Lamar Blvd FL 6, Arlington, Texas 76011",(214) 345-6064,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010313,HKS Inc.,"350 N. St. Paul St. Suite 100, Dallas, Texas 75201",(214) 969-3115,
Children’s Universal NICU Conversion,TABS2026010304,Children’s Medical Center Dallas,"1935 Medical District Drive, Dallas, TX 75235",Dallas,3/2/2026,5/29/2026,"$355,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",The project scope includes conversion of 12 universal patient rooms  into NICU patient rooms.  Additional access control will be added along with a new scrub sink. ,"10,028 ft 2",Children’s Health,"1935 Medical District Drive, Dallas, Texas 75235",214-673-4057,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010304,The Beck Group,"1601 Elm Street Suite 2800, Dallas, Texas 75201",(337) 591-2098,
COI Trinity View Park Existing Building Renovations,TABS2026010296,Trinity View Park Maintenance Facility,"2221 East St. Hwy 356, Irving, TX 75060",Dallas,4/20/2026,8/24/2026,"$300,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Renovations to the existing Irving Trinity View Park Maintenance Facility.,"3,000 ft 2",City of Irving,"2221 East St. Hwy 356, Irving, Texas 75060",(972) 721-2623,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010296,Elements of Architecture,"1201 6th Ave. Suite 100, Fort Worth, Texas 76104",817-333-2880,
"THR Dallas, Cath Lab #3",TABS2026010214,Texas Health Dallas - Main Building,"8200 Walnut Hill Lane, Dallas, TX 75231",Dallas,5/1/2026,11/27/2026,"$1,298,432",Renovation/Alteration,"This project is privately funded, on private land for private use.","Replace equipment in existing Cath Lab, enlarge the control room, reconfigure the equipment closet.","1,115 ft 2",Texas Health Resources System,"612 E Lamar Blvd. FL 6, Arlington, Texas 76011",(214) 345-6010,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010214,HKS Inc.,"350 N. St. Paul St. Suite 100, Dallas, Texas 75201",(214) 969-3221,
Starr Insurance,TABS2026010210,Spectrum Center,"5080 Spectrum Drive, Suite 1000W, Addison, TX 75001",Dallas,1/19/2026,5/1/2026,"$2,800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","16,667 SF of tenant improvement.","16,667 ft 2",Spectrum Drive Owner LLC,"5080 Spectrum Drive, Addison, Texas 75001",(972) 490-6200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010210,Entos Design,"5400 Lyndon B Johnson Fwy, Dallas, Texas 75240",(972) 770-2222,
Herzing University Ltd,TABS2026010161,Connection Park,"4851 Regent Blvd, Ste 100, Irving, TX 75063",Dallas,2/23/2026,7/8/2026,"$2,800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation of existing space. 25,300 sf.","25,300 ft 2","Connection Park Irving, LLC","1010 S. Federal Hwy, Ste. 2900, Hallandale  Beach, Florida 33009",(305) 560-5200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010161,In.studio Architecture,"833 E Michigan St, Ste. 540, Milwaukee, Wisconsin 53202",(414) 278-6804,Jennifer Jackson
Skyline HS Athletics & Reno Project,TABS2026010123,Skyline High School,"7777 Forney Road, Dallas, TX 75227",Dallas,3/1/2026,12/31/2028,"$40,200,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Addition of two buildings with a total of approximately 50,000 SF with various site improvements and interior renovations.","50,000 ft 2",Dallas Independent School District,"9400 Central Expressway, Dallas, Texas 75231",972-925-7303,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010123,Kline Hardin,"1921 State Hwy. 121, Suite 250, Lewisville, Texas 75056",972-707-3529,
O'Neal Commercial Painting,TABS2026010120,O'Neal Commercial Painting,"188 Freeport Parkway, Coppell, TX 75019",Dallas,6/1/2026,5/1/2027,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.","10,000 sqft","10,000 ft 2","J&M Realty, LLC","300 Meadowcreek Road, Coppell, Texas 75019",(214) 972-7881,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010120,GPF Architects,"721 Dove Circle, Coppell, Texas 75019",(972) 824-7966,
Leon Capital Group - Centerville - Spec Office 2,TABS2026010093,Leon Capital Group - Centerville,"2815 E. Centerville Road, Garland, TX 75040",Dallas,2/1/2026,6/1/2026,"$580,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 96,507 SF finish out within an existing 150,926 SF facility. It will include a 3,846 Spec office","3,846 ft 2",LCG2I Centerville LLC,"3500 Maple Avenue Suite 1600, Dallas, Texas 75219",(706) 836-7484,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010093,GSR Andrade Architects,"2001 North Lamar Street Suite 400, Dallas, Texas 75202",(214) 824-7040,
FIFA International Broadcasting Center,TABS2026010090,Kay Bailey Hutchison Convention Center Dallas,"650 S Griffin St., Dallas, TX 75202",Dallas,1/14/2026,5/15/2026,"$20,000,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","New temporary construction of single-story offices and studio rooms (500,000 SF)","500,000 ft 2",City of Dallas,"1500 Marilla St, Dallas, Texas 75201",(214) 939-2755,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010090,Mythic Engineering,"3210 E Avenue H, Temple, Texas 76501",(254) 500-2224,
25-0009 Ono Dallas - 6216 Retail Rd,TABS2026010075,Ono Hawaiian BBQ,"6216 Retail RD, Dallas, TX 75231",Dallas,4/13/2026,4/16/2027,"$650,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","NEW RESTAURANT TENANT FINISH-OUT; ·NEW INTERIOR NON-LOAD BEARING WALLS, CEILINGS, AND FINISHES ·NEW EXTERIOR PAINT & MATERIAL UPDATES ·NEW EQUIPMENT; RTUs ·NEW KITCHEN HOODS [(2) TYPE-1] ·NEW ELECTRICAL, MECHANICAL, AND PLUMBING LAYOUTS","2,568 ft 2",Timber Creek Owner LP,"2001 Ross Ave Suite 2800, Dallas, Texas 75201",(972) 368-2657,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010075,Rogue Architects,"513 Main St Ste 300, Fort Worth, Texas 76102",817-529-6882,
City Wide School Zone Improvements (CSJ: 0918-47-509),TABS2026010040,CSJ: 0918-47-509,"Various Locations, Mesquite, TX 75149",Dallas,8/1/2027,2/1/2028,"$898,423",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",School zone improvements.,"16,643 ft 2",TxDOT District: Dallas,"4777 E. Highway 80, Mesquite, Texas 75150",(214) 320-6200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010040,Kimley-Horn,"2600 N Central Expressway, Suite 400, Richardson, Texas 75080",(214) 617-0535,
Cafe Drift,TABS2026010037,Cafe Drift,"215 W. 8th Street, Dallas, TX 75208",Dallas,2/16/2026,8/17/2026,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out of an existing space into a small cafe. ,"1,250 ft 2",SHAYM 01 LLC,"3209 Ridge Oak Drive, Garland, Texas 75044",(469) 230-8378,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010037,"Ben Cortez, AIA","PM Box 115   5605 FM423  Suite 500, Frisco, Texas 75036",(214) 244-1919,
