project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Concord Church - Lobby Renovation,TABS2026014428,Concord Church,"6808 Pastor Bailey Drive, Dallas, TX 75237",Dallas,4/1/2026,7/15/2026,"$2,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior remodel of 1st floor lobby.  New cafe area with new finishes and flooring.  Also included is a new stair and elevator to access the new loft above.  Approx. 25,000sft.","25,000 ft 2",Concord Church,"6808 Pastor Bailey Drive, Dallas, Texas 75237",(214) 467-6700,DKDesigns Studio LLC,"925 Plantation Drive, DeSoto, Texas 75115",214-794-2042,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014428,
Fonda Toro,TABS2026014408,2100 Greenville,"2100 Greenville Avenue, Dallas, TX 75206",Dallas,4/1/2026,8/1/2026,"$375,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out,"3,261 ft 2",Greenville 2100 LTD,"2622 Commerce St. Ste. 300, Dallas, Texas 75226",(214) 217-4308,Coeval Studio,"2005 Farrington St., Dallas, Texas 75207",214-931-4097,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014408,John Paul Valverde
Celestial Park Entrance Improvements,TABS2026014404,Celestial Park,"5501 Celestial Road, Addison, TX 75001",Dallas,4/23/2026,7/20/2026,"$222,095",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Entrance and lighting improvements to address erosion, enhance safety, and provide ADA-compliant access. (2,180 SF)","2,180 ft 2",Town of Addison,"P.O. Box 9010, Addison, Texas 75001",972-450-2838,"Westwood Professional Services, Inc.","7557 Rambler Road, Dallas, Texas 75231",972-235-3031,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014404,
The Summerton,TABS2026014398,Leasing Office,"6400 N Shiloh Rd, Garland, TX 75044",Dallas,6/1/2026,4/3/2028,"$1,071,541",New Construction,"This project is privately funded, on private land for private use.",New Leasing Office for apartment community.,"3,023 ft 2","RPC Garland Multifamily Development, LLC","2101 Cedar Springs Rd Ste 1600, Dallas, Texas 75201",(214) 849-9015,"Hensley Lamkin Rachel, Inc","6201 W Plano Pkwy Ste 100, Plano, Texas 75093",(972) 726-9400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014398,
Isle Nova Cleanroom,TABS2026014393,Medical City Dallas Building C,"7777 Forest Lane Suite C-762, Dallas, TX 75230",Dallas,4/13/2026,9/28/2026,"$115,920",Renovation/Alteration,"This project is privately funded, on private land for private use.",A 966 sq. ft. tenant renovation for a medical office cleanroom facility. ,966 ft 2,HCP DR MCD LLC,"7777 Forest Lane C-840, Dallas, Texas 75230",(214) 404-9298,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014393,
Westwood Middle School,TABS2026014382,Westwood Junior High School,"7630 Arapaho Rd., Dallas, TX 75248",Dallas,6/1/2026,8/1/2028,"$120,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Approx. 200,000 SF new middle school.","200,000 ft 2",Richardson ISD,"420 S Greenville Ave., Richardson, Texas 75081",(469) 593-0000,Glenn Partners,"5646 Milton St Suite 426, Dallas, Texas 75206",(469) 930-7655,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014382,
Paul Quinn College - Quinnite Village,TABS2026014366,Quinnite Village,"3797 Simpson Stuart Road, Dallas, TX 75241",Dallas,4/1/2026,8/31/2026,"$1,200,000",New Construction,"This project is privately funded, on private land for private use.",New dormitories and student commons,"17,100 ft 2",Paul Quinn College,"3837 Simpson Stuart Road, Dallas, Texas 75241",(214) 379-5445,DSGN Associates,"115 West Greenbriar Lane, Dallas, Texas 75208",(214) 748-7712,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014366,
Maman-East Village,TABS2026014361,Maman,"2752 North Haskell Ave Building D, Dallas, TX 75204",Dallas,5/1/2026,11/17/2026,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant finish out of an existing leased space ,"2,382 ft 2",CENTRAL CARROLL INTERESTS LLC,"1601 Elm Street Suite 3700, Dallas, Texas 75201",214 528 3221,Fusion AE,"6201 Campus Circle Dr E, Irving, Texas 75063",(972) 870-1288,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014361,
MANAGEMENT OFFICE,TABS2026014344,Pegasus Park,"3000 Pegasus Park. Suite 1600, Dallas, TX 75247",Dallas,4/15/2026,8/31/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovations of existing tenant suite. Work to included general construction, MEP and fire sprinkler modifications. Square footage: 1,997","1,997 ft 2","Pegasus Park, LLC","P.O. Box 35828, Dallas, Texas, 75235, Dallas, Texas 75235",214.351.6300,"GFF, Inc.","3030 Nowitzki Way, Suite 400, Dallas Texas, 75219, Dallas, Texas 75219",(214) 303-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014344,
"CG ONCOLOGY, Suite 1650",TABS2026014341,Pegasus Park,"3000 Pegasus Park. Suite 1650, Dallas, TX 75247",Dallas,4/15/2026,8/31/2026,"$340,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovations of existing tenant suite. Work to included general construction, MEP and fire sprinkler modifications. Square footage: 3,046","3,046 ft 2","Pegasus Park, LLC","P.O. Box 35828, Dallas, Texas, 75235, Dallas, Texas 75235",214.351.6300,"GFF, Inc.","3030 Nowitzki Way, Suite 400, Dallas Texas, 75219, Dallas, Texas 75219",(214) 303-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014341,
