project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Coppell ISD Town Center Elementary School Refresh,TABS2025011407,Town Center Elementary School,"185 Heartz Rd, Coppell, TX 75019",Dallas,5/23/2025,8/2/2025,"$3,500,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","New paint, flooring, and lighting. 74,446 square feet","74,446 ft 2",Coppell Independent School District,"200 S. Denton Tap Rd, Coppell, Texas 75019",(214) 496-6000,"Corgan Associates, Inc.","401 N. Houston St., Dallas, Texas 75202",(214) 748-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011407,
Power & Light,TABS2025011404,Power & Light,"2220 Ervay St, Dallas, TX 75215",Dallas,6/1/2025,7/31/2027,"$750,000",New Construction,"This project is privately funded, on private land for private use.","Public area includes drive area and leasing office (3,200 sf)","3,200 ft 2",Low Ervay LLC,"6060 N. Central Expy #770, Dallas, Texas 75206",(214) 534-1817,JHP Architecture,"8340 Meadow Rd #150, Dallas, Texas 75231",(214) 505-6030,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011404,
Coppell ISD Denton Creek Elementary School Refresh,TABS2025011401,Denton Creek Elementary School,"250 Natches Trace, Coppell, TX 75019",Dallas,5/23/2025,8/2/2025,"$3,500,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","New paint, flooring, and lighting. New kitchen equipment. 74,446 square feet","74,446 ft 2",Coppell Independent School District,"200 S. Denton Tap Rd, Coppell, Texas 75019",(214) 496-6000,"Corgan Associates, Inc.","401 N. Houston St, Dallas, Texas 75202",(214) 748-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011401,
GRP Energy Capital,TABS2025011392,Sherry Lane Place,"8080 Park Ln suite 800, Dallas, TX 75231",Dallas,4/1/2025,8/1/2025,"$700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",An interior finish out project for a small suite. ,"4,500 ft 2","SPUS9 Sherry Lane, LP","PO Box 638, Addison, Texas 75001",(214) 863-4235,BOKA Powell,"8080 Park Ln suite 800, Dallas, Texas 75231",(972) 701-9000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011392,Chris Elliott
Victory Shops at 801 Sherman Street Facade Renovations,TABS2025011359,Victory Shops at 801 Sherman Street,"801 Sherman Street, Richardson, TX 75081",Dallas,5/1/2025,12/31/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Facade Renovation - New Glass Storefront,"22,291 ft 2","Victory Real Estate Group, LLC","2911 Turtle Creek Boulevard, Dallas, Texas 75219",972-707-9555,Amara Architects,"2911 Turtle Creek Boulevard, Dallas, Texas 75219",469-264-1276,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011359,
University Park United Methodist Church Renovations,TABS2025011357,University Park United Methodist Church,"4024 Caruth Boulevard Dallas, Dallas, TX 75225",Dallas,3/15/2025,8/15/2025,"$2,300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovations to finishes in gathering spaces and corridors plus some new small rooms within existing spaces and replacement of doors, windows, and some interior walls to approximately 20,000 square feet of a 103,000 square foot bldg","20,000 ft 2",University Park United Methodist Church,"4024 Caruth Boulevard, Dallas, Texas 75225",(214) 368-1435,GFF Design,"3030 Nowitzki Way Suite 400, Dallas, Texas 75219",(214) 303-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011357,
Lifted Trucks,TABS2025011336,Lifted Trucks,"401 N.E. Loop 820, Hurst, TX 76053",Dallas,5/1/2025,6/1/2025,"$281,592",Additions to Existing Building,"This project is privately funded, on private land for private use.","Covering 74 parking spaces for Lifted Trucks parking lot. 13,740 sqft","13,740 ft 2",Lifted Trucks LLC,"2021 E Bell Rd, Phoenix, Arizona 85022",(623) 330.2832,"Sadler Consulting Group, LLC","500 Main Street, Suite 700, Fort Worth, Texas 76102",817-332-1074,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011336,
Sunshine Kids Relocation,TABS2025011333,Galleria Tower One,"13355 Noel Road Suite 1310, Dallas, TX 75240",Dallas,2/17/2025,4/17/2025,"$86,425",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement ,"2,829 ft 2",Piedmont Office Reality Trust,"13355 Noel Road Suite 320, Dallas, Texas 75240",(214) 939-7137,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011333,
MDMC AHU Replacement,TABS2025011298,Methodist Dallas Medical Center,"1441 N Beckley Ave, Dallas, TX 75203",Dallas,3/31/2025,2/28/2026,"$5,800,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Adding a new mechanical room at Methodist Dallas,750 ft 2,Methodist Health Systems,"1441 N Beckley Ave, Dallas, Texas 75203",(469) 204-6703,GUIDE Architecture,"1108 Quaker St. Suite 130, Dallas, Texas 75207",(214) 960-9773,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011298,
KL Owen,TABS2025011290,Cardinal Park 8,"1703 N. Plano Road Suite 200, Richardson, TX 75081",Dallas,2/3/2025,5/12/2025,"$700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvements,"21,802 ft 2","Pool 2 Industrial TX, LLC","1100 Matsonford Road Suite 250, Radnor, Pennsylvania 19087",(610) 234-3211,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011290,
