project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Urban Logistics Realty Office HQ Renovation,TABS2025016463,Urban Logistics Realty,"13636 Neutron Road, Suite #200, Dallas, TX 75244",Dallas,5/1/2025,8/29/2025,"$1,200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Partial interior renovation of the first, second, and third floors of an existing three-story office building. New floor finishes, interior and exterior paint, new office furniture, and new shower room.","4,140 ft 2",Jason Nunley,"5440 Harvest Hill Road, Suite 260E, Dallas, Texas 75230",(214) 714-1411,Jason Nunley,GSR Andrade Architects,"2001 North Lamar Street, Suite #400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016463
MITSUBISHI TI,TABS2025016453,VARISPACE COPPELL,"450 N FREEPORT PKWY, Coppell, TX 75019",Dallas,4/15/2025,5/15/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant finish out of existing office space,"3,501 ft 2",Helena Waits,"450 N. FREEPORT PARKWAY, COPPELL, Texas 75019",(469)391-0976,,Oler Senitz,"2175 E Stone Road, Wylie, Texas 75098",(214) 498-4161,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016453
Victory Shops at Coppell,TABS2025016450,Retail Buildings A and B,"1540 and 1560 Belt Line Road, Coppell, TX 75019",Dallas,6/2/2025,12/1/2025,"$6,697,000",New Construction,"This project is privately funded, on private land for private use.",Two new commercial retail shell buildings and new site work. ,"33,484 ft 2","Victory Shops Coppell, LLC","2911 Turtle Creek Blvd., Suite 700, Dallas, Texas 75219",(972) 707-9555,,Hodges Architecture,"13642 Omega, Dallas, Texas 75244",(972) 387-1000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016450
Litigation Analytics,TABS2025016447,Tower 909,"909 Lake Carolyn Pkwy  Irving, Texas 75039 Suite 850, Irving, TX 75039",Dallas,4/8/2025,6/30/2025,"$59,330",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvement,"2,297 ft 2","PRIME US TOWER AT LAKE CAROLYN, LLC","NEWPORT CENTER, 800, 700 Suite 4601, NEWPORT BEACH, California 92660",(949) 417-6545,,ENTOS DESIGN,"5400 LBJ FREEWAY SUITE 125, DALLAS, Texas 75240",972-770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016447
Good Elementary School Renovations,TABS2025016446,Good Elementary School,"1012 Study Lane, Carrollton, TX 75006",Dallas,6/2/2025,8/30/2025,"$640,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Replacement of one playground and renovations to the kitchen including the replacement of the freezer and cooler. 2,822sf","2,822 ft 2",Carrollton-Farmers Branch ISD,"1505 Randolph Street, Carrolton, Texas 75006",972.968.6319,,Glenn Partners,"5646 Milton Street, Suite 426, Dallas, Texas 75206",(469) 930-7655,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016446
Diagnostic Imaging Hillcrest,TABS2025016445,One Hillcrest,"12700 Hillcrest Road Suite 100, Dallas, TX 75230",Dallas,6/1/2025,12/1/2025,"$2,175,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Scope will include the remodel of existing tenant spaces into a single 14400 SF Diagnostic Imaging Center to include procedure, imaging, exam, consult, changing rooms, bathrooms, and break room.","14,400 ft 2",Gold Dog I LP,"4232 San Gabriel Dr., Dallas, Texas 75229",(972) 354-8060,Douglas Baird,Diamond Development Group,"700 Gemini Suite 260, Houston, Texas 77058",(832) 224-6400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016445
"Champion Commercial Insurance Agency, LLC",TABS2025016439,10000 N Central,"10000 N Central Expressway Suite 500, Dallas, TX 75321",Dallas,4/14/2025,8/15/2025,"$318,814",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing lobby space in high rise building,"5,174 ft 2",Kelley Dixon,"10000 N. Central Expressway, Suite 815, Dallas, Texas 75321",(972) 232-8777,,Go Studio,"1201 Main Street. Suite 1370, Dallas, Texas 75202",(214) 420-4646,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016439
India X,TABS2025016434,Village at Valley Ranch,"9400 N MacArthur Blvd #150, Irving, TX 75063",Dallas,4/1/2025,5/16/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Building Rest rooms separation wall between kitchen and dine in area adding one exhaust hood (12Foot) ,"2,424 ft 2",Village at VR LLC,"740 E. Campbell Road, Suite 110, Richardson, Texas 75063",(469) 346-5682,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016434
Linehaul Office New Restroom,TABS2025016430,FedEx Dallas Hutchins 753,"1101 E. Cleveland Street, Hutchins, TX 75141",Dallas,5/5/2025,6/13/2025,"$63,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Convert portion of existing Storage Room to new Unisex Restroom in existing office area. Project area ~80 SF.,80 ft 2,FedEx Ground,"1000 FedEx Drive, Moon Township, Pennsylvania 15108",412-567-9320,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016430
Jet Insurance,TABS2025016425,The Centrum,"3102 Oak Lawn Ave. Suite 550, Dallas, TX 75219",Dallas,4/18/2025,6/16/2025,"$162,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"3,722 ft 2",CAWLEY PARTNERS,"16400 NORTH DALLAS PARKWAY SUITE 150, DALLAS, Texas 75248",2-108-38.-2311,,ENTOS DESIGN,"5400 LBJ FREEWAY SUITE 125, DALAS, Texas 75240",972-770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016425
