project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
COOL HEADS,TABS2024010218,COOL HEADS,"1900 PRESTON RD #STE. 120, Plano, TX 75093",Dallas,4/1/2024,9/30/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,520 ft 2",BRE THRONE PRESTON PARK LLC,"3259 PRESTON RD #STE. 2, FRISCO, Texas 75034",(214) 618-6510,KRIS KESAVAN,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010218
BLANK ROME - PHASE III,TABS2024010212,THE CRESCENT OFFICE TOWERS,"200 CRESCENT COURT, SUITE 1000, Dallas, TX 75201",Dallas,2/1/2024,6/30/2024,"$741,150",Renovation/Alteration,"This project is privately funded, on private land for private use.","TENANT INTERIOR FINISH OUT - 12,569 SF / 4,941 SF (NET AFFECTED AREA)","12,569 ft 2",Crescent Real Estate,"200 CRESCENT COURT SUITE 250, Dallas, Texas 75201",214-747-2511,,DLR Group,"2500 Pacific Avenue Suite 1600, Dallas, Texas 75226",214-747-2511,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010212
MDMC Fluoro #5 Equipment Replacement and Renovation,TABS2024010200,Methodist Dallas Medical Center,"1441 North Beckley Avenue, Dallas, TX 75200",Dallas,3/1/2024,7/31/2024,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Imaging equipment replacement, renovation to adjacent patient toilet room",700 ft 2,Methodist Health System`,"403 West Campbell Road, Richardson, Texas 75080",4-692-045-6703,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010200
DWU Lake Ray Hubbard Office Renovation,TABS2024010198,N/A,"314 Gloria Rd, Dallas, TX 75182",Dallas,10/1/2024,3/31/2025,"$600,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Renovation of existing single story frame office building,"3,445 ft 2",City of Dallas,"1500 Marilla St 4A South, Dallas, Texas 75201",(214) 671-9540,,BRW Architects,"3535 Travis St Suite 250, Dallas, Texas 75204",(214) 528-8704,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010198
DWU Elm Fork Water Treatment Plant - Restroom Renovation,TABS2024010194,Elm Fork Water Treatment Plant,"1440 Whitlock Lane, Carrollton, TX 75006",Dallas,10/1/2024,3/31/2025,"$124,549",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Inter renovation of existing men's restroom,337 ft 2,City of Dallas,"1500 Marilla St 4A South, Dallas, Texas 75201",(214) 671-9540,,BRW Architects,"3535 Travis St Suite 250, Dallas, Texas 75204",(214) 528-8704,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010194
DWU Material Storage Warehouse,TABS2024010187,SE Service Center,"2900 Municipal Street, Dallas, TX 75215",Dallas,10/1/2024,2/28/2025,"$134,890",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Interior renovation of existing men's and women's restroom,212 ft 2,City of Dallas,"1500 Marilla St, Dallas, Texas 75201",(214) 671-9540,,BRW Architects,"3535 Travis St Suite 250, Dallas, Texas 75204",(214) 528-8704,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010187
"HD Waste & Recycling, LLC",TABS2024010167,HD Waste & Recycling -office,"10629 C.F. Hawn Fwy., Dallas, TX 75217",Dallas,1/15/2024,4/30/2024,"$325,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A one story office building -4,989 square feet.","4,989 ft 2",HD Waste & Recycling LLC,"10631 C.F. Hawn Fwy., Dallas, Texas 75217",(214) 792-9199,,Design & Development Consultants,"737 S. RL Thornton Fwy., Dallas, Texas 75203",214-244-4073,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010167
E.B. Comstock Middle School Renovation,TABS2024010149,E.B. Comstock Middle School,"7044 Hodde Street, Dallas, TX 75217",Dallas,6/3/2024,9/30/2025,"$10,145,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Interior renovation of existing public middle school (grades 6-8). This includes roof replacement, window replacement and elevator replacement, as well as, the addition of a new walkway canopy over an existing concrete sidewalk, and existing concrete","137,957 ft 2",Dallas Independent School District,"9400 N. Central Expressway, Dallas, Texas 75231",(469) 320-1092,,HarrisonKornberg Architects,"100 Glass Street Suite, Dallas, Texas 75207",(713) 229-0688,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010149
Hamilton Park Pacesetter Magnet School Addition,TABS2024010137,Hamilton Park Pacesetter Magnet School,"8301 Towns St., Dallas, TX 75243",Dallas,5/31/2024,8/1/2025,"$7,800,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","Addition of a 3,000 s.f. Building Connector and related sitework.","3,000 ft 2",RISD,"1123 S. Greenville Ave., Richardson, Texas 75081",469-593-0639,,HKS Architects,"350 N. St. Paul St. Ste. 100, Dallas, Texas 75201",214-969-5599,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010137
Marcus Park Playground,TABS2024010133,Marcus Park Playground,"3003 Northhaven Rd., Dallas, TX 75201",Dallas,2/23/2024,5/24/2024,"$175,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","New playground equipment, fixing ramp into playground, renovating accessible parking stalls","4,000 ft 2",City of Dallas,"1500 Marilla Street, Dallas, Texas 75201",(214) 670-4105,,Valley Quest Design,"222 South Elm Street, Denton, Texas 76201",(214) 783-1715,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010133
