project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Walmart Store 3014-240,TABS2024016073,Walmart Store 3014,"200 Short Street, Dallas, TX 75232",Dallas,7/14/2024,10/31/2024,"$2,223,155",Additions to Existing Building,"This project is privately funded, on private land for private use.","Add pickup expansion - Remodeled: 135sf; Expansion: 8,165sf","8,300 ft 2",Walmart Real Estate Business Trust,"2608 SE J Street, Bentonville, Arkansas 72716",(479) 277-8735,"Benchmark Group, Inc.","1805 N 2nd Street, Rogers, Arkansas 72756",(479) 636-5004,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016073,
Goddard School Garland Texas,TABS2024016067,Goddard School,"5345 Wood Creek Lane, Garland, TX 75040",Dallas,6/28/2024,3/29/2025,"$3,000,000",New Construction,"This project is privately funded, on private land for private use.",New childhood school development infant to preschool,"12,000 ft 2",Asim Jetpuri,"5245 wood Creek Lane, Garland, Texas 75040",(469) 380-9790,Burris Architecture,"820 Tiger Blvd, Suite 4, Bentonville, Arkansas 72712",(479) 319-6045,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016067,
Locker Room,TABS2024016062,Old Main,"3819 Maple Avenue Floor 01, Dallas, TX 75219",Dallas,6/1/2024,9/27/2024,"$356,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing office space in low-rise office building.,"1,080 ft 2",PRITCHARD ASSOCIATES,"2121 NORTH AKARD STREET SUITE 100, Dallas, Texas 75201",214.693.9407,Go Studio,"1201 Main St Suite 1370, Dallas, Texas 75202",(214) 420-4646,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016062,
BFG,TABS2024016043,Galleria Plaza,"4851 LBJ Freeway, Suite 510, Dallas, TX 75244",Dallas,5/1/2024,7/1/2024,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish out existing suite.,"3,406 ft 2","MC 4851 LBJ, LLC","4851 LBJ Freeway, Floor 10, Dallas, Texas 75244",(214) 256-7100,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016043,
JLM,TABS2024016029,Gaston Tower,"6220 Gaston Avenue, Suite 500, Dallas, TX 75124",Dallas,6/1/2024,8/31/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish-out of existing office space,"2,008 ft 2",larkspur capital,"2929 carlisle street, suite 210, dallas, Texas 75204",(214) 443-1922,interprise design,"14241 dallas parkway, suite 260, dallas, Texas 75254",(972) 385-3991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016029,
Countertop Pros of DFW,TABS2024016026,20/20 Eyecare and Retail,"3510 S State Hwy 161 #140, Grand Prairie, TX 75052",Dallas,5/15/2024,7/15/2024,"$70,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior Finish-out of a showroom, the scope of work including architectural, mechanical, electrical, and  plumbing.","1,848 ft 2","Klade Investment, LLC","5836 Sunny Meadow Ln., Grand Prairie, Texas 75052",(817) 262-6126,"Twang Design, LLC","502 San Juan Dr., Southlake, Texas 76092",817-602-4895,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016026,Simon Arenas Jr.
Ryan Companies,TABS2024016025,International Plaza III,"14241 Dallas Parkway, suite 900, Dallas, TX 75254",Dallas,6/3/2024,10/3/2024,"$1,200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish-out of existing office space,"8,336 ft 2","IP III Dallas, JV, LP","700 Louisiana Street, Suite 1750, Houston, Texas 77002",(214) 220-3309,interprise design,"14241 dallas parkway, suite 260, dallas, Texas 75254",(972) 385-3991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016025,
ASLAM,TABS2024016021,"INTERNISTS OF NORTH DALLAS, P.A.","4500 N MACARTHUR BLVD. SUITE 130, Irving, TX 75038",Dallas,4/30/2024,7/31/2024,"$340,935",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR MEDICAL OFFICE,"2,807 ft 2",LOS COLINAS REAL ESTATE HOLDINGS LLC,"277 CHANDAN WAY, IRVING, Texas 75063",928-201-9011,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016021,
TEXAS TRUSS,TABS2024016019,TEXAS TRUSS,"1518 EDGEFIELD WAY, Cedar Hill, TX 75104",Dallas,5/20/2024,2/20/2025,"$8,237,480",New Construction,"This project is privately funded, on private land for private use.","77,875 SQ FT - CONSTRUCT NEW OFFICE AND WAREHOUSE","77,875 ft 2",JONATHON LAFUENTE,"2935 S BELTLINE RD, GRAND PRAIRIE, Texas 75052",(214) 444-4058,NATIONWIDE CONSTRUCTION,"721 S 5th AVE, MANSFIELD, Texas 76063",(817) 473-0484,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016019,
RIVIAN DALLAS SERVICE CENTER - REMODEL,TABS2024016008,RIVIAN SERVICE CENTER,"2512 HAWES AVE, Dallas, TX 75235",Dallas,5/13/2024,7/19/2024,"$225,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR RENOVATION ,400 ft 2,VICEROY INVESTMENTS LLC,"2722 FAIRMOUNT ST, DALLAS, Texas 75201",(214) 999-0060,ARCADIS INC,"300 S PERAL EXPRESSWAY #STE. 650, DALLAS, Texas 75201",(214) 468-7600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016008,SIOBHAN LEE
CarGurus,TABS2024015992,Addison Circle One,"15601 Dallas Parkway, Addison, TX 75001",Dallas,5/1/2024,1/1/2025,"$2,900,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out of offices and support spaces.,"30,913 ft 2",Holt Lunsford Commercial,"15601 Dallas Parkway, Addison, Texas 75001",(972) 239-7945,Gensler,"5005 Greenville Ave, Dallas, Texas 75206",(214) 273-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015992,John Hart
Cabot Expansion,TABS2024015972,Pinnacle Tower,"5005 LBJ Freeway Suite 860, Farmers Branch, TX 75244",Dallas,4/30/2024,6/15/2024,"$60,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant improvement,"4,586 ft 2","5005 LBJ Tower, LLC","5005 LBJ Fwy, Farmers Branch, Texas 75244",(972) 450-4992,Entos Design,"5400 LBJ Freeway Suite 125, dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015972,Elizabeth Young
Spec Suite 330,TABS2024015950,Pavilion III,"12228 N. Central Expy. Suite 330, Dallas, TX 75243",Dallas,5/8/2024,6/24/2024,"$210,805",New Construction,"This project is privately funded, on private land for private use.","A 2,219 useable sq. ft. finish out in Pavilion III within Dallas, Texas. ","2,219 ft 2",Healthcare Realty Services LLC,"3900 Junius Street Suite 640, Dallas, Texas 75246",(214) 747-1600,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015950,
GOVADA T-HOMES ADDITION,TABS2024015908,GOVADA T-HOMES ADDITION,"TBD ARAPAHO RD, Garland, TX 75044",Dallas,5/1/2024,5/1/2025,"$98,100",New Construction,"This project is privately funded, on private land for private use.","12,185 s/f SIDEWALK IN CITY R.O.W.","12,185 ft 2",FIRST INFRA LLC,"1925 E BELTLINE RD, Garland, Texas 75006",(408) 992-5558,KIRKMAN ENGINEERING,"5200 STATE HIGHWAY 121, COLLEYVILLE, Texas 76034",(817) 488-4960,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015908,
CECO,TABS2024015901,Spectrum Center,"5080 Spectrum Drive, Suite 800E, Addison, TX 75001",Dallas,4/15/2024,8/1/2024,"$2,300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",20027 SF of tenant improvement with restroom renovation.,"20,027 ft 2",Spectrum Drive Owner LLC,"5080 Spectrum Drive, Addison, Texas 75001",(972) 490-6200,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015901,
UT Southwestern Medical Center at Park Cities,TABS2024015879,Hillcrest Crossing,"8611 Hillcrest Road, Suite 350, Dallas, TX 75225",Dallas,4/10/2024,12/30/2024,"$2,255,252",Renovation/Alteration,"This project is privately funded, on private land for private use.",EXISTING TENANT EXPANSION/RENOVATION,"13,550 ft 2","CFO DT, LLC","8222 Douglas Avenue, Suite 390, Dallas, Texas 75225",(214) 244-0385,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015879,Jack Ridgeway
Fitness Center Remodel,TABS2024015877,Las Colinas Corporate Center I,"6333 State Highway 161 Suite 150, Irving, TX 75038",Dallas,4/10/2024,7/31/2024,"$133,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Capital Improvement,"2,448 ft 2",Piedmont Office Realty Trust,"13355 Noel Road Suite 320, Dallas, Texas 75240",(214) 939-7137,ENTOS,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015877,
UT Southwestern Medical Center at Park Cities,TABS2024015876,Hillcrest Crossing,"8611 Hillcrest Road, Suite 300, Dallas, TX 75225",Dallas,4/10/2024,12/30/2024,"$225,701",Renovation/Alteration,"This project is privately funded, on private land for private use.",EXISTING TENANT EXPANSION/RENOVATION,"1,303 ft 2","CFO DT, LLC","8222 Douglas Avenue, Suite 390, Dallas, Texas 75225",(214) 244-0385,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015876,Jack Ridgeway
UT Southwestern Medical Center at Park Cities,TABS2024015873,Hillcrest Crossing,"8611 Hillcrest Road, Suite 250, Dallas, TX 75225",Dallas,4/10/2024,12/30/2024,"$2,029,163",Renovation/Alteration,"This project is privately funded, on private land for private use.",EXISTING TENANT EXPANSION/RENOVATION,"12,437 ft 2","CFO DT, LLC","8222 Douglas Avenue, Suite 390, Dallas, Texas 75225",(214) 244-0385,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015873,Jack Ridgeway
UT Southwestern Medical Center at Park Cities,TABS2024015868,Hillcrest Crossing,"8611 Hillcrest Road, Suite 210, Dallas, TX 75225",Dallas,4/10/2024,12/30/2024,"$251,096",Renovation/Alteration,"This project is privately funded, on private land for private use.",EXISTING TENANT EXPANSION/RENOVATION,"1,475 ft 2","CFO DT, LLC","8222 Douglas Avenue, Suite 390, Dallas, Texas 75225",(214) 244-0385,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015868,Jack Ridgeway
Sales office,TABS2024015858,Sales office,"1824 Hampton #110, De Soto, TX 75117",Dallas,4/1/2024,8/31/2024,"$50,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Interior finish out ,750 ft 2,Ethel Pewitte,"1824 Hampton #100, Desoto, Texas 75115",(972) 824-1919,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015858,
