project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Sunflower Dental,TABS2025020208,202 W Center St,"202 W Center St Suite D, Duncanville, TX 75116",Dallas,6/21/2025,8/16/2025,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Finish Out. Office Remdoel to Dentist Office,"2,646 ft 2",Tim Maiden,"202 W. Center St, Duncanville, Texas 75116",(972) 339-0360,NSBranch Architects,"714 Liberty St Apt 2825, Dallas, Texas 75204",(469) 478-6684,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020208,
TMC WAREHOUSE,TABS2025020200,TMC WAREHOUSE,"1901 HUTTON CT, Farmers Branch, TX 75234",Dallas,6/23/2025,8/29/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finishout by tenant,"28,000 ft 2",TMC,"1901 HUTTON CT, FARMERS BRANCH, Texas 75234",817-308-6243,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020200,
Pappas Grubbs Price PC Expansion,TABS2025020141,Turtle Creek Village,"3838 Oak Lawn Ave. Suite 250, Dallas, TX 75219",Dallas,6/1/2025,9/30/2025,"$142,460",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"4,764 ft 2",De La Vega,"4514 Cole Avenue, Suite 815, Dallas, Texas 75205",(214) 750-7688,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020141,
LA MICHOACANA MEAT MARKET,TABS2025020122,MEAT MARKET,"9009 BRUTON RD, Dallas, TX 75217",Dallas,7/1/2025,1/8/2026,"$900,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",PROPOSED REMODELING LA MICHOACANA MEAT MARKET AT EXISTING RETAIL SPACE,"15,000 ft 2",RAFAEL ORTEGA,"8830 Long Point Rd, HOUSTON, Texas 77055",(713) 547-4600,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020122,
Permian Investment Partners LLP,TABS2025020107,Thirteen Thirty Three,"1333 Oak Lawn Ave Suite 900, Dallas, TX 75207",Dallas,6/23/2025,10/23/2025,"$450,000",New Construction,"This project is privately funded, on private land for private use.",New tenant buildout in an existing building. Building is in shell condition.,"5,855 ft 2",Bryan Botterman,"123 Manufacturing St., Dallas, Texas 75207",(214) 674-1533,Entos Design,"5400 LBJ Freeway, Dallas, Texas 75240",(972) 346-1956,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020107,
Megatel Santorini Phase I,TABS2025020087,Club/Leasing,"Southwest corner of US-175 and HWY-1389, Seagoville, TX 75159",Dallas,5/4/2026,12/15/2027,"$542,500",New Construction,"This project is privately funded, on private land for private use.",New construction of the club/leasing area for an apartment community.,"542,500 ft 2",Megatel,"2102 Cedar Springs Road Suite 700, Dallas, Texas 75201",945-333-8550,HEDK Architects,"4595 Excel Parkway, Addison, Texas 75001",(214) 520-8878,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020087,
Maersk Cedar Hill TI,TABS2025020086,Maersk Cedar Hill Distribution Facility,"1000 S J Elmer Weaver Fwy, Cedar Hill, TX 75104",Dallas,7/1/2025,10/15/2025,"$7,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","(E) Building: 347,760 SF (no proposed change in overall sf), proposed add 7,750 SF to the existing 3,590 SF for a total of 11,340 SF of office, reduces storage area from 344,170 to 336,420 SF. Storage will include H occupancy.","336,420 ft 2","Wilshire Cedar Hill Owner LLC, Delaware Limited Li","100 Wilshire Blvd. Suite 940, Santa Monica, California 92401",(310) 201-4100,"Herdman Architecture + Design, Inc.","3800 E. Coast Hwy, Ste 6, Corona Del Mar, California 92625",714-389-2800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020086,Terry Vera
Ebby Halliday DBA Dave Perry Miller 2nd Floor,TABS2025020066,The Berkshire at Preston Center,"5950 Berkshire Lane Suite 200, Dallas, TX 75225",Dallas,5/30/2025,9/30/2025,"$429,725",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"7,522 ft 2",FHF I Berkshire Tower LLC,"28 State Street 10th Floor, Boston, Massachusetts 02109",(972) 626-4943,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020066,
Ebby Halliday DBA Dave Perry Miller 1st Floor,TABS2025020051,The Berkshire at Preston Center,"5950 Berkshire Lane Suite 100, Dallas, TX 75225",Dallas,5/30/2025,9/30/2025,"$240,750",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvement,"5,551 ft 2",FHF I Berkshire Tower LLC,"28 State Street 10th Floor, Boston, Massachusetts 02109",(972) 626-4943,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020051,
PayMore Irving,TABS2025020047,Irving Town Center,"3401 W Airport Fwy #120, Irving, TX 75062",Dallas,4/1/2025,6/1/2025,"$85,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Flooring, painting, minor electrical for 1990 sf","1,990 ft 2",Weitzman Group,"3102 Maple Avenue #500, Dallas, Texas 75201",(214) 954-0600,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020047,Christopher Enright
Kim & Jenny's Cafe,TABS2025020045,Wheatland Plaza,"586 E Wheatland Road, Duncanville, TX 75116",Dallas,6/1/2025,12/1/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR RENOVATION FOR A NEW CAFE + PUBLIC RESTROOMS,"1,800 ft 2",OPTIONS REAL ESTATE,"544 E WHEATLAND RD, DUNCANVILLE, Texas 75116",(972) 283-1111,"Thrasher Works, LLC","351 W Jefferson Blvd Suite 601, Dallas, Texas 75208",(214) 293-3498,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020045,
