project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
TAKARA ALL YOU CAN EAT,TABS2025009285,WHITESTONE LAS COLINAS VILLAGE,"925 WEST JOHN CARPENTER FREEWAY, Irving, TX 75039",Dallas,2/1/2025,5/1/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"5,843 ft 2",WHTIESTONE LAS COLINAS VILLAGE LLC,"2600 SOUTH GESSNER RD #STE. 500, HOUSTON, Texas 77063",(713) 827-9595,XIAOHE LIN & HAN TRAN,NGUYEN CHAU DESIGNER & CONSULTING,"1207 FOX CHASE DR, MANSFIELD, Texas 76063",(682) 583-0921,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009285
CTDI Storage Racks,TABS2025009271,CTDI Building,"2951 S Valley Pkwy, Suite #100, Lewisville, TX 75067",Dallas,2/15/2025,6/15/2025,"$65,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",demo and construction of new storage racks,"19,000 ft 2",DFW Lewisville Building 8 LLC,"13191 Crossroads Pkwy N FL 6, Industry, California 91746",(770) 926-4110,,Seizmic Inc,"11300 E Cypress St, Covina, California 91724",(909) 869-0989,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009271
Richemont Suite 600,TABS2025009257,2710 Regency Drive,"2641 Irving Blvd, Dallas, TX 75207",Dallas,1/14/2025,7/14/2025,"$542,768",Renovation/Alteration,"This project is privately funded, on private land for private use.","THE SCOPE OF THIS PROJECT IS AN INTERIOR FINISH-OUT IN AN EXISTING SINGLE FLOOR SUITE FOR THE ABOVE NAMED TENANT. SCOPE INCLUDES HVAC, ELECTRICAL, AND NEW EXTERIOR WINDOWS.","19,086 ft 2",Buckhead Regency Industrial,"5950 Berkshire Lane, Suite 900, Dallas, Texas 75225",972.280.8323,Ben Moreland,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009257
Susser HQ Relocation,TABS2025009244,Old Parkland,"4020 Maple Ave, suite 150, Dallas, TX 75219",Dallas,2/7/2025,6/30/2025,"$2,380,000",New Construction,"This project is privately funded, on private land for private use.",First generation interior build out,"10,744 ft 2",Cown Holding Development,"381 Maple Ave, Dallas, Texas 75219",(214) 922-8484,Scott Ramsey,Corgan,"9 greenway plaza, suite 3000, Houston,, Texas 77046",(832) 652-3640,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009244
Rawson Law,TABS2025009242,1900 Pearl,"1900 N Pearl St. #1900, Dallas, TX 75201",Dallas,3/1/2025,5/31/2025,"$160,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant finish out. ,845 ft 2,STRS Ohio TX Real Estate Investment Inc.,"275 E Broad St. #275, Columbus, Ohio 43215",(888) 227-7877,Stephanie Roark,"BHA Studio, Inc","3141 Hood St. #420, Dallas, Texas 75219",214-521-8500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009242
FPC 3rd Floor Fire Sprinkler Improvements,TABS2025009241,First Presbyterian Church of Dallas,"1835 Young Street, Dallas, TX 75201",Dallas,2/1/2025,3/31/2025,"$80,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Upgrade existing partitions to form fire separation wall for new sprinklered area.  Add horizontal sliding fire door at existing corridor. ,"1,500 ft 2",First Presbyterian Church of Dallas,"1835 Young Street, Dallas, Texas 75201",(214) 560-2502,,"Oglesby Greene, Inc.","1801 N. Pearl Street, Box 418, Dallas, Texas 75201",214-954-0430,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009241
Craftway Kitchen,TABS2025009236,Gateway Plaza,"2820 East Southlake Blvd, Southlake, TX 76092",Dallas,1/20/2025,3/3/2025,"$93,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",renovation of tenant space,"3,867 ft 2",Kite Realty Group,"110 N. Wacker Dr. Suite 4575, Chicago, Illinois 60606",(817) 585-2080,Troy Cooper,Optimal Space Designs LLC,"PO BOX 250893, Plano, Texas 75025",(972) 697-1536,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009236
Peridot Phase II,TABS2025009234,Santander Tower,"1601 Elm Street, Dallas, TX 75201",Dallas,3/3/2025,5/29/2026,"$12,800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Conversion of 5 office floors to 5 residential, dwelling unit only floors.  Project will have 105 dwelling units total with no amenity spaces.","132,000 ft 2",Pacific Elm Properties,"1601 Elm Street Suite 3110, Dallas, Texas 75201",(214) 302-0060,,"WDG Architecture Dallas, PLLC","2100 Bryan Tower Suite 3100, Dallas, Texas 75201",(214) 939-7935,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009234
Fortis Wealth Advisors,TABS2025009228,The Douglas,"8235 Douglas Avenue Suite 1150, Dallas, TX 75225",Dallas,2/10/2025,4/14/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing office space in high rise  building.,"2,219 ft 2",Jim Barron,"5601 Granite Parkway Suite 1200, Plano, Texas 75024",(972) 731-2308,,Go Studio,"1201 Main Street. Suite 1370, Dallas, Texas 75202",(214) 420-4646,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009228
Suite 200 White Box,TABS2025009205,The Douglas,"8235 Douglas Avenue Suite 200, Dallas, TX 75225",Dallas,3/1/2025,5/1/2025,"$83,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing office space in high rise  building.,"3,366 ft 2",Jim Barron,"5601 Granite Parkway Suite 1200, Plano, Texas 75024",(214) 679-3119,,Go Studio,"1201 Main Street. Suite 1370, Dallas, Texas 75202",(214) 420-4646,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009205
