project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Walmart Supercenter #5359,TABS2025007097,Walmart Supercenter,"721 Boyd Road, Azle, TX 76020",Tarrant,8/1/2024,10/15/2024,"$123,999",Renovation/Alteration,"This project is privately funded, on private land for private use.",Mill and overlay of existing parking lot of Walmart Supercenter. No impervious surfaces are proposed in this scope of work.,"448,926 ft 2",Walmart Inc.,"702 SW 8th St, Bentonville, Arkansas 72716",(580) 554-2624,CEI Engineering Associates Inc.,"2600 NE 11th St, Bentonville, Arkansas 72712",(479) 254-1458,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007097,
EOL Building Refresh 2024 - DFW7,TABS2025007088,Amazon Warehouse,"700 Westport Parkway, Fort Worth, TX 76177",Tarrant,2/1/2025,8/31/2025,"$717,528",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation of existing spaces with new finishes and equipment. Renovated area is approximately 31,028 SF.","31,028 ft 2",Amazon,"700 Westport Parkway, Fort Worth, Texas 76177",210-426-4541,AECOM,"19219 Katy Freeway, Houston, Texas 77094",(281) 685-5465,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007088,
Lonestar Compounding Pharmacy (Vi Wellness),TABS2025007084,North Tarrant Medical Offices - Phase 4,"8752 Medical City Way, Fort Worth, TX 76177",Tarrant,12/15/2024,3/15/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out for an individual suite tenant space which is part of an existing building shell with other tenant spaces. The space will be used for pharmacy with sterile space for compounding and a small point of sale retail space. 3933SF,"3,933 ft 2",Kim and Nair Investments LLC,"251 E Southlake Blvd. STE 100, Southlake, Texas 76092",(817) 337-3433,Ideascope LLC,"6292 Larkspur Ln., Frisco, Texas 75036",(972) 795-2008,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007084,Ashok Pothula
Chick-fil-A #3608 Hwy 26 at Precinct Line,TABS2025007020,Chick-fil-A,"767 Grapevine Hwy, Hurst, TX 76054",Tarrant,4/11/2025,4/14/2025,"$215,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Chick-fil-A is proposing to replace the existing drive-thru window with a new bi-parting drive-thru (Tormax) door. In addition, the existing air curtain will be replaced, a new mini-split system will be installed, and a new condensing unit will be ad",20 ft 2,Chick-fil-A Inc.,"5200 Buffington Road Suite 4000, Atlanta, Georgia 30349",(404) 202-4642,Interplan LLC,"220 E Central Parkway Suite 4000 Suite 4000, Altamonte Springs, Florida 32701",407-645-5008,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007020,
Crunch Fitness Center,TABS2025007015,Victory at Basswood,"1653 Crestone Trail, Fort Worth, TX 76131",Tarrant,4/15/2025,12/15/2025,"$4,800,000",New Construction,"This project is privately funded, on private land for private use.","Ground up construction of a 27,818sf single story fitness club with a mezzanine. (includes exterior shell & interior build out)","27,818 ft 2",Victory at Basswood LLC,"2911 Turtle Creek Blvd, Ste 700, Dallas, Texas 75219",(972) 707-9555,Phillips Partnership,"5901 Peachtree Dunwoody Rd, Ste A450, Atlanta, Georgia 30328",(770) 394-1616,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007015,
Discount Tire#SAP 1569 TXD 56,TABS2025007006,Discount Tire,"6832 Davis Blvd., North Richland Hills, TX 78182",Tarrant,3/21/2025,6/13/2025,"$485,500",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of an existing Discount Tire Location.,"1,795 ft 2",Halle Properties LLC,"14631 N. Scottsdale Road, Scottsdale, Arizona 85254",(480) 909-6811,Interband Design Forum,"2056 Byer Road, Miamisburg, Ohio 45342",(937) 853-8247,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007006,
Restaurant & Retail Development,TABS2025007004,Restaurant & Retail Development,"9025 Tehama Ridge Parkway, Fort Worth, TX 76177",Tarrant,2/1/2025,12/30/2025,"$2,000,000",New Construction,"This project is privately funded, on private land for private use.","Shell retail & restaurant building, single story for future tenants.","14,012 ft 2",David Jiang,"1308 Real Oaks Drive, Fort Worth, Texas 76131",(917) 586-2090,Rashmi C Incorporated,"4117 Old Pleasant Ridge Road, Arlington, Texas 76046",(817) 891-7918,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007004,
Fort Worth City Credit Union Interior Renovations,TABS2025007002,Fort Worth City Credit Union,"2309 Montgomery St, Fort Worth, TX 76107",Tarrant,2/15/2025,5/1/2025,"$176,390",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation to include demolition of some existing flooring, millwork, and wall paneling.  Installation of new flooring, wall paneling, teller pods and reception desk millwork, light electrical.","3,730 ft 2",Fort Worth City Credit Union,"2309 Montgomery St, Fort Worth, Texas 76107",(817) 377-7930,"Grace Hebert Curtis Architects, LLC","200 Bailey Avenue Suite 200, Fort Worth, Texas 76107",(817) 921-5928,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007002,
Fort Worth City Credit Union Motor Bank Improvements,TABS2025007000,Fort Worth City Credit Union,"2309 Montgomery St, Fort Worth, TX 76107",Tarrant,2/15/2025,5/1/2025,"$184,674",Renovation/Alteration,"This project is privately funded, on private land for private use.",Exterior renovation to the motor bank ATM drive thru lane and islands.,"5,912 ft 2",Fort Worth City Credit Union,"2309 Montgomery St, Fort Worth, Texas 76107",(817) 377-7930,"Grace Hebert Curtis Architects, LLC","200 Bailey Avenue Suite 200, Fort Worth, Texas 76107",(817) 921-5928,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007000,
Rapido Lavanderia McCart,TABS2025006979,Rapido Lavanderia,"3453 McCart Ave, Fort Worth, TX 76110",Tarrant,1/15/2024,7/22/2025,"$120,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Renovation For a laundromat.  ,"3,250 ft 2",First Garland C Store Inc,"6336 Greenville Ave Suite C, Dallas, Texas 75206",(214) 704-9396,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006979,
