project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Taco Bell Restaurant,TABS2026003174,Taco Bell,"8636 Benbrook Blvd., Benbrook, TX 76126",Tarrant,1/1/2026,2/1/2026,"$550,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel conversion of existing Dairy Queen restaurant into a Taco Bell,"3,418 ft 2","Broderson Properties Ice Cream Shop, Benbrook, TX, LLC","101 W. Capital Drive, Milwaukee, Wisconsin 53212",(903) 714-0475,"LS Design Services, PLLC","PO Box 1925, Richmond, Kentucky 40475",859-771-5638,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003174,
Capital Title Company - Solana,TABS2026003163,Terraces At Solana - Building 8,"1600 Solana Blvd. Suite 8182, Westlake, TX 76262",Tarrant,10/21/2025,1/8/2026,"$172,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior tenant improvements to existing lease space. No floor area will be added to existing building. ,"1,373 ft 2",SOL WESTLAKE LP,"980 N Michigan Ave. Suite 1700, Chicago, Illinois 60611",(312) 424-3993,Daniels & Lovelady Architecture,"669 Airport Freeway Suite 101, Hurst, Texas 76053",(817) 510-6730,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003163,
Ragle NRH Office,TABS2026003154,Ragle NRH Office,"6320 Smithfield Rd, North Richland Hills, TX 76180",Tarrant,1/5/2026,6/4/2027,"$4,500,000",New Construction,"This project is privately funded, on private land for private use.","Construction of new 12,000 sqft office space","24,000 ft 2",RAG Rental,"790 Mt Gilead, Keller, Tennessee 76248",(817) 508-0051,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003154,
Arlington VET Center,TABS2026003124,North Lake Center,"3337 West Pioneer Parkway, Pantego, TX 76013",Tarrant,10/13/2025,2/27/2026,"$479,940",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Existing space remodel 2,543 RSF expansion space.","3,600 ft 2","DRM PARTNERS, LP","2000 East Lamar Blvd., Suite 710, Arlington, Texas 76006",(817) 808-9884,DFW Design Depot,"1111 Amber Roseway, Arlington, Texas 76005",(817) 929-8804,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003124,Joel Chaverri
TEXAS BANK,TABS2026003111,THE FORT WORTH CLUB,"300 W 7TH ST., Fort Worth, TX 76102",Tarrant,10/10/2025,2/28/2026,"$800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",NON-STRUCTURAL INTERIOR FINISH OUT IN AN EXISTING SINGLE FLOOR SUITE.,"5,953 ft 2",THE FORT WORTH CLUB,"306 W 7TH ST., FORT WORTH, Texas 76102",(817) 338-3477,idGROUP,"2641 IRVING BLVD., DALLAS, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003111,
HIATUS (SOUTHLAKE),TABS2026003084,HIATUS,"2105 W. SOUTHLAKE BLVD. SUITE 201, Southlake, TX 76092",Tarrant,11/18/2025,2/26/2026,"$862,200",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR REMODEL FOR SPA,"4,382 ft 2",SL MARKETPLACE PARTNERS LP,"4809 COLE AVE SUITE 300, DALLAS, Texas 75205",214-393-1833,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003084,
ROB L5 Office Renovation,TABS2026003039,Cook Children's Medical Center,"801 7th Avenue, Fort Worth, TX 76104",Tarrant,9/29/2025,1/21/2026,"$510,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Level 5 Office renovation with a new conference room (10,385 SF)","10,385 ft 2",Cook Childrens Medical Center,"801 7th Avenue, Fort Worth, Texas 76104",(682) 885-4021,HKS Inc,"1227 W. Magnolia Suite 200, Fort Worth, Texas 76104",(682) 382-3103,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003039,
Chapel Crossing Concierge Clinic,TABS2026003037,Southlake Premier Health,"245 W SH 114, Suite 260, Southlake, TX 76092",Tarrant,11/1/2025,4/1/2026,"$434,550",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of an existing space of approximately 2897 SF in a medical office building to accommodate a medical clinic. ,"2,897 ft 2","Chapel Owner, LP","245 West State Highway 114, Suite 300, Southlake, Texas 76092",817-756-0050,MEDesign Architecture,"443 Nottoway Court, League City, Texas 77573",(832) 654-8103,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003037,Dr. Jeffrey Peebles
Autobahn Master Campus,TABS2026003029,Autobahn Porsche,"(TBD) River Ranch Road, Fort Worth, TX 76132",Tarrant,9/11/2025,9/11/2027,"$18,998,000",New Construction,"This project is privately funded, on private land for private use.","A new 2 story automobile dealership to include service reception, service drive, parts storage and service workshop.","78,097 ft 2","Autobahn Realty Partners II, LLC.","2201 Main St., Suite 3100, Fort Worth, Texas 76102",(817) 390-8503,"Goree Architects, Inc.","5151 San Felipe St., Suite 1700, Houston, Texas 77056",(713) 660-6102,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003029,Brendan Harrington
Bank of America - RATM Park Row,TABS2026003024,N/A,"2230 W Park Row Dr, Suite PK1, Pantego, TX 76013",Tarrant,10/20/2025,6/1/2026,"$165,000",New Construction,"This project is privately funded, on private land for private use.",Adding a Remote Drive Up ATM in existing parking area of a Shopping Center.,500 ft 2,RJ Village Park Limited Partnership,"3113 S. University Dr, Suite 600, Fort Worth, Texas 76109",(817) 927-0050,Gensler,"5005 Greenville Ave, Dallas, Texas 75206",214-273-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003024,
Caliber Collision Benbrook,TABS2026003020,Caliber Collision,"485 Winscott Rd., Benbrook, TX 76126",Tarrant,12/1/2025,9/30/2026,"$18,000,000",New Construction,"This project is privately funded, on private land for private use.",New car repair facility with office space and site improvements.,"17,549 ft 2","Cross Development CC Benbrook, LLC","4317 Marsh Ridge Rd., Carrollton, Texas 75010",(214) 614-8252,NCA Partners-Architecture,"5646 Milton St. Suite 610, Dallas, Texas 75206",(214) 361-9901,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003020,
