project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
CAPITAL WAY INTERIOR FINISH OUT,TABS2026001984,BLDG 8 - GOLDEN TRIANGLE PROFESSIONAL PARK,"3128 CAPITAL WAY, Fort Worth, TX 76177",Tarrant,10/10/2025,5/15/2026,"$700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"3,500 ft 2",CAPITAL WAY LLC,"4721 SUMMERHILL CT, FLOWER MOUND, Texas 75022",(214) 998-0060,WAAL ARCHITECTURE,"14902 PRESTON RD #STE. 404, DALLAS, Texas 75254",(817) 691-6621,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001984,
Cook Children's West Garage,TABS2026001982,Cook Children's Medical Center,"1501 West Terrell Avenue, Fort Worth, TX 76104",Tarrant,4/1/2026,3/31/2029,"$42,969,000",New Construction,"This project is privately funded, on private land for private use.","This is a 300,900 SF parking garage for the future west tower. This includes parking for 504 vehicles, along with a data center and dock in the basement.  ","300,900 ft 2",Cook Children's Medical Center,"801 7th Avenue, Fort Worth, Texas 76104",(682)885-4021,HKS Inc,"1227 W. Magnolia Suite 200, Fort Worth, Texas 76104",(214)578-2363,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001982,
Valvoline Instant Oil Change,TABS2026001944,Valvoline Instant Oil Change,"1109 E. Lamar Blvd, Arlington, TX 76011",Tarrant,10/13/2025,12/10/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior / Exterior remodel of an existing oil change facility into a Valvoline instant oil change facility. Minor site improvements, 3,999 sf upper and lower level","3,999 ft 2","Brothers Lube, Inc.","753 Mission Ct, Allen, Texas 75013",(469) 767-6777,"CESO, Inc.","175 Montrose West Ave Ste. 400, Akron, Ohio 44321",(330) 807-4766,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001944,Christy Morvant - Valvoline Instant Oil Change
Nail and Audio Shops,TABS2026001943,Nail Plus,"4900 East Belknap St., Haltom City, TX 76117",Tarrant,11/1/2025,5/1/2026,"$1,250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Changing old bank into new shops. ,"22,577 ft 2","TeeCeePee Investments, LLC","1235 E Belt Line Rd., Richardson, Texas 75081",(972)804-3975,"DFD Architects, Inc.","305 West Willis Street Suite 101, Leander, Texas 78641",(512) 259-4175,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001943,
VSCP - GAP TENANT FINISH OUT,TABS2026001931,VARISPACE - COPPELL,"450 FREEPORT PARKWAY, Coppell, TX 76092",Tarrant,10/15/2025,12/1/2025,"$293,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT FINISH OUT IN MULTI-TENANT BUILDING ,"11,692 ft 2","VARISPACE COPPELL, LLC","1221 S BELTLINE RD, COPPELL, Texas 75019",(469) 391-0976,OLER SENITZ,"2175 E Stone Road, WYLIE, Texas 75098",(214) 498-4161,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001931,SHEENA CALTON
Mark Spain Real Estate,TABS2026001923,Cedar Ridge Park Office II,"950 E State Highway 114 Suite 140, Southlake, TX 76092",Tarrant,10/1/2025,12/30/2025,"$129,040",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Renovation,"3,205 ft 2","Varklan, LLC","25 Dakota Street, Passaic, New Jersey 07055",(972) 663-9696,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001923,
Backup Power and Electrical Improvements at 4 Pump Station (Como Pump Station),TABS2026001914,Generator Pad - Eastside Pump Station,"2509 Avenue B, Fort Worth, TX 76105",Tarrant,9/26/2025,7/26/2026,"$300,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Installation of Generator Pad  for Back-up Generator Set,"1,000 ft 2",City of Fort Worth (Water Department),"100 Fort Worth Trail, Fort Worth, Texas 76102",(817) 392-8430,"Freese & Nichols, Inc.","801 Cherry Street Suite 2800, Fort Worth, Texas 76102",817-735-7562,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001914,
RMP3 DFW - Gate A18 Restroom Renovations,TABS2026001912,Terminal A - DFW Airport,"2024 S. International Parkway, Dfw Airport, TX 75261",Tarrant,12/15/2025,4/30/2026,"$4,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Terminal A public restroom renovations and upgrades - 3,000 SF","3,000 ft 2",DFW Airport,"1500 MARILLA ST, Dallas, Texas 75201",(702) 525-2417,"Cannon Design, Inc.","3535 Travis Street, Suite 269, Dallas, Texas 75204",(713) 821-9223,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001912,
Chick-fil-A #02669 Montgomery Plaza,TABS2026001897,Chick-fil-A,"549 Carroll St, Fort Worth, TX 76107",Tarrant,5/13/2026,11/13/2026,"$2,200,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Remodel of Existing Chick-fil-A,"4,892 ft 2",Chick-fil-A,"5200 Buffington Road, Atlanta, Georgia 30349",(336) 675-7533,"Mayse & Associates, Inc.","14881 Quorum Drive Suite 800, Dallas, Texas 75254",(972) 386-0338,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001897,
CLAREMONT RETAIL BUILDING,TABS2026001888,-,"3075 CLAREMONT DR, Grand Prairie, TX 75052",Tarrant,11/30/2025,8/30/2026,"$2,800,000",New Construction,"This project is privately funded, on private land for private use.",FRAME OUT AND SHELL ,"150,000 ft 2",TESLA INVESTMENTS LLC,"1119 W RANDOL MILL RD #STE. 107, ARLINGTON, Texas 76012",(817) 860-2700,JAKAN ENGINEERING PLLC,"3721 Angeles Ave, MCKINNEY, Texas 75070",(682) 561-9449,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001888,
