project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Iron Horse Crossing,TABS2026008924,Iron Horse Crossing Building 2,"920 Cook Lane, Saginaw, TX 76131",Tarrant,2/2/2026,2/1/2027,"$3,200,000",New Construction,"This project is privately funded, on private land for private use.",New Shell Construction,"83,294 ft 2","Velocis Cook Lane JV, LP","3811 Turtle Creek Blvd. Suite 1500, Dallas, Texas 75219",(214) 702-0220,Alliance Architects,"1600 N. Collins Blvd. #1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008924,
Iron Horse Crossing,TABS2026008923,Iron Horse Crossing Building 1,"890 Cook Lane, Saginaw, TX 76131",Tarrant,2/5/2026,1/4/2027,"$4,000,000",New Construction,"This project is privately funded, on private land for private use.",New Shell Construction,"61,330 ft 2","Velocis Cook Lane JV, LP","3811 Turtle Creek Blvd. Suite 1500, Dallas, Texas 75219",(214) 702-0220,Alliance Architects,"1600 N. Collins Blvd. #1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008923,
Rock N' Roll Sushi,TABS2026008921,Shops at Mansfield Towne Square,"2301 E Broad Street, Building 100 STE 201,, Mansfield, TX 76063",Tarrant,1/12/2026,3/31/2026,"$424,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior tenant finish-out for restaurant use, including MEP and lighting upgrades. No exterior work.","2,120 ft 2",J&J Giannoni LLC,"163 Town Place #309, Fairview, Texas 75069",(903) 213 - 5927,Unite Architecture & Beyond,"7217 W. Farm Road 182, Republic, Missouri 65738",417-633-9960,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008921,Anthony Krall
Reserve North,TABS2026008910,Lot 1 Retail Building,"2401 E Broad Street, Mansfield, TX 76063",Tarrant,4/1/2026,12/1/2026,"$1,550,000",New Construction,"This project is privately funded, on private land for private use.","New retail shell building of approximately 7,114 sq. ft. and necessary site and utility work. ","7,114 ft 2","Reserve North Retail, LP","2525 McKinnon Street, Suite 700, Dallas, Texas 75201",(214) 572-8444,Hodges Architecture,"13642 Omega, Dallas, Texas 75244",(972) 387-1000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008910,
Beach Club Car Wash - Lake Worth,TABS2026008908,Beach Club Car Wash,"5915 Lake Worth Boulevard, Fort Worth, TX 76114",Tarrant,2/9/2026,6/15/2026,"$1,300,000",New Construction,"This project is privately funded, on private land for private use.","A new Beach Club Car Wash in Lake Worth, TX.  The project includes a typical wash tunnel, vacuum bays, and a drive-thru. ","1,980 ft 2","Beach Club Realco 5, LLC","251 Little Falls Drive, Wilmington, Delaware 19808",(469) 586-9141,Ramon Design Group,"3104 East Camelback Road, Phoenix, Arizona 85016",(724) 462-9614,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008908,
"Best Buy #57 Arlington, TX - Reflow",TABS2026008902,Best Buy,"1730 Pleasant Pl, Arlington, TX 76015",Tarrant,6/1/2026,7/3/2026,"$513,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior Alteration scope including reflow of existing sales floor fixtures, new display fixtures, new flooring, and electrical/LV as required to support new fixtures. Scope is limited to existing sales floor only. No change of use or occupancy type.","17,931 ft 2",Best Buy Stores LP,"7601 Penn Ave S., Richfield, Minnesota 55423",(757) 419-9250,MJM Architects,"2948 Sidco Dr, Nashville, Tennessee 37204",(615) 244-8170,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008902,
Ciquio Vasquez Park,TABS2026008889,Ciquio Vasquez Park,"000 Echo Lake Drive, Fort Worth, TX 76110",Tarrant,7/1/2025,7/1/2026,"$4,600,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Approx 44 acre public park incl. 20 acre lake, construction of trail, ballfields, playground and pavilion.  Public art installation is by others.","1,916,640 ft 2",City of Fort Worth,"100 Fort Worth Trail, Fort Worth, Texas 76102",(682) 225-6819,MESA Design Group,"2001 N. Lamar Street, Suite 100, Dallas, Texas 75202",214.871.0568,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008889,
Cutter & Buck,TABS2026008846,3050 Red Hawk Dr.,"3050 Red Hawk Dr., Grand Prairie, TX 75052",Tarrant,1/20/2026,10/20/2026,"$3,500,000",New Construction,"This project is privately funded, on private land for private use.",Office space and production space,"213,717 ft 2","RLP III Red hawk Owner, LLC","3030 LBJ Freeway Suite 1390, Dallas, Texas 75234",(214) 507-3774,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008846,
Nekter B-2-033C-A01,TABS2026008832,DFW Airport Terminal B,"2141 S. International Pkwy., Dfw Airport, TX 75621",Tarrant,2/3/2026,5/30/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","interior remodel of an existing coffee and business space.  New partitions, equipment, and finishes.",389 ft 2,DFW Airport,"2400 Aviation Drive, DFW Airport, Texas 75261",(972) 655 4667,Harrison USA LLC,"14850 Quorum Dr Ste 450, Dallas, Texas 75254",(972) 807-9257,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008832,HMS Host By Avolta - Demetria Peterson
La La Land - SPACE # B-2-111C-A01,TABS2026008831,DFW Airport - Terminal B,"2141 S. INTERNATIONAL PWKY, DFW AIRPORT, TX 75261 SPACE # B-2-111C-A01, Dfw Airport, TX 75261",Tarrant,1/7/2026,3/31/2026,"$550,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","interior remodel of an existing coffee tenant space to a new brand coffee tenant space; new finishes throughout, new equipment, partition wall modifications.",566 ft 2,DFW Airport,"2400 Aviation Drive, DFW Airport, Texas 75261",(972) 655 4667,Harrison USA LLC,"14850 Quorum Dr Ste 450, Dallas, Texas 75254",(972) 807-9257,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008831,HMS Host By Avolta - Demetria Peterson
Mansfield ISD | Legacy High School - Tennis Court Resurfacing,TABS2026008820,Mansfield ISD | Legacy High School - Tennis Court Resurfacing,"1263 North Main Street, Mansfield, TX 76063",Tarrant,1/1/2026,12/31/2026,"$130,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Mansfield ISD | Legacy High School - Tennis Court Resurfacing,1 ft 2,Mansfield ISD,"203 Hillcrest Street Ste. 111, Mansfield, Texas 76063",(817) 299-4102,Huckabee,"801 Cherry Street Ste. 500, Fort Worth, Texas 76102",(800) 687-1229,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008820,
Mansfield ISD | Lake Ridge High School - Tennis Court Resurfacing,TABS2026008819,Mansfield ISD | Lake Ridge High School - Tennis Court Resurfacing,"101 N. Day Miar Road, Mansfield, TX 76063",Tarrant,1/1/2026,12/31/2026,"$130,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Mansfield ISD | Lake Ridge High School - Tennis Court Resurfacing,1 ft 2,Mansfield ISD,"203 Hillcrest Street Ste. 111, Mansfield, Texas 76063",(817) 299-4102,Huckabee,"801 Cherry Street Ste. 500, Fort Worth, Texas 76102",(800) 687-1229,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008819,
Mansfield ISD | Timberview High School - Tennis Court Resurfacing,TABS2026008818,Mansfield ISD | Timberview High School - Tennis Court Resurfacing,"7700 S. Watson Road, Arlington, TX 76002",Tarrant,1/1/2026,12/31/2026,"$130,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Mansfield ISD | Timberview High School - Tennis Court Resurfacing,1 ft 2,Mansfield ISD,"203 Hillcrest Street Ste. 111, Mansfield, Texas 76063",(817) 299-4102,Huckabee,"801 Cherry Street Ste. 500, Fort Worth, Texas 76102",(800) 687-1229,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008818,
Mansfield ISD | Summit High School - Tennis Court Resurfacing,TABS2026008817,Mansfield ISD | Summit High School - Tennis Court Resurfacing,"1071 Turner Warnell Road, Arlington, TX 76001",Tarrant,1/1/2026,12/31/2026,"$130,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Mansfield ISD | Summit High School - Tennis Court Resurfacing,1 ft 2,Mansfield ISD,"203 Hillcrest Street Ste. 111, Mansfield, Texas 76063",(817) 299-4102,Huckabee,"801 Cherry Street Ste. 500, Fort Worth, Texas 76102",(800) 687-1229,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008817,
REFURBISHMENT FOR LOANE OAK TRUST COMPANY,TABS2026008813,BANK OF AMERICA TOWER,"301 COMMERCE STREET SUITE 1900, Fort Worth, TX 76102",Tarrant,1/12/2026,3/6/2026,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL OF EXISTING LEASE SPACE,"11,393 ft 2","CITY CENTER MANAGEMENT CO., LP","201 MAIN STREET SUITE 3000, FORT WORTH, Texas 76102",(817) 255-5700,HALBACH DIETZ ARCHITECTS,"6913 CAMP BOWIE BLVD SUITE 149, FORT WORTH, Texas 76116",(817) 737-0725,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008813,
Mansfield ISD | Mansfield High School - Tennis Court Resurfacing,TABS2026008807,Mansfield ISD | Mansfield High School - Tennis Court Resurfacing,"3001 E. Broad Street, Mansfield, TX 76063",Tarrant,1/1/2026,12/31/2026,"$130,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Mansfield ISD | Mansfield High School - Tennis Court Resurfacing,1 ft 2,Mansfield ISD,"203 Hillcrest Street Ste. 111, Mansfield, Texas 76063",(817) 299-4102,Huckabee,"801 Cherry Street Ste. 500, Fort Worth, Texas 76102",(800) 687-1229,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008807,
Day Neuro Clinic,TABS2026008800,Grapevine POB,"1600 West College St. Suite 540, Grapevine, TX 76051",Tarrant,1/19/2026,4/6/2026,"$686,900",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 6,869 sq. ft. tenant renovation in Grapevine POB within Grapevine, Texas. ","6,869 ft 2",HRT Properties of Texas LTD,"3310 W End Ave Suite 700, Nashville, Tennessee 37203",(469) 617-0657,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008800,
Edwards Cafe,TABS2026008798,N/A,"3008 W. Euless Blvd, Euless, TX 76040",Tarrant,12/1/2025,2/20/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","1926 sqft remodel-MEP Flooring, Paint, Parking w/ New (2) ADA RR's","1,926 ft 2",Albert Edward,"2311 Tablerock Ct., Arlington, Texas 76006",(817) 987-7212,Mano Guerrero,"1900 Country Club #120, Mansfield, Texas 76063",214-815-4833,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008798,
Mansfield ISD | Donna Shepard Intermediate School Renovations,TABS2026008797,Mansfield ISD | Donna Shepard Intermediate School Renovations,"1280 FM 1187, Mansfield, TX 76063",Tarrant,8/1/2026,12/31/2027,"$3,069,392",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Mansfield ISD | Donna Shepard Intermediate School Renovations,"118,442 ft 2",Mansfield ISD,"203 Hillcrest Street Ste. 111, Mansfield, Texas 76063",(817) 299-4102,Huckabee,"801 Cherry Street Ste. 500, Fort Worth, Texas 76102",(800) 687-1229,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008797,
