project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Birchman Office Interior Finish-Out,TABS2025007685,Birchman Office Development,"5401 Birchman Avenue, Fort Worth, TX 76107",Tarrant,1/15/2025,6/15/2025,"$1,250,000",New Construction,"This project is privately funded, on private land for private use.","Approximately 19,810 sf interior-finish out on the Second & Third floor of an existing 3-story core and shell office building, Type II-B Construction, Business occupancy, fully sprinklered, ","19,810 ft 2","Muse Capital, LLC","3808 Kemp Blvd. STE B#155, Wichita Falls, Texas 76308",940-228-3131,"Joseph A. Ross, Architect Inc.","900 8th Street, STE 915, Wichita Falls, Texas 76301",940 781 0479,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007685,
Project David Hale,TABS2025007682,Alliance Center East Bldg 3,"2701 Spirit Drive, Fort Worth, TX 76177",Tarrant,12/16/2024,6/16/2025,"$6,000,000",New Construction,"This project is privately funded, on private land for private use.",New office and production studio space in existing industrial building,"45,114 ft 2","Alliance Center East No.3, Ltd.","9800 Hillwood Parkway, Suite 300, Fort Worth, Texas 76177",(817) 224-6368,"RGA Architects, Inc.","301 S. Oak Street, #100, Roanoke, Texas 76262",(817) 430-3382,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007682,
"Caribou Coffee - Watauga, TX Renovation",TABS2025007656,Caribou Coffee,"5955 Rufe Snow Drive, Watauga, TX 76148",Tarrant,2/12/2025,4/4/2025,"$115,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Replacement of equipment for a former coffee shop for new brand. Work will include the addition of a patio space and walk-up window on the north side of the building.,664 ft 2,The Westover Group,"556 8th Avenue, Fort Worth, Texas 76104",(817) 335-7245,"Reprise Design, Inc.","12400 Portland Ave S, Suite 100, Burnsville, Minnesota 55337",(952) 562-3728,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007656,Jennifer NIssen
Cristo Rey Fort Worth Prep School,TABS2025007645,Cristo Rey Fort Worth,"2633 Altamesa Blvd, Fort Worth, TX 76133",Tarrant,6/21/2025,9/14/2025,"$3,500,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","+20,000 S.F. existing school building remodel and + 1000 S.F. building addition","21,000 ft 2",Larry Brown,"2633 Altamesa Blvd, Fort Worth, Texas 76133",(817) 341-1235,"RPGA Design Group, Inc","1530 Rio Grande Ave, Fort Worth, Texas 76102",(817) 332-9477,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007645,
AZZ Inc.,TABS2025007624,Museum Place Holdings,"3100 W 7th St. #500, Fort Worth, TX 76107",Tarrant,1/27/2025,4/15/2025,"$133,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvement work.,600 ft 2,Museum Place Holdings LLC,"2918 Wingate, Ft. Worth, Texas 76107",(817) 546-0900,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007624,
DFW - Terminal E In-fill,TABS2025007600,DFW Airport - Terminal E,"2610 International Pkwy, Dfw Airport, TX 75261",Tarrant,3/1/2025,5/30/2027,"$160,000,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","In-fill three levels; Basement, Ramp, and Concourse of Terminal E DFW Airport. Overall area for a new construction and renovation is around 95,000 sf.","95,000 ft 2",DFW Airport,"2610 International Pkwy, DFW Airport, Texas 75261",(214) 701-2107,Corgan,"401 N Houston St, Dallas, Texas 75202",(214) 757-1674,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007600,
CPN 103309 - Tarrant Parkway and Beach Street Intersection Improvements,TABS2025007594,Tarrant Parkway and Beach Street Intersection,"Tarrant Parkway and Beach Street Intersection, Fort Worth, TX 76244",Tarrant,8/1/2025,12/1/2026,"$200,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Paving and traffic signal improvements at the intersection of Tarrant Parkway and Beach Street. Installation of sidewalk, curb ramp, crosswalk markings, and pedestrian push buttons. ","8,000 ft 2",City of Fort Worth,"200 Texas St,, Fort Worth, Texas 76102",682-329-3215,Freese and Nichols,"801 Cherry St, Suite 2800,, Fort Worth, Texas 76102",817-735-7517,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007594,
"Basswood 4, Spec Office 411",TABS2025007592,Basswood 4,"7301 N Freeway, Fort Worth, TX 76137",Tarrant,1/15/2025,4/12/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior spec office,"3,783 ft 2",East Group Properties,"6565 N MacArthur Blvd, Suite 255, Irving, Texas 75039",(972) 386-8700,Method Architecture,"3227 McKinney Ave, Suite 201, Dallas, Texas 75204",(210) 744-5976,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007592,
General Motors H Dock Additioin,TABS2025007572,General Motors Arlington Facility,"2525 E Abram, Arlington, TX 76010",Tarrant,1/6/2025,5/31/2025,"$2,050,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","Demo of existing wall panels, demo of exterior paving, new structural steel, new dock equipment, new concrete","2,000 ft 2",General Motors,"2525 E Abram, Arlington, Texas 76010",(573) 466-8124,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007572,
WareSpace FWS Expansion,TABS2025007561,WareSpace,"3131 W Bolt St, Fort Worth, TX 76110",Tarrant,1/20/2025,4/30/2025,"$640,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",PROJECT CONSISTS OF SUBDIVIDING AN EXISTING WAREHOUSE SPACE INTO INDIVIDUAL TENANT UNITS AS AN INDOOR WAREHOUSING AND BUSINESS STORAGE FACILITY USING A PREFABRICATED PARTITION SYSTEM.,"71,041 ft 2",3131 W BOLT LLC,"10632 Little Patuxent Parkway Suite 306, Columbia, Maryland 21044",(314) 517-0451,Shremshock Architects,"7775 Walton Parkway Suite 250, New Albany, Ohio 43054",614.545.4550,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007561,
