project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Colonial Country Club,TABS2026001337,Main Clubhouse,"3735 Country Club Cir, Fort Worth, TX 76109",Tarrant,11/1/2025,11/1/2026,"$12,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Remodel of lower level and main level(kitchen, locker room, cafe, office, fitness center).  Replace exterior windows, doors, and limited exterior repair.","56,243 ft 2",Colonial Country Club,"3735 Country Club Cir, Fort Worth, Texas 76109",(817) 927-4248,ARCHITEXAS,"1907 Marilla St. Second Floor, Dallas, Texas 75201",(214) 789-6216,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001337,
Brake Masters McAlister,TABS2026001289,Brake Masters,"12817 South Frwy, Fort Worth, TX 76028",Tarrant,11/16/2025,5/16/2026,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.","New construction, 5,400 sf automotive repair facility","5,400 ft 2","Heights Properties, LLP","6179 E. Broadway Blvd., Tucson, Arizona 85711",(520) 512-0000,Bramic Design Group,"10820 E. Calle Linda Vista, Tucson, Arizona 85748",(520) 401-9183,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001289,
Raising Cane's,TABS2026001236,DFW International Airport,"2141 S international Parkway, Dfw Airport, TX 75261",Tarrant,11/1/2025,4/23/2026,"$800,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","3,030 square foot interior tenant build out in DFW of a Raising Cane's restaurant. Work includes new partitions, finishes, millwork, plumbing, mechanical, and electrical.","3,030 ft 2",Dallas/Fort Worth International Airport,"2400 Aviation Dr, DFW airport, Texas 75261",(972) 655-4667,Silhouette Design Architecture Inc,"566 W Adams Suite 650, Chicago, Illinois 60661",(312) 258-0025,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001236,Cramer james
Commercial Accessory Building - Kennedale,TABS2026001217,Old School Primitive Baptist Church Pavilion,"1075 N Little School Rd, Kennedale, TX 76060",Tarrant,11/25/2025,11/30/2025,"$55,000",New Construction,"This project is privately funded, on private land for private use.",Build 40ftx60ft Pavilion with concrete foundation and open sides (2400 sqft),"2,400 ft 2",Old School Primitive Baptist Church,"1075 N Little School Road, Arlington, Texas 76017",(817) 821-6562,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001217,
Air Essentials,TABS2026001215,DFW Airport,"2040 S. International Parkway Terminal C-2-097P-A01, Dfw Airport, TX 75626",Tarrant,12/29/2025,4/15/2026,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior tenant remodel, new walls, finishes, flooring, fixtures, ceiling, lighting and storefront signage.","1,081 ft 2",City of Fort Worth,"1000 Throckmorton Street, Fort Worth, Texas 76102",(972) 655-4667,LGA Partners,"444 Liberty Ave., Suite 1500, Pittsburgh, Pennsylvania 15222",(412) 243-3430,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001215,Brian Kayal
The Hoagie Stop,TABS2026001209,Shops at Basswood,"2719 Basswood Blvd Ste.121, Fort Worth, TX 76131",Tarrant,10/1/2025,11/15/2025,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Building out a take-out kitchen, 1100 SF.","1,100 ft 2",KUALOA RANCH INC,"3773 Richmond Ave Ste. 800, Houston, Texas 77046",(713) 623-6944,"Medina Designs & Consultant, Inc","4101 West Green Oaks Ste. 305-189, Arlington, Texas 76016",(817) 902-3428,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001209,Byron Cogdell
Taco Bell Remodel,TABS2026001199,Taco Bell,"1117 N. Saginaw Blvd., Saginaw, TX 76179",Tarrant,1/1/2026,2/28/2026,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Remodel of existing Taco Bell Restaurant to include kitchen, restrooms, and dining room finishes","3,111 ft 2","KDR Development, Inc.","101 E. Cherokee, Jacksonville, Texas 7576",(903) 714-0475,"ARCVISION, INC.","1950 Craig Road Suite 300, St Louis, Missouri 63146",314-415-2400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001199,
Fort Worth Apartments,TABS2026001191,Fort Worth Apartments,"3320 Hemphill Street, Fort Worth, TX 76110",Tarrant,1/1/2026,1/1/2028,"$33,466,000",New Construction,"This project is privately funded, on private land for private use.","New construction of 348 multifamily units. 350,436 ft2 (net).","350,436 ft 2","Fort Worth Residences, LLC","15 Richard Arrington Jr Boulevard N Suite 300, Birmingham, Alabama 35209",(205) 202-9262,"Fifth Dimension Architecture & Interiors, LLC","3820 3rd Avenue South, Birmingham, Alabama 35222",(404) 797-1767,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001191,
Professional Office Shell Building C,TABS2026001188,"Tak Enterprises, Inc.","8052 Precinct Line Road, Colleyville, TX 76034",Tarrant,11/3/2025,5/29/2026,"$350,000",New Construction,"This project is privately funded, on private land for private use.",5075 SF shell building and site work ,"5,075 ft 2","Tak Enterprises, Inc.","8821 Davis Blvd. Suite 220, Keller, Texas 76248",(817) 723-7860,Legacy ADPR,"1245 Southridge Ct. Suite 102, Hurst, Texas 76053",(817) 864-8702,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001188,
Texas Trust Credit Union,TABS2026001184,Skymark Tower,"1521 N Cooper St. Suite 400, Arlington, TX 76033",Tarrant,6/16/2025,9/19/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","New lighting, finishes, adding a mop sink and water fountains.","14,610 ft 2",Texas Trust Credit Union,"5850 W I-20, arlington, Texas 76017",(972) 595-1288,interior design group,"2307 Oak Forest Ct, Arlington, Texas 76012",(817) 469-1171,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001184,
