project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Cook - Calmont - 1st Floor RenovationAve.,TABS2025009857,Cook - Calmont Ave.,"7000 Calmont Ave., Fort Worth, TX 76116",Tarrant,2/24/2025,5/30/2025,"$1,800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior tenant renovation in an existing office building of the west wing on the first floor to include classrooms and low hazard storage and support spaces.,"30,000 ft 2",Cook Children's Health Care System,"801 7th Ave., Fort Worth, Texas 76104",(817) 404-8272,Devenney Group Architects,"3400 Carlisle St. Suite 440, Dallas, Texas 75204",(602) 343-4077,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009857,
Parc North Bldg. 3 Spec Office Interior Renovation,TABS2025009846,Parc North Bldg. 3,"2751 Northern Cross Blvd. Suite 323, Fort Worth, TX 76137",Tarrant,1/1/2025,3/1/2025,"$320,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of an existing office/warehouse building space,"26,076 ft 2",East Group Properties,"400 W Parkway Place Suite 100, Ridgeland, Mississippi 39157",(972) 386-8700,"Gary Levy Architect, LLC","PO Box 192334, Dallas, Texas 75219",214-766-2686,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009846,
AV Cato Elementary Safe Routes to School,TABS2025009797,N/A,"4501 Barbara Rd., Fort Worth, TX 76114",Tarrant,12/19/2025,12/31/2026,"$1,830,830",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","39,200sf of concrete sidewalk, 1240 LF of concrete curb and gutter, curb ramp, and reconstructed residential driveways.","39,200 ft 2",City of Fort Worth,"200 Texas Street, Fort Worth, Texas 76102",(817) 392-7254,"Dunaway Associates, LLC","550 Bailey Avenue, Suite 400, Fort Worth, Texas 76107",(817) 335-1121,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009797,
"Caribou Coffee - Fort Worth, TX (Basswood Blvd)",TABS2025009771,Caribou Coffee,"SE corner of Basswood Blvd and Old Santa Fe Trail, Fort Worth, TX 76131",Tarrant,9/8/2025,11/6/2025,"$900,000",New Construction,"This project is privately funded, on private land for private use.",New construction on vacant land of a 605 SF coffee shop for drive-thru service. Work will include development of a new site and building.,605 ft 2,TWOR LP,"556 8th Avenue, Fort Worth, Texas 76104",817-335-7245,"Reprise Design, Inc.","12400 Portland Ave S Suite 100, Burnsville, Minnesota 55337",952-562-3728,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009771,Jennifer Nissen
Keller Family Healthcare Expansion,TABS2025009725,Alliance MOB2,"10900 Founders Way Suite 103, Fort Worth, TX 76244",Tarrant,2/3/2025,4/25/2025,"$280,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of an out-patient medical clinic,"4,447 ft 2","HSRE Fort Worth MOB, LP","10900 Founders Way, Fort Worth, Texas 76244",(615) 812-1437,ANPH Architects,"5499 Glen Lakes Dr Suite 110, Dallas, Texas 75231",(214) 369-9066,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009725,
JPS HEALTH MAIN CAMPUS ENTRY VESTIBULE RENOVATION,TABS2025009715,JPS HEALTH MAIN CAMPUS,"1575 S. MAIN, Fort Worth, TX 76104",Tarrant,4/1/2025,8/1/2025,"$240,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Removal of an existing revolving door and storefront and replacing it with a pedestrian vestibule / new storefront and associated finishes,800 ft 2,JPS HEALTH NETWORK,"1500 S. MAIN, FORT WORTH, Texas 76104",(817) 702-4935,SBL ARCHITECTURE,"1000 BALLPARK WAY SUITE 200, FORTH WORTH, Texas 76011",(817) 792-2100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009715,
Hollywood Feed,TABS2025009690,Bonds Ranch,"213 E. Bonds Ranch Rd., Fort Worth, TX 76131",Tarrant,3/31/2025,6/21/2025,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of an existing space for a retail pet supplies business.,"4,500 ft 2",NEC 287 / BONDS RANCH LTD.,"3102 Maple Ave., Suite 500, Dallas, Texas 75201",(214) 720-3625,RLS Design Group Inc.,"1909 Courtney Dr., Birmingham, Alabama 35209",205-879-5458,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009690,Whitney Maharrey
Skechers,TABS2025009686,Grapevine Mills,"3000 Grapevine Mills Parkway Suite 244C, Grapevine, TX 76051",Tarrant,2/7/2025,4/1/2025,"$550,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior tenant improvements to existing space for the purpose of retail sales. Work to include new finishes, new merchandise fixtures, new lighting, new HVC units & distribution, & new plumbing fixtures. No exterior work.   ","9,695 ft 2",Simon Property Group,"5424 Wisconsin Avenue Suite 300, Chevy Chase, Maryland 20815",(240) 281-7101,Wilkus Architects,"15 9th Avenue N, Hopkins, Minnesota 55343",(952) 941-8660,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009686,Skechers
"Long John Silver's - Fort Worth, TX",TABS2025009633,Long John Silver's,"3535 Altamesa Blvd, Fort Worth, TX 76133",Tarrant,3/15/2025,10/15/2025,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.","Demo existing Long John Silvers and build new 2,247 sq ft Long John Silvers on same site. ","2,247 ft 2",LOJON PROPERTY 71 LLC,"2 Liberty Sq Fl 9, Boston, Massachusetts 02109",423-438-0216,Franz Architects,"7608 Benbrook Parkway, Benbrook, Texas 76126",(817) 737-9922,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009633,
America's Best - Fort Worth,TABS2025009631,Eastchase Market,"1450 Eastchase Pkwy #100, Fort Worth, TX 76120",Tarrant,4/1/2025,6/1/2025,"$321,856",Renovation/Alteration,"This project is privately funded, on private land for private use.","Demolition of previous tenant's layout including non-bearing partitions, doors, ceiling grid and finishes. New partitions, doors & frames, ceiling grid, lighting, HVAC distribution, plumbing fixtures, finishes, furniture and equipment.","3,011 ft 2",1600 Eastchase Leasing LLC,"911 East County Line Rd. Suite 206, Lakewood, New Jersey 08701",(732) 415-6899,Lawrence Group,"319 N. 4th Street Suite 1000, St. Louis, Missouri 63102",(314) 231-5700,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009631,Kim Jolly/National Vision
