project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
NORTH HILLS HOSPITAL OR1,TABS2026024452,NORTH HILLS HOSPITAL,"4401 Booth Calloway Rd., Richland Hills, TX 78258",Tarrant,8/1/2026,1/1/2027,"$500,000",New Construction,"This project is privately funded, on private land for private use.",Operating Room Renovation,"1,213 ft 2",MOB 139 OF TEXAS LP,"3000 MERIDIAN BLVD, FRANKLIN, Tennessee 37067",(817) 255-1102,XACollective,"204 E Rhapsody Dr., San Antonio, Texas 78216",(512) 773-3070,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024452,
Jersey Mike's Fort Worth,TABS2026024451,N/A,"3300 Alliance Gateway Fwy Suite 120, Fort Worth, TX 76177",Tarrant,8/17/2026,9/21/2026,"$550,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant finish-out of a first generation retail strip centre into a new Jersey Mike’s Subs restaurant with new kitchen equipment, interior walls, mechanical, electrical and plumbing finishes.","1,500 ft 2",SCSD - FINNELL LTD,"14114 Dallas Pkwy, Suite 670, Dallas, Texas 75254",214-483-0400,AEP America,"PO Box 123655, Fort Worth, Texas 76121",214-702-1528,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024451,John Durik
Haltom Shipping Warehouse Tenant Improvement,TABS2026024441,Haltom Shipping Warehouse,"6781 Midway Rd. Bldg. 3, Haltom City, TX 76117",Tarrant,9/10/2026,12/30/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","TENANT WILL INSTALL CONVEYOR SYSTEM FOR AN EXISTING SHIPPING WAREHOUSE. WORK INCLUDES INSTALL CONVEYOR SYSTEM ARCHITECTURAL LAYOUT MODIFICATIONS, STRUCTURAL SUPPORT ENHANCEMENTS, AND ELECTRICAL POWER DISTRIBUTION UPGRADES AS PER PLANS.","114,778 ft 2",MIDWAY LOGISTICS PARK HOLDINGS,"2001 ROSS AVE SUITE 400, Dallas, Texas 75201",(813) 476-2232,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024441,Kane Liu
Baylor Scott & White Urology 125,TABS2026024415,Baylor All Saints Medical Center MOB II,"1280 8th Ave Suite 125, Fort Worth, TX 76104",Tarrant,7/6/2026,10/30/2026,"$774,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement - Medical Office,"1,018 ft 2","HRT Properties of Texas, LTD","1280 8th Ave, Fort Worth, Texas 76104",(469) 617-0657,Schwabauer Design,"1600 North Collins Blvd Suite 1900, Richardson, Texas 75080",(469) 804-2400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024415,
Baylor Scott & White Urology 105,TABS2026024410,Baylor All Saints Medical Center MOB II,"1280 8th Ave Suite 105, Fort Worth, TX 76104",Tarrant,7/6/2026,10/30/2026,"$120,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement - medical office,"6,316 ft 2","HRT Properties of Texas, LTD","1280 8th Ave, Fort Worth, Texas 76104",(469) 617-0657,Schwabauer Design,"1600 North Collins Blvd Suite 1900, Richardson, Texas 75080",(469) 804-2400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024410,
Kitchen Remodel,TABS2026024396,Pat May Center,"1849 Central Dr, Bedford, TX 76021",Tarrant,7/15/2026,10/1/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Disconnect and remove all kitchen equipment to include sinks, tables, walk-in cooler/freezer combo. Demo all ceilings and rebuild in same location as before. Install new lights and HVAC grilles. Demo FRP and sheetrock on walls and replace with new. I",100 ft 2,HEB ISD,"1849 Central Dr, Bedford, Texas 76021",(817) 399-2121,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024396,
Forest Hill,TABS2026024370,FOREST HILL SHOPPING CENTER,"6631 Forest Hil Dr., Forest Hill, TX 76140",Tarrant,7/15/2026,8/15/2026,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Splitting one suite into two,"1,129 ft 2",HUYNH INVESTMENT PROPERTIES 1 LLC,"3616 Dahlia Dr., Grand Prairie, Texas 75052",(817) 666-5688,Reliable Construction,"1903 Peyco Drive, Arlington, Texas 76001",(817) 467-0779,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024370,
Texas Star Conference Center - Front porch Enclosure,TABS2026024367,Texas Star Conference Center & Golf Course,"1400 Texas Star Parkway 1400 texas Star Parkway, Euless, TX 76040",Tarrant,6/1/2026,8/31/2026,"$250,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Enclosure of existing front porch. Remove and replace concrete walkway and install new doors and windows.,"1,000 ft 2",City of Euless,"201 North Ector Drive, Euless, Texas 76040",(817) 685-1598,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024367,
White Castle Fort Worth - New Build,TABS2026024353,White Castle,"6013 Retail Way, Fort Worth, TX 75123",Tarrant,1/4/2027,4/16/2027,"$2,100,000",New Construction,"This project is privately funded, on private land for private use.","2,764 SF new build White Castle. A-2 Occupancy, VB Construction type, exterior scope includes double drive-thru with canopy and patio seating.","2,764 ft 2",CHISHOLM TRAIL CENTER LP,"7001 Preston Road Suite 410, Dallas, Texas 75205",(214) 533-5225,Archall Architects,"49 East 3rd Avenue, Columbus, Ohio 43201",(614) 469-7500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024353,Travis Evans
Wylie Spine & Sports,TABS2026024346,POB 2,"6317 HARRIS PARKWAY, SUITE 550, Fort Worth, TX 76132",Tarrant,8/17/2026,11/9/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",3500 USF of tenant interior finish out,"3,500 ft 2",Texas Health Resources,"612 E Lamar Blvd., Suite 190, Arlington, Texas 76011",817.433.6121,"Thiel & Thiel, Inc.","700 N. Carroll Avenue, Suite 100, Southlake, Texas 76092",(817) 581-3838,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024346,
