ProjectId,ProjectNumber,DataVersionId,ProjectName,ProjectStatus,ProjectCreatedOn,FacilityName,City,County,TypeOfWork,EstimatedCost,EstimatedStartDate,EstimatedEndDate,URL
ce8207ea-7677-439b-9e3a-4a6a982273f0,TABS2025008749,900001,Cattleman's Crossing,3008,2025-01-03T16:41:39.527,Cattleman's Crossing,1526,2220,9001,66150.0,2024-12-01T00:00:00,2025-02-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008749
442b3df2-17dc-4d16-86eb-871ea51e6fcb,TABS2025008734,900001,2401 South University,3008,2025-01-03T15:10:19.717,2401 South University,606,2220,9001,7000000.0,2025-02-21T00:00:00,2026-02-21T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008734
b9e4214e-e39b-400a-aeee-1415a1b74f27,TABS2025008668,900001,MMMC SPD Cart Wash Replacement,3008,2025-01-02T14:16:14.97,Methodist Mansfield Medical Center,1061,2220,9002,100000.0,2025-02-01T00:00:00,2025-05-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008668
d606d797-8f11-4bdf-87b9-91d0b3cf7642,TABS2025008660,900001,Mockingbird,3008,2025-01-02T13:18:46.993,ConAgra Foods,606,2220,9003,124800.0,2025-01-02T00:00:00,2025-03-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008660
5f17b66b-0e26-4d4d-8661-648db3f52991,TABS2025008655,900001,FWISD - Maudrie Walton Elementary School - Addition and Renovation,3008,2025-01-02T11:32:51.67,Maudrie Walton Elementary School,606,2220,9003,45000000.0,2025-05-01T00:00:00,2027-08-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008655
09f23a96-27bb-41b4-8d1d-69638feb59e0,TABS2025008647,900001,FP Movement,3008,2025-01-02T09:43:42.36,Southlake Town Square,1643,2220,9002,328000.0,2025-02-24T00:00:00,2025-05-02T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008647
645eff6c-b543-4823-86be-7fad0c54ea12,TABS2025008646,900001,Beer & Wine Store,3008,2025-01-02T09:12:50.453,Hometown - Dolce Phase III,1243,2220,9002,120000.0,2025-01-10T00:00:00,2025-02-10T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008646
41efbc7b-3ef2-48e9-8980-f9619d21639f,TABS2025008638,900001,Medical Office Bldg,3008,2025-01-01T17:12:44.693,Medical Office,1643,2220,9003,90000.0,2024-11-01T00:00:00,2025-01-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008638
5e3a382a-e9c3-468f-b5d3-00eaa4b1e544,TABS2025008637,900001,COMMERCIAL RENOVATION FOR NEW MARKET AT CAMP BOWIE W,3008,2025-01-01T15:21:14.853,BENBROOK MARKET,134,2220,9002,250000.0,2025-04-14T00:00:00,2025-05-26T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008637
f5cf1733-5199-4009-bdfc-755f376e4dbc,TABS2025008621,900001,Mainfreight Truck Wash,3009,2024-12-31T13:07:51.667,Mainfreight,736,2220,9001,500000.0,2025-06-01T00:00:00,2025-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008621
