ProjectNumber,FacilityName,City,County,TypeOfWork,EstimatedCost,ProjectStatus,ProjectId,DataVersionId,ProjectName,ProjectCreatedOn,EstimatedStartDate,EstimatedEndDate,URL
TABS2026019842,551 Winscott Road,134,2220,9002,10000000.0,3008,55fb77e9-0741-4563-92c9-d4845cdff9d6,900001,Medical Device Company,2026-05-08T16:44:37.433,2026-11-02T00:00:00,2027-10-29T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019842
TABS2026019790,DFW Headquarters,455,2220,9002,2000000.0,3008,572e8368-ba7e-4e03-afb9-7c191b417ab9,900001,DFW Innovation AVP Office,2026-05-08T11:39:50.403,2026-05-18T00:00:00,2026-07-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019790
TABS2026019789,26062 - MPI TI @ Box 107th,62,2220,9002,900000.0,3008,64d377f3-0877-4266-8993-0d9067ad917c,900001,26062 - MPI TI @ Box 107th,2026-05-08T11:29:39.207,2026-06-01T00:00:00,2026-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019789
TABS2026019779,4608 Warehouse,606,2220,9002,69000.0,3008,bc29237f-21aa-48f0-bd94-20ac3fd77ac9,900001,4608 Warehouse,2026-05-08T10:47:01.7,2026-05-18T00:00:00,2026-07-10T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019779
TABS2026019764,Hillwood Commons II,606,2220,9002,2000000.0,3008,4ad54b41-4ca0-4304-9a1a-ed15cd8b48b9,900001,LUCID Private Offices,2026-05-08T09:40:09.69,2026-06-15T00:00:00,2026-11-12T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019764
TABS2026019760,Watson Branch,1061,2220,9001,85000.0,3008,18bd8119-926e-4652-90d7-0e488f7b24ae,900001,Watson Branch Phase 2 - Single Family,2026-05-08T09:21:25.23,2026-05-20T00:00:00,2027-06-14T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019760
TABS2026019733,BLP Grand Prairie,686,2220,9002,400000.0,3008,c3e9b689-6515-4e93-a8ef-cebbec63ff83,900001,BLP-Wash MLS,2026-05-07T16:29:30.81,2026-07-01T00:00:00,2026-12-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019733
TABS2026019723,306 E NW PCTC 2025,695,2220,9002,436000.0,3008,1e035fc8-b1d3-4d78-817c-52a440fbfe30,900001,The Standard Indoor Golf Club,2026-05-07T15:57:47.48,2026-06-01T00:00:00,2026-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019723
TABS2026019692,Park Vista Business Park,859,2220,9002,155000.0,3008,9dadcff9-8c91-4203-9884-d30c6f9ea905,900001,Rustic Cowboy,2026-05-07T13:29:06.657,2026-05-29T00:00:00,2026-08-28T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019692
TABS2026019684,El Tapatio Meat Market Inc,118,2220,9003,900000.0,3008,66833112-79de-4ce4-b271-3c98c08a7899,900001,El Tapatio,2026-05-07T12:57:28.967,2026-08-24T00:00:00,2026-08-25T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019684
