project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
"BSW BASMC (Fort Worth, TX) - Mobile MRI",TABS2025027104,BSW Baylor All Saints Medical Center,"1400 8th Avenue, Fort Worth, TX 76104",Tarrant,10/1/2025,2/1/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",construction of a temporary walkway for a mobile MRI located on site temporarily for use while the facility has the hospital MRI door repaired. ,350 ft 2,Baylor Scott & White Health,"301 N Washington Avenue, Dallas, Texas 75246",(214) 820-8521,"HDR Architecture, Inc.","8750 N Central Expressway, Suite 100, Dallas, Texas 75231",(972) 960-4081,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025027104,
DAL POCHA,TABS2025027103,DAL POCHA,"3970 NE LOOP 820 #STE. 600, Haltom City, TX 76117",Tarrant,12/1/2025,12/1/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"3,100 ft 2",TEXAS LEGACY REALTY,"3044 OLD DENTON RD #STE. 310, CARROLLTON, Texas 75007",(469) 895-6643,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75007",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025027103,YOUMI WON
Baylor Scott & White All Saints Andrews SPD Equipment Replacement,TABS2025027079,Baylor Scott & White All Saints,"1400 8th Avenue, Fort Worth, TX 76104",Tarrant,9/19/2025,11/25/2025,"$456,249",Renovation/Alteration,"This project is privately funded, on private land for private use.","Replacement and installation of new equipment for Sterile Processing Department of approximately 3.600 sf, and providing RO/DI water to replaced equipment and patching of damage finishes.","3,600 ft 2",Baylor Scott and White All Saints Medical Center,"1400 8th Avenue, Fort Worth, Texas 76104",(682) 552-0181,"Beck Architecture, LLC.","464 Bailey Avenue, Suite 210, Forrt Worth, Texas 76107",(469) 387-7231,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025027079,
Luv&Go C2215,TABS2025027077,DAL Love Field,"8008 Herb Kelleher Way, Dallas, TX 75235",Tarrant,10/10/2025,11/6/2025,"$225,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","RENOVATION OF EXISTING RETAIL KIOSK SPACE, CONSISTING OF NEW FINISHES, DISPLAY FIXTURES, EQUIPMENT, LIGHTING AND ALL ASSOCIATED ELECTRICAL WORK. ",576 ft 2,Avolta,"6905 Rockledge Drive, Bethesda, Maryland 20817",(301) 204-3201,"Daniel J Krulac, Architect","357 E 57th St Apt 17B, New York, New York 10022",212-401-6384,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025027077,
Mechanic Shop Road Titans Hub,TABS2025027062,Road Titans Hub LLC,"10350 South Fwy, Fort Worth, TX 76140",Tarrant,9/1/2025,12/5/2025,"$153,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",36’x 40’x20’ Metal Building (1440sqft) with concrete foundation. 14’x36’ Metal Building attached to main building (504sqft). 20’x36’ porch extension (720sqft).,"1,440 ft 2","Raude Sandoval, Jose Sandoval","10350 South Fwy, fort worth, Texas 76140",(817)689-0352,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025027062,
Cummings Electrical HQ Trinity,TABS2025027057,Cummings Electrical,"14770 Trinity Blvd., Fort Worth, TX 76155",Tarrant,9/22/2025,1/31/2026,"$7,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Office Renovation that includes new conference rooms, open office areas, break room, and restroom. New finishes to be applied to existing restrooms (layout to remain). 68,068 sq ft.","68,068 ft 2",Cummings Electrical,"14900 Grand River Rd., Fort Worth, Texas 76155",(817) 355-5334,Parscale Group,"1317 Botham Jean Blvd., Dallas, Texas 75215",(469) 416-2135,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025027057,
TCC SO SCAR (SC13) Paint Booth Replacement,TABS2025027054,SCAR Building,"5301 Campus Drive, Fort Worth, TX 76119",Tarrant,11/3/2025,2/9/2026,"$93,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","General work related to replacement of an existing paint booth, including barricade, dust protection, cleaning, removal of a wire partition, sawcut, and partial removal of a concrete topping slab, and painting a portion of the topping slab.",708 ft 2,Tarrant County College District,"ODMC D9, 5450 N. Riverside Drive, Fort Worth, Texas 76137",(817) 515-9023,Grace Design Studios,"200 Bailey Avenue, Suite 200, Fort Worth, Texas 76107",817-921-5928,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025027054,
AutoNation Chevrolet - North Richland Hills Service Shop Renovation,TABS2025027050,AutoNation Chevrolet - North Richland Hills - Service Center,"7769 BLVD 26, North Richland Hills, TX 76180",Tarrant,1/1/2026,1/1/2027,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Addition of HVAC & exhaust system, new lights & roof, replacement of existing doors - 38,000sf","38,000 ft 2","AutoNation, Inc.","200 SW 1st Avenue, 14th Floor, Fort Lauderdale, Florida 33301",(646) 784-6671,"SSARCO of TX, PLLC.","325 N. Saint Paul St., Ste 2600, Dallas, Texas 75201",(214) 435-5131,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025027050,
Cherry Lane Auto Auction,TABS2025027032,Cherry Lane Auto Auction,"Intersection fo Slocum Ave & Reagan Dr, Fort Worth, TX 76116",Tarrant,10/1/2025,10/1/2026,"$15,000,000",New Construction,"This project is privately funded, on private land for private use.",DEVELOPMENT OF APPROXIMATELY 15.6 ACRES FOR USE AS A PRIVATE AUTOMOBILE AUCTION FACILITY.  PROGRAM INCLUDES AN AUCTION BUILDING FOR CUSTOMER AND BUSINESS ACTIVITIES AND A MAINTAINENCE BUILDING FOR EMPLOYEE USE ONLY.,"29,072 ft 2",Dealers Auto Xchange,"1810 I-30 Frontage Rd, Rockwall, Texas 75087",(972) 771-9919,Parscale Group,"1317 Botham Jean Blvd., Dallas, Texas 75215",(405) 380-5810,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025027032,
"Building 1, 3 & 5 - East Bailey Boswell Professional Park",TABS2025026947,East Bailey Boswell Professional Park,"550 East Bailey Boswell Rd., Saginaw, TX 76131",Tarrant,9/1/2025,9/1/2027,"$399,280",New Construction,"This project is privately funded, on private land for private use.","Site and shell buildings 1,3,& 5 for East Bailey Boswell Professional Park (no interiors)","17,360 ft 2",North Forest Office Space,"4645 Avon Lane Suite 245, Frisco, Texas 75033",(585) 406-9088,North Forest Development,"2829 Wehrle Drive Suite 1, Williamsville, New York 14221",(716) 626-9764,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026947,
