ProjectId,ProjectNumber,DataVersionId,ProjectName,ProjectStatus,ProjectCreatedOn,FacilityName,City,County,TypeOfWork,EstimatedCost,EstimatedStartDate,EstimatedEndDate,URL
bb42b669-a0ef-43be-9b26-6aa378ce01e7,TABS2025023357,900001,Mitchell Street,3008,2025-07-11T19:37:03.827,Mitchell Street - From S. Collins to Sunnyvale Drive,62,2220,9002,349000.0,2025-07-21T00:00:00,2026-04-13T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023357
9f53538f-1e49-475d-9e19-e86d772f0728,TABS2025023351,900001,Enclave-209,3008,2025-07-11T17:40:33.05,The Enclave,1061,2220,9001,984600.0,2025-08-15T00:00:00,2026-08-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023351
a9ecece7-8348-4e85-8f6b-be8b4d8abaec,TABS2025023344,900001,Playa Bowls Euless,3008,2025-07-11T16:50:52.66,Glade Parks,552,2220,9001,280000.0,2025-09-01T00:00:00,2025-12-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023344
593968fc-9cfb-47b6-ae9a-26cedcdb5b73,TABS2025023327,900001,Ford Car Wash,3008,2025-07-11T15:38:52.72,Clay Cooley Ford Arlington,62,2220,9002,66980.0,2025-08-01T00:00:00,2026-02-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023327
5e7f77d2-1858-4490-9abd-f7084599a79e,TABS2025023322,900001,Wade White,3008,2025-07-11T15:25:57.78,Kirkwood East Properties,1643,2220,9001,850000.0,2025-08-15T00:00:00,2026-02-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023322
385596c5-f6de-4150-bd62-45c516711d6d,TABS2025023307,900001,GM Financial,3008,2025-07-11T13:45:50.427,Burnett Plaza,606,2220,9002,1200000.0,2025-09-02T00:00:00,2025-12-22T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023307
c73ed9b0-6751-498e-abb8-3100fdf155a2,TABS2025023306,900001,85°C Bakery Cafe - Haltom City,3008,2025-07-11T13:45:21.173,H-Mart – Building 4,718,2220,9002,650000.0,2025-09-08T00:00:00,2026-01-04T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023306
e169c881-63c2-4e5f-94c4-56971616cf38,TABS2025023280,900001,THPG Urology,3008,2025-07-11T11:14:21.16,Texas Health Fort Worth Klabzuba Tower,606,2220,9002,232000.0,2025-07-29T00:00:00,2025-10-09T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023280
cccd372d-1d72-4c2b-a9c6-ed23b81eff9d,TABS2025023268,900001,Bee Cave Pedriatics,3008,2025-07-11T10:32:46.767,Bee Cave Pedriatics,77,2220,9002,300000.0,2025-07-31T00:00:00,2025-11-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023268
b47a5df6-2e5d-45e7-8cef-15872ebc1c85,TABS2025023258,900001,Crossroads,3008,2025-07-11T09:52:26.573,Crossroads Church,686,2220,9003,682792.0,2025-07-25T00:00:00,2025-09-25T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023258
c254b3d6-7d6e-4cdd-8736-c1522df246e5,TABS2025023200,900001,WIUS Eagle Project - Fort Worth,3008,2025-07-10T13:43:39.733,Wistron,606,2220,9002,150000000.0,2025-08-07T00:00:00,2026-04-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023200
01450a9f-50ea-4925-bebd-db40be9f88a8,TABS2025023196,900001,Arlington Resale,3008,2025-07-10T13:33:16.057,Courtside Plaza,62,2220,9002,250000.0,2025-08-15T00:00:00,2025-11-05T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023196
da8ad433-a092-4535-ac04-af77d00baf52,TABS2025023190,900001,Randa,3009,2025-07-10T13:11:57.403,Randa,606,2220,9002,1000000.0,2025-08-15T00:00:00,2026-04-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023190
69d92147-b6f7-4b94-a7e0-f9281d0d78a7,TABS2025023179,900001,Valliance Bank,3008,2025-07-10T12:21:54.463,Valliance Bank,606,2220,9002,721000.0,2025-08-04T00:00:00,2026-01-19T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023179
310dc61d-e6e0-41cc-8900-e0ebc3df69da,TABS2025023172,900001,Delta Qualiflight Hanger,3008,2025-07-10T11:40:54.9,Delta Qualiflight Hanger,606,2220,9001,500000.0,2025-08-01T00:00:00,2025-11-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023172
e03174c6-8eac-4d3f-80e1-d432945586a7,TABS2025023171,900001,TRUE CLASSIC,3008,2025-07-10T11:37:59.22,SOUTHLAKE MALL,1643,2220,9002,211000.0,2025-09-29T00:00:00,2025-10-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023171
d6a9ab88-c92c-4337-9765-4eb833a591fa,TABS2025023147,900001,CSL Plasma - Arlington,3008,2025-07-10T09:03:06.257,CSL Plasma,62,2220,9002,2200000.0,2025-09-15T00:00:00,2026-02-13T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023147
1a2ff680-886c-4a1e-abe6-e731178ad364,TABS2025023132,900001,BHVH SP1 Renovation,3008,2025-07-09T19:43:47.687,BSW Baylor All Saints Medical Center,606,2220,9002,3000000.0,2025-09-01T00:00:00,2026-02-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023132
5461895d-7c1e-436a-b7c6-965b0cfaff7c,TABS2025023118,900001,Coryell Roofing Office,3008,2025-07-09T17:04:28.23,Coryell Roofing Office,62,2220,9002,167000.0,2025-07-23T00:00:00,2025-09-23T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023118
c0ca75fa-f9ff-43e0-9067-15060d45565c,TABS2025023117,900001,MOSS CHIROPRACTIC - TFO,3008,2025-07-09T17:00:38.18,GREEN OAKS PLAZA,62,2220,9002,151360.0,2025-08-18T00:00:00,2025-12-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023117
d1f9ff3c-8408-4c30-93d8-e2afd4e4fe63,TABS2025023103,900001,Riverglen Shell Remodel,3008,2025-07-09T15:45:12.75,2925 RIVERGLEN DRIVE,606,2220,9002,4750000.0,2025-08-28T00:00:00,2026-08-28T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023103
a2cbcbfc-c768-4ce5-a392-efa88cc7d21b,TABS2025023052,900001,Berry Street,3008,2025-07-09T10:47:08.367,2419 W Berry Street,606,2220,9002,400000.0,2025-07-14T00:00:00,2025-09-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023052
