project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
US Radiology Mansfield Imaging Center,TABS2024017733,US Radiology Mansfield Imaging Center,"350 Matlock Road, Building A, Mansfield, TX 76063",Tarrant,6/4/2024,9/30/2024,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",Tenant Finish out of a shell space for use as an imaging center,"7,400 ft 2",U.S. Radiology Specialists.Inc.,"4200 Six Forks Road Suite 1000, Raleigh, North Carolina 27609",214-538-7175,REES,"1025 N. Stemmons Freeway, Suite 737, Dallas, Texas 75207",214-522-7337,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017733,
Tridata Office TI,TABS2024017726,Tridata Office TI,"3532 Highway 114, Fort Worth, TX 76177",Tarrant,5/20/2024,8/1/2024,"$635,714",New Construction,"This project is privately funded, on private land for private use.","New offices, conference room, open office space & restrooms.","3,093 ft 2","Champions Circle Property Owner, LP / Greystar","600 East Las Colinas Blvd Suite 2100, Irving, Texas 75039",817-271-8789,"RGA Architects, Inc.","301 S Oak St, Roanoke, Texas 76262",817-430-3382,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017726,
Chain Link Services,TABS2024017712,Chain Link Services,"1000 Terminal Rd, Fort Worth, TX 75001",Tarrant,5/13/2024,6/28/2024,"$516,168",Renovation/Alteration,"This project is privately funded, on private land for private use.",relocation of existing rack and installation of new racking,"18,000 ft 2",Chain Link Services,"1000 Terminal Rd, Fort Worth, Texas 76106",(629) 335-1007,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017712,
NuSpine Chiropractic,TABS2024017693,Davis Towne Crossing,"8528 Davis Blvd. Suite 210, North Richland Hills, TX 76180",Tarrant,6/3/2024,9/30/2024,"$130,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant finish out of existing shell building,"1,467 ft 2",Kite Realty,"30 S. Meridian St Suite 100, Indianapolis, Indiana 46204",(463) 274-5056,S-Cubed Architects,"124 Donald Dr., Hurst, Texas 76053",(817) 673-8985,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017693,
All Saints Episcopal School - LS EC Parking Improvements,TABS2024017677,Lower School/Early Childhood Parking Lots,"9700 Saints Circle, Fort Worth, TX 76116",Tarrant,6/1/2024,8/10/2024,"$144,000",New Construction,"This project is privately funded, on private land for private use.",Paving of existing gravel parking lots and modifications to an existing lot for additional accessible spaces as required.,"106,487 ft 2",All Saints Episcopal School,"2695 SSW Loop 323, Tyler, Texas 75701",817-560-5700,Bennett Partners,"640 Taylor Street, Suite 2323, Fort Worth, Texas 76102",(817) 335-4991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017677,
TD SYNNEX FT. WORTH,TABS2024017648,TD SYNNEX FT. WORTH,"5100 Liberty Way, Fort Worth, TX 76177",Tarrant,5/13/2024,5/20/2024,"$1,884,167",New Construction,"This project is privately funded, on private land for private use.",Installation of interior conveyor in an existing building.,"10,868 ft 2",Michael Alexander,"Two International Place, Boston, Massachusetts 02110",(617) 672-8613,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017648,
Open Door Christian School Interior Renovation,TABS2024017642,Open Door Christian School,"724 Oak Street, Graham, TX 76450",Tarrant,5/27/2024,8/15/2024,"$216,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Proposed interior renovation of an existing structure located in Graham Texas. ,"4,925 ft 2",Oak Street Baptist Church,"505 First St. Graham, TX 76450, Graham, Texas 76450",940-549-3313,"m3 studio, pllc","3880 Hulen Street, Suite 630, Fort Worth, Texas 76107",817.733.3513,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017642,
RESORT NAIL BAR,TABS2024017640,SHOPS AT DEBBIE,"1305 DEBBIE LN #STE. 200, Arlington, TX 76002",Tarrant,6/1/2024,10/1/2024,"$190,000",New Construction,"This project is privately funded, on private land for private use.",BUILD OUT ,"3,000 ft 2",SHOPS AT DEBBIE,"3773 RICHMOND AVE #STE. 800, HOUSTON, Texas 77045",(713) 963-9329,NGUYEN CHAU DESIGNER & CONSULTING,"1207 FOX CHASE DR, MANSFIELD, Texas 76063",(682) 583-0921,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017640,MANH BUI
STUARTS COLLISION CENTER,TABS2024017621,STUARTS COLLISION CENTER,"2051 SH 121, Grapevine, TX 76051",Tarrant,7/1/2024,7/1/2025,"$6,000,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"22,080 ft 2",CANA CAPITAL,"2061 SOUTH STEMMONS FRWY, LEWISVILLE, Texas 75067",(512) 924-7279,PENNY DESIGN GROUP,"8120 WOODMONT AVE #STE. 750, BETHESDA, Maryland 20814",(301) 979-7600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017621,
MCH - Arlington Matlock 3125 Texas Bone & Joint,TABS2024017600,Matlock 3125 MOB,"3125 Matlock, Arlington, TX 76105",Tarrant,5/20/2024,8/20/2024,"$1,200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior Design 9,379 usf","9,379 ft 2",3125 Matlock LLC,"3125 Matlock, Arlington, Texas 76105",(310) 266-2873,MPI Architects,"4949 Addison Circle, Addison, Texas 75001",972-788-0078,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017600,Doug Lutz
