project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Chisolm Trail Oral Surgery,TABS2024013463,Chisolm Trail Oral Surgery,"7040 Norris Pkwy. Ste. 140, Fort Worth, TX 76132",Tarrant,4/1/2024,8/31/2024,"$350,000",New Construction,"This project is privately funded, on private land for private use.","2,336 s/f Interior Finish-Out","2,336 ft 2",Norris Parkway MOB Partners,"251 S Southlake Blvd. Ste. 100, Southlake, Texas 76092",(817) 337-3422,Dr. Craig Harrison,Dental Health Products Surgical,"8617 Ambassador Row Ste. 110, Dallas, Texas 75247",214-630-3171,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013463
Highland Homes,TABS2024013453,North Office Building,"9900 Hillwood Pkwy Suites 110 & 120, Fort Worth, TX 76244",Tarrant,4/1/2024,8/1/2024,"$800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant finish out in newly constructed building,"7,988 ft 2","Hillwood, a Perot Company","9800 Hillwood Parkway Suite 300, Fort Worth, Texas 76177",(817) 224-6368,Garon Bruce,GFF,"3030 Nowitzki Way Suite 400, Dallas, Texas 75219",(214) 303-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013453
Burgess and Niple,TABS2024013449,North Office Building,"9900 Hillwood Pkwy Suite 1300, Fort Worth, TX 76244",Tarrant,4/1/2024,8/1/2024,"$560,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant finish out in newly constructed building,"4,825 ft 2","Hillwood, a Perot Company","9800 Hillwood Parkway Suite 300, Fort Worth, Texas 76177",(817) 224-6368,Billy Wendland,GFF,"3030 Nowitzki Way Suite 400, Dallas, Texas 75219",(214) 303-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013449
Fedex#FXG Hardening Arlington,TABS2024013444,FedEx Ground,"2251 E Bardin Rd, Arlington, TX 76018",Tarrant,5/14/2024,6/1/2024,"$445,220",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Security Hardening for the security building 3940 sqft,"3,940 ft 2","Prologis, Inc.","1800 Wazee St. Suite 500, Denver, Colorado 80202",303-567-5000,Lemmuel Evans (FMM),Cortland Morgan Architect,"711 N. Feilder Road, Arlington, Texas 76012",817-635-5696,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013444
Liquor Hub,TABS2024013427,Liquor Hub,"7050 Granbury Rd, Fort Worth, TX 76133",Tarrant,3/11/2024,5/31/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Intr. Framing Electrical, Plumbing, HVAC","3,336 ft 2","Granbury Station Retail, LLC (Quine & Associates, Inc.","301 S. Sherman Street Suite 100, Richardson, Texas 75081",(214) 418-4644,Yousof Hakemy,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013427
Trinity Blvd Phase 2,TABS2024013400,Trinity Blvd ROW,"8599 Trinity Blvd, Fort Worth, TX 76118",Tarrant,12/2/2024,4/30/2025,"$556,240",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Construction 2300 LF 4-lane divided concrete roadway.   Project includes traffic signal, multi-use trails, sidewalks, waterline, storm drain, misc. utility adjustments, street/trail lighting, landscaping & irrigation. ","556,240 ft 2",City of Fort Worth Attn: Mitchell Alton,"200 Texas Street, Fort Worth, Texas 76102",(682) 715-2424,,Kimley-Horn,"801 Cherry St.  Unit 11, Suite 1300, Fort Worth, Texas 76102",817-339-2281,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013400
Trinity Logistics,TABS2024013398,Penny Mac,"14800 Trinity Blvd Suite 110, Fort Worth, TX 76155",Tarrant,4/1/2024,5/15/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Sub-tenant improvement,"11,391 ft 2","DFW Trinity Owner, LLC","1655 North Main Street Suite 280, Walnut Creek, California 94596",(952) 939-1000,,ENTOS,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013398
Old HIckory Restaurant,TABS2024013388,Gaylord Texas Resort & Convention Center,"1501 Gaylord Trail, Grapevine, TX 76051",Tarrant,4/15/2024,12/30/2024,"$2,259,913",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of restaurant (14,341 SF) provide new wall and ceiling finishes, flooring, paint, plumbing and electrical fixtures","14,341 ft 2","RHP Property GT, LP","One Gaylord Drive, Nashville, Tennessee 37214",615.316.6849,,BLUR Workshop,"621 North Avenue NE Suite C-40, Atlanta,, Georgia 30308",404-600-1166,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013388
Presidential Suite 9094,TABS2024013384,Gaylord Texas Resort & Convention Center,"1501 Gaylord Trail, Grapevine, TX 76051",Tarrant,4/15/2024,10/30/2024,"$175,334",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of guestroom (2,285 SF) replace flooring, paint, new wallcovering, plumbing and electrical fixtures","2,285 ft 2","RHP Property GT, LP","One Gaylord Drive, Nashville, Tennessee 37214",615.316.6849,,BLUR Workshop,"621 North Avenue NE Suite C-40, Atlanta, Georgia 30308",404-600-1166,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013384
GLP Mansfield Building 1,TABS2024013373,Mansfield Logistics Center Building 1,"1151 Heritage Pkwy, Mansfield, TX 76063",Tarrant,3/18/2024,6/18/2024,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Addition of new office space inside existing warehouse.,"3,094 ft 2",Wiltshire Heritage Parkway Owner LLC,"100 Wiltshire Blvd. Suite 940, Santa Monica, California 92402",(214) 205-0835,,BHA Studio,"3141 Hood St Suite 420, Dallas, Texas 75219",(214) 521-8500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013373
