ProjectId,ProjectNumber,ProjectName,ProjectCreatedOn,ProjectStatus,FacilityName,City,County,TypeOfWork,EstimatedCost,DataVersionId,EstimatedStartDate,EstimatedEndDate,URL
0e81bef4-1258-4753-b6e9-aaedb9194f94,TABS2025024417,Shell Shack,2025-07-25T15:56:37.867,3008,Arlington Highlands,62,2220,9002,450000.0,900001,2025-08-28T00:00:00,2026-02-27T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024417
85fffec9-b388-4001-b0f3-79b645ac905c,TABS2025024389,Slate Salon,2025-07-25T14:21:46.787,3008,Slate Salon,606,2220,9002,100000.0,900001,2025-09-01T00:00:00,2025-12-22T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024389
da22bfb7-b21b-4a90-9b8f-d8534ae141f5,TABS2025024378,"THHEB POB 3 RR RENO, FLOORS 1-3",2025-07-25T13:31:36.897,3008,"TEXAS HEALTH HEB, POB3",552,2220,9002,360000.0,900001,2025-09-29T00:00:00,2025-12-22T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024378
bc956d7e-2d03-4cf8-b753-7ff0a8dc7f2a,TABS2025024359,Albert Enterprises - Debbie Lane Southwest,2025-07-25T10:43:08.93,3008,Debbie Lane Southwest,1061,2220,9001,3800000.0,900001,2025-08-25T00:00:00,2026-02-02T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024359
45e10e29-018a-4a1e-8531-50f71db2d2fa,TABS2025024344,EVTOL FBO Remodel,2025-07-25T08:34:29.64,3008,Arlington FBO Arlington Air Center,62,2220,9002,100000.0,900001,2025-09-01T00:00:00,2026-02-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024344
c9f4a1ca-ca32-4c51-acec-ade7121967ac,TABS2025024332,Arlington Highlands MOB 2,2025-07-24T18:40:10.577,3008,Arlington Highlands MOB 2,62,2220,9001,1700000.0,900001,2025-09-01T00:00:00,2026-06-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024332
35f640ba-6413-41b9-90dd-53bf6da29d7c,TABS2025024331,Unitedhealth Group North Richland Hills (1118230),2025-07-24T18:23:02.733,3008,Unitedhealth Group (TX491),1243,2220,9002,1000000.0,900001,2025-09-01T00:00:00,2025-12-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024331
f039c714-19e4-4547-a552-cacd54622d34,TABS2025024324,Hampton Inn & Home2 Suites By Hilton,2025-07-24T16:13:34.147,3008,Hampton Inn & Home2 Suites By Hilton,695,2220,9001,14000000.0,900001,2025-10-01T00:00:00,2027-02-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024324
6d3a40b5-ca75-48f8-969f-55e074f5af73,TABS2025024319,Hussmann,2025-07-24T15:41:30.183,3008,Blazing Trail Building 5,606,2220,9001,850000.0,900001,2025-08-25T00:00:00,2025-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024319
392dbf3d-535c-4759-a66e-c7caaf1145c6,TABS2025024309,Cantey Hanger Law Expansion,2025-07-24T14:45:52.333,3008,Cantey Hanger Plaza,606,2220,9002,150000.0,900001,2025-08-07T00:00:00,2025-12-04T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024309
207b5ee6-00ea-4742-b013-8c4f5490967b,TABS2025024262,Stockyard North Apartments,2025-07-24T10:28:08.533,3008,Stockyard North Apartments,606,2220,9001,516000.0,900001,2026-01-31T00:00:00,2028-02-29T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024262
e79ea04b-ccc7-4b2f-b8ec-b0861bb958a3,TABS2025024251,Mark Leal State Farm Euless,2025-07-24T09:00:00.173,3008,Mark Leal State Farm,552,2220,9002,60000.0,900001,2025-07-28T00:00:00,2025-09-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024251
cd1295ee-150b-4758-a4f0-73596b9f8aa9,TABS2025024244,Blvd 26 & City Point,2025-07-23T20:00:00.353,3008,Starbucks,1243,2220,9002,250000.0,900001,2025-12-05T00:00:00,2026-02-23T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024244
a48ebe38-a40b-4e48-94ee-b5a32c7de470,TABS2025024183,Milbern Ray,2025-07-23T11:54:43.627,3008,District 114 - Kimball Office II,1643,2220,9002,619000.0,900001,2025-08-01T00:00:00,2025-11-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024183
6119839c-f642-4798-a43c-6cf7f1254f7b,TABS2025024176,Form YPS Expansion,2025-07-23T11:12:17.543,3008,Form YPS Expansion,1643,2220,9002,250000.0,900001,2025-09-01T00:00:00,2025-11-07T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024176
f7236679-7556-45b6-9efc-f23f8ca57d0d,TABS2025024121,Euless Center,2025-07-22T14:54:11.523,3008,Euless Center,552,2220,9001,1200000.0,900001,2025-09-15T00:00:00,2026-06-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024121
f7266641-3d3f-4202-989f-96f527fa09dd,TABS2025024106,Walmart #3284.1020,2025-07-22T13:53:05.777,3008,Walmart,62,2220,9002,1800000.0,900001,2025-11-09T00:00:00,2026-04-24T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024106
abcddd4f-bb6a-4d7c-90c3-15f35e20c1f9,TABS2025024085,Tillar Forest Hill,2025-07-22T11:54:44.74,3008,Equipment Rental,606,2220,9002,70000.0,900001,2025-09-15T00:00:00,2026-01-12T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024085
0d4def89-9b00-46fc-aaf1-6cb65a089cdc,TABS2025024084,City of Fort Worth CPN 104323 - 2022 Bond Year 3 Contract 17,2025-07-22T11:51:14.99,3008,Vaughn Boulevard,606,2220,9001,1396490.0,900001,2025-10-15T00:00:00,2026-04-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024084
22ea9c41-7903-4625-880c-e6cbc4142948,TABS2025024079,Stone Myers Business Park,2025-07-22T11:26:40.197,3008,Stone Myers Business Park,695,2220,9001,4292440.0,900001,2025-09-01T00:00:00,2026-06-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024079
cfa49e7b-d2d0-4e65-90b7-923ef4651a6d,TABS2025024074,Performance Redistribution - Racking,2025-07-22T11:02:51.997,3008,Performance Redistribution,606,2220,9002,362172.0,900001,2025-08-25T00:00:00,2025-10-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024074
fe6dc9ea-58d8-4a46-9212-72dd60d90e80,TABS2025024060,Bubble World Experience,2025-07-22T09:41:42.113,3008,Grapevine Mills Mall,695,2220,9002,120000.0,900001,2025-08-08T00:00:00,2025-08-22T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024060
3b7df914-f977-42a4-a7e6-e7cc7a75beda,TABS2025024024,CrossCreek Church Facility Building,2025-07-21T16:04:50.14,3008,CrossCreek Church Facility Building,345,2220,9001,1500000.0,900001,2025-08-30T00:00:00,2025-10-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024024
1a0edc85-91c9-47f9-919b-e6e436e4d923,TABS2025024016,Helen Wessler Park,2025-07-21T15:32:34.157,3008,Helen Wessler Park,62,2220,9001,5000000.0,900001,2025-11-01T00:00:00,2026-01-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024016
74c20556-cc26-478b-b931-dfe75ebd17ec,TABS2025023987,Hui Lau Shan,2025-07-21T13:21:02.03,3008,Hui Lau Shan,718,2220,9002,200000.0,900001,2025-09-01T00:00:00,2025-12-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023987
62830c06-7365-4c9d-bacb-fa3d7e10e1b6,TABS2025023967,FedEx Network 2.0 Retrofit - Arlington,2025-07-21T12:01:21.51,3008,FedEx,62,2220,9002,404899.0,900001,2025-08-01T00:00:00,2025-08-25T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023967
168b468e-4de8-444f-a9c0-65ffcff871d7,TABS2025023953,Take 5 Oil Change - Fort Worth (McCart Ave),2025-07-21T10:46:15.633,3008,Take 5 Oil Change,606,2220,9001,850000.0,900001,2026-03-30T00:00:00,2026-12-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023953
127169d9-9620-4c2a-8014-e2cec2cf2db5,TABS2025023942,Hillwood Alliance Westport 15,2025-07-21T10:14:03.357,3008,Hillwood Alliance Westport 15,606,2220,9001,35717648.0,900001,2025-09-01T00:00:00,2026-09-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023942
