project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Snap Clean Car Wash,TABS2025006514,Snap Clean Car Wash,"9238 Benbrook Blvd., Benbrook, TX 76126",Tarrant,1/8/2025,10/2/2025,"$7,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of existing building (3,637 sf) and additional area (759 sf) = 4,396 sf","4,396 ft 2",Peter Jacobsen,"262 Carroll St. #115, Fort Worth, Texas 76107",(682) 888-2194,A Plus Design Group,"2653 Sagebrush Dr. #200, Flower Mound, Texas 75028",972-724-4440,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006514,
University Park Village TI,TABS2025006506,University Park Village,"1540 S. University Drive Space 104 and 105, Fort Worth, TX 76107",Tarrant,1/20/2025,4/11/2025,"$700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Split existing retail space to create 2 separate spaces,"6,546 ft 2","Simon Properties Group, Inc.","225 W. Washington St., Indianapolis, Indiana 46204",(317) 263-7037,MBH Architects,"960 Atlantic Ave., Alameda, California 94501",(510) 814-3607,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006506,
2022 bond Sidewalk Glasgow / Oak Grove CPN 104758,TABS2025006476,n/a,"Glasgow Road, Fort Worth, TX 76134",Tarrant,5/15/2025,1/1/2026,"$800,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Construct approximately 15000 Square feet of sidewalk, 2000 SF of driveway approaches, and 22 accessible curb ramps along Glasgow Rd and Oak Grove Road","15,000 ft 2",City of Fort Worth,"200 Texas Street, Fort Worth, Texas 76102",(682) 329-3215,Consor Engineers LLC,"5001 Lyndon B Johnson Freeway Suite 700, Dallas, Texas 75240",(945) 298-0647,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006476,
PAVILION (LEVEL 03),TABS2025006458,TEXAS HEALTH RESOURCES CORPORATE OFFICE,"612 E. LAMAR BLVD, Arlington, TX 76011",Tarrant,1/1/2025,3/21/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Level 03 +/- 11,000 sf","11,000 ft 2",TEXAS HEALTH RESOURCES,"611 RYAN PLAZA DR STE 1400, Arlington, Texas 76011",(682) 236-6201,HKS Architects,"350 N. SAINT PAUL ST #100, Dallas, Texas 75201",(214) 969-3310,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006458,
Coliseum Renovation - Phase 1B,TABS2025006451,Will Rogers Memorial Center,"3301 W. Lancaster Ave., Fort Worth, TX 76107",Tarrant,3/7/2025,11/7/2025,"$38,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","The project consists of the Phase 1B renovation to modernize the concourse of the Coliseum,  increase the plumbing fixture counts, add a fire alarm and fire sprinkler, add a commissary kitchen, new electrical service and mechanical systems, new light","53,671 ft 2",City of Fort Worth,"401 W. 13th Street Suite 205, Fort Worth, Texas 76102",(682) 362-0422,"Grace Hebert Curtis Architects, LLC","200 Bailey Avenue Suite 200, Fort Worth, Texas 76107",(817) 921-5928,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006451,
Sephora,TABS2025006386,University Park Village,"1612 S. University Dr., Ste. 401D, Fort Worth, TX 76107",Tarrant,3/17/2025,6/13/2025,"$611,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel of an existing retail space.,"5,435 ft 2",Simon Properties,"8001 S. Orange Blossom Trail, Rm 420, Orlando, Florida 32809",(317) 373-9255,Sargenti Architects,"234 E. Colorado Blvd., Suite 850, Pasadena, California 91101",(314) 680-7057,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006386,Marisa Cothran
Office Evolution Expansion,TABS2025006368,Office Evolution,"180 State Street Suite 225, Southlake, TX 76092",Tarrant,11/25/2024,2/15/2025,"$360,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to tenant Suite ,"3,150 ft 2",Pablo Salazar,"285 Grand Avenue Suite 210, Southlake, Texas 76092",(682) 332-7784,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006368,
"Bojangles #1421 - Mansfield, TX",TABS2025006350,None,"1734 N. US 287 Frontage Rd, Mansfield, TX 76063",Tarrant,1/20/2025,7/20/2025,"$950,000",New Construction,"This project is privately funded, on private land for private use.",Construction of a grounds-up quick serve restaurant and site.,"3,494 ft 2","Mansfield Retail Associates, Inc. c/o First Hartford Realty Corp.","149 Colonial Rd, Manchester, Connecticut 06042",(860) 646-6555,"Genesis Design Group, Inc","9500 Ray White Rd, Suite 200, Fort Worth, Texas 76244",(817) 856-2760,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006350,
HCVT Expansion,TABS2025006345,Bank of America TOwer,"301 Commerce St, Fort Worth, TX 76102",Tarrant,12/2/2024,6/2/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","1,400sf expansion and tenant fit-out to an existing 8,200sf office space on Floor 9 of Bank of America Tower","1,400 ft 2","City Center Management Co. LP; SRB City Investments, LP; T-L City Investments, LP; DDR/DTC City Investments, LP Tracy McMackin","201 Main Street Suite 3000, Fort Worth, Texas 76102",(817) 255-5757,Gensler,"5005 Greenville Ave, Dallas, Texas 75206",(214) 273-1579,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006345,Terry Cockerham
Up & Air,TABS2025006320,Mayfair Village,"650 Grapevine Hwy., Hurst, TX 76054",Tarrant,12/22/2024,12/22/2025,"$1,180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish-out & alteration,"19,227 ft 2","Mayfair Station, LLC","11501 Northlake Drive, Cincinnati, Ohio 45249",(513) 338-2730,"KH Architects, PLLC","11880 Younger Ct., Azle, Texas 76020",817-905-6991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006320,"Reon Choi, VP, Strategic Planning"
Sovereign Hometown,TABS2025006303,Sovereign Hometown,"6021 Parker Blvd., North Richland Hills, TX 76180",Tarrant,12/16/2024,3/16/2025,"$265,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Converting retail shell space on ground floor, 1,886 SF, into 2 MF units, 803 SF and 1083 SF","1,886 ft 2","Sovereign at Hometown, LLC","150 East 52nd Street, Suite 22002, New York, New York 10022",212-224-9620,CNK Architects,"3301 Airport Fwy Ste 220, Bedford, Texas 76021",817-684-0088,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025006303,
