project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
CPY Camp Bowie Conversion,TABS2026000418,Shoppes @ Camp Bowie,"6370 Camp Bowie Blvd. Ste 112, Fort Worth, TX 76116",Tarrant,10/1/2025,12/31/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Selective removal of existing interior non-bearing walls, finishes, ceilings, lightings, mechanical equipment and ductwork, plumbing fixtures, and furniture. Construct new wall partitions, ceilings, lightings, plumbing fixtures, finishes, fixtures.","2,847 ft 2",Remington Camp Bowie,"3311 Oak Lawn Ave, Ste 250, Dallas, Texas 75219",(214) 951-7434,Luis Aguirre,"LDA design group, Inc","3500 W Burbank Blvd, Burbank, California 91505",(818) 972-5080,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000418
AT&T,TABS2026000394,AT&T,"241 NE 28th St., Fort Worth, TX 76106",Tarrant,10/1/2025,11/1/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Modifications to existing retail tenant space of a new cell phone store, 1,326 square feet","1,326 ft 2","Mimosa Realty, LLC","9999 Bellaire Blvd. #505, Houston, Texas 77036",(281)779-9256,Portables - Attique Rasheed,Randy J Falk & Associates,"1957 Osage Ln, Santa Fe, New Mexico 87505",267-312-6776,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000394
Advanced Head & Neck,TABS2026000389,Rosedale Medical,"1650 West Rosedale Street Suite101, Fort Worth, TX 76104",Tarrant,9/19/2025,12/31/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovations to an existing suite in an existing MOB,"3,286 ft 2",HCP MEDICAL OFFICE BUILDINGS LLC,"3000 Meridian Blvd Suite #200, Franklin, Tennessee 37067",615.324.6946,,Lincoln Property,"8140 Walnut Hill Lane Suite 700, Dallas, Texas 75231",(214) 461-2354,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000389
Cross City Alliance,TABS2026000380,Cross City Alliance,"SE Corner of Int at Haslet Pkwy & Sweetgrass Blvd., Haslet, TX 76052",Tarrant,10/1/2025,9/30/2026,"$6,800,000",New Construction,"This project is privately funded, on private land for private use.","New 20,000 sf single story facility and related sitework.","20,000 ft 2",First Baptist Church Euless,"1000 W. Airport Freeway, Euless, Texas 76039",(817) 577-4387,,HH Architects,"2221 Lakeside Blvd. Suite 1100, Richardson, Texas 75082",972-404-1034,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000380
Texas Health Digestive Specialists,TABS2026000378,Vandergriff,"1001 North Waldrop Drive Suite #615, Arlington, TX 76012",Tarrant,11/25/2025,2/27/2026,"$501,710",Renovation/Alteration,"This project is privately funded, on private land for private use.","At Suite 615, renovation of existing space to include limited wall modifications, new architectural finishes, and associated MEP to accommodate use as a medical office facility. Tenant finish out of 4,587 square feet.","4,587 ft 2",Texas Health Resources,"612 E. Lamar Blvd. Suite 190, Arlington, Texas 76011",(682) 236-6282,,"Thiel & Team, Inc.","700 North Carroll Ave. Suite 100, Southlake, Texas 76092",(817)581-3838,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000378
The Texas A&M University System - (Texas A&M - Fort Worth) RIB A,TABS2026000370,Research and Innovation Building A,"1501 Calhoun Street, Fort Worth, TX 76102",Tarrant,2/15/2026,12/1/2028,"$180,000,000",New Construction,"This project is privately funded, on private land for private use.","560,000gsf - Thirteen Story Academic Tower including one sub-terranean parking level, ground floor lobby and loading dock, four level parking above ground floor, and 8 occupied levels above parking. ","560,000 ft 2",Texas A&M University System,"301 Tarrow, 6th Floor, College Station, Texas 77840",(979) 458-6121,,Smith Group,"3333 Welbourn Street #100, Dallas, Texas 75219",(469) 232-5537,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000370
Pickleball Courts Haltom,TABS2026000356,Pickleball Courts Haltom,"North Corner of Haltom Rd and Old Denton Rd North Corner of Haltom Rd and Old Denton Rd, Haltom City, TX 76117",Tarrant,10/1/2025,10/30/2026,"$6,000,000",New Construction,"This project is privately funded, on private land for private use.",New construction of sports facility,"66,600 ft 2",Richard Kang,"North Corner of Haltom Rd and Old Denton Rd, Haltom City, Texas 76117",(469) 951-8001,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000356
BSW Grapevine ED CT,TABS2026000337,Baylor Scott & White Medical Center - Grapevine,"1650 W College St, Grapevine, TX 76051, Grapevine, TX 76051",Tarrant,10/31/2025,2/1/2026,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",1:1 equipment upgrade of existing ED CT. No walls/doors modified. Finish upgrade throughout.,650 ft 2,Mark Fryar,"301 N Washington Avenue, Dallas, Texas 75231",214-820-8521,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000337
Rosedale Market,TABS2026000334,Rosedale Market,"4704 E Rosedale Street, Fort Worth, TX 76105",Tarrant,2/1/2026,12/31/2026,"$1,200,000",New Construction,"This project is privately funded, on private land for private use.","Proposed 4,080 square feet new commercial C-Store","4,080 ft 2",Rosedale Edgewood LLC,"904 Hidden Meadow Court, Southlake, Texas 76092",(682) 225-4500,,Arman Solutions LLC,"706 Glencrest Lane, Suite B, Longview, Texas 75601",(409) 454-6117,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000334
PLAY STREET MUSEUM,TABS2026000332,VICTORY SHOPS AT HERITAGE 6,"9833 NORTH FREEWAY #STE. 105, Fort Worth, TX 76177",Tarrant,11/15/2025,2/15/2026,"$350,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"3,100 ft 2",VICTORY SHOPS AT HERITAGE VI,"2911 TURTLE CREEK BLVD #STE. 700, DALLAS, Texas 75219",(469) 213-7833,TASLIM SHARIF,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000332
