project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
2442 Ludelle Street,TABS2026014960,WMGSA Blue Smoke LLC,"2442 Ludelle Street, Fort Worth, TX 76105",Tarrant,4/1/2026,5/1/2026,"$206,790",Renovation/Alteration,"This project is privately funded, on private land for private use.","demo, framing and sheetrock, painting, acoustical ceilings install, plumbing, electrical, HVAC install, flooring, milwork & countertops, overhead doors, ","4,800 ft 2",WMGSA Blue Smoke LLC,"150 S Beach Street Suite 174, Fort Worth, Texas 76105",(817) 798-4816,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014960,,,,
Finish Out - The Skin Loft,TABS2026014951,Parkway Plaza Building B,"1675 N. Tarrant Parkway, Suite 200, Keller, TX 76248",Tarrant,3/28/2026,8/1/2026,"$250,000",New Construction,"This project is privately funded, on private land for private use.",Finish-Our of 2033 sq.ft. of area for a Medical Spa,"2,033 ft 2","KED Southwest, Ltd.","PO Box 915, Colleyville, Texas 76034",817-937-2999,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014951,"MJ Wright & Associates, Inc.","1167 Arrowhead Ranch Blvd, Dripping Springs, Texas 78620",(817) 300-5044,
First Fence USA - Kennedale,TABS2026014947,First Fence Showroom,"429 W Kennedale Pkwy, Kennedale, TX 76060",Tarrant,4/1/2026,4/10/2026,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior Finish out for Showroom and office, with minor exterior renovation","6,452 ft 2","First Fence, USA","429 W Kennedale Pkwy, Kennedale, TX 76060, Kennedale, Texas 76060",(682) 479-0293,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014947,MB STUDIO,"3030 Canton Street Suite 130, Dallas, Texas 75226",(214) 549-5922,
Anthem,TABS2026014929,Building G,"1500 N Collins St, Arlington, TX 76011",Tarrant,7/1/2026,7/31/2027,"$2,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Partial building demolition and alteration/facade renovation of a 32,301sf type IIB, cold dark shell commercial building","32,301 ft 2",LS TDMK LLC,"1701 River Run Suite 500, Fort Worth, Texas 76107",(817) 629-2710,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014929,"Dwell Design Studio, LLC","5801 Tennyson Parkway Suite 350, Plano, Texas 75024",(214) 427-6629,
Anthem,TABS2026014927,Building F,"1500 N Collins Street, Arlington, TX 76011",Tarrant,7/1/2026,7/31/2027,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Partial building demolition and alteration/facade renovation of a 32,413sf type IIB, cold dark shell commercial building","32,413 ft 2",LS TDMK LLC,"1701 River Run Suite 500, Fort Worth, Texas 76107",(817) 629-2710,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014927,"Dwell Design Studio, LLC","5801 Tennyson Parkway Suite 350, Plano, Texas 75024",(214) 427-6629,
Anthem,TABS2026014925,Building B,"1500 N Collins Street, Arlington, TX 76011",Tarrant,7/1/2026,7/31/2027,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Partial building demolition and alteration/facade renovation of a 11,294 sf type IIB, cold dark shell commercial building","11,294 ft 2",LS TDMK LLC,"1701 River Run Suite 500, Fort Worth, Texas 76107",(817) 629-2710,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014925,"Dwell Design Studio, LLC","5801 Tennyson Parkway Suite 350, Plano, Texas 75024",(214) 427-6629,
Gashapon Bandai Official Shop,TABS2026014924,HOUSE OF CHOI LLC,"3980 NE Loop 820, Haltom City, TX 76117",Tarrant,4/1/2026,6/30/2026,"$125,000",New Construction,"This project is privately funded, on private land for private use.","New space build out, demising wall, mechanical, electrical, plumbing and cosmetic finishes","1,276 ft 2",HOUSE OF CHOI LLC,"2625 N Josey Ln Ste 340, Carrollton, Texas 75007",(469) 895-6643,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014924,J.C. Hsu Architect,"1206 Apollo Rd #851191, Richardson, Texas 75085",(214) 727-3227,Happinet America Inc
BOOT BARN #305,TABS2026014915,BOOT BARN,"2500 Centennial Drive, Arlington, TX 76011",Tarrant,6/1/2026,10/12/2026,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",EXISTING BOOT BARN REMODEL,"59,280 ft 2",MBP ARLINGTON TX LLC,"1385 BROADWAY 18TH FL, NEW YORK, New York 10018",(212) 216-6031,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014915,ARCVISION,"1950 Craig Rd. Ste 300, St Louis, Missouri 63146",(336) 830-1111,CINDY ACTON-BLACKBURN
Edward Jones,TABS2026014905,Edward Jones,"2102 State Highway 114 Suite 215, Southlake, TX 76092",Tarrant,4/15/2026,7/15/2026,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",remodel interior of suite 215,"5,606 ft 2",MDP Kimball Park 114 LLC,"2102 E State Hwy 114 Ste. 111, Southlake, Texas 76092",(214) 784-1617,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014905,"GSO Architects, Inc.","5310 Harvest Hill Rd. Suite 226, LB. 156, Dallas, Texas 75230",(972) 385-9651,Anna Keener
Colleyville,TABS2026014898,Wells Fargo,"5520 Colleyville Blvd, Colleyville, TX 76034",Tarrant,5/17/2026,6/2/2026,"$268,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation to include furniture, finishes, millwork, lighting, and equipment. Exterior improvements to path of travel to main accessible entrance.","4,205 ft 2",Wells Fargo Bank,"333 Market Street, San Francisco, California 94105",(832) 364-4024,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014898,"Interior Architets., Inc.","711 Louisiana St. Suite 1950, Houston, Texas 77002",(214) 935-6925,
