ProjectId,ProjectNumber,DataVersionId,ProjectName,ProjectStatus,ProjectCreatedOn,FacilityName,City,County,TypeOfWork,EstimatedCost,EstimatedStartDate,EstimatedEndDate,URL
2bd61ef1-a681-4ec6-b03f-a7844e9f49a7,TABS2026004827,900001,1350 Ave South Tenant Finish Out,3008,2025-10-31T16:12:50.117,1350 Ave South,686,2220,9002,1139291.0,2025-11-17T00:00:00,2026-02-26T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004827
45003ac2-1f9b-4c7c-80c5-5f92ac07e0cd,TABS2026004815,900001,Halpern's,3008,2025-10-31T15:21:50.687,"Halpern's Steak & Seafood Company, LLC",686,2220,9002,6500000.0,2025-11-15T00:00:00,2026-07-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004815
ab9026d1-e9af-45c9-8f41-b49252b91e4e,TABS2026004801,900001,McClean Consolidation,3008,2025-10-31T14:10:18.233,WP McLean Middle School,606,2220,9002,54000000.0,2026-06-01T00:00:00,2028-08-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004801
ca55497e-62b4-43f9-ba95-25f935c7942c,TABS2026004772,900001,UPS - Conveyor Install,3008,2025-10-31T12:33:15.35,UPS,606,2220,9002,6368232.0,2025-11-03T00:00:00,2025-11-17T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004772
8a9616e5-a90f-43f7-8554-8dafa89d5d52,TABS2026004721,900001,BURLESON KIA,3008,2025-10-31T08:55:49.303,KIA OF BURLESON,231,2220,9001,10000000.0,2025-12-08T00:00:00,2026-09-11T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004721
603daddc-4ca3-4585-813b-9042dabb890c,TABS2026004715,900001,Kratos 2025 Expansion,3008,2025-10-30T23:09:53.503,Arbors at Brookhollow,62,2220,9002,160000.0,2025-11-01T00:00:00,2026-01-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004715
5665b56e-e24e-4c3b-b627-74bd5e3c5611,TABS2026004697,900001,Nationwide,3008,2025-10-30T16:00:14.183,Blazing Trail Building 4,606,2220,9002,1800000.0,2025-10-31T00:00:00,2026-02-27T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004697
e3155b81-3ffb-4eca-b505-80355d35f131,TABS2026004692,900001,"Lucas Funeral Home - Dalworthington Gardens, TX",3008,2025-10-30T15:33:53.463,Lucas Funeral Home,416,2220,9001,1000000.0,2025-12-15T00:00:00,2026-05-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004692
e021f81e-b1fd-40c5-9cda-855ae086c49f,TABS2026004686,900001,Hydralive - Fort Worth,3008,2025-10-30T15:09:31.223,Museum Place Corner Store,606,2220,9002,200000.0,2025-12-01T00:00:00,2026-02-13T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004686
c0113cfe-934b-43bc-8571-1184e6ecadbd,TABS2026004643,900001,Mavis Tire - 2348 Fort Worth TX,3008,2025-10-30T11:17:03.667,Mavis Tires & Brakes at Discount Prices,606,2220,9001,2500000.0,2026-02-02T00:00:00,2026-08-10T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004643
48c7987d-b7bf-4546-aaff-547b20dc7af8,TABS2026004637,900001,Uncle Tetsu - Japanese Cheesecake,3008,2025-10-30T10:55:16.313,Mercantile 820 Logistics Park,718,2220,9002,500000.0,2025-12-01T00:00:00,2026-02-02T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004637
03a51417-d4bb-403e-a669-6711922f5cd5,TABS2026004633,900001,City of Watauga Recreation Center Addition,3008,2025-10-30T10:20:40.727,Watauga Recreation Center,1831,2220,9003,180000.0,2025-11-19T00:00:00,2026-01-16T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004633
b83e5a54-a3ee-482c-93f3-bc334210abcc,TABS2026004631,900001,Whataburger,3008,2025-10-30T09:54:45.17,Whataburger,606,2220,9002,150000.0,2025-11-10T00:00:00,2026-01-06T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004631
e7c8b5c3-f5fe-4d43-9e21-33376cb4f255,TABS2026004628,900001,Whataburger 1084,3008,2025-10-30T09:37:26.283,Whataburger 1084,606,2220,9002,144000.0,2025-11-11T00:00:00,2025-11-25T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004628
9d9b2533-ac9b-4a69-878f-2d340ff13d2d,TABS2026004626,900001,Piedmont Plastics,3008,2025-10-30T09:12:18.67,BLP Grand Prairie Building 2,686,2220,9001,580000.0,2025-11-10T00:00:00,2026-01-24T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004626
f80e7cbf-8150-4eca-ae77-f09bc3f26ca1,TABS2026004619,900001,Fort Worth Barber Shop,3008,2025-10-30T00:03:43.557,BICOCCHI BUILDING,606,2220,9002,125000.0,2025-11-01T00:00:00,2026-01-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004619
0091ddc1-601c-4a1d-bfb5-855ca78f9968,TABS2026004581,900001,Booth Creek Wagyu,3008,2025-10-29T13:46:49.57,Park Village,1643,2220,9002,250000.0,2025-12-31T00:00:00,2026-02-28T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004581
9cdd1b42-9904-4b52-a25c-ad6653fb443a,TABS2026004568,900001,DFW Art-K-Texture,3008,2025-10-29T11:57:14.26,DFW International Airport - Terminal D,455,2220,9002,700000.0,2025-11-15T00:00:00,2026-04-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004568
8524faa3-9d14-464e-a48f-a48c9e177182,TABS2026004560,900001,Smiley Park,3008,2025-10-29T11:07:35.847,City of Fort Worth Park and Recreation Department,606,2220,9001,791720.0,2026-01-01T00:00:00,2026-12-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004560
dc734031-67e0-41bd-a9fc-f4189334277b,TABS2026004556,900001,Crunch Fitness -  Arlington (Remodel),3008,2025-10-29T10:47:25.97,Crunch Fitness,62,2220,9002,300000.0,2025-11-15T00:00:00,2026-09-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004556
403836da-19c3-4e8a-8a67-2a3c3d903d28,TABS2026004551,900001,PNC Bank Re-roof,3008,2025-10-29T10:32:44.67,PNC Bank,802,2220,9002,87300.0,2025-11-10T00:00:00,2025-11-16T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004551
5ec6c036-4f30-4633-9e84-7acc8de7dd22,TABS2026004542,900001,Emerald Custom Pools,3009,2025-10-29T10:00:52.563,Emerald Custom Pools,606,2220,9002,65000.0,2025-10-31T00:00:00,2025-11-14T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004542
c567a2ab-8505-429e-8100-8ee8f20c88c5,TABS2026004537,900001,Edward Jones Branch # 27632,3008,2025-10-29T09:47:42.767,Edward Jones Branch # 27632,606,2220,9002,600000.0,2025-01-01T00:00:00,2026-04-23T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004537
9fb15e71-4f98-46a4-80fd-43e122c00e7f,TABS2026004503,900001,A Renovation for At The Oaks,3008,2025-10-28T16:39:15.183,At The Oaks,606,2220,9002,100000.0,2025-11-01T00:00:00,2026-02-28T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004503
5dcd361f-8894-4a47-b849-d5d40104381a,TABS2026004448,900001,DFW B41 Whataburger,3009,2025-10-28T13:39:37.953,Dallas Fort Worth International Airport,455,2220,9002,2175000.0,2025-12-08T00:00:00,2026-06-05T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004448
df5fbd95-c6f6-4801-89c6-c247f00586f5,TABS2026004437,900001,American Airlines DFW B Renovation - Access Control Office,3008,2025-10-28T12:24:15.693,DFW Airport,455,2220,9002,8800499.0,2026-01-01T00:00:00,2026-06-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004437
b61fa19a-7ee7-42b4-9498-cf42d7df7a07,TABS2026004434,900001,THAMH - UNIT 51 RENOVATION,3009,2025-10-28T12:08:09.877,TH ARLINGTON MEMORIAL HOSPITAL,62,2220,9002,3450000.0,2026-01-12T00:00:00,2026-06-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004434
e2674403-2b8f-4914-b6ce-1cdc33b6594f,TABS2026004420,900001,Alta Mere Strip Center,3009,2025-10-28T10:40:30.943,Alta Mere Mechanic Shop,606,2220,9001,250000.0,2025-06-01T00:00:00,2026-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004420
