ProjectId,ProjectNumber,ProjectName,ProjectCreatedOn,ProjectStatus,FacilityName,City,County,TypeOfWork,EstimatedCost,DataVersionId,EstimatedStartDate,EstimatedEndDate,URL
084c474c-8124-4114-b2d0-e7b35fe6f7d2,TABS2025007685,Birchman Office Interior Finish-Out,2024-12-13T17:38:35.53,3008,Birchman Office Development,606,2220,9001,1250000.0,900001,2025-01-15T00:00:00,2025-06-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007685
b518522f-b5c0-4722-b31b-0a33c025f3af,TABS2025007682,Project David Hale,2024-12-13T16:57:58.757,3008,Alliance Center East Bldg 3,606,2220,9001,6000000.0,900001,2024-12-16T00:00:00,2025-06-16T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007682
d442e733-f47a-41f4-a578-7465fa63f8d6,TABS2025007656,"Caribou Coffee - Watauga, TX Renovation",2024-12-13T14:52:07.683,3008,Caribou Coffee,1831,2220,9002,115000.0,900001,2025-02-12T00:00:00,2025-04-04T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007656
04e49b04-5289-4e5d-b5ab-baabeea9817a,TABS2025007645,Cristo Rey Fort Worth Prep School,2024-12-13T12:57:17.75,3008,Cristo Rey Fort Worth,606,2220,9003,3500000.0,900001,2025-06-21T00:00:00,2025-09-14T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007645
97c48a35-c5b7-4f86-bd33-d5f697818c73,TABS2025007624,AZZ Inc.,2024-12-13T10:47:59.637,3008,Museum Place Holdings,606,2220,9002,133000.0,900001,2025-01-27T00:00:00,2025-04-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007624
b5a85751-537c-4f8a-a142-a18bd940c115,TABS2025007600,DFW - Terminal E In-fill,2024-12-13T07:49:37.49,3008,DFW Airport - Terminal E,455,2220,9003,160000000.0,900001,2025-03-01T00:00:00,2027-05-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007600
f40c5a5f-643f-4053-88a6-abfaf108b71c,TABS2025007594,CPN 103309 - Tarrant Parkway and Beach Street Intersection Improvements,2024-12-12T20:12:18.66,3008,Tarrant Parkway and Beach Street Intersection,606,2220,9002,200000.0,900001,2025-08-01T00:00:00,2026-12-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007594
bd9f5a71-9a2a-4cde-8be5-f46cce4e5b3a,TABS2025007592,"Basswood 4, Spec Office 411",2024-12-12T20:06:13.577,3008,Basswood 4,606,2220,9002,200000.0,900001,2025-01-15T00:00:00,2025-04-12T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007592
a218a55c-ed41-49e3-bb32-474a5df272b6,TABS2025007572,General Motors H Dock Additioin,2024-12-12T16:28:40.833,3008,General Motors Arlington Facility,62,2220,9003,2050000.0,900001,2025-01-06T00:00:00,2025-05-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007572
dec23f86-a693-4706-be18-f369361f7dab,TABS2025007561,WareSpace FWS Expansion,2024-12-12T15:36:42.99,3008,WareSpace,606,2220,9002,640000.0,900001,2025-01-20T00:00:00,2025-04-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007561
d12b4bca-20d3-48d3-be76-e45c73ee4850,TABS2025007549,north city pickle ball,2024-12-12T14:32:08.87,3008,north city pickle ball,606,2220,9001,2800000.0,900001,2025-02-15T00:00:00,2025-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007549
596775a7-fa20-476b-b450-e64e645992c0,TABS2025007499,FWISD DAGGETT MONTESSORI  SCHOOL - 2021 BOND,2024-12-12T10:32:23.74,3008,FWISD DAGGETT MONTESSORI  SCHOOL,606,2220,9002,18000000.0,900001,2025-05-15T00:00:00,2026-09-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007499
3fd425f8-811d-4453-9241-a585d8bb00dc,TABS2025007498,KFC-Y351060,2024-12-12T10:19:53.447,3008,KFC,606,2220,9002,66708.0,900001,2024-12-19T00:00:00,2024-12-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007498
d849e0cc-b371-48b7-aa60-792bc288eeb4,TABS2025007497,Office and Showroom,2024-12-12T10:17:29.99,3008,Already Design Offices and Showroom,62,2220,9001,850000.0,900001,2025-01-31T00:00:00,2025-09-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007497
c8e06010-adf1-4aea-9103-d84a55922318,TABS2025007483,Beck & Ibarra CPA - TI,2024-12-12T09:44:52.76,3008,Golden Triangle Office Village - III,606,2220,9002,300000.0,900001,2025-01-01T00:00:00,2025-04-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007483
035dbe49-a71a-4eb0-8662-86f4acd6aede,TABS2025007470,Forestar,2024-12-12T08:50:32.917,3008,Brookhollow II,62,2220,9002,350000.0,900001,2025-01-01T00:00:00,2025-05-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007470
7d219058-a5c0-4784-86e4-94d1d26b7885,TABS2025007453,Azure Eye Care,2024-12-11T20:20:01.843,3008,5203 Heritage Ave. Colleyville TX 76034,345,2220,9002,330000.0,900001,2025-01-15T00:00:00,2025-04-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007453
2aecdca3-b857-43eb-9b16-dfdac7cf6dc7,TABS2025007447,Renovations to 8 ES - Eagle Heights ES,2024-12-11T16:56:02.8,3008,Eagle Heights ES,606,2220,9002,500000.0,900001,2025-05-26T00:00:00,2025-08-08T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007447
ee046dd5-fbdf-4546-a7f1-adfe1a7143f8,TABS2025007446,Renovations to 8 ES - Liberty ES,2024-12-11T16:53:37.067,3008,Liberty ES,84,2220,9002,500000.0,900001,2025-05-26T00:00:00,2025-08-08T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007446
e3fb924d-dc06-4513-9a52-81dcbb422210,TABS2025007445,Renovations to 8 ES - Hilltop ES,2024-12-11T16:51:09.487,3008,Hilltop ES,84,2220,9002,500000.0,900001,2025-05-26T00:00:00,2025-08-08T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007445
b11f4352-c3dc-43c8-9737-ae7a9f34197a,TABS2025007442,Renovations to 8 ES - Walnut Creek ES,2024-12-11T16:46:17.267,3008,Walnut Creek ES,84,2220,9002,500000.0,900001,2025-05-26T00:00:00,2025-08-08T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007442
