project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Auntie Anne's Pretzels,TABS2026013172,DFW International Airport,"2141 South Int. Parkway Terminal A Pier, Dfw Airport, TX 75261",Tarrant,6/1/2026,8/14/2026,"$500,000",New Construction,"This project is privately funded, on private land for private use.",New tenant finish construction for take away restaurant. ,713 ft 2,DFW International Airport,"2400 Aviation Dr. Suite 117, DFW International Airport, Texas 75261",(972) 973-5696,Randy Labosco,Carrell Partners and Yost Architecture,"10830 N Central Expressway Suite 450, Dallas, Texas 75231",(214) 793-7051,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013172
Autobahn Master Campus,TABS2026013134,Autobahn Land Rover,"(TBD) River Ranch Road, Fort Worth, TX 76132",Tarrant,9/11/2025,9/11/2027,"$13,984,000",New Construction,"This project is privately funded, on private land for private use.","A new 2 story automobile dealership to include service reception, service drive, parts storage and service workshop.","60,827 ft 2","Autobahn Realty Partners II, LLC.","2201 Main St., Suite 3100, Fort Worth, Texas 76102",(817) 390-8503,Brendan Harrington,"Goree Architects, Inc.","5151 San Felipe St., Suite 1700, Houston, Texas 77056",(713) 660-6102,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013134
Gaylord Texan-Meeting and Board Rooms Renovation (Lonestar Tower),TABS2026013113,Gaylord Texan,"1501 Gaylord Trail, Grapevine, TX 76051",Tarrant,4/6/2026,9/4/2026,"$2,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Replace existing finishes and fixtures in the Lonestar Meeting Spaces including 3 sets of restrooms. We are not moving walls or plumbing.,"1,500 ft 2",Opryland Hotel,"One Gaylord Drive, Nashville, Texas 37214",(972) 571-2529,,"Wimberly Allison Tong & Goo NA, Inc","1730 Flight Way, Suite 150, Tustin, California 92782",214-706-5455,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013113
Pan American Wire - New Warehouse Office Building,TABS2026013106,Pan American Wire,"Corner of E. Daggett Avenue and Tennessee Avenue, Fort Worth, TX 76107",Tarrant,3/15/2026,10/1/2026,"$3,000,000",New Construction,"This project is privately funded, on private land for private use.","Office Warehouse Building, Parking Lot and Drives","12,100 ft 2","Pan American Wire, Inc.","2301 Hemphill Street, Fort worth, Texas 76110",(800) 426-5886,,"Grace Design Studios, LLC","200 Bailey Avenue Suite 200, FORT WORTH, Texas 76107",(817) 921-5928,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013106
Parking garage and Helipad,TABS2026013066,Medical City Fort Worth,"900 8th Ave, Fort Worth, TX 76104",Tarrant,12/1/2026,2/4/2028,"$41,100,000",New Construction,"This project is privately funded, on private land for private use.","Parking garage 415,232 SF, Helipad 9037 SF","424,269 ft 2","Columbia Plaza Medical Center of Fort Worth Subsidiary, L.P. dba Medical City Fort Worth","PO BOX 80610, Indianapolis, Indiana 46280",817-336-2100,,HKS Inc.,"350 N. Saint Paul St. #100, Dallas, Texas 75201",214 969 3266,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013066
1307 Knight St - New office building,TABS2026013063,Office Building,"1307 Knight St, Arlington, TX 76015",Tarrant,4/15/2026,10/15/2026,"$150,000",New Construction,"This project is privately funded, on private land for private use.",Construction of new 22 ft x 60 ft office building. 1 story. Wood frame . Stone veneer . Metal roof . Total = 1320 sf ,"1,320 ft 2",Dung Truong / Han Ho,"1307 Knight St, Arlington, Texas 76015",817 888 6525,,Perez Architecture Studio,"1412 Fernwood Dr, Mesquite, Texas 76111",(214) 718-0584,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013063
2026 Asphalt Resurfacing Contract 3,TABS2026013056,N/A,"Acapulco Rd, Beckwood Rd, Bermejo Rd, Fort Worth, TX 76112",Tarrant,2/23/2026,9/3/2026,"$120,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Asphalt resurfacing of select streets, including curb ramps and damaged sidewalk replacement.","12,000 ft 2",City of Fort Worth,"100 Fort Worth Trail, Fort Worth, Texas 76102",(817) 392-2486,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013056
Beach Club Car Wash - Harmon Road,TABS2026013052,Beach Club Car Wash,"Harmon Road Mixed Use - Block 1 - Lot 5, Fort Worth, TX 76131",Tarrant,4/1/2026,8/1/2026,"$1,300,000",New Construction,"This project is privately funded, on private land for private use.",A new Beach Club Car Wash with Vacuum Amenity,"1,980 ft 2","Beach Realco 4, LLC","251 Little Falls Drive, Wilmington, Delaware 19808",(469) 586-9141,,Ramon Design Group,"3104 East Camelback Road 3067, Phoenix, Arizona 85016",(724) 462-9614,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013052
Altitude Trampoline Park,TABS2026013038,Pioneer Plaza,"2216 S. Fielder Rd., Arlington, TX 76013",Tarrant,3/15/2026,7/15/2026,"$1,200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Scope of work includes interior demolition of previous tenant's improvements with subsequent interior up-fit for new tenant. Tenant up-fit as reflected in these documents includes partial demolition of structural walls, non-structural partition walls","31,512 ft 2",2210 South Fielder Assoc LLC,"5550 LBJ Fwy. Ste. 100, Dallas, Texas 75240",(817) 675-9769,,MJM Architects,"2948 Sidco Dive, Nashville, Tennessee 37204",615-244-8170,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013038
QuikTrip # 862 Fryer Project,TABS2026013016,QuikTrip # 862,"700 S Main Street, Keller, TX 76248",Tarrant,7/5/2026,7/20/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes re-organization of existing kitchen equipment and addition of new fryer units. Project 300 sf.,300 ft 2,"QT South, LLC","4705 S. 129th East Avenue, Tulsa, Oklahoma 74134",(945) 455-6426,,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013016
