project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Professional Office Renovations,TABS2026023394,"5318 Bransford Holdings, LLC","5318 Bransford Road, Colleyville, TX 76034",Tarrant,7/20/2026,1/8/2027,"$235,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",3212 SF of an Existing Office building and addition ,"3,212 ft 2","5318 Bransford Holdings, LLC","1340 S. Main Street, Suite 300, Grapevine, Texas 76051",(214) 707-8176,Legacy ADPR,"1245 Southridge Ct. Suite 102, Hurst, Texas 76053",(817) 914-2409,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023394,
AURA NAILS & LASH STUDIO,TABS2026023386,SOUTHLAKE VILLAGE,"2130 E SOUTHLAKE BLVD #STE. 2140, Southlake, TX 76092",Tarrant,8/1/2026,12/1/2026,"$240,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"2,390 ft 2",GREYHOUND SOUTHLAKE LP,"50 S 16TH ST. #STE. 3325, PHILADELPHIA, Pennsylvania 19102",(215) 330-4201,KAFCY DESIGN & BUILD,"5602 BENT ARBOR LN, KATY, Texas 77450",(832) 299-4461,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023386,ANDY TRAN
Kennedale Sports Complex,TABS2026023367,Kennedale Sports Complex,"263 S. New Hope Rd., Kennedale, TX 76060",Tarrant,7/15/2026,2/15/2027,"$2,300,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","New restrooms and Concessions building with refurbished sports fields, fencing, and associated site amenities","2,128 ft 2",City of Kennedale,"405 Municipal Dr., Kennedale, Texas 76060",(817) 985-2102,Callahan and Freeman Architects,"1150 E. Kennedale Parkway, Kennedale, Texas 76060",(817) 478-1765,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023367,
Scooters Sports Bar,TABS2026023360,Scooters Sports Bar,"3504 Harwood Road, Bedford, TX 76021",Tarrant,8/1/2026,2/1/2027,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of an existing space,"9,800 ft 2","Coliseum Central, Inc.","8010 Sunport Drive Suite 106, Orlando, Florida 32809",(469) 644-1799,Lowery Design Group,"2043 Rushing Creek Drive, Heartland, Texas 75126",806-789-7902,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023360,Scott Binkley
La Gran Plaza Suite 1940 Remodel - white box,TABS2026023347,La Gran Plaza,"4200 South Freeway, Suite 1940, Fort Worth, TX 76115",Tarrant,6/29/2026,8/15/2026,"$331,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",remodel space to upgraded white box/shell space condition in preparation for tenant's self performed finish-out,"38,386 ft 2",Town Center Mall LP,"7324 Southwest Frwy Suite 1900, Houston, Texas 77074",(713) 777-7368,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023347,
Google DFW1.0 Logistics Facility - Buckingham_Battery Room & Office Modification,TABS2026023341,Silver Creek Business Park Building 2 / 42942592,"9449 Silver Crk Rd, Fort Worth, TX 76108 600 WESTERN TRADE DR, Fort Worth, TX 76108",Tarrant,7/30/2026,11/30/2026,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior improvements to an existing building, scope includes modification and addition of offices and new battery room. Work includes selective demolition; new interior partitions and MEP & Fire protection modification as required.","17,500 ft 2",FW 820 LLC,"13191 Crossroads Pkwy N 6th Floor 650, City of Industry, California 9174",(817) 692-0596,Arcadis Professional Services Inc.,"300 S Pearl Expy Suite 650, Dallas, Texas 75201",(469) 422-2095,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023341,Darren Sheldon
"Natalie's Candy Jar, Space A-2-040C-A01",TABS2026023337,DFW Airport,"2040 North International Parkway, Dfw Airport, TX 75261",Tarrant,7/6/2026,9/7/2026,"$480,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","RENOVATION OF AN EXISTING NATALIE'S CANDY JAR CONSISTING OF NEW MILLWORK, DISPLAY FIXTURES, FLOORING, LIGHTING FINISHES, STOREFRONT ENCLOSURE AND MECHANICAL, PLUMBING AND ELECTRICAL UPGRADES.",509 ft 2,DFW Airport,"2400 Aviation Drive, DFW Airport, Texas 75261",(972) 973-5696,"Daniel J Krulac, Architect","357 E 57th St #17B, New York, New York 10022",(212) 401-6384,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023337,Mark Taub
Tarrant County Corrections Center - Envelope Renovation,TABS2026023330,Tarrant County Corrections Center,"401 W Belknap St, Fort Worth, TX 76196",Tarrant,7/2/2026,5/2/2027,"$6,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation of the exterior envelope of the county corrections center. 532,000 square foot building","532,000 ft 2",Tarrant County,"100 E Weatherford St, Fort Worth, Texas 76102",(817) 212-7042,Parkhill,"5844 John Hickman Parkway, Suite 500, Frisco, Texas 75034",(972) 987-1670,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023330,
Azle Oaks Apartments - Community Building,TABS2026023317,Azle Oaks Apartments - Community Building,"700 Jarvis Lane, Azle, TX 76020",Tarrant,10/1/2026,10/1/2027,"$850,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","New construction of a community building for Azle Oaks Apartments in Azle, Texas.  Building will include office, storage, maintenance, laundry, and community room with kitchen.  ","2,104 ft 2","Azle Oaks Housing, Ltd","19276 FM 1485 Rd, New Caney, Texas 77357",(281) 689-2030,"ARCON Architects, Inc.","3715 Mackinac Lane, Pasadena, Texas 77505",(281) 316-6392,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023317,
"MCD 820 & BERRY - FTW, TX",TABS2026023314,"MCD 820 & BERRY - FTW, TX","SWC OF BERRY & 820, Fort Worth, TX 76119",Tarrant,10/1/2026,2/28/2027,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",New Construction McDonalds,"4,319 ft 2","MCDONALD'S USA, LLC","110 N. CARPENTER STREET, CHICAGO, Illinois 60607",(469) 865-7916,"JAW ARCHITECTS, INC","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023314,
