project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
2nd Floor Spec Suites & Common Area,TABS2025010873,Terraces at Solana - Building 6,"1500 Solana Boulevard - Building 6, Westlake, TX 76262",Tarrant,1/29/2025,6/2/2025,"$2,306,461",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out of existing space.,"21,764 ft 2","SOL Westlake, LP","8700 Bryn Mawr Avenue Suite 130N, Chicago, Illinois 60631",(312) 424-3993,Entos Design,"5400 LBJ Freeway, Suite 125, Suite 125 Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010873,
1st Floor Restrooms & Corridor,TABS2025010871,Terraces at Solana - Building 8,"1600 Solana Boulevard, Westlake, TX 76262",Tarrant,4/25/2025,6/2/2025,"$202,145",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out of existing space.,"1,338 ft 2","SOL Westlake, LP","8700 Bryn Mawr Avenue Suite 130N, Chicago, Illinois 60631",(312) 424-3993,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",972 770 2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010871,
Quick Stop,TABS2025010823,Quick Stop,"2809 Dean Rd., Fort Worth, TX 76106",Tarrant,2/1/2025,12/1/2025,"$325,000",New Construction,"This project is privately funded, on private land for private use.",New commercial building,"51,303 ft 2","Kunwar, Inc","2809 Dean Rd., Fort Worth, Texas 76106",(817) 384-9381,FC Drafting and Design,"523 W Page Ave., Dallas, Texas 76227",214-830-4372,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010823,
Cold Springs Jail Renovation,TABS2025010815,Cold Springs Jail,"1815 Cold Springs Road, Fort Worth, TX 76196",Tarrant,3/3/2025,3/2/2026,"$14,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",renovation of existing minimum security jail to medium security,"44,000 ft 2",Tarrant County,"200 Taylor Street Suite 344, Fort Worth, Texas 76196",(817) 884-2578,Komatsu Architecture,"3880 Hulen Street Suite 300, Fort Worth, Texas 76107",(817) 332-1914,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010815,
Grainger Remodel - Fort Worth,TABS2025010803,Grainger Building,"851 Grainger St, Fort Worth, TX 76104",Tarrant,2/1/2025,2/28/2025,"$172,310",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish out,"4,820 ft 2",Housing Channel,"2900 Airport Fwy, Fort Worth, Texas 76111",(817) 924-5091,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010803,
"HteaO - Keller, TX",TABS2025010790,"HTeaO - Keller, TX","2126 Rufe Snow Dr, Keller, TX 76248",Tarrant,5/1/2025,5/1/2026,"$1,100,000",New Construction,"This project is privately funded, on private land for private use.","2,552 S.F. Scope:  brewers, R.O. Water sys, cooler, prep, store, spaces for dry & prepackaged food","2,522 ft 2",Jonathan Lovelace,"1145 Maxwell Road,, Haslett, Texas 76052",(432) 638-9060,Rose-Villacorte Architecture LLC,"5300 Hollister Street Suite 210, Houston, Texas 77040",(346) 498-3808,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010790,
Equitable,TABS2025010759,Burnett Plaza,"801 Cherry St. Suite 2300, Fort Worth, TX 76102",Tarrant,1/30/2025,3/31/2025,"$228,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",The scope of this project is a non-structural interior finish-out in an existing single floor suite for the above named tenant. Scope includes HVAC and electrical.,"10,034 ft 2",TXRE Properties,"801 Cherry St, Fort Worth, Texas 76102",(214) 684-7197,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010759,Heather Franz
Eaton HS Addition and Stadium,TABS2025010757,V.R. Eaton High School,"1350 Eagle Blvd,, Haslet, TX 76052",Tarrant,4/18/2025,2/8/2028,"$70,102,694",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",New baseball/softball concessions building.  New Stadium track/field and supporting buildings/seating.  New parking/roadways.  Geowell decommissioning and replacement on the existing building.  Addition of auditorium seating and lobby.  Addition of o,"84,000 ft 2",Northwest ISD,"2001 Texas Drive,, Justin, Texas 76247",(817) 215-0086,Perkins&Will,"2218 Bryan St, Suite #200,, Dallas, Texas 75201",(214) 854-3924,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010757,
Discount Tire#1563 TXD 54,TABS2025010753,Discount Tire,"5650 Bryant Irvin Rd, Fort Worth, TX 76132",Tarrant,5/30/2025,8/22/2025,"$485,500",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of an existing Discount Tire location  -  Sq Ft 1,774","1,774 ft 2",HALLE PROPERTIES LLC,"14631 N SCOTTSDALE RD, SCOTTSDALE, Arizona 85254",480-909-6811,Interbrand Design Forum,"2056 Byer Road, Miamisburg, Ohio 45342",937-853-8247,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010753,
Texas Oncology,TABS2025010709,252 Matlock Road,"252 Matlock Road Suite 140, Mansfield, TX 76063",Tarrant,1/30/2025,6/2/2025,"$120,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior medical office renovation,934 ft 2,Pavilion Properties,"1411 N. Beckley Avenue Suite 156, Dallas, Texas 75203",(214) 947-3701,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010709,
