project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
INDIA IMPORTS,TABS2025016506,INDIA IMPORTS,"2521 W AIRPORT FREEWAY, Irving, TX 75062",Tarrant,4/15/2024,11/28/2025,"$60,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",ADDING RESTAURANT SQUARE FOOTAGE AND STORE AREA,"1,792 ft 2",JO ALI INC,"2521 W AIRPORT FREEWAY, 821, Texas 75062",(214) 418-0526,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016506,,,,
LogistiQ: San Jacinto Dr (3700) Site DDA9 Permit,TABS2025016503,Amazon DDa9,"3700 San Jacinto Dr, Fort Worth, TX 76116",Tarrant,8/1/2025,10/1/2025,"$3,392,618",Renovation/Alteration,"This project is privately funded, on private land for private use.","NO CHANGE IN USE, EGRESS, OR OCCUPANCY. INTERIOR WORK ONLY. RELOCATE EXISTING CONVEYORS INSTALL NEW CONVEYORS INSTALL MAP'S PLATFORM AND STAIRS INSTALL NEW COMPRESSOR SYSTEM INSTALL INTERIOR SAFETY FENCE CONVEYORS = 245'-0"" LINEAR FEET","114,038 ft 2",Cush Wake,"2021 McKinney Ave Suite 900, Dallas, Texas 95201",(850) 699-6941,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016503,,,,
Soulman's Bar-B-Que,TABS2025016495,Soulman's,"6000 Rufe Snow Dr, North Richland Hills, TX 76180",Tarrant,5/26/2025,8/29/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior alteration of an existing restaurant space to accommodate new tenant. ,"3,324 ft 2","Hallett No. 1, L.P.","202 E Main st, Royse City, Texas 75189",(972) 635-2224,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016495,Studio HMA,"1020 Taylor Dr, Allen, Texas 75013",(469) 463-4845,
72 Andorra - Suite 250 - Retail,TABS2025016494,72 Andorra - Retail,"72 Andorra Drive, Westlake, TX 76262",Tarrant,5/1/2025,6/1/2025,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Second Floor office finish-out,"1,804 ft 2",Steven Brown,"1800 Valley View Lane, Suite 160, Farmers Branch, Texas 75234",(972) 428-2855,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016494,,,,
ACIS Office Finishout,TABS2025016493,121 Technology Park,"9500 Ray White Rd, Ste 200, Fort Worth, TX 76244",Tarrant,6/6/2025,10/10/2025,"$1,391,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant improvement of existing shell building including architecture, MEP and minor structural","33,116 ft 2","SW Allen Owner, LLC / Still Water Capitol","2515 McKinney Ave, Suite 1200, Dallas, Texas 75201",(214) 763-6063,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016493,"Genesis Design Group, Inc","9500 Ray White Rd, Suite 200 Suite 705, Fort Worth, Texas 76244",(817) 928-4684,Chris Bergin
"Texas Roadhouse Fort Worth, TX",TABS2025016475,Texas Roadhouse Dumpster Roof Addition,"5250 ENDICOTT AVE., Fort Worth, TX 76137",Tarrant,5/19/2025,6/30/2025,"$85,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",405 square foot new roof over an existing dumpster enclosure to provide exterior storage area.,405 ft 2,ROADHOUSE ENTERPRISES INC,"6040 Dutchmans Lane Suite 400, Louisville, Kentucky 40205",(502) 515-7278,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016475,Dewberry Architects Inc.,"1760 Creekside Oaks Drive Suite 280, Sacramento, California 95833",(346) 231-0108,
"4742-1007 Fort Worth, TX Sam's Club Remodel",TABS2025016465,Sam's Club #4742,"4400 Bryant Irvin Rd., Fort Worth, TX 76132",Tarrant,6/5/2025,8/28/2025,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","132,300sf: new restrooms, new break rooms, club pick up space, health & wellness, new face, new offices, register updates, upgrades to lighting & fire suppression","132,300 ft 2",Sam's Real Estate Business Trust,"PO Box 8050 MS 0555, Bentonville, Arkansas 72712",(479) 644-5695,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016465,"HFA-AE, LTD","1705 S Walton Blvd, Ste. 3, Bentonville, Arkansas 72712",(479) 273-7780,
Eagle's Crossing PH 2,TABS2025016461,Eagle's Crossing PH 2,"10540 Forest Hill Everman Road, Fort Worth, TX 76140",Tarrant,4/1/2025,6/15/2025,"$100,000",New Construction,"This project is privately funded, on private land for private use.",approximately 16 ac lot with 112 detached multifamily units.  Sidewalks connecting all unite and amenties.  One unit to be used as leasing office.,"43,526 ft 2",Lennar,"1231 Greenway Drive, Suite 800, Irving, Texas 76140",(214) 577-1056,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016461,Pape-Dawson Engineers,"201 Main Street, Ste 901, Fort Worth, Texas 76102",(817) 870-3668,
Wellmed @ North Fielder,TABS2025016454,North Fielder,"707 N Fielder Rd., Arlington, TX 76012",Tarrant,5/2/2025,11/3/2025,"$510,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of tenant's lease area,"8,550 ft 2",LR Properties LLC,"1812 Birds Fort Trail, Arlington, Texas 76005",(817) 822-5279,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016454,"The Dawley Group, Inc.","3631 Barrington Street, San Antonio, Texas 78217",(210) 241-9392,
72 Andorra Suite 201 Warm-White-Shell Finish-Out,TABS2025016431,Retail - 72 Andorra Building,"72 Andorra, Suite 201, Westlake, TX 76262",Tarrant,5/1/2025,7/1/2025,"$50,000",New Construction,"This project is privately funded, on private land for private use.",2nd Floor warm-white-shell finish-out,"3,500 ft 2",Steven Brown,"1800 Valley View LN, Suite 160, Farmers Branch, Texas 75234",(972) 428-2855,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016431,Midtown Architects,"1801 Wittington PL, Suite 120, Farmers Branch, Texas 75234",(214) 396-5573,
Green Oaks Arlington Building,TABS2025016427,Legacy Memory,"1501 NE Green Oaks Blvd, Arlington, TX 76006",Tarrant,4/7/2024,5/20/2025,"$800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",repair of sheetrock and flooring - 29000sqft,"29,000 ft 2",Celestina Ufondu,"134 E. Church Street, Grand Prairie, Texas 75050",(469) 496-9199,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016427,,,,
Premier Truck Rental Second Floor Build-Out,TABS2025016417,Premier Truck Rental,"6850 NW Loop 820, Fort Worth, TX 76135",Tarrant,5/12/2025,7/11/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Second floor build-out of new offices, conferences rooms, and open workstations in existing office building; 3,548 SF","3,548 ft 2","Premier Truck Rental, LLC","9138 Bluffton Rd., Fort Wayne, Indiana 46809",(260) 353-1200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016417,Martin Riley Architects + Engineers,"221 W Baker St., Fort Wayne, Indiana 46802",260-422-7994,
Village Green Alzheimer's Care Home at Mansfield,TABS2025016399,Village Green Alzheimer's Care Home at Mansfield,"3800 Woodcrest Lane, Mansfield, TX 76063",Tarrant,6/1/2025,5/31/2026,"$3,600,000",New Construction,"This project is privately funded, on private land for private use.",Sitework and New one-story wood-framed building for residential care.,"13,647 ft 2","Fourth Time Partners, LLC","3400 Peachtree Road STE 715, Atlanta, Georgia 30326",(404) 354-1795,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016399,FSG Architects,"16575 Village Dr, HOUSTON, Texas 77040",(713) 344-1752,
DFW Int'l Airport Pier A Ramp Level - Phase 1A (South) - Interior Fit Out,TABS2025016385,DFW Airport,"2400 Aviation Drive, Euless, TX 75261",Tarrant,6/1/2025,12/31/2028,"$5,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior fit out for offices, restroom and break rooms at the new Pier in Terminal A. (51,000sf)","51,000 ft 2",DFW Airport,"Dallas Fort Worth International Airport P.O. Box 6, DFW Airport, Texas 75261",972-973-1702,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016385,Corgan Associates,"401 N. Houston St., Dallas, Texas 75202",(214) 748-2000,Logan Nelson
DFW Int'l Airport Terminal C and Pier C Ramp Level - Phase 1A (South) - Interior Fit Out,TABS2025016383,DFW Airport,"2400 Aviation Drive, Euless, TX 75261",Tarrant,6/1/2025,8/30/2028,"$80,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior fit out for baggage claim/baggage area, security check point, concessions white boxes, offices, restroom and break rooms at the new Pier in Terminal A. (283,500sf)","283,500 ft 2",DFW Airport,"Dallas Fort Worth International Airport P.O. Box 6, DFW Airport, Texas 75261",972-973-1702,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016383,Corgan Associates,"401 N. Houston St., Dallas, Texas 75202",(214) 748-2000,Logan Nelson
Crowley MS & HF Stevens MS Renovations,TABS2025016361,HF Stevens Middle School,"940 N Crowley Rd, Crowley, TX 76036",Tarrant,6/2/2025,5/30/2026,"$5,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",renovation including interior finish & fixture replacement and exterior improvements such as adding a pre-fab canopy at the front entry and installing a masonry-base marquee sign,"118,026 ft 2",Crowley ISD,"1900 Crowley Pride Drive, Crowley, Texas 76036",817-297-5800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016361,VLK Architects,"1320 Hemphill St Suite 400, Fort Worth, Texas 76104",(817) 633-1600,
Crowley MS & HF Stevens MS Renovations,TABS2025016360,Crowley Middle School,"3800 W. Risinger Rd., Fort Worth, TX 76123",Tarrant,6/2/2025,5/30/2026,"$5,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",renovation including interior finish & fixture replacement and exterior improvements such as adding a pre-fab canopy at the front entry and installing a masonry-base marquee sign,"118,026 ft 2",Crowley ISD,"1900 Crowley Pride Drive, Crowley, Texas 76036",817-297-5800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016360,VLK Architects,"1320 Hemphill St Suite 400, Fort Worth, Texas 76104",(817) 633-1600,
