project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
RaceTrac Mansfield,TABS2026014412,RaceTrac,"3241 E. Broad St, Mansfield, TX 76063",Tarrant,9/9/2026,11/9/2026,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Existing RaceTrac convenience store and associated dumpster enclosure.,"4,706 ft 2","RaceTrac, Inc.","200 Galleria Parkway Southeast, Atlanta, Georgia 30339",(404) 217-9366,GPD Group Professional Corporation,"520 S Main Street Suite 2531, Akron, Ohio 44311",678-781-5069,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014412,
DFW - TC Ph. 2.1/2.2 Enabling Package - Yandry and Special Events,TABS2026014385,Terminal B,"2141 S. International Pkwy, Dfw Airport, TX 75261",Tarrant,5/15/2026,9/30/2026,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Reconfiguration of existing space to accommodate new tenants. Total scope includes storage room, offices, break room, dispatch room, and restrooms. Total Area: Approx. 3,908 SF","3,908 ft 2",City of Dallas/DFW Airport Division,"Dallas Fort Worth International Airport P.O. Box 6, DFW Airport, Texas 75261",(972) 973-1784,Corgan Associates,"401 N Houston St, Dallas, Texas 75202",214-248-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014385,Logan Nelson
QuikTrip # 859 Fryer Project,TABS2026014378,QuikTrip # 859,"901 E Division St, Arlington, TX 76011",Tarrant,9/13/2026,9/28/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes reorganization of existing kitchen equipment and addition of new fryer units. Projects 300 sf,300 ft 2,"QT SOUTH, LLC","4705 S 129th East Ave., Tulsa, Oklahoma 74134",(945) 455-6426,"Daniel D Filuk, Architect","1747 E. MORTEN AVE SUITE 111, PHOENIX, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014378,
The Overlook Southlake,TABS2026014372,The Overlook Southlake,"240 N Carroll, Southlake, TX 76092",Tarrant,6/30/2026,9/28/2027,"$7,000,000",New Construction,"This project is privately funded, on private land for private use.","cold dark shell, 2-story office building","23,926 ft 2",WTG OVERLOOK LLC,"680 N CARROLL AVE STE 100, SOUTHLAKE, Texas 76092",(940) 300-8820,"urban bobcat Architects, PC","601 Bailey Avenue, Fort Worth, Texas 76107",(817) 602-9129,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014372,
"Za Soom Pizza - Fort Worth, TX",TABS2026014369,Za Zoom,"4941 N. Tarrant Parkway, Fort Worth, TX 76244",Tarrant,4/13/2026,7/31/2026,"$700,000",New Construction,"This project is privately funded, on private land for private use.",New 967 sq. ft. drive-thru only restaurant (no indoor customer access) utilizing prefabricated building and shipping container.,967 ft 2,"Za Zoom, LLC.","103 Clear Brook Court, Southlake, Texas 76092",(817) 308-7829,"Three Squared, Inc.","2541 Trumball, Detroit, Michigan 48216",(734) 646-9896,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014369,
QuikTrip # 986 Fryer Project,TABS2026014363,QuikTrip # 986,"2451 E Sublet Rd, Arlington, TX 76018",Tarrant,7/5/2026,7/20/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes re-organization of existing kitchen equipment and addition of new fryer units. Project 300 sf.,300 ft 2,"QT South, LLC","4705 S. 129th East Avenue, Tulsa, Oklahoma 74134",(945) 455-6426,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014363,
Siemens Rocket Racking,TABS2026014352,Carter Park East Building 1,"7200 Harris Legacy Drive, Fort Worth, TX 76140",Tarrant,4/6/2026,8/3/2026,"$429,860",Renovation/Alteration,"This project is privately funded, on private land for private use.",Installation of storage racks in existing warehouse,"8,944 ft 2",Carter Park East,"3819 Maple Ave, Dallas, Texas 75219",(214) 775-7677,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014352,
L'Occitane,TABS2026014349,Southlake Town Square,"1251 Main Street Suite C34, Southlake, TX 76092",Tarrant,5/4/2026,6/25/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior remodel of existing 863wqft tenant space, including new finishes, fixtures, lighting, plumbing and mechanical works.",863 ft 2,"KRG Town Square Ventures, LLC","30 S Meridian St Suite 1100, Indianapolis, Indiana 46204",(317) 577-5600,Rawlins Design Inc,"235 West 56th Street #20D, New York, New York 10019",(646) 429-0797,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014349,Carlos Santos
Water and Sanitary Sewer Replacement WSM-I: Part 1,TABS2026014347,N/A,"Carnation Ave. intersection at N. Sylvania Ave. an, Fort Worth, TX 76111",Tarrant,4/1/2026,8/31/2027,"$195,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","SF: Sidewalks:3,578, Barrier Free Ramps:32, Scope: Water replacements, sanitary sewer replacements, road rehabilitation","3,578 ft 2",City of Fort Worth,"100 Fort Worth Trail,, Ft. Worth,, Texas 76102",817-392-7803,"Kimley-Horn and Associates, Inc","801 Cherry St. Suite 1300, Unit 11, Fort Worth, Utah 76102",(817) 349-7313,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014347,
Wuliger Way Data Center,TABS2026014340,Data Center,"6401 Wuliger Way, North Richland Hills, TX 76226",Tarrant,5/1/2026,7/31/2026,"$3,600,000",New Construction,"This project is privately funded, on private land for private use.",site + building,"12,000 ft 2",6409 wuliger way LLC,"5900 balcones drive suite 100, austin, Texas 78731",(214) 542-9387,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014340,
