project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
Venezia Nail Bar,TABS2024010768,Venezia Nail Bar,"1660 E. Broad Street Suite 120, Mansfield, TX 76063",Tarrant,3/1/2024,7/31/2024,"$500,000",New Construction,"This project is privately funded, on private land for private use.",Interior shell finish out for a nail salon ,"3,200 ft 2",Tim Chen,"506 Dartmoor Dr, Celina, Texas 75006",(917) 683-6687,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010768,,,,
The Parks at Arlington Suite #2070 LL shell work only,TABS2024010753,The Parks at Arlington Mall,"3811 South Cooper St., Arlington, TX 76004",Tarrant,2/29/2024,6/28/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",landlord shell work only,"12,399 ft 2",Brookfield Properties,"3811 S. Cooper St., Arlington, Texas 76015",(817) 767-4281,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010753,Town Square Architecture,"1210 Verdun Ln, Friendswood, Texas 77546",(979) 505-0393,
Sephora,TABS2024010749,The Parks at Arlington,"3811 S Cooper Street Space #1102, Arlington, TX 76018",Tarrant,6/17/2024,7/26/2024,"$90,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Removal of existing lighting throughout the sales area with installation of new lighting in close to the same location,"3,229 ft 2","Parks At Arlington, LP","PO Box 101042, Chicago, Illinois 60610",(312) 960-2688,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010749,Sargent Architects,"234 E Colorado Blvd. Suite #850, Pasadena, California 91101",310-437-8203,Elisa Abu Shanab
Alcon Conner Center R&D Office,TABS2024010748,Conner Center,"6201 South Freeway, Fort Worth, TX 76134",Tarrant,3/25/2024,9/27/2024,"$3,144,833",Renovation/Alteration,"This project is privately funded, on private land for private use.","Office renovation with removal of existing ceiling and ductwork to expose the existing structure above. A new break area, replacement of monumental stair, new balcony, and new offices. ","15,000 ft 2",Alcon,"6201 South Freeway, Fort Worth, Texas 76134",(817) 939-1520,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010748,BOKA POWELL,"8080 Park Ln #800, Dallas, Texas 75231",(972) 701-9000,
A New Facility for HIley Acura,TABS2024010742,A New Facility for HIley Acura,"West Loop 820 South, Fort Worth, TX 76116",Tarrant,4/1/2024,10/1/2025,"$13,000,000",New Construction,"This project is privately funded, on private land for private use.","A new automotive dealership with showroom, offices, Service drive, Service shop, Car Wash and an attached Detail canopy along with appropriate site work for inventory and customer parking.","38,662 ft 2","Fort Worth Land Acquisition, LLC","3535 W Loop 820 S, Fort Worth, Texas 76116",713-504-3372,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010742,"VLK Architects, Inc.","1320 Hemphill St Suite 400, Fort Worth, Texas 76104",(817) 633-1600,
IH 30 (CSJ: 1068-01-214),TABS2024010692,CSJ: 1068-01-214,"From: Linkcrest Drive To: LOOP 820, Fort Worth, TX 76008",Tarrant,7/1/2024,7/1/2028,"$250,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Widen freeway consisting of grading, base, hot mix, concrete pavement, drainage, structures, signing, traffic signals, pavement markings, ITS and high mast illumination.","325,915 ft 2",TxDOT District: Fort Worth,"2501 S W Loop 820, Fort Worth, Texas 76133",(817) 370-6744,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010692,"I.S.Engineers, LLC.","7670 Woodway Drive, Suite 320, Houston, Texas 77063",(713) 234-7118,
Ft Worth - Haltom City AT&T,TABS2024010661,AT&T,"1110 N Beach St., Fort Worth, TX 76111",Tarrant,2/15/2024,3/31/2024,"$190,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",1st Gen tenant fit out,"2,635 ft 2",Soleman Ali,"2861 Congressman Ln, Dallas, Texas 75220",(214) 357-6653,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010661,Kamus & Keller,"3760 Kilroy Airport Way #100, Long Beach, California 90806",562-216-5244,Skyler Cosby
"TSC - Benbrook, TX - Side Lot",TABS2024010647,Tractor Supply Co.,"9249 Benbrook blvd, Benbrook, TX 76126",Tarrant,6/10/2024,8/23/2024,"$293,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Side lot - Exterior Greenhouse Addition,"6,201 ft 2",Robert & Mary Coussan,"28 Moss Pt, Alameda, California 94502",510-381-6688,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010647,Onyx Creative,"25001 Emery Rd. STE 400, Warrensville Heights, Ohio 44128",(216) 223-3243,CD Caffey
AOM Infusion,TABS2024010636,AOM Infusion,"230 Westway Place Suite 101, Arlington, TX 76018",Tarrant,2/15/2024,7/1/2024,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Demo and interior remodel interior space to include Mechanical, electrical and plumbing modifications. ","12,220 ft 2",Birtcher Anderson & Davis,"920 Del Obispo St Suite 260, San Juan Capistrano, California 92675",(480) 921-4000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010636,Rise Architecture,"241 37th St Ste 440, Brooklyn, New York 11232",516-249-3746,
Texas Enterprises Tank Farm,TABS2024010622,Mighty Auto Parts of DFW,"3524 Liston Lane, Fort Worth, TX 76040",Tarrant,3/7/2024,4/7/2024,"$318,000",New Construction,"This project is privately funded, on private land for private use.","Construction of a 3000 SF, 8"" thick, concrete pad","3,000 ft 2",Tres Sierras LTD,"4911 E 7th Street, Austin, Texas 78702",(512) 385-2020,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010622,CDS Muery Engineers/ Surveyors,"100 NE Loop 410, Suite 300, San Antonio, Texas 78216",(210) 581-1111,
