project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Kiddie Academy,TABS2025014292,Kiddie Academy,"4401 Colleyville Blvd., Colleyville, TX 76034",Tarrant,6/1/2025,12/31/2025,"$3,000,000",New Construction,"This project is privately funded, on private land for private use.","A 10,819 sq. ft.one story shell and interior finish out for a child daycare.","10,819 ft 2","Ascend Core Colleyville, LLC","1782 W. McDermott Dr., Allen, Texas 75013",(469) 331-8566,Kluch Designs,"17760 Preston Rd., Dallas, Texas 75252",(817) 938-7434,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014292,
Hurricane Harbor JB's BBQ Renovation,TABS2025014285,Hurricane Harbor,"1800 E. Lamar Blvd  Suite #15, Arlington, TX 76006",Tarrant,4/1/2025,6/1/2025,"$80,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of an existing restaurant building w/ new patio cover at Hurricane Harbor.  Electrical, mechanical and structural under this project.","1,502 ft 2",Six Flags Over Texas,"2201 East Road To Six Flags, Arlington, Texas 76011",(707) 315-1951,Quorum Architects,"825 W. Vickery    Ste 100, Forth Worth, Texas 76104",(817) 546-6311,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014285,
3501 Sandshell Spec Offices,TABS2025014279,3501 Sandshell Dr.,"3501 Sandshell Dr. Suite 100, Fort Worth, TX 76140",Tarrant,5/8/2025,9/30/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Build one new spec office within existing warehouse shell building and amend two existing office pods within building for new configurations.,"4,500 ft 2",Link Logistics,"13727 Noel Rd. suite 750, Dallas, Texas 75240",(833) 354-0003,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014279,
Klein Tools Warehouse Expansion,TABS2025014276,Distribution Warehouse,"500 Klein Tools Blvd, Mansfield, TX 76063",Tarrant,5/1/2025,3/2/2026,"$35,000,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Warehouse addition,"452,000 ft 2",Klein Tools,"500 Klein Tools Blvd, Mansfield, Texas 76063",(817) 477-8450,Boka Powell,"777 Taylor Street, Suite 830, Fort Worth, Texas 76102",(817) 882-9797,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014276,
KENNEDALE FIRE STATION,TABS2025014262,KENNEDALE FIRE STATION #49,"100 CLOVERLANE DR, Kennedale, TX 76060",Tarrant,5/15/2025,1/30/2026,"$1,442,435",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","REMODEL AND ADDITION W/BUNK ROOMS, OFFICES, AND TRAINING ROOM","18,414 ft 2",CITY OF KENNEDALE,"100 CLOVERLANE DR, KENNEDALE, Texas 76060",(817) 985-2150,GROSSMAN DESIGN BUILD,"1045 MATLOCK, MANSFIELD, Texas 76063",817-473-9168,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014262,
BJs Wholesale Club Retail Gasoline Station,TABS2025014260,BJs Wholesale Club #265 Retail Gas Station,"5901 Altamesa Blvd., Fort Worth, TX 76132",Tarrant,9/15/2025,2/28/2026,"$950,000",New Construction,"This project is privately funded, on private land for private use.","Installation of a new retail gasoline station with employee only attendant kiosk, overhead canopy, underground storage tanks, and all associated fuel system equipment (dispensers, piping, etc.)","8,400 ft 2",BJs Wholesale Club,"350 Campus Drive, Marlborough, Maine 01752",(360) 450-9514,"Stantec Consulting Services, Inc.","6800 College Blvd. Suite 750, Overland Park, Kansas 66211",(913) 202-6867,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014260,
KENNEDALE POLICE STATION REMODEL,TABS2025014259,KENNEDALE POLICE STATION,"401 MUNICIPAL DR, Kennedale, TX 76060",Tarrant,5/1/2025,10/30/2025,"$1,442,435",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","PARTIAL INTERIOR LAYOUT REMODEL, ADDED EXTERIOR PUBLIC RESTROOMS AND ADDED COVERED PARKING","3,540 ft 2",CITY OF KENNEDALE,"401 MUNICIPAL DR, KENNEDALE, Texas 76060",(817) 985-2105,GROSSMAN DESIGN BUILD,"1045 MATLOCK, MANSFIELD, Texas 76063",817-473-9168,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014259,
Building 1 Spec Suite 5521,TABS2025014247,Rosedale Distribution Center,"5521 E Rosedale Street Suite 5521, Fort Worth, TX 76112",Tarrant,3/14/2025,8/14/2025,"$317,259",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation/ Alteration,"16,000 ft 2",LRF3 Dal Rosedale LLC,"116 Huntington Avenue Suite 1001, Boston, Massachusetts 02116",(214) 306-9985,Interprise Design,"14241 Dallas Parkway Suite 260, Dallas, Texas 75254",(972) 385-3991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014247,
Colonial Country Club,TABS2025014244,Terrace,"3735 Country Club Cir., Fort Worth, TX 76109",Tarrant,3/17/2025,6/26/2025,"$182,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Repair and reconstruction of main club house terrace.,"1,118 ft 2",Colonial Country Club,"3735 Country Club Cir., Fort Worth, Texas 76109",(817) 927-4248,ARCHITEXAS,"1907 Marilla St, Second floor, Dallas, Texas 75201",(214) 789-6216,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014244,
"25-0024 EBB Saginaw, TX",TABS2025014238,Einstein Bros Bagels,"1005 N Saginaw Blvd Suite 100, Saginaw, TX 76179",Tarrant,6/9/2025,8/11/2025,"$300,000",New Construction,"This project is privately funded, on private land for private use.",1st gen drive thru TI finish out,"1,800 ft 2","SP SA Development, LLC","4940 N. Tarrant Parkway SUITE 315, Fort Worth, Texas 76244",682-285-1600,Rogue Architects,"513 Main St Ste 200, Fort Worth, Texas 76102",(817) 529-6882,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014238,
