project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
"Braum's - Hurst, TX (25094)",TABS2026009746,Braum's Ice Cream & Dairy,"861West Pipeline Road, Hurst, TX  76053, Hurst, TX 76053",Tarrant,3/1/2026,6/1/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of an existing Braum's Ice Cream & Dairy,"5,000 ft 2",Retail Buildings Inc.,"3000 NE 63rd St - Oklahoma City, OK 73121 Suite 100, Oklahoma City, Oklahoma 73121",(405) 620-7223,Reprise Design,"12400 Portland Ave S Suite 100, Burnsville, Minnesota 55337",(952) 562-3724,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009746,
Litchfield Cavo,TABS2026009733,Two City Place,"100 Throckmorton St. Suite# 500, Fort Worth, TX 76102",Tarrant,2/2/2026,7/2/2026,"$106,761",Renovation/Alteration,"This project is privately funded, on private land for private use.","THE SCOPE OF THIS PROJECT IS A NON-STRUCTURAL INTERIOR FINISH-OUT IN AN EXISTING SINGLE FLOOR SUITE. SCOPE INCLUDES HVAC, ELECTRICAL, PLUMBING. ","1,589 ft 2","SREP-OCPFWTX, LLC","5210 McKinney Ave., Dallas, Texas 75205",214.740.2300,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",214.638.6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009733,David Pels
AC Hotel by Marriott - Grapevine,TABS2026009721,AC Hotel By Marriott,"1701 State Hwy 26, Grapevine, TX 76051",Tarrant,3/28/2026,9/30/2027,"$18,000,000",New Construction,"This project is privately funded, on private land for private use.","200 ROOM HOTEL WITH 6000+ MEETING SPACES, FULL RESTAURANT AND BAR, OWNERS CLUB, AND RELEVANT SUPPORT SPACES AND BACK OF HOUSE.","121,924 ft 2",Supreme Bright Grapevine IX,"1785 State Hwy 26 Suite 400, Grapevine, Texas 76051",(214) 774-4650,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009721,
WELLS FARGO CRG,TABS2026009711,"Clearfork Retail Venture, LLC","5155 MARATHON AVE, Fort Worth, TX 76109",Tarrant,4/6/2026,8/21/2026,"$6,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","FIRST TENANT IMPROVEMENT ON FLOORS 2 AND 3 OF EXISTING 3-STORY BUILDING, INCLUDING CONSTRUCTION OF NON-STRUCTURAL PARTITIONS, CEILINGS, FINISHES AND FURNITURE/EQUIPMENT AND ASSOCIATED MEP IMPROVEMENTS.","31,000 ft 2","Clearfork Retail Venture, LLC","PO Box 6120,, Indianapolis, Indiana 46206",817-732-9552,"INTERIOR ARCHITECTS, INC","728 NORTHWESTERN AVE, BLDG A, AUSTIN, Texas 78702",737.218.5220,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009711,Jennifer Stromatt
JPS Medical Outpatient Building,TABS2026009702,John Peter Smith Medical Outpatient Building,"1300 South Main Street, Fort Worth, TX 76104",Tarrant,1/9/2026,7/29/2029,"$250,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","This Project includes outpatient services into a new 10-story MOB planned for approximately 300,000 square feet (SF). ","300,000 ft 2",Tarrant County Hospital District dba JPS Health Network,"1575 South Main St., Fort Worth, Texas 76104",(817) 702-4935,Hoefer Welker,"500 North Akard Street, Suite 2450, Dallas, Texas 75201",(214) 445-4339,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009702,
Technology Office Building Training Build-Out,TABS2026009607,Technology Office Building,"2400 Western Center Boulevard, Fort Worth, TX 76131",Tarrant,12/1/2025,3/16/2026,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use."," 17,387 s.f. buildout at the northeast corner of the existing Technology buildout with new new training rooms, communal areas, assembly space, room updates, new storage and required entrance modifications along with supporting spaces.","17,387 ft 2",BNSF,"2400 Western Center Boulevard, Fort Worth, Texas 76131",(817) 352-1465,TKDA,"5151 Mochel Drive Suite 205, Downers Grove, Illinois 60515",(225) 423-9329,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009607,
QuikTrip # 855 Fryer Project,TABS2026009604,QuikTrip # 855,"6345 Davis Blvd., North Richland Hills, TX 76180",Tarrant,4/5/2026,4/20/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes re-organization of existing kitchen equipment and addition of new fryer units. Project 300 sf.,300 ft 2,"QT South, LLC","4705 S. 129th East Avenue, Tulsa, Oklahoma 74134",(945) 455-6426,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009604,
Arborlawn United Methodist Church Playground,TABS2026009599,Playground,"5001 Briarhaven Rd., Fort Worth, TX 76109",Tarrant,1/30/2026,2/27/2026,"$260,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Playground with associated hardscape and fencing.,"2,100 ft 2",Arborlawn United Methodist,"5001 Briarhaven Rd., Fort Worth, Texas 76109",(817) 731-0701,Valley Quest Design,"222 S. Elm St. Suite 201, Denton, Texas 76201",(214) 783-1715,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009599,
dnata,TABS2026009590,dfw 7,"2450 west airfield drive, Dfw Airport, TX 75261",Tarrant,1/31/2026,4/30/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",addition of offices and restroom to existing office area.,727 ft 2,porlogis targeted u.s. logistices fund lp,"1800 wazee street suite 500, denver, Colorado 80202",(972) 884-9292,meinhardt & associates,"14643 dallas parkway suite 636, Dallas, Texas 75254",(972) 980-8980,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009590,
AutoZone #10912,TABS2026009582,AutoZone,"3040 Basswood Blvd, Fort Worth, TX 76137",Tarrant,5/10/2026,10/8/2026,"$1,084,606",New Construction,"This project is privately funded, on private land for private use.","Construction of a new 7,382 s.f. auto parts retail store from the ground up.","7,382 ft 2","DCTN3 596 Fort Worth, TX LLC","300 STATE ST, Southlake, Texas 76092",903-873-3752,AutoZone,"123 South Front Street, Memphis, Tennessee 38103",901-495-8705,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009582,Sarah Cavallo
