project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Encore Mechanical,TABS2026004254,1597 Hart Street,"1597 Hart Street, Southlake, TX 75092",Tarrant,11/1/2025,2/1/2026,"$120,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior office renovation,"2,325 ft 2",Cotton Belt Capital LLC,"1597 Hart Street, Southlake, Texas 76092",(214) 415-7400,C3 Design Consulting LLC,"330 S Montclair Ave., Dallas, Texas 75208",(214) 207-2971,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004254,
Rosewood @ Beltmill - Phase 6,TABS2026004252,Rosewood at Beltmill Phase 4,"Beltmill Parkway and North of Bailey Boswell, Fort Worth, TX 76179",Tarrant,4/1/2025,11/1/2025,"$55,000",New Construction,"This project is privately funded, on private land for private use.","Subdivision franchise utility improvements; storm, water, sewer and paving. Curb Ramps and Sidewalks - 5 curb ramps, 75 s/f each and 100 s/f of sidewalk.",475 ft 2,"DR Horton, TX LTD","6751 North Freeway, Fort Worth, Texas 76131",(817) 966-0842,Westwood - Peloton Land Solutions,"9800 Hillwood Parkway, Suite 200, Fort Worth, Texas 76117",(817) 296-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004252,
25127 - Wichita Street Industrial Park Building #3,TABS2026004244,25127 - Wichita Street Industrial Park Building #3,"3000 Gosden Close Street, Fort Worth, TX 76140",Tarrant,8/2/2026,2/25/2027,"$600,000",New Construction,"This project is privately funded, on private land for private use.",New construction of 4133 sq ft of office space,"4,133 ft 2",PRIII/HLCI Wichita Street Holdings LP,"5950 BERKSHIRE LN Suite 900, Dallas, Texas 75225",(972) 241-8300,RGA Architects Inc.,"301 S. Oak Street Suite 100, Roanoke, Texas 76262",(817) 430-3382,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004244,
25125 - Wichita Street Industrial Park Building #2,TABS2026004240,25125 - Wichita Street Industrial Park Building #2,"2800 Gosden Close Street, Fort Worth, TX 76140",Tarrant,8/2/2026,2/25/2027,"$600,000",New Construction,"This project is privately funded, on private land for private use.",New construction of 3013 sq ft office space,"3,013 ft 2",PRIII/HLCI Wichita Street Holdings LP,"5950 BERKSHIRE LN Suite 900, Dallas, Texas 75225",(972) 241-8300,RGA Architects Inc.,"301 S. Oak Street Suite 100, Roanoke, Texas 76262",(817) 430-3382,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004240,
25125 - Wichita Street Industrial Park Building #1,TABS2026004238,25125 - Wichita Street Industrial Park Building #1,"2253 Whitebeam Brook Street, Fort Worth, TX 76140",Tarrant,8/2/2026,2/25/2027,"$600,000",New Construction,"This project is privately funded, on private land for private use.",New construction of 3013 sq ft of office space,"3,013 ft 2",PRIII/HLCI Wichita Street LP,"5950 BERKSHIRE LN Suite 900, Dallas, Texas 75225",(972) 241-8300,RGA Architects Inc.,"301 S. Oak Street Suite 100, Roanoke, Texas 76262",(817) 430-3382,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004238,
BCS Office Renovation 25/26,TABS2026004193,3625 E Loop 820 S,"3625 E Loop 820 S, Fort Worth, TX 76119",Tarrant,10/15/2025,5/1/2026,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Demolition, Office Remodel, Landscaping, Fencing","48,000 ft 2",Bjornstad Properties LLC,"205 N Lucas Drive Suite 104, Grapevine, Texas 76051",(682) 308-3533,Bjornstad Construction Supply LLC,"601 Westport Parkway Ste 400, Grapevine, Texas 76051",(682) 308-3533,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004193,
25153 Grapevine Industrial Spec Office,TABS2026004179,25153 Grapevine Industrial Spec Office,"3200 Stone Myers Pkwy, Grapevine, TX 75061",Tarrant,3/4/2026,9/4/2026,"$400,000",New Construction,"This project is privately funded, on private land for private use."," New construction of a 2,325 sf speculative office","2,325 ft 2",Big Grapevine Investors LLC,"741 Timber Ridge Lake Rd, Graham, Texas 76450",(972) 897-2060,RGA Architects Inc.,"301 S. Oak Street Suite 100, Roanoke, Texas 76262",(817) 430-3382,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004179,
Teso Life,TABS2026004160,Teso Life,"3930 NE Loop 820, Haltom City, TX 76137",Tarrant,1/15/2026,10/15/2026,"$2,500,000",New Construction,"This project is privately funded, on private land for private use.",first time interior build out of a new retail,"14,118 ft 2",Haltom City Forest Properties,"105 Decker CT, Suite 100, Haltom, Texas 76137",(469) 895-6643,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004160,
The Stayton At Museum Way - Renovation,TABS2026004143,The Stayton,"2501 Museum Way, Fort Worth, TX 76107",Tarrant,1/2/2026,7/1/2026,"$4,400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovate the 1st and 11th floor common spaces. Approximately 18,800SF on the first floor and 7700 SF on the 11th floor.","26,500 ft 2",Buckner Retirement Services Inc DBA Tarrant County Senior Living Center,"700 North Pearl Street Suite 1200, DALLAS, Texas 75201",214-683-6487,RDG Planning and Design,"7415 Manchester Ave, St. Louis,, Missouri 63143",314-405-8793,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004143,
Emerald Pool Care Retail,TABS2026004135,Emerald Pool Care,"149 East Bonds Ranch Road, Fort Worth, TX 76131",Tarrant,10/29/2025,11/30/2025,"$150,000",New Construction,"This project is privately funded, on private land for private use.","New building tenant lease out- constructing walls, adding flooring, HVAC, plumbing and electric.","2,500 ft 2",David Palmer,"3102 Maple Avenue, Suite 500, Dallas, Texas 75201",(214) 720-6600,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004135,
Escalante Golf,TABS2026004133,Foch Street Warehouse,"1035 Foch St., Fort Worth, TX 76107",Tarrant,11/3/2025,3/31/2026,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Nonstructural interior finish out addition in an existing single floor suite. scope incudes HVAC, Electrical, and plumbing.","6,722 ft 2",AP FW Foch LP,"802 Gervais St Suite 200, Columbia, South Carolina 29201",(817) 502-8177,idGROUP,"2641 Irving Blvd., Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004133,Zach Stayton
Totalcare FEMC-Crowley,TABS2026004132,Totalcare FEMC-Crowley,"1005 S Crowley Rd., Crowley, TX 76036",Tarrant,3/30/2026,9/1/2026,"$3,750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","RENOVATION OF A 7,668 SQUARE FOOT FREESTANDING EMERGENCY MEDICAL CARE FACILITY IN AN EXISTING SINGLE STORY MEDICAL OFFICE BUILDING.  SPACES INCLUDE PATIENT WATING, RECEPTION, EXAM ROOMS, NURSES STATION, IMAGING ROOMS, LAB, PHYSICIANS SUITE, OFFICES, ","7,688 ft 2",TOTALCARE EMERGENCY CENTERS,"6049 S HULEN ST., FORT WORTH, Texas 76132",(361) 946-9893,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004132,
"ZDL4 - Fort Worth, TX",TABS2026004116,"ZDL4 - Fort Worth, TX","1035 N Henderson St, Fort Worth, TX 76102",Tarrant,11/20/2025,3/5/2026,"$491,798",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant Fit-out of existing building into a micro-fulfillment facility with break room, lactation space, restrooms, refrigerated cases for packaged foods, and ambient shelving storage, No food production on site.  ","4,200 ft 2",Gyant Hendi LLC,"777 Main St Ste 1500, Fort Worth, Texas 76102",(817) 259-3536,"SGA Design Group, P.C.","1437 S Boulder Ave Suite 550, Tulsa, Oklahoma 74119",(918) 587-8600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004116,
The Alley,TABS2026004077,The Alleyv,"3970 NE Loop 820 Ste.200, Haltom City, TX 76117",Tarrant,12/15/2025,3/16/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out by tenant,"1,544 ft 2",Natchaya Than,"3970 NE Loop 820 STE 200, Haltom City, Texas 76117",(917) 794-0194,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004077,
Jimmy John's,TABS2026004071,Jimmy John's,"4040 N. Collins St. Suite 132, Arlington, TX 76005",Tarrant,12/1/2025,6/1/2026,"$325,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out of an existing building to accommodate a Jimmy John's sandwich shop.  ,"1,198 ft 2",Legacy at Veridian LLC,"2500 NE GREEN OAKS BLVD, Arlington, Texas 76006",(817) 640-3199,The Dimension Group,"10755 Sandhill Road, Dallas, Texas 75238",(214) 343-9400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004071,
Arlington Business Center B3 Spec Office,TABS2026004050,Building 3,"409 E. Embercrest Drive, Arlington, TX 76018",Tarrant,2/26/2026,5/26/2026,"$468,000",New Construction,"This project is privately funded, on private land for private use.","Speculative office suite, including office areas, conference room, break room, and restrooms.","3,300 ft 2","Arlington BC Owner, LLC","8111 Douglas Avenue Suite 600, Dallas, Texas 75225",(214) 740-3363,"Alliance Architects, Inc.","1600 N. Collins Blvd. Suite 1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004050,
Arlington Business Center B2 Spec Office,TABS2026004048,Building 2,"407 E. Embercrest Drive, Arlington, TX 76018",Tarrant,2/6/2026,5/6/2026,"$478,000",New Construction,"This project is privately funded, on private land for private use.","Speculative office suite, including office areas, conference room, break room, and restrooms.","3,300 ft 2","Arlington BC Owner, LLC","8111 Douglas Avenue Suite 600, Dallas, Texas 75225",(214) 740-3363,"Alliance Architects, Inc.","1600 N. Collins Blvd. Suite 1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004048,
Arlington Business Center B1 Spec Office,TABS2026004045,Building 1,"410 E. Bardin Road, Arlington, TX 76018",Tarrant,1/9/2026,4/9/2026,"$535,000",New Construction,"This project is privately funded, on private land for private use.","Speculative office suite, including office areas, break room, conference room, and restrooms.","4,000 ft 2","Arlington BC Owner, LLC","8111 Douglas Avenue Suite 600, Dallas, Texas 75225",(214) 740-3363,"Alliance Architects, Inc.","1600 N. Collins Blvd. Suite 1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004045,
Avilla Trinity,TABS2026004037,Clubhouse/Leasing Center,"Beach Street and East 1st Street, Fort Worth, TX 76111",Tarrant,1/1/2026,2/1/2027,"$250,000",New Construction,"This project is privately funded, on private land for private use.",New Clubhouse/Leasing Center,"1,200 ft 2",NexMetro Communities,"14951 N. Dallas Parkway Suite 410, Dallas, Texas 75254",(434) 851-7374,"Vision + Architecture Studio, LLC","10000 North Central Expressway Suite 1045, Dallas, Texas 75231",(469) 677-0079,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004037,
23124 - Reserve Capital Partners FW,TABS2026004031,23124 - Reserve Capital Partners FW,"5621 South Freeway, Fort Worth, TX 76134",Tarrant,1/30/2026,12/31/2026,"$17,279,363",New Construction,"This project is privately funded, on private land for private use.",New concrete tiltwall warehouse ,"492,624 ft 2",Bair Holdings LLC,"12404 PARK CENTRAL DR STE 250-S, Dallas, Texas 75251",(214) 983-1360,RGA Architects Inc.,"301 S. Oak Street Suite 100, Roanoke, Texas 76262",(817) 430-3382,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004031,
Bodybar Corporate Office,TABS2026004026,One Museum Place,"3100 W 7th Suite 310, Fort Worth, TX 76107",Tarrant,12/29/2025,3/5/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel of existing office space ,"4,457 ft 2",Museum Place Group 1 GP,"2918 Wingate St, Fort Worth, Texas 76107",(817) 546-0900,Apogee,"16775 Addison Road Suite 350, Addison, Texas 75001",972-830-2213,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004026,
THR Alliance - ED Lobby Renovation,TABS2026003948,Texas Health Harris Methodist Hospital Alliance,"10864 Texas Health Trail, Fort Worth, TX 76244",Tarrant,1/19/2026,3/27/2026,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovate control station desk to be enclosed with glass at front and wall at back. Add walls to enclose security office.,"2,200 ft 2",Texas Health Resources,"10864 Texas Health Trail, Fort Worth, Texas 76244",(972) 768-6120,HKS Inc.,"350 N. St. Paul St. Suite 100, Dallas, Texas 75201",(215) 969-5599,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003948,
ED Expansion,TABS2026003936,Medical City Alliance,"3101 N Tarrant Pkwy, Fort Worth, TX 76177",Tarrant,3/16/2026,1/31/2027,"$9,945,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","Horizontal expansion of existing ER Department to allow 8 new emergency exam rooms, additional support spaces, and new ambulance drop off.","4,340 ft 2",HCA HEALTH SERVICES OF TX INC,"2501 Park Plaza, Nashville, Tennessee 37203",(817) 639-1785,Perkins & Will,"2218 Bryan Street, DALLAS, Texas 75201",(214) 624-5590,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003936,
