ProjectId,ProjectNumber,DataVersionId,ProjectName,ProjectStatus,ProjectCreatedOn,FacilityName,City,County,TypeOfWork,EstimatedCost,EstimatedStartDate,EstimatedEndDate,URL
5a0bbe89-8b80-431d-948c-5a6e3fa3a6e5,TABS2026009746,900001,"Braum's - Hurst, TX (25094)",3008,2026-01-09T20:17:00.59,Braum's Ice Cream & Dairy,802,2220,9002,150000.0,2026-03-01T00:00:00,2026-06-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009746
f5a32f64-a64d-4dec-81e2-582be4b06720,TABS2026009733,900001,Litchfield Cavo,3008,2026-01-09T16:35:19.843,Two City Place,606,2220,9002,106761.0,2026-02-02T00:00:00,2026-07-02T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009733
8c82fd39-01ba-43ca-b8b2-5198454ae39a,TABS2026009721,900001,AC Hotel by Marriott - Grapevine,3008,2026-01-09T15:24:50.733,AC Hotel By Marriott,695,2220,9001,18000000.0,2026-03-28T00:00:00,2027-09-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009721
2f6feab8-d46d-4e6b-ae4d-17224720bd0f,TABS2026009711,900001,WELLS FARGO CRG,3008,2026-01-09T14:50:51.687,"Clearfork Retail Venture, LLC",606,2220,9002,6000000.0,2026-04-06T00:00:00,2026-08-21T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009711
29ea98e6-f923-4006-bd23-cbbac09a6c9e,TABS2026009702,900001,JPS Medical Outpatient Building,3008,2026-01-09T13:45:42.153,John Peter Smith Medical Outpatient Building,606,2220,9001,250000000.0,2026-01-09T00:00:00,2029-07-29T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009702
d4241ec2-03da-40da-b898-a50469b4741e,TABS2026009607,900001,Technology Office Building Training Build-Out,3008,2026-01-08T15:17:40.65,Technology Office Building,606,2220,9002,2000000.0,2025-12-01T00:00:00,2026-03-16T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009607
3b64adc7-19bf-4371-b010-8ed12fdcb2ba,TABS2026009604,900001,QuikTrip # 855 Fryer Project,3008,2026-01-08T15:09:08.087,QuikTrip # 855,1243,2220,9002,125000.0,2026-04-05T00:00:00,2026-04-20T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009604
b577051f-450f-4522-9bf7-53021372c28d,TABS2026009599,900001,Arborlawn United Methodist Church Playground,3008,2026-01-08T14:50:47.343,Playground,606,2220,9002,260000.0,2026-01-30T00:00:00,2026-02-27T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009599
8cb87ca2-4b0a-437d-8fc4-4e41a5f8670f,TABS2026009590,900001,dnata,3008,2026-01-08T14:14:20.29,dfw 7,455,2220,9002,150000.0,2026-01-31T00:00:00,2026-04-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009590
c7fab9af-08e3-41a2-b794-3541c8043278,TABS2026009582,900001,AutoZone #10912,3008,2026-01-08T13:43:41.657,AutoZone,606,2220,9001,1084606.0,2026-05-10T00:00:00,2026-10-08T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009582
