project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
135 South Main - Keller,TABS2025011409,135 South Main,"135 S. Main, Keller, TX 76248",Tarrant,3/1/2025,7/1/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation, exterior renovation, minimal site renovation. Scope to include general construction, mechanical, electrical and plumbing work. Site work limited to re-striping, adding bollards and wheel stops.","1,600 ft 2","Haynes Family Properties, LLC","12049 Native Drive, Fort Worth, Texas 76179",(817) 988-5007,ALEXANDER+KIENAST+SCHNITZ LLC,"11700 Preston Road Suite 630-639, Dallas, Texas 75230",(972) 741-4200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011409,
LJA ENGINEERING - FORT WORTH TI,TABS2025011391,HILLWOOD COMMONS II,"9900 HILLWOOD PKWY SUITE 200, Fort Worth, TX 76177",Tarrant,3/4/2025,7/1/2025,"$1,360,000",New Construction,"This project is privately funded, on private land for private use.","FIT OUT OF BUSINESS OCCUPANCY SPACE WITH OFFICES, OPEN WORKSTATIONS, COLLABORATION AREAS, AND PANTRY AREA IN A FIRST GENERATION BUSINESS OCCUPANCY BUILDING.","13,700 ft 2","HW Commons 2, Ltd.","9800 Hillwood Parkway SUITE 300, FORT WORTH, Texas 76177",817-224-6091,"HELLMUTH, OBATA & KASSABAUM, INC.","3200 SOUTHWEST FWY SUITE 900, HOUSTON, Texas 77027",(713) 407-7700,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011391,MAELIN BURR
Randol Mill Avenue Waterline and Sidewalk Improvement Project,TABS2025011390,Waterline and Sidewalk Improvements,"Randol Mill Avenue, Southlake, TX 76092 n/a, Southlake, TX 76092",Tarrant,5/1/2025,8/13/2025,"$1,430,900",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Construction of new pedestrian facilities as well as the reconstruction of existing waterline along the east side of Randol Mill Avenue, from the intersection of Morgan Road to E. Dove Road in Southlake, Texas","124,200 ft 2",City of Southlake,"1400 Main Street, Suite 460, Southlake, Texas 76092",(817) 748-8400,KSA Engineers Inc.,"8866 Synergy Dr., McKinney, Texas 75070",972-666-3185,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011390,
2022 Bond Year 3-Contract 16,TABS2025011388,N/A,"Multiple Street Locations, Fort Worth, TX 76117",Tarrant,12/1/2025,4/1/2027,"$400,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Reconstructing 9 residential streets, replacing water & sanitary sewer utilities, sidewalk, ADA ramps, driveways.","5,000 ft 2",The City of Fort Worth,"200 Texas St., Fort Worth, Texas 76102",(817) 392-5536,TranSystems Corporation,"500 W. 7th Street, Suite 1100, Fort Worth, Texas 76102",817-334-4435,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011388,
TCCD NWCR - NW02 Foodservice Renovation,TABS2025011386,TCCD NWCR - NW02 Foodservice Renovation,"4801 Marine Creek Parkway, Fort Worth, TX 76179",Tarrant,3/3/2025,12/31/2025,"$982,682",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",TCCD NWCR - NW02 Foodservice Renovation,"982,682 ft 2",Tarrant County College District,"5450 N Riverside Drive, Fort Worth, Texas 76102",(817) 515-6897,Huckabee,"801 Cherry Street Ste. 500, Fort Worth, Texas 76102",(800) 687-1229,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011386,
Leon Capital Group - Riverbend - Building 2 - Spec Office,TABS2025011363,Riverbend Building 2,"1900 Gravel Drive, Fort Worth, TX 76118",Tarrant,2/28/2025,5/28/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 3,418 SF office finish out within an existing 147,933 SF distribution facility. ","3,418 ft 2","LCG2i Riverbend, LLC","3500 Maple Avenue, Suite 1600, Dallas, Texas 75219",(214) 935-2546,GSR Andrade Architects,"2001 North Lamar Street, Suite #400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011363,
2023 Sidewalk Unit Price Construction Contract (#2),TABS2025011317,City of Fort Worth ROW,"5640 Dennis Ave, Fort Worth, TX 76114",Tarrant,8/25/2024,3/1/2025,"$676,369",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Sidewalk and ADA Ramp installation at various locations.,"37,399 ft 2",City of Fort Worth,"5001 James Ave Suite 301, Fort Worth, Texas 76115",(682) 225-3905,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011317,
Arlington Business Center - Building 3,TABS2025011303,Building 3,"409 E. Embercrest Drive, Arlington, TX 76018",Tarrant,5/1/2025,1/30/2026,"$7,850,000",New Construction,"This project is privately funded, on private land for private use.","Speculative industrial building (shell), incl. site work (mass grading, excavation, utilities, paving, landscaping & irrigation).","77,533 ft 2","Arlington BC JC, LLC","8111 Douglas Avenue Suite 600, Dallas, Texas 75225",(214) 740-3363,"Alliance Architects, Inc.","1600 N. Collins Blvd. Suite 1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011303,
Romatix,TABS2025011297,Romatix,"1071 N Collins Street, Arlington, TX 76011",Tarrant,10/1/2024,2/14/2025,"$80,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Specialty retail offering apparel, shoes, bath and body, and assorted novelty products. ","3,806 ft 2",Grand Family Trust,"1008 Keystone Court, Gardnerville, Nevada 89460",(945) 336-9035,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011297,Romantix Arlington Inc
Marriott Westlake - Outdoor Bar,TABS2025011288,Marriott,"1301 Solana Blvd Bldg 3, Westlake, TX 76262",Tarrant,3/31/2025,6/30/2025,"$105,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Construction of outdoor bar in the first floor courtyard pergola.,515 ft 2,"Supreme Bright Westlake I, LLC","1301 Solana Blvd, Westlake, Texas 76262",(214) 669-2977,"Premier Architecture, LLC","14185 Dallas Parkway Suite 1400, Dallas, Texas 75254",972.778.9548,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011288,
Hurst Lab Expansion,TABS2025011274,Martin Marietta Hurst Lab,"9417 Trinity Blvd, Fort Worth, TX 76053",Tarrant,6/2/2025,9/30/2025,"$750,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","Expand existing lab building by approximately 6400 square foot. Expansion will include a two bathrooms, office space, lab rooms, and outdoor aggregate storage bunkers. ","6,400 ft 2",Martin Marietta,"1503 LBJ Freeway Suite 400, Dallas, Texas 75234",(512) 591-1314,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011274,
BJs Wholesale Club #265,TABS2025011256,BJs SW Fort Worth TX,"5901 Altamesa Boulevard, Fort Worth, TX 76132",Tarrant,6/1/2025,2/1/2026,"$9,500,000",New Construction,"This project is privately funded, on private land for private use.",Ground Up Construction of a BJ's Wholesale Club,"106,844 ft 2",BJ's Wholesale Club Inc.,"350 Campus Drive, Marlborough, Massachusetts 01752",(360) 450-9514,CASCO Diversified Corporation,"12 Sunnen Dr Ste. 100, St. Louis, Missouri 63143",(314) 821-1100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011256,
University Drive Improvements,TABS2025011255,Trinity Park and Fort Worth Botanic Gardens,"University Drive from Rosedale St. to Trail Dr., Fort Worth, TX 76107",Tarrant,3/9/2026,3/19/2027,"$9,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Approximately 19,500 sf of new sidewalk and concrete bus pads and 280,000 sf of asphalt overlay along University Drive.","299,500 ft 2",City of Fort Worth,"200 Texas Street, Fort Worth, Texas 76102",817-393-7862,"Dunaway Associates, LLC","550 Bailey Ave Suite 400, Fort Worth, Texas 76107",682-347-6744,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011255,
