project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Spec Building #20,TABS2024010243,Spec Building #20,"1366 Ranchers Legacy Trail, Fort Worth, TX 76126",Tarrant,2/1/2024,10/1/2024,"$900,000",New Construction,"This project is privately funded, on private land for private use.","New construction of 11,964 s.f. concrete tilt-wall shell building and associated site improvements. ","11,964 ft 2","Clapp Family Holdings, LLC","1440 Markum Ranch Road #200, Fort Worth, Texas 76126",(817) 536-6050,Steelmaster Design-Build,"1440 Markum Ranch Road #200, Fort Worth, Texas 76126",(817) 536-6050,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010243,
"100% Chiro Adry 1, LLC",TABS2024010220,"100% Chiro Adry 1, LLC","3251 Tracewood Way #121, Fort Worth, TX 76244",Tarrant,2/15/2024,8/15/2024,"$209,832",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish out,"1,741 ft 2","ATCN Grocer Retail, LTD","9800 Hillwood Parkway Suite 300, Fort Worth, Texas 76177",(817) 224-6000,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010220,
Fort Worth Rudy's,TABS2024010201,Rudy's BBQ,"6894 N Fwy Service Rd., Fort Worth, TX 76137",Tarrant,3/1/2024,4/15/2024,"$180,000",New Construction,"This project is privately funded, on private land for private use.","Install Pad Mounted Utility Transformer, (1) 600A Disconnect, (2) Tesla Superchargers, (8) Charge Posts","2,000 ft 2",Tesla,"3500 Deer Creek Rd., Palo Alto, California 94304",(512) 820-3546,Dewberry Engineers Inc,"4835 LBJ Freeway #475, Dallas, Texas 75244",469-232-5200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010201,
Luxe at Matlock,TABS2024010196,Luxe at Matlock,"750 Turner Warnell Rd, Arlington, TX 76063",Tarrant,5/1/2024,10/1/2025,"$22,250,000",New Construction,"This project is privately funded, on private land for private use.","152 units independent living facility with a standalone clubhouse with 3 and 4 story sections. 4 villa buildings and 9 Carports, 8-10 bays each. ","150,256 ft 2",Matlock Senior LTD,"105 Decker Court, Suite 1080, Irving, Texas 75062",(972) 756-0390,ARRIVE Architecture Group,"2344 Highway 121 Suite 100 Suite 100, BEDFORD, Texas 76021",(817) 514-0584,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010196,
TCAP,TABS2024010185,1856 Precinct Line,"1856 Precinct Line Suite 108, Hurst, TX 76054",Tarrant,2/28/2024,4/25/2024,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Suite 107 DEMO under separate permit. Suite 108 will expand and include Suite 108 and Suite 106. Interior remodel only. No change of use. ,"4,560 ft 2","126 Precinct Line Plaza, LLC","1523 Edris, Los Angeles, California 90036",310-551-1825,"708 Studios, LLC","5000 Eldorado Parkway, Suite 150, Frisco, Texas 75033",(214) 789-6196,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010185,
Murphy Drive Pump Station Pumping and Electrical Improvements,TABS2024010183,Trinity River Authority Murphy Drive Pump Station,"3521 Murphy Drive, Bedford, TX 76021",Tarrant,10/19/2023,5/27/2027,"$5,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",New 98'x33' (3234 SF) building to house electrical and HVAC equipment for pump station building and site improvements. ,"3,234 ft 2",TRA Tarrant County Water Supply Project,"3521 Murphy Drive, Bedford, Texas 76201",817-267-4226,"Freese and Nichols, Inc.","801 Cherry Street, Suite 2800, Fort Worth, Texas 76102",817-929-8037,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010183,
EOG Ft. Worth Renovation 1,TABS2024010176,Sundance Square,"421 W. 3rd Levels 12, 14, & 15, Fort Worth, TX 76102",Tarrant,2/12/2024,4/15/2024,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of printer/plotter area and large conference rooms including new finishes & new lighting ,"4,000 ft 2",The Carnegie Building LLC,"201 Main St. Suite 2600, Forth Worth, Texas 76102",(817) 781-9259,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010176,
Oak Creek Distribution Center - Spec Office Improvements,TABS2024010156,Oak Creek Distribution Center,"4851 E. Loop 820 S. Freeway, Suite 101, Fort Worth, TX 76119",Tarrant,2/1/2024,5/1/2024,"$821,000",New Construction,"This project is privately funded, on private land for private use.",Construction of speculative office improvements.,"3,820 ft 2","DRI Falcon Creek, LLC c/o Falcon Commercial Development","5440 Harvest Hill Rd. Suite 250, Dallas, Texas 75230",(713) 855-0091,"Alliance Architects, Inc.","1600 N. Collins Blvd. Suite 1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010156,
Western Center Blvd at N Beach St Intersection,TABS2024010148,City of Fort Worth,"Intersection of Western Center Blvd and N Beach St, Fort Worth, TX 76137",Tarrant,8/30/2024,7/3/2025,"$66,970",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Intersection improvement - installation of new traffic signals and bring to ADA compliance.,"8,320 ft 2",City of Fort Worth,"200 Texas St, Fort Worth, Texas 76102",(817) 392-7254,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010148,
360 Brunch House,TABS2024010144,Cousin's,"9560 Feather Grass Ln, Fort Worth, TX 76177",Tarrant,2/12/2024,6/21/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodeling of an existing restaurant to accommodate new concept. ,"4,256 ft 2","CH Retail Fund II/Fort Worth Heritage, L.P.","3819 Maple Avenue, Dallas, Texas 75219",(214) 661-8000,Studio HMA,"1020 Taylor Dr, Allen, Texas 75013",(469) 463-4845,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010144,Nick Mustafa
Cook Children's Level 6 Optimization,TABS2024010143,Cook Children's 750 8th Avenue Building,"750 8th Avenue, Fort Worth, TX 76104",Tarrant,1/29/2024,5/24/2024,"$800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",renovation of an existing clinic space into an open office area,"9,000 ft 2",Cook Children's Health Care System,"801 7th Avenue, Fort Worth, Texas 76104",(817) 404-8272,"Page Southerland Page, Inc.","1800 Main Street, Suite 123, Dallas, Texas 75201",214-522-3900,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010143,
Park Vista,TABS2024010134,Park Vista Office Condominiums,"5437 Basswood Blvd., Fort Worth, TX 75160",Tarrant,3/1/2024,3/1/2025,"$650,000",New Construction,"This project is privately funded, on private land for private use.",Shell Building,"5,985 ft 2",Ketan Gandhi,"2517 Royal Troon Dr., Plano, Texas 75025",(903) 892-7229,"FK + Architect, LLC","400 Chisholm Place STE 300, Plano, Texas 75075",(972) 424-1325,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010134,
Park Vista,TABS2024010131,Park Vista Office Condominiums,"5433  Basswood Blvd, Fort Worth, TX 75160",Tarrant,3/1/2024,3/1/2025,"$650,000",New Construction,"This project is privately funded, on private land for private use.",Shell Building,"5,985 ft 2",Ketan Gandhi,"2517 Royal Troon Dr., Plano, Tennessee 75025",(903) 982-7229,"FK + Architect, LLC","400 Chisholm Place STE 300, Plano, Texas 75075",(972) 424-1325,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010131,
QTS FTW1 DC2,TABS2024010121,QTS FTW1 DC2,"14100 PARK VISTA BLVD, Fort Worth, TX 76177",Tarrant,3/1/2024,4/1/2026,"$220,000,000",New Construction,"This project is privately funded, on private land for private use.","A new two-story, 42 Megawatt Data Center is being constructed in Fort Worth, Texas, as an addition of an existing Data Center Campus.","471,876 ft 2","Quality Technology Services Realty Trust, Inc","12851 Foster Street, Overland Park, Kansas 66213",866.239.5000,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010121,
Reconstruction of Fire-Damaged Laundromat at Woodcreek Village,TABS2024010100,Woodcreek Village Retail Center,"6538 Boca Raton Blvd., Fort Worth, TX 76112",Tarrant,2/1/2024,8/31/2024,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Reconstruction of a fire-damaged laundromat in retail center.,"3,886 ft 2","Broberg Investments, LLC","3228 Collinsworth St., Fort Worth, Texas 76107",(817) 632-6200,Schwarz-Hanson Architects,"2627 Tillar Street, Suite 131, Fort Worth, Texas 76107",(817) 377-3600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010100,
Reconstruction of Fire-Damaged Beauty Supply Store,TABS2024010099,Woodcreek Village Retail Center,"6550 Boca Raton Blvd., Fort Worth, TX 76112",Tarrant,2/1/2024,8/31/2024,"$900,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Reconstruction of a fire-damaged beauty supply store in a retail center.,"8,235 ft 2","Broberg Investments, LLC","3228 Collinsworth St., Fort Worth, Texas 76107",(817) 632-6200,Schwarz-Hanson Architects,"2627 Tillar Street, Suite 131, Fort Worth, Texas 76107",(817) 377-3600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010099,
Trinity Presbyterian Church,TABS2024010098,Trinity Presbyterian Church,"207 W. Broadway Ave, Fort Worth, TX 76104",Tarrant,1/25/2024,6/30/2024,"$250,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",New three story entrance tower to an existing church,227 ft 2,Trinity Presbyterian Church Fort Worth,"207 W. Broadway Ave., Fort Worth, Texas 76104",(817) 789-8501,2CHA,"106 E Church St., Weatherford, Texas 76086",(817) 996-8095,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010098,
4500 Amon Carter Roof Restoration,TABS2024010026,Bank of America,"4500 Amon Carter Blvd, Fort Worth, TX 76155",Tarrant,2/19/2024,6/14/2024,"$1,233,294",Renovation/Alteration,"This project is privately funded, on private land for private use.",Overlay existing roof with new 115 mil Fleeceback TPO roof membrane system. Provide and install a new layer of Polyisocyanurate insulation to achieve a composite total of R-25.,"210,000 ft 2",Bank of America,"4500 Amon Carter Blvd., Ft. Worth, Texas 76155",(214) 437-4637,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010026,
Madero Phase 5,TABS2024010023,Madero,"NE Intersec Sendera Ranch @ Rancho Canyon, Fort Worth, TX 76052",Tarrant,3/1/2024,11/1/2024,"$166,000",New Construction,"This project is privately funded, on private land for private use.",New land development project. 188 residential lots.,"2,269,606 ft 2","Lennar Homes of Texas Land & Construction, Ltd.","1707 Market Place Blvd., Ste. 100, Irving, Texas 75063",(972) 897-5825,LJA Engineering,"6060 North Central Expressway, Ste 400, Dallas, Texas 75206",(469) 621-0710,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010023,
Kimley-Horn Forth Worth (39-23156-00),TABS2024010008,Burnett Plaza,"801 Cherry St Ste 1200, Fort Worth, TX 76102",Tarrant,2/19/2024,5/10/2024,"$1,340,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish out,"22,338 ft 2","Burnett Cherry Street, LLC c/o JLL","801 Cherry Street Ste 200, Fort Worth, Texas 76102",817-332-6390,DLR Group,"2500 Pacific Ave Suite 1600, Dallas, Texas 75226",214-747-2511,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010008,Bradin Hopper
HMart Retail,TABS2024009990,HMart,"5000 N Beach Street, Haltom City, TX 76137",Tarrant,7/24/2024,12/31/2026,"$20,000,000",New Construction,"This project is privately funded, on private land for private use.","New construction 190,000 sqft retail space","190,000 ft 2",RK,"2144 Royal, Dallas, Texas 75007",(972) 824-1919,Dmm,"1520 Blue Mesa, Carrollton, Texas 75007",(972) 824-1919,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024009990,
Orange Twist,TABS2024009989,Alliance Town Center,"3062 Texas Sage Trail, Fort Worth, TX 76177",Tarrant,2/26/2024,4/29/2024,"$275,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"1,981 ft 2","ATC Investors, LP dba ATC Retail Owner c/o Invesco","2001 Ross Avenue Suite 3400, Dallas, Texas 75201",(972) 715-5846,gne Architecture,"89 Fifth Ave Suite 301, New York, New York 10003",(917) 912-4724,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024009989,Denise Keeler
